session,maze,track_len,unit,direction,peak_rate,spatial_info,field_lo,field_hi,field_peak,field_width,n_field_spikes,is_place_cell,slope_cycles,slope_deg,phi0,rho,pval
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,53,left,1.8125057545414662,0.46030086732569325,0.02,0.54,0.26,0.52,39,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,54,left,6.413490744603406,0.28154815866482874,1.18,1.58,1.58,0.40000000000000013,100,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,55,left,7.524578160942861,0.2888667154429267,0.02,0.94,0.1,0.9199999999999999,206,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,57,left,39.91180050070416,0.926355984575985,1.18,1.58,1.46,0.40000000000000013,778,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,58,left,8.235287246142892,1.0144506838883882,0.33999999999999997,0.8200000000000001,0.5800000000000001,0.4800000000000001,166,True,-0.6625,-238.5,-1.0431490246115152,-0.6031551165243746,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,70,left,1.4902268164187815,2.2371025711418513,0.02,0.14,0.02,0.12000000000000001,11,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,74,left,2.1926021854171855,0.9552461554645764,0.42000000000000004,0.8200000000000001,0.62,0.4,37,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,76,left,4.530984167750937,0.8079453966924868,1.42,1.58,1.58,0.16000000000000014,37,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,82,left,9.19610943075606,1.0771427799510294,0.42000000000000004,1.02,0.74,0.6,238,True,-0.4075,-146.7,-0.8663981662292702,-0.28319013549737615,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,84,left,1.0409211432061407,1.3654190260757035,0.14,0.26,0.22,0.12,9,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,86,left,2.751647808757818,0.6324677242545438,1.3,1.58,1.58,0.28,44,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,92,left,1.9856725289352235,1.3406222719838006,0.02,0.33999999999999997,0.02,0.31999999999999995,28,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,94,left,2.5461490505950874,0.8824963345963593,0.45999999999999996,0.94,0.74,0.48,45,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,95,left,2.943831825069805,1.821780779538607,0.02,0.14,0.06,0.12000000000000001,26,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,96,left,1.3205586982729958,1.4232756035103238,0.9,1.22,1.1,0.31999999999999995,15,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,98,left,4.757471967926179,1.6533618261749352,1.34,1.58,1.58,0.24,57,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,101,left,19.911491279665842,0.9720355068085205,0.02,0.62,0.30000000000000004,0.6,469,True,-0.395,-142.20000000000002,-0.9097355346652445,-0.09900138400980567,0.029940119760479042
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,103,left,4.5933956060758065,0.5745143568919867,0.98,1.58,1.46,0.6000000000000001,91,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,112,left,43.49061536586819,2.052987028684394,0.02,0.26,0.1,0.24000000000000002,618,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,113,left,18.51929420336286,0.6632345026911686,0.02,0.94,0.18,0.9199999999999999,794,True,-0.7075,-254.70000000000002,-0.270176930034624,0.03288631577429149,0.36926147704590817
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,114,left,13.147054712524508,1.3292577665811671,1.1400000000000001,1.58,1.42,0.43999999999999995,303,True,-0.5725,-206.1,-1.6603717093780646,-0.3840108394064829,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,116,left,8.87785079345319,0.7235866892388104,0.02,0.45999999999999996,0.30000000000000004,0.43999999999999995,202,True,-0.725,-261.0,-1.1388849012719848,0.045727700727061955,0.5389221556886228
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,117,left,1.8676814280976863,0.8523270196219215,0.02,0.5800000000000001,0.18,0.56,40,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,118,left,18.240543907198376,0.8696148318291538,0.42000000000000004,1.18,0.9,0.7599999999999999,495,True,-0.6675,-240.29999999999998,-1.2467041243393784,-0.1861342863956001,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,123,left,27.825982554357044,0.7556772886622314,0.14,0.74,0.33999999999999997,0.6,652,True,-0.86,-309.6,-0.3459218982784785,-0.3785305191603351,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,125,left,9.631316693780219,0.26620686531226,0.38,1.58,1.5,1.2000000000000002,448,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,129,left,2.8847578346872855,0.14122663900361046,0.02,1.3,0.33999999999999997,1.28,104,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,137,left,23.3525693459983,0.776309172252341,0.30000000000000004,1.02,0.5800000000000001,0.72,621,True,-0.9349999999999999,-336.59999999999997,-0.28725596084903077,-0.5198813287582537,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,143,left,5.487258719707327,1.431798730578381,0.45999999999999996,0.78,0.62,0.32000000000000006,70,True,0.31000000000000005,111.60000000000002,-0.5049782918123934,0.18747890924622215,0.10978043912175649
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,145,left,20.199196001253906,1.2800119527558702,0.98,1.5,1.18,0.52,460,True,-0.66,-237.60000000000002,-0.8829165508459527,-0.565602206184409,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,146,left,5.445504226106866,0.21353168661537333,0.26,1.58,1.5,1.32,334,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,148,left,2.574145913729673,0.47608924749960224,0.02,0.8200000000000001,0.33999999999999997,0.8,75,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,161,left,2.029099047041918,0.3159076002644966,0.02,0.33999999999999997,0.14,0.31999999999999995,33,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,163,left,5.533021109112936,0.47508714218659265,0.8200000000000001,1.5,1.18,0.6799999999999999,144,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,169,left,1.2607884855488898,0.4958797834324159,0.33999999999999997,0.78,0.5,0.44000000000000006,20,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,171,left,2.7220142196696004,0.9590021855548472,1.5,1.58,1.58,0.08000000000000007,16,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,173,left,19.339317123606644,1.480850239543619,0.38,0.9,0.66,0.52,419,True,-0.6975,-251.1,-1.0946713256216578,-0.658521796988656,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,175,left,1.0303932208526114,1.341850567060591,0.02,0.38,0.02,0.36,16,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,176,left,7.387176211097437,0.13711312570526474,0.86,1.58,1.34,0.7200000000000001,213,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,179,left,33.97042305896318,0.9772672498815467,0.9,1.46,1.18,0.5599999999999999,789,True,-0.765,-275.4,-1.016457456303939,-0.48249708330628094,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,180,left,1.419756472822338,1.1180464150612188,0.18,0.78,0.26,0.6000000000000001,43,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,181,left,6.965907757174059,2.1828058102146066,0.02,0.1,0.02,0.08,21,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,182,left,29.63942239085704,1.0106217682440692,0.74,1.34,1.1,0.6000000000000001,734,True,-0.765,-275.4,-0.7728660037757353,-0.33329179824743516,0.001996007984031936
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,186,left,2.6885670912100053,1.0322132114882745,1.5,1.58,1.58,0.08000000000000007,19,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,201,left,4.983342520388776,0.7505077828246703,0.02,0.26,0.06,0.24000000000000002,68,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,202,left,6.879395340174836,0.18481953768481316,0.14,1.5,0.62,1.3599999999999999,416,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,203,left,6.74132743263587,1.0380788202644782,0.02,0.38,0.14,0.36,140,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,204,left,4.608046231313737,0.6697466915231272,0.02,0.22,0.02,0.2,59,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,211,left,6.623785596162947,1.4441194446468417,1.5,1.58,1.58,0.08000000000000007,37,False,,,,,
Achilles-10252013,1.6mLinearMazeLinearizedPosition,1.6,215,left,15.90730416485076,1.189600578909264,1.06,1.58,1.46,0.52,449,False,,,,,
