session,unit,direction,lo,hi,peak_pos,width,peak_rate,si,n_spikes,mrl,slope,phi0,rho,p,n
Gatsby_08022013,13,right,8.0,64.0,46.0,56.0,1.4431719022358274,0.5477109486237172,45,0.22502882912174366,-3.6442474781641603,3.492957605715863,-0.2392379441814561,0.11693045622034437,45
Gatsby_08022013,20,right,0.0,56.0,30.0,56.0,28.014363072979453,0.8376162928978756,1287,0.11642793440599812,-5.9061941887488105,5.4186807581118765,-0.02169715560913182,0.44276349819699967,1287
Gatsby_08022013,29,right,68.0,160.0,114.0,92.0,19.84578758255231,0.7505842756823736,786,0.1501013341516085,-3.1792917654328705,4.4805655988858835,-0.424307986975103,0.0,786
Gatsby_08022013,32,right,72.0,160.0,122.0,88.0,42.63050944692113,0.5014050605002984,1588,0.07572924512189459,-4.5741589036267385,5.286801169238988,-0.4295051418780141,0.0,1588
Gatsby_08022013,48,right,64.0,160.0,138.0,96.0,4.180140883342654,0.5213833326726012,150,0.11643064791558855,-11.058406140636071,4.953357900216928,0.003668991452462289,0.9642984667447849,150
Gatsby_08022013,49,right,112.0,160.0,142.0,48.0,13.34416730304356,0.8910857215680166,237,0.10029157776258633,-3.7070793312359562,4.714110627557252,-0.3469192728919039,1.0452022869422706e-07,237
Gatsby_08022013,4,left,0.0,56.0,26.0,56.0,1.8779133914822184,0.5475976657462267,53,0.11299304498164658,-6.861238355440109,5.278698830985565,-0.29154161648056415,0.030855560068875132,53
Gatsby_08022013,7,left,0.0,44.0,22.0,44.0,12.889312905398196,0.6366206709592914,295,0.13734687258520092,-5.353273881717007,5.4903598665494675,-0.2699553606651641,3.6655699942045317e-06,295
Gatsby_08022013,16,left,44.0,92.0,66.0,48.0,9.026580301537354,0.8480848191638541,189,0.10589468142012262,-2.8902652413026093,3.6828574954679625,-0.18886656603590787,0.008584936095934914,189
Gatsby_08022013,17,left,28.0,96.0,70.0,68.0,7.04677619236819,1.3867638676391454,205,0.17214102845093138,-3.292389100962103,4.138840238874549,-0.35285157631371605,3.890180551024969e-07,205
Gatsby_08022013,18,left,48.0,96.0,74.0,48.0,9.295441042395677,0.5283523998137722,222,0.2847752775280743,-3.3049554715764624,3.8600061860316672,-0.521561226265359,3.175237850427948e-14,222
Gatsby_08022013,20,left,0.0,88.0,34.0,88.0,33.78828111097448,0.5199401311850652,1397,0.11642793440599812,2.75203516454466,3.4715171209529982,0.19782936390547448,9.303668946358812e-14,1397
Gatsby_08022013,23,left,24.0,88.0,70.0,64.0,3.0563664878199015,1.0404104410588717,101,0.010762583130435014,-12.566370614359172,5.361083894458453,-0.2686202133978671,0.008665761398670924,101
Gatsby_08022013,29,left,68.0,108.0,82.0,40.0,2.7738400787801325,0.7291716996664188,53,0.1501013341516085,-3.19185813604723,4.002559054175624,-0.40552654725246484,0.004057986719979478,53
Gatsby_08022013,52,left,24.0,88.0,58.0,64.0,32.41456442710436,0.9121539016718687,963,0.07680476434192951,-4.285132379496478,4.579709317603056,-0.2792283221771881,0.0,963
Gatsby_08022013,53,left,28.0,88.0,54.0,60.0,2.77828363659633,0.5118697362196079,65,0.18733810488137642,-3.204424506661589,3.83618666400805,-0.2188978554013308,0.08410000162388043,65
Gatsby_08022013,59,left,20.0,96.0,66.0,76.0,4.050441287459397,0.7867294191690448,111,0.08393104537796311,-3.7322120724646735,4.879054235111302,-0.27742309159608963,0.004205865832009215,111
Gatsby_08022013,75,left,0.0,104.0,58.0,104.0,12.420419778495697,0.6237400293330955,606,0.06663410159547535,-6.9869020615837005,5.086309529930288,0.07990933547367603,0.04761797735834006,606
Gatsby_08022013,76,left,4.0,48.0,22.0,44.0,28.890148279406503,1.4629967208881065,619,0.11575995461697634,-4.385663344411351,4.661672119515673,-0.24720647778683305,5.209508380232819e-10,619
