session,unit,cell_type,channel,theta_delta,n_spikes,rate,mrl,ppc,pref,p_rayleigh,mrl_null_mean,p_shuffle,sig
Achilles-11012013,50,excitatory,115,9.129317340045104,119,0.5191212667374651,0.1529379570145922,0.015113662922032823,3.7795305077922396,0.06154246450442704,0.08029691651116742,0.05970149253731343,False
Achilles-11012013,51,excitatory,115,9.129317340045104,953,0.3443154044750413,0.19453587934269598,0.03683354050326584,2.93297686453166,1.5643428084273047e-16,0.028092663992318495,0.004975124378109453,True
Achilles-11012013,52,inhibitory,115,9.129317340045104,48843,15.571699658188198,0.24312547884873398,0.0590907345122397,4.451243550403462,0.0,0.00393202132522322,0.004975124378109453,True
Achilles-11012013,53,excitatory,115,9.129317340045104,963,0.29607521103170176,0.0642517543569661,0.0030930782580497296,2.3826433857681866,0.018730850764857077,0.026337440951131372,0.01990049751243781,True
Achilles-11012013,54,excitatory,115,9.129317340045104,686,0.4537908859169153,0.11230384838856172,0.011170712252461907,4.356383918042857,0.00017113984915792155,0.03323067641988704,0.004975124378109453,True
Achilles-11012013,55,excitatory,115,9.129317340045104,298,0.3017537397448962,0.051182104417778845,-0.0007385753260455884,4.889035078138563,0.4584771324166337,0.05206247236985229,0.43781094527363185,False
Achilles-11012013,56,excitatory,115,9.129317340045104,589,0.2452960600387128,0.03907015507718069,-0.00017160720500397216,3.538791443410767,0.40710877330952955,0.038328573234473785,0.4527363184079602,False
Achilles-11012013,57,excitatory,115,9.129317340045104,4566,0.4394853616586754,0.0458315604152571,0.0018819340181433853,5.954962099991469,6.806694532724373e-05,0.012537172354609818,0.004975124378109453,True
Achilles-11012013,58,excitatory,115,9.129317340045104,2250,0.3549626458122809,0.026538355025747647,0.0002599553787520707,3.4428147937369795,0.20503665634923238,0.018856092964760953,0.22388059701492538,False
Achilles-11012013,59,inhibitory,115,9.129317340045104,58302,17.106567748498325,0.4534811714467048,0.20563154779317513,4.8456915331575425,0.0,0.0037991669607058006,0.004975124378109453,True
Achilles-11012013,60,excitatory,115,9.129317340045104,185,0.267027352614207,0.2295109439347803,0.04752676943684383,0.8014399247255936,5.277879186864269e-05,0.06358768376051047,0.004975124378109453,True
Achilles-11012013,61,excitatory,115,9.129317340045104,2417,0.24240219444448868,0.1360075699803737,0.018091808288610275,3.681079040136323,3.1348286429825674e-20,0.018938352198371543,0.004975124378109453,True
Achilles-11012013,62,excitatory,115,9.129317340045104,3391,0.5115589953261436,0.11539648441034069,0.013025291489963425,4.9676312278766686,2.119862912739421e-20,0.015110438764625296,0.004975124378109453,True
Achilles-11012013,63,excitatory,115,9.129317340045104,1170,0.4679326064622746,0.0963055148423603,0.00842725411564665,5.0466788554175155,1.8981026216900284e-05,0.026176959509263183,0.004975124378109453,True
Achilles-11012013,64,excitatory,115,9.129317340045104,1634,0.7084510582086363,0.015349955207114333,-0.00037660445926398015,5.665255513278124,0.6805120127733708,0.021368211439703334,0.6417910447761194,False
