session,unit,cell_type,n_RUN,mrl_RUN,p_RUN,ppc_RUN,pref_RUN,n_REM,mrl_REM,p_REM,ppc_REM,pref_REM,n_nonREM,mrl_nonREM,p_nonREM,ppc_nonREM,pref_nonREM,mrl_null_mean,mrl_null_p95,p_shuffle,sig_RUN,sig_REM,sig_nonREM
Achilles-10252013,97,inhibitory,43267,0.14226073103806772,0.0,0.020215470518880153,1.906590386160578,11403,0.17003053009601904,6.090770710909515e-145,0.028825212806652612,2.8158621591553397,20520,0.10884067762873068,1.3097661922679097e-106,0.011798135121063391,1.593389274500697,0.004352368774521387,0.00828198245902232,0.004975124378109453,True,True,True
Achilles-10252013,98,excitatory,305,0.09096694758868103,0.08006175021382529,0.005012732216607109,3.13553297638704,242,0.030925160820163916,0.7937249474231686,-0.0031890436997335007,4.762822275399348,401,0.16334269455005923,2.1279808008127994e-05,0.024247537952531137,1.360868016067867,0.053562723015104535,0.10241820856449294,0.1044776119402985,False,False,True
Achilles-10252013,101,excitatory,1929,0.10140988736810948,2.3150025883833695e-09,0.00977062706371805,4.484530342493242,326,0.16184346015322687,0.00018738605329763635,0.023196977303890268,0.7971561935801674,377,0.13503581100428033,0.0010109481785730598,0.015623592248938995,0.8538123750093131,0.02059347725693228,0.03752556480801148,0.004975124378109453,True,True,True
Achilles-10252013,103,excitatory,1295,0.039607173711310624,0.13113664720355594,0.0007971429916308548,3.625278983088097,306,0.18101788662902624,4.13437044553604e-05,0.029596221100227974,0.02291142420078503,463,0.14982676811862328,2.9208811578667567e-05,0.020332147155791343,2.1443160896731177,0.024942240383560996,0.048038175424324175,0.11940298507462686,False,True,True
Achilles-10252013,107,inhibitory,42481,0.20000856194127056,0.0,0.039980826060381204,1.4450225666081253,26440,0.2459430070004776,0.0,0.06045242761027397,1.6706582915549553,27271,0.10784797907908039,6.982213243376529e-139,0.01159494277723536,1.6778018371994647,0.00458370556206508,0.008985720167320155,0.004975124378109453,True,True,True
Achilles-10252013,109,excitatory,1026,0.13780249864305152,3.1780049519612443e-09,0.01803244524556799,4.2056312664829045,724,0.23445671366836093,3.0478704002424533e-18,0.053662855080134825,6.190732338005319,591,0.11683749336488507,0.0003070274661837983,0.011979221889443442,0.6819965476536313,0.028011618137251438,0.05356643200064749,0.004975124378109453,True,True,True
Achilles-10252013,110,excitatory,555,0.24959504618280698,5.713621981083962e-16,0.060605083626071546,4.166019063182416,288,0.08380108610622575,0.1323169967916639,0.003562770541407394,0.08322740373193757,702,0.11890345581198461,4.758045818235449e-05,0.01273166665682007,1.7030297150016376,0.037821246408760244,0.07097217009338691,0.004975124378109453,True,False,True
Achilles-10252013,111,excitatory,161,0.07340490399205847,0.42063569156362884,-0.000828043320353658,0.673787924569236,131,0.202409553672393,0.004507130667403982,0.033592470705687015,0.3696039458839024,253,0.18208092930877814,0.0002157136747817095,0.02931677221801949,2.241003171209872,0.07025368044684747,0.12888302976058702,0.46766169154228854,False,True,True
Achilles-10252013,112,excitatory,2875,0.05405649687972749,0.00022358170902336317,0.002575174480814358,3.001264839764985,32,,,,,612,0.15417043732090055,4.465452162320584e-07,0.022170763553445577,0.8441522855853975,0.016942506983818818,0.0333269268855291,0.004975124378109453,True,False,True
Achilles-10252013,113,excitatory,3288,0.026296487432771916,0.10292892408488331,0.00038748684705833595,5.1239870527569185,322,0.1427163727558841,0.0013852171279850434,0.017316149853383367,0.4175481051474519,905,0.12499679754185808,6.892464719550072e-07,0.014535288111865968,2.243456269603738,0.015063563851192239,0.033470898893099614,0.11442786069651742,False,True,True
Achilles-10252013,114,excitatory,958,0.12413378053076743,3.6934722185003154e-07,0.014380364952109283,3.8603589412874193,717,0.14393707783465964,3.30733322565926e-07,0.01935016992079816,6.263626552350092,851,0.14408834001305992,1.9553284324576922e-08,0.019609404374457656,2.1226756443097847,0.02747295291141064,0.052649217640722695,0.004975124378109453,True,True,True
Achilles-10252013,116,excitatory,1694,0.08745883431765128,2.309418794483432e-06,0.0070628982895114155,4.5235857787527785,332,0.11676254265848718,0.010727166806796973,0.010653532127495204,0.7326371954127289,702,0.1222588080686001,2.6859294852100287e-05,0.013542005331739038,1.4845041459042243,0.02192809616245805,0.047294738196060296,0.004975124378109453,True,True,True
