session,unit_id,unit_name,layer,hemisphere,n_spikes,grid_score,grid_spacing,grid_orientation,shuffle_p,shuffle_z,arena_cm,duration_s,coverage
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,7,t4c1,MEC LII,,855,0.4380053361872939,54.261028561457444,13.934687328801354,0.09900990099009901,1.6393394324601993,100.0,599.98,0.9175
sub-10884/sub-10884_ses-24070401_behavior+ecephys.nwb,0,t3c3,MEC LIII,,647,0.6595228663974124,60.16949880960356,24.329942663163877,0.019801980198019802,2.5382153688065943,97.47786720748334,599.98,0.941025641025641
sub-10938/sub-10938_ses-08100401_behavior+ecephys.nwb,0,t7c2,MEC LIII,,415,0.1280374180974257,39.7279790124252,-21.725356092194716,,,98.56035658188486,599.98,0.895
sub-10938/sub-10938_ses-08100401_behavior+ecephys.nwb,1,t7c3,MEC LIII,,340,0.8546879137279116,50.797833604866014,-16.398423242043307,0.009900990099009901,3.352963447181246,98.56035658188486,599.98,0.895
sub-10938/sub-10938_ses-08100401_behavior+ecephys.nwb,2,t7c4,MEC LIII,,1635,-0.15023143565921018,123.74368670764582,-15.0,,,98.56035658188486,599.98,0.895
sub-10938/sub-10938_ses-12100406_behavior+ecephys.nwb,0,t7c1,MEC LIII,,1362,1.0424184205479141,55.027833144463564,-12.61682228164318,0.009900990099009901,4.42324540967298,99.6523807502772,599.98,0.890625
sub-10938/sub-10938_ses-12100406_behavior+ecephys.nwb,1,t7c2,MEC LIII,,1333,-0.4436137398581114,53.3258753624244,-0.4433371094252294,,,99.6523807502772,599.98,0.890625
sub-10938/sub-10938_ses-12100406_behavior+ecephys.nwb,2,t7c3,MEC LIII,,3050,-0.27821565588651764,53.82008267070876,25.950106100738946,,,99.6523807502772,599.98,0.890625
sub-10938/sub-10938_ses-12100406_behavior+ecephys.nwb,3,t7c4,MEC LIII,,2230,0.13072878917501782,59.38283891602168,-20.777747569238546,,,99.6523807502772,599.98,0.890625
sub-10938/sub-10938_ses-12100410_behavior+ecephys.nwb,0,t7c1,MEC LIII,,1200,0.6978906430617943,59.81989728230485,14.952372684337561,0.009900990099009901,2.607881529003815,98.00564252824122,599.98,0.949375
sub-10962/sub-10962_ses-27110403_behavior+ecephys.nwb,0,t2c1,MEC LVI,,902,-0.11925105365503415,51.02993248428472,15.867520734166598,,,99.34144960922663,599.98,0.906875
sub-10962/sub-10962_ses-27110403_behavior+ecephys.nwb,1,t2c2,MEC LVI,,1461,-0.1060628938512928,39.52847075210474,-25.304846468766037,,,99.34144960922663,599.98,0.906875
sub-10962/sub-10962_ses-27110403_behavior+ecephys.nwb,2,t2c3,MEC LVI,,6581,0.15688255457687675,37.470047604001934,20.983119710152078,,,99.34144960922663,599.98,0.906875
sub-10962/sub-10962_ses-27110403_behavior+ecephys.nwb,3,t2c4,MEC LVI,,934,0.14138983184452542,42.73216786290724,-9.508668687270301,,,99.34144960922663,599.98,0.906875
sub-10962/sub-10962_ses-27110403_behavior+ecephys.nwb,4,t3c1,MEC LVI,,1899,0.807859234256232,52.90352254905693,1.49723930078945,0.009900990099009901,2.587518113769545,99.34144960922663,599.98,0.906875
sub-10962/sub-10962_ses-29110404_behavior+ecephys.nwb,0,t1c1,MEC LVI,,827,-0.3644890286302231,72.74959373068286,-4.855316455953532,,,98.6642616033587,599.98,0.89375
sub-11016/sub-11016_ses-02020502_behavior+ecephys.nwb,0,t5c1,MEC LV,,382,0.250491414528688,57.47672377529324,-5.085592101083847,,,100.0,599.98,0.873125
sub-11016/sub-11016_ses-02020502_behavior+ecephys.nwb,1,t7c1,MEC LV,,2872,-0.10388814844344689,87.32605056848551,-13.116428286595857,,,100.0,599.98,0.873125
sub-11016/sub-11016_ses-25010501_behavior+ecephys.nwb,0,t6c2,MEC LV,,1330,-0.3907562432443253,123.74368670764582,-15.0,,,100.0,599.96,0.881875
sub-10962/sub-10962_ses-28110402_behavior+ecephys.nwb,0,t4c1,MEC LVI,,2082,-0.3122596296328272,52.57848925332312,5.484987127639958,,,100.0,599.98,0.8551282051282051
sub-10962/sub-10962_ses-28110402_behavior+ecephys.nwb,1,t4c2,MEC LVI,,502,0.8050194263531472,44.57155106424918,16.687872284343353,0.009900990099009901,3.408437025635288,100.0,599.98,0.8551282051282051
sub-10884/sub-10884_ses-21070405_behavior+ecephys.nwb,0,t3c1,MEC LIII,,782,0.6432754888556226,68.07015720528604,-21.075025037118152,0.0594059405940594,2.0661788253112507,98.47398495128954,599.98,0.921875
sub-10884/sub-10884_ses-21070405_behavior+ecephys.nwb,1,t3c2,MEC LIII,,452,0.3959108866499783,47.21151334129917,23.44126395487321,0.12871287128712872,1.2090055923234935,98.47398495128954,599.98,0.921875
sub-10884/sub-10884_ses-21070405_behavior+ecephys.nwb,2,t3c3,MEC LIII,,950,-0.07377068588629644,37.16789209061287,14.299090343649212,,,98.47398495128954,599.98,0.921875
sub-11016/sub-11016_ses-28010501_behavior+ecephys.nwb,0,t1c2,MEC LV,,2689,1.0123836116044556,37.713004096768,-11.508588390591399,0.009900990099009901,4.100486769674972,100.0,600.08,0.8961538461538462
sub-11016/sub-11016_ses-29010503_behavior+ecephys.nwb,0,t5c1,MEC LV,,924,0.20094418360662034,,,,,99.2383159112273,599.98,0.903125
sub-11016/sub-11016_ses-29010503_behavior+ecephys.nwb,1,t6c1,MEC LV,,445,0.43729785641717106,123.74368670764582,-15.0,0.1188118811881188,1.4112503591233447,99.2383159112273,599.98,0.903125
sub-11016/sub-11016_ses-29010503_behavior+ecephys.nwb,2,t6c2,MEC LV,,995,-0.3919392970754539,123.74368670764582,-15.0,,,99.2383159112273,599.98,0.903125
sub-11016/sub-11016_ses-29010503_behavior+ecephys.nwb,3,t7c1,MEC LV,,442,-0.25543440948752555,74.27508782163835,-15.060499146664293,,,99.2383159112273,599.98,0.903125
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,0,t1c2,MEC LIII,,1040,0.4947697082274786,67.72872168512829,-16.05994337328808,0.0297029702970297,2.0789817780915594,98.0399291953292,599.96,0.87625
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,1,t3c2,MEC LIII,,442,0.6043694795740393,123.74368670764582,-15.0,0.039603960396039604,2.1742082194431824,98.0399291953292,599.96,0.87625
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,2,t3c3,MEC LIII,,420,0.9475174976418438,89.16047687585187,23.51998839060793,0.009900990099009901,3.474847359524492,98.0399291953292,599.96,0.87625
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,3,t4c1,MEC LIII,,675,0.6426402522946025,59.162682853148084,-23.449547595329662,0.039603960396039604,2.346261677382374,98.0399291953292,599.96,0.87625
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,4,t4c2,MEC LIII,,459,0.5479385252911212,71.15287654590878,20.384597196057815,0.07920792079207921,1.8236591452558155,98.0399291953292,599.96,0.87625
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,5,t4c3,MEC LIII,,478,0.6493236928976844,47.49458782071937,20.60109213401191,0.039603960396039604,2.244331742588065,98.0399291953292,599.96,0.87625
sub-10962/sub-10962_ses-28110406_behavior+ecephys.nwb,0,t2c1,MEC LVI,,648,0.5128847423630573,123.74368670764582,-15.0,0.06930693069306931,1.978023018686068,98.76885487102666,599.98,0.903125
sub-10962/sub-10962_ses-28110406_behavior+ecephys.nwb,1,t4c1,MEC LVI,,1539,-0.04097493812232856,40.68737068685292,0.9301477586953174,,,98.76885487102666,599.98,0.903125
sub-10962/sub-10962_ses-28110406_behavior+ecephys.nwb,2,t4c2,MEC LVI,,2803,1.1831179347492127,53.12677233678463,0.1552696942549924,0.009900990099009901,4.749074553601003,98.76885487102666,599.98,0.903125
sub-11025/sub-11025_ses-01060511_behavior+ecephys.nwb,0,t7c1,MEC LIII,Left,1216,0.9065716417774339,40.1628574108471,4.211432308750308,0.009900990099009901,3.812919887104095,99.13096023239535,599.98,0.851875
sub-11025/sub-11025_ses-01060511_behavior+ecephys.nwb,1,t7c2,MEC LIII,Left,1883,0.7574150551337725,38.39643818609637,1.0292170949950143,0.019801980198019802,3.265799072781792,99.13096023239535,599.98,0.851875
