event,epoch,start,end,dur,n_bins,n_active,n_spikes,direction,dir_mass,wcorr,slope,p_cycle,p_perm,p_max,significant,forward,speed
792,PRE_NREM,4708.27195,4708.46195,0.18999999999959982,9,36,69,rightward,0.7215438734212045,-0.3173705854191549,-2.7010643350921986,0.3016983016983017,0.43956043956043955,0.43956043956043955,False,False,2.7010643350921986
793,PRE_NREM,4713.25195,4713.62195,0.36999999999989086,18,29,76,rightward,0.46255796712547237,0.4867046875173077,2.1287355781866526,0.003996003996003996,0.023976023976023976,0.023976023976023976,True,True,2.1287355781866526
794,PRE_NREM,4714.77695,4714.91695,0.13999999999941792,7,23,42,rightward,0.5779151220029789,-0.4270955495753049,-5.5820818982595615,0.15284715284715283,0.17382617382617382,0.17382617382617382,False,False,5.5820818982595615
795,PRE_NREM,4715.40195,4715.66195,0.2599999999993088,13,36,84,rightward,0.4645236014998106,0.03798219761832842,0.19700497205512751,0.97002997002997,0.97002997002997,0.97002997002997,False,True,0.19700497205512751
796,PRE_NREM,4722.26695,4722.45695,0.18999999999959982,9,29,44,leftward,0.6268965007448661,0.5570127855413519,5.853024176613344,0.008991008991008992,0.024975024975024976,0.024975024975024976,True,False,5.853024176613344
797,PRE_NREM,4732.52195,4732.78695,0.2649999999994179,13,30,56,leftward,0.25476981288013023,0.28515173595944615,1.763635465726637,0.15184815184815184,0.25774225774225773,0.25774225774225773,False,False,1.763635465726637
798,PRE_NREM,4733.69195,4733.95695,0.2649999999994179,13,40,66,leftward,0.5085252586351161,0.10358865040595158,0.6370806741651323,0.8221778221778222,0.8811188811188811,0.8811188811188811,False,False,0.6370806741651323
799,PRE_NREM,4736.40195,4736.54695,0.14499999999952706,7,19,31,rightward,0.6133146002585025,-0.09053321580479572,-0.9144156160108731,0.8951048951048951,0.9200799200799201,0.9200799200799201,False,False,0.9144156160108731
800,PRE_NREM,4745.82695,4745.95195,0.125,6,19,24,rightward,0.42339205477551606,-0.2688853943843932,-3.597243375299875,0.3646353646353646,0.7002997002997003,0.7002997002997003,False,False,3.597243375299875
801,PRE_NREM,4746.92195,4747.02195,0.1000000000003638,5,18,26,rightward,0.6263139040531612,0.4602371633336626,6.479126624206706,0.10789210789210789,0.4975024975024975,0.4975024975024975,False,True,6.479126624206706
802,PRE_NREM,4753.39195,4753.56695,0.1750000000001819,9,28,51,leftward,0.7372820758000115,-0.14239504579358905,-1.1876360606302991,0.7912087912087912,0.7902097902097902,0.7912087912087912,False,True,1.1876360606302991
803,PRE_NREM,4768.82195,4768.97195,0.1500000000005457,7,26,42,rightward,0.18189989792830974,0.5172560935505935,6.065133772493927,0.005994005994005994,0.10589410589410589,0.10589410589410589,False,True,6.065133772493927
804,PRE_NREM,4769.76695,4769.98695,0.22000000000025466,11,43,76,rightward,0.5172057779278183,0.09909331781404321,0.6949439703965432,0.8691308691308691,0.9020979020979021,0.9020979020979021,False,True,0.6949439703965432
805,PRE_NREM,4771.97195,4772.29195,0.31999999999970896,16,30,58,rightward,0.5732206506515057,0.33001002380905625,1.362049016323686,0.025974025974025976,0.06393606393606394,0.06393606393606394,False,True,1.362049016323686
806,PRE_NREM,4772.59195,4772.68695,0.09500000000025466,5,20,29,leftward,0.7602432190018872,-0.4369943195879287,-8.711534065537991,0.1938061938061938,0.4965034965034965,0.4965034965034965,False,True,8.711534065537991
807,PRE_NREM,4775.51195,4775.65195,0.14000000000032742,7,22,31,rightward,0.7727577597514242,-0.6313055651568923,-7.264131071872655,0.00999000999000999,0.04595404595404595,0.04595404595404595,True,False,7.264131071872655
808,PRE_NREM,4780.75695,4780.99695,0.23999999999978172,12,38,79,leftward,0.6150580215754299,0.15571622023871254,0.9001812459084083,0.6763236763236763,0.6513486513486514,0.6763236763236763,False,False,0.9001812459084083
809,PRE_NREM,4781.22695,4781.44695,0.21999999999934516,11,29,59,rightward,0.4960720197069204,0.09386464980822298,0.6615396706519677,0.8871128871128872,0.9090909090909091,0.9090909090909091,False,True,0.6615396706519677
810,PRE_NREM,4782.22195,4782.35695,0.13500000000021828,7,21,34,rightward,0.5057428118094361,0.45018691559264623,6.249343150804825,0.04195804195804196,0.2017982017982018,0.2017982017982018,False,True,6.249343150804825
811,PRE_NREM,4784.47195,4784.70695,0.23499999999967258,12,31,53,leftward,0.4914410155637565,0.40295908863599195,3.123719983161217,0.03496503496503497,0.12787212787212787,0.12787212787212787,False,False,3.123719983161217
812,PRE_NREM,4784.88695,4784.99695,0.10999999999967258,5,15,27,leftward,0.7149351126633452,0.17541699750622075,2.8071398100873646,0.8301698301698301,0.8241758241758241,0.8301698301698301,False,False,2.8071398100873646
813,PRE_NREM,4792.05695,4792.21195,0.15499999999974534,8,33,48,leftward,0.5297114122041076,-0.29298677044806476,-3.6188269947026837,0.25874125874125875,0.6113886113886113,0.6113886113886113,False,True,3.6188269947026837
814,PRE_NREM,4800.83195,4800.92695,0.09500000000025466,5,20,31,leftward,0.1990048017526087,-0.09060805403919775,-1.6436905611094448,0.8931068931068931,0.9790209790209791,0.9790209790209791,False,True,1.6436905611094448
815,PRE_NREM,4808.43195,4808.52195,0.09000000000014552,4,13,24,rightward,0.6406000559018302,-0.7367003467228735,-19.75424092928935,0.000999000999000999,0.1888111888111888,0.1888111888111888,False,False,19.75424092928935
816,PRE_NREM,4811.23195,4811.46195,0.22999999999956344,11,30,50,leftward,0.5470285684059429,-0.2982924068032895,-2.321511433796276,0.3776223776223776,0.37662337662337664,0.3776223776223776,False,True,2.321511433796276
817,PRE_NREM,4814.88195,4815.09695,0.21500000000014552,11,30,55,rightward,0.4042804584244143,-0.29916696643574536,-2.1792607017854464,0.24775224775224775,0.26373626373626374,0.26373626373626374,False,False,2.1792607017854464
818,PRE_NREM,4824.19195,4824.43695,0.24499999999989086,12,53,96,leftward,0.44479932456744864,0.4991775674162147,3.7891676247547337,0.013986013986013986,0.053946053946053944,0.053946053946053944,False,False,3.7891676247547337
819,PRE_NREM,4828.29195,4828.38695,0.09500000000025466,5,15,24,rightward,0.5177109995632904,0.7513669589352691,11.198572735393705,0.000999000999000999,0.05194805194805195,0.05194805194805195,False,True,11.198572735393705
820,PRE_NREM,4829.01195,4829.14195,0.13000000000010914,6,17,32,rightward,0.39485060950879386,-0.2606658439047872,-2.7025199357193292,0.32367632367632365,0.6503496503496503,0.6503496503496503,False,False,2.7025199357193292
821,PRE_NREM,4829.51695,4829.64695,0.13000000000010914,6,19,32,leftward,0.21535456546552892,-0.653411710958778,-10.052104244806648,0.11988011988011989,0.2057942057942058,0.2057942057942058,False,True,10.052104244806648
822,PRE_NREM,4832.05195,4832.14695,0.09500000000025466,5,20,28,leftward,0.6306582578208385,0.5151949595111428,6.279345193132704,0.0919080919080919,0.37162837162837165,0.37162837162837165,False,False,6.279345193132704
823,PRE_NREM,4833.99195,4834.08695,0.09500000000025466,5,17,36,rightward,0.5585287207194398,-0.2588263058786082,-3.924986761132632,0.37362637362637363,0.5654345654345654,0.5654345654345654,False,False,3.924986761132632
824,PRE_NREM,4835.43695,4835.59195,0.15499999999974534,8,26,44,rightward,0.8049964056224339,-0.0796644483726639,-0.8768322375963159,0.9310689310689311,0.954045954045954,0.954045954045954,False,False,0.8768322375963159
825,PRE_NREM,4842.04695,4842.22195,0.1750000000001819,9,32,59,leftward,0.742083107285721,0.016566435001715014,0.12238035116935381,1.0,0.999000999000999,1.0,False,False,0.12238035116935381
826,PRE_NREM,4851.44695,4851.60195,0.15500000000065484,8,30,48,rightward,0.45817416049568016,0.23190953041288853,2.8381467541344483,0.5804195804195804,0.6393606393606394,0.6393606393606394,False,True,2.8381467541344483
827,PRE_NREM,4860.24695,4860.43695,0.19000000000050932,9,32,61,leftward,0.3113150140851808,0.16403641995280516,1.7861688439579044,0.7782217782217782,0.8251748251748252,0.8251748251748252,False,False,1.7861688439579044
828,PRE_NREM,4860.50195,4860.59695,0.09500000000025466,5,12,19,leftward,0.7572871883338126,-0.293376001921902,-5.4050774364147705,0.3676323676323676,0.6613386613386614,0.6613386613386614,False,True,5.4050774364147705
829,PRE_NREM,4867.64195,4867.79695,0.15499999999974534,8,29,46,rightward,0.278499134521117,0.144196222315365,1.3436110742875502,0.7002997002997003,0.7642357642357642,0.7642357642357642,False,True,1.3436110742875502
830,PRE_NREM,4876.29195,4876.48195,0.19000000000050932,9,25,34,rightward,0.661961870668266,-0.38781005148301545,-3.037035801365125,0.10589410589410589,0.14585414585414586,0.14585414585414586,False,False,3.037035801365125
831,PRE_NREM,4881.49695,4881.74695,0.25,12,36,66,leftward,0.5876138665654239,0.17516383495248436,1.3908262477711375,0.6523476523476524,0.7702297702297702,0.7702297702297702,False,False,1.3908262477711375
832,PRE_NREM,4887.59695,4887.85695,0.2600000000002183,13,39,90,leftward,0.3341518566862142,0.29622132133820517,1.7560237314621003,0.23976023976023977,0.36863136863136864,0.36863136863136864,False,False,1.7560237314621003
833,PRE_NREM,4889.46195,4889.70195,0.23999999999978172,12,38,66,rightward,0.39672728404851165,-0.2951741392346266,-2.1427921097794393,0.17882117882117882,0.36063936063936064,0.36063936063936064,False,False,2.1427921097794393
834,PRE_NREM,4891.30695,4891.60195,0.29500000000007276,15,36,70,rightward,0.3555369649099846,0.3340718343244447,1.6978156856931421,0.04895104895104895,0.1798201798201798,0.1798201798201798,False,True,1.6978156856931421
835,PRE_NREM,4900.84695,4901.10195,0.25500000000010914,13,48,102,leftward,0.6034746337082473,0.5599218843457054,3.729648718372423,0.002997002997002997,0.016983016983016984,0.016983016983016984,True,False,3.729648718372423
836,PRE_NREM,4908.01695,4908.17695,0.15999999999985448,8,21,33,rightward,0.27399865220772324,-0.3879656140419108,-4.370574344429023,0.04895104895104895,0.24275724275724275,0.24275724275724275,False,False,4.370574344429023
837,PRE_NREM,4913.67695,4913.98195,0.30500000000029104,15,56,126,rightward,0.5748019306481187,0.20901042875887788,1.168547107317768,0.4775224775224775,0.5654345654345654,0.5654345654345654,False,True,1.168547107317768
838,PRE_NREM,4918.69195,4918.80195,0.10999999999967258,5,18,30,leftward,0.5962591535726036,0.27014448057297263,3.588029162337403,0.5174825174825175,0.7112887112887113,0.7112887112887113,False,False,3.588029162337403
839,PRE_NREM,4920.61195,4920.70195,0.08999999999923602,4,17,26,rightward,0.6167367679296526,-0.4116273318786843,-6.6714053413972465,0.21178821178821178,0.7482517482517482,0.7482517482517482,False,False,6.6714053413972465
840,PRE_NREM,4921.30695,4921.61695,0.3099999999994907,15,41,89,leftward,0.44959917088629,0.028270193677237362,0.15027665745047064,0.989010989010989,0.99000999000999,0.99000999000999,False,False,0.15027665745047064
841,PRE_NREM,4921.87195,4921.99695,0.125,6,22,30,rightward,0.4543510899433567,0.17629629279619574,2.7621927740250074,0.7802197802197802,0.8761238761238761,0.8761238761238761,False,True,2.7621927740250074
842,PRE_NREM,4923.29695,4923.60195,0.30500000000029104,15,53,124,rightward,0.34511357035468737,0.333985398040915,2.081675018707713,0.14385614385614387,0.25074925074925075,0.25074925074925075,False,True,2.081675018707713
843,PRE_NREM,4924.64195,4924.75695,0.11499999999978172,6,23,36,leftward,0.5957436890178363,-0.12180881923614499,-1.1851233235787941,0.8261738261738262,0.8591408591408591,0.8591408591408591,False,True,1.1851233235787941
844,PRE_NREM,4924.81195,4924.95195,0.13999999999941792,7,16,32,leftward,0.50305450153161,-0.4269116175628182,-6.001938753943441,0.24075924075924077,0.44655344655344653,0.44655344655344653,False,True,6.001938753943441
845,PRE_NREM,4931.83195,4931.92695,0.09500000000025466,5,15,21,rightward,0.4217660431908937,-0.46601244091831906,-5.315284593689171,0.23776223776223776,0.21578421578421578,0.23776223776223776,False,False,5.315284593689171
846,PRE_NREM,4935.24195,4935.46695,0.2250000000003638,11,30,66,leftward,0.547882385967841,-0.07370023176533824,-0.6357273387954859,0.8451548451548452,0.9560439560439561,0.9560439560439561,False,True,0.6357273387954859
847,PRE_NREM,4936.80695,4937.03695,0.22999999999956344,11,26,53,leftward,0.6476550974023462,0.14216111722723437,1.0481450158301668,0.7392607392607392,0.8341658341658341,0.8341658341658341,False,False,1.0481450158301668
848,PRE_NREM,4937.07695,4937.26195,0.18500000000040018,9,33,52,rightward,0.5755837713351298,0.16217733847165278,1.1122370747479549,0.6193806193806194,0.7422577422577422,0.7422577422577422,False,True,1.1122370747479549
849,PRE_NREM,4938.28695,4938.47195,0.18500000000040018,9,32,76,leftward,0.511734930242716,-0.31479377796050456,-2.1820148185057566,0.2707292707292707,0.3866133866133866,0.3866133866133866,False,True,2.1820148185057566
850,PRE_NREM,4962.00695,4962.20695,0.1999999999998181,10,24,45,leftward,0.17573078375702747,0.46264841093503656,4.176137239866525,0.07292707292707293,0.22977022977022976,0.22977022977022976,False,False,4.176137239866525
851,PRE_NREM,4962.34195,4962.54695,0.20499999999992724,10,34,74,rightward,0.45057280753041945,-0.27199470787773083,-2.3967942392503305,0.27972027972027974,0.4695304695304695,0.4695304695304695,False,False,2.3967942392503305
852,PRE_NREM,4971.44195,4971.55695,0.11499999999978172,6,18,29,rightward,0.607670297251219,-0.23162713625856912,-3.616396555906213,0.5264735264735265,0.7552447552447552,0.7552447552447552,False,False,3.616396555906213
853,PRE_NREM,4971.76695,4971.90695,0.13999999999941792,7,23,37,leftward,0.5092343641717268,-0.36396227535847864,-3.3759469107352085,0.24575424575424576,0.3866133866133866,0.3866133866133866,False,True,3.3759469107352085
854,PRE_NREM,4982.08195,4982.31695,0.23500000000058208,12,32,66,leftward,0.41140819487598784,0.051010765778115315,0.3626446598905837,0.9460539460539461,0.961038961038961,0.961038961038961,False,False,0.3626446598905837
855,PRE_NREM,4982.96195,4983.04695,0.08500000000003638,4,15,23,leftward,0.8070639115856663,-0.6619056682411945,-9.90787695433508,0.057942057942057944,0.13886113886113885,0.13886113886113885,False,True,9.90787695433508
856,PRE_NREM,4984.50695,4984.61695,0.10999999999967258,5,14,29,leftward,0.5127646896687831,-0.2701005853355672,-3.33663012966901,0.5314685314685315,0.6903096903096904,0.6903096903096904,False,True,3.33663012966901
857,PRE_NREM,4988.66695,4988.88195,0.21500000000014552,11,28,64,rightward,0.41567335807741573,-0.38807919246127087,-3.4796250997975355,0.0999000999000999,0.14885114885114886,0.14885114885114886,False,False,3.4796250997975355
858,PRE_NREM,4989.33195,4989.46695,0.13500000000021828,7,20,37,rightward,0.481161090068058,-0.16772082072282427,-2.3466206923866504,0.7282717282717283,0.8561438561438561,0.8561438561438561,False,False,2.3466206923866504
859,PRE_NREM,4996.52195,4996.72195,0.1999999999998181,10,38,85,leftward,0.331807440318341,0.44885123290705004,4.275198538175698,0.0979020979020979,0.17182817182817184,0.17182817182817184,False,False,4.275198538175698
860,PRE_NREM,5002.90695,5003.11695,0.21000000000003638,10,30,60,rightward,0.478309017576062,0.5093492557103335,4.883303388612911,0.012987012987012988,0.08191808191808192,0.08191808191808192,False,True,4.883303388612911
861,PRE_NREM,5011.11695,5011.28195,0.16499999999996362,8,22,34,leftward,0.3186503250782565,0.14661710486980456,1.4761781155445235,0.7232767232767233,0.8181818181818182,0.8181818181818182,False,False,1.4761781155445235
862,PRE_NREM,5013.64695,5013.93695,0.2899999999999636,14,31,70,leftward,0.38014204339587104,-0.3849787766640019,-2.231006938616972,0.04195804195804196,0.12487512487512488,0.12487512487512488,False,True,2.231006938616972
863,PRE_NREM,5020.18195,5020.28695,0.10499999999956344,5,18,33,leftward,0.31613685924303614,-0.3049669309261609,-4.704310113823688,0.48951048951048953,0.7452547452547452,0.7452547452547452,False,True,4.704310113823688
864,PRE_NREM,5020.66695,5020.77195,0.10500000000047294,5,20,34,rightward,0.7813302002340403,-0.05854350828467695,-1.2807358751411462,0.973026973026973,0.986013986013986,0.986013986013986,False,False,1.2807358751411462
865,PRE_NREM,5023.35695,5023.59695,0.23999999999978172,12,29,68,rightward,0.4870387671756495,0.06872505324221545,0.43314620085255695,0.9170829170829171,0.9370629370629371,0.9370629370629371,False,True,0.43314620085255695
866,PRE_NREM,5023.64695,5023.77195,0.125,6,24,42,rightward,0.4899265633557415,0.2323428631639998,3.047582386530568,0.6493506493506493,0.7992007992007992,0.7992007992007992,False,True,3.047582386530568
867,PRE_NREM,5024.28695,5024.53695,0.25,12,38,100,rightward,0.43486548723821206,-0.21614106108243947,-1.5114413767113823,0.5564435564435565,0.6333666333666333,0.6333666333666333,False,False,1.5114413767113823
868,PRE_NREM,5028.05195,5028.24695,0.19499999999970896,10,29,59,leftward,0.3687957811718584,-0.07324643482266159,-0.608196639693765,0.935064935064935,0.9530469530469531,0.9530469530469531,False,True,0.608196639693765
869,PRE_NREM,5044.06195,5044.23695,0.1750000000001819,9,24,38,rightward,0.4859152943418415,-0.1777461273075465,-1.5701075508351596,0.6553446553446554,0.7772227772227772,0.7772227772227772,False,False,1.5701075508351596
870,OTHER,5066.79195,5066.95195,0.15999999999985448,8,30,49,leftward,0.5538017724303503,0.5315662770146153,4.834063248688343,0.02097902097902098,0.07692307692307693,0.07692307692307693,False,False,4.834063248688343
871,PRE_NREM,5069.07695,5069.19695,0.11999999999989086,6,18,32,leftward,0.3823694987425083,0.00907873444125395,0.10849075646884093,1.0,0.999000999000999,1.0,False,False,0.10849075646884093
872,PRE_NREM,5075.92195,5076.18695,0.2650000000003274,13,41,90,leftward,0.450503298110191,-0.1943825522785437,-1.4759650452921058,0.6233766233766234,0.6923076923076923,0.6923076923076923,False,True,1.4759650452921058
873,PRE_NREM,5078.71195,5078.89695,0.18500000000040018,9,36,57,rightward,0.5495868655644466,0.37478847469420723,2.9004646175473545,0.15884115884115885,0.22277722277722278,0.22277722277722278,False,True,2.9004646175473545
874,PRE_NREM,5080.29195,5080.49195,0.1999999999998181,10,37,61,rightward,0.5350335807341844,-0.12705450861210368,-1.2577114352592744,0.7782217782217782,0.8961038961038961,0.8961038961038961,False,False,1.2577114352592744
875,PRE_NREM,5086.26695,5086.55695,0.2899999999999636,14,50,115,leftward,0.6876101145109228,-0.3688620523920977,-2.300802858154377,0.14385614385614387,0.1998001998001998,0.1998001998001998,False,True,2.300802858154377
876,PRE_NREM,5087.70195,5087.88195,0.18000000000029104,9,37,68,leftward,0.5541336472395969,-0.27807963193488305,-1.9872049277156882,0.5074925074925075,0.5814185814185814,0.5814185814185814,False,True,1.9872049277156882
877,PRE_NREM,5092.29195,5092.42195,0.13000000000010914,6,15,27,leftward,0.3146464464967113,0.0560865599658084,0.7265536896203529,0.971028971028971,0.981018981018981,0.981018981018981,False,False,0.7265536896203529
878,PRE_NREM,5093.69695,5093.83695,0.14000000000032742,7,29,38,rightward,0.7906836932787016,-0.1895193141731266,-2.3500676711443385,0.6613386613386614,0.8541458541458542,0.8541458541458542,False,False,2.3500676711443385
879,PRE_NREM,5096.41695,5096.88695,0.47000000000025466,23,49,116,rightward,0.6052506999956805,0.31157616723005865,0.9811185242191578,0.04195804195804196,0.07792207792207792,0.07792207792207792,False,True,0.9811185242191578
880,PRE_NREM,5098.40695,5098.56695,0.16000000000076398,8,21,33,rightward,0.7792378755321164,-0.2258391557589914,-2.1604384835310153,0.4195804195804196,0.5754245754245755,0.5754245754245755,False,False,2.1604384835310153
881,PRE_NREM,5101.96195,5102.11195,0.1500000000005457,7,22,44,leftward,0.5605244810539418,0.6035802869583689,6.556866059379793,0.08591408591408592,0.11288711288711288,0.11288711288711288,False,False,6.556866059379793
882,PRE_NREM,5103.79195,5103.90695,0.11499999999978172,6,23,39,leftward,0.4086658639729433,-0.5370905035675909,-7.812659199886805,0.04995004995004995,0.2917082917082917,0.2917082917082917,False,True,7.812659199886805
883,PRE_NREM,5104.09695,5104.47195,0.375,19,48,136,leftward,0.4023982744092384,0.3196412027642285,1.3053620521899216,0.07492507492507493,0.0959040959040959,0.0959040959040959,False,False,1.3053620521899216
884,PRE_NREM,5104.76195,5104.94695,0.18499999999949068,9,37,61,leftward,0.5009682467010013,-0.6333306668613744,-7.20943105137017,0.001998001998001998,0.07092907092907093,0.07092907092907093,False,True,7.20943105137017
885,PRE_NREM,5106.84695,5106.98695,0.14000000000032742,7,29,46,leftward,0.5413437918260227,0.3739605775083004,3.863020219350216,0.26373626373626374,0.4915084915084915,0.4915084915084915,False,False,3.863020219350216
886,PRE_NREM,5107.31695,5107.60195,0.2849999999998545,14,43,96,leftward,0.49507718992406985,-0.22349187501976342,-1.4107115620878148,0.3856143856143856,0.48151848151848153,0.48151848151848153,False,True,1.4107115620878148
887,PRE_NREM,5121.77695,5121.92695,0.1499999999996362,7,29,48,leftward,0.5956602312670641,-0.5709567101710538,-6.70055611868738,0.08291708291708291,0.08591408591408592,0.08591408591408592,False,True,6.70055611868738
888,PRE_NREM,5122.33195,5122.46195,0.13000000000010914,6,18,34,rightward,0.48386996658126286,-0.24383350728239098,-3.3859717298734218,0.7202797202797203,0.7992007992007992,0.7992007992007992,False,False,3.3859717298734218
889,PRE_NREM,5122.65195,5122.87195,0.21999999999934516,11,15,42,rightward,0.6728346059214392,0.03151455551975887,0.2090919723856973,0.986013986013986,0.988011988011988,0.988011988011988,False,True,0.2090919723856973
890,PRE_NREM,5128.91695,5129.07195,0.15499999999974534,8,19,33,rightward,0.5532067080975978,-0.25803288348685716,-2.4634237422461482,0.42957042957042957,0.5814185814185814,0.5814185814185814,False,False,2.4634237422461482
891,PRE_NREM,5130.51695,5130.65195,0.13500000000021828,7,23,31,rightward,0.412812545169108,0.3722954596365918,4.384798424714537,0.12687312687312688,0.4005994005994006,0.4005994005994006,False,True,4.384798424714537
892,PRE_NREM,5133.64695,5133.76195,0.11499999999978172,6,17,26,leftward,0.5019004300427768,0.5067250609757626,5.961591855174405,0.060939060939060936,0.3206793206793207,0.3206793206793207,False,False,5.961591855174405
893,PRE_NREM,5133.77695,5133.97695,0.1999999999998181,10,29,36,leftward,0.47067742116002786,-0.09385273853539579,-0.7154601221030296,0.8721278721278721,0.8821178821178821,0.8821178821178821,False,True,0.7154601221030296
894,PRE_NREM,5142.35195,5142.62195,0.26999999999952706,13,33,72,rightward,0.5056710129064386,0.23235182102241483,1.3334760724277062,0.24775224775224775,0.3706293706293706,0.3706293706293706,False,True,1.3334760724277062
895,PRE_NREM,5152.98195,5153.38695,0.40499999999974534,20,41,96,rightward,0.5393803542767981,-0.12500324694586995,-0.4700576961769242,0.6453546453546454,0.7782217782217782,0.7782217782217782,False,False,0.4700576961769242
896,PRE_wake,5193.17195,5193.53195,0.3599999999996726,18,57,131,rightward,0.4520317390199666,-0.4851129780187908,-2.6235169999233543,0.002997002997002997,0.01898101898101898,0.01898101898101898,True,False,2.6235169999233543
897,PRE_wake,5195.06195,5195.32195,0.2599999999993088,13,37,77,rightward,0.4129751627674427,-0.28538712453378623,-2.202751362532393,0.24175824175824176,0.22277722277722278,0.24175824175824176,False,False,2.202751362532393
898,PRE_NREM,5209.53195,5209.93695,0.40500000000065484,20,39,86,leftward,0.3415518878014772,0.2703138943190995,1.3279881838702559,0.1888111888111888,0.2837162837162837,0.2837162837162837,False,False,1.3279881838702559
899,PRE_NREM,5212.41195,5212.63695,0.2250000000003638,11,46,89,leftward,0.6171915578813221,0.30251171806596727,1.6908923226816883,0.2517482517482518,0.31868131868131866,0.31868131868131866,False,False,1.6908923226816883
900,PRE_NREM,5212.85695,5213.08195,0.2249999999994543,11,36,59,leftward,0.5887590197795028,0.11090719742052314,0.9181984735662856,0.8501498501498501,0.8801198801198801,0.8801198801198801,False,False,0.9181984735662856
901,PRE_NREM,5227.05195,5227.22695,0.1750000000001819,9,37,61,leftward,0.516348431282122,0.24302785802672303,2.2069420332369627,0.4825174825174825,0.6773226773226774,0.6773226773226774,False,False,2.2069420332369627
902,PRE_NREM,5237.88695,5238.23195,0.34500000000025466,17,58,132,leftward,0.5128073383032832,0.1717000508213512,0.84093767980284,0.5534465534465535,0.6143856143856143,0.6143856143856143,False,False,0.84093767980284
903,PRE_NREM,5240.02695,5240.14695,0.11999999999989086,6,19,32,rightward,0.4565013591295717,0.16326948830851093,2.0763144090031767,0.7572427572427572,0.8771228771228772,0.8771228771228772,False,True,2.0763144090031767
904,PRE_NREM,5241.49195,5241.83195,0.3400000000001455,17,39,65,rightward,0.5738001273531783,-0.15111387644626703,-0.6814718807387423,0.5074925074925075,0.5864135864135864,0.5864135864135864,False,False,0.6814718807387423
905,PRE_NREM,5245.04195,5245.38195,0.3400000000001455,17,42,78,rightward,0.6182288929165338,0.33695776918066284,1.408796534119517,0.04995004995004995,0.12887112887112886,0.12887112887112886,False,True,1.408796534119517
906,PRE_NREM,5245.77695,5245.98695,0.21000000000003638,10,35,61,leftward,0.4033263855415211,0.48670663244749035,4.408638430369656,0.04395604395604396,0.11588411588411589,0.11588411588411589,False,False,4.408638430369656
907,PRE_NREM,5246.95695,5247.10695,0.1500000000005457,7,21,33,rightward,0.7652807407403619,0.15411683778319255,1.7228682203059218,0.8611388611388612,0.8741258741258742,0.8741258741258742,False,True,1.7228682203059218
908,PRE_NREM,5249.02195,5249.16195,0.13999999999941792,7,16,32,leftward,0.753585247183641,-0.4722090709638723,-4.428648037113644,0.1088911088911089,0.2677322677322677,0.2677322677322677,False,True,4.428648037113644
909,PRE_NREM,5262.47695,5262.64695,0.17000000000007276,8,24,39,leftward,0.39982619503944095,0.2949045279279859,3.415322858008557,0.3256743256743257,0.5904095904095904,0.5904095904095904,False,False,3.415322858008557
910,PRE_NREM,5266.20695,5266.32195,0.11499999999978172,6,22,31,leftward,0.29139292974329317,0.39341068789792966,4.780791989756905,0.2087912087912088,0.5044955044955045,0.5044955044955045,False,False,4.780791989756905
911,PRE_NREM,5267.07195,5267.17695,0.10500000000047294,5,25,34,rightward,0.5290969313271121,-0.7095155330953186,-15.530860179980511,0.061938061938061936,0.1918081918081918,0.1918081918081918,False,False,15.530860179980511
912,PRE_NREM,5269.11195,5269.29195,0.17999999999938154,9,21,38,leftward,0.6078286809510047,0.5741518125023646,5.538342676505053,0.001998001998001998,0.025974025974025976,0.025974025974025976,True,False,5.538342676505053
913,PRE_NREM,5278.89695,5279.26695,0.36999999999989086,18,38,74,leftward,0.3009778825213422,0.1264414345566333,0.6283166033125053,0.6283716283716284,0.7522477522477522,0.7522477522477522,False,False,0.6283166033125053
914,PRE_NREM,5279.35695,5279.65195,0.29500000000007276,15,36,79,rightward,0.3401430620854415,0.05152745970988129,0.30985820027326494,0.939060939060939,0.951048951048951,0.951048951048951,False,True,0.30985820027326494
915,PRE_NREM,5285.15695,5285.42195,0.2650000000003274,13,30,49,leftward,0.41579113308515037,0.15711755047174675,0.9933438088303432,0.5444555444555444,0.6753246753246753,0.6753246753246753,False,False,0.9933438088303432
916,PRE_NREM,5288.28195,5288.49695,0.21500000000014552,11,25,42,rightward,0.6260358457525543,0.12076932128637101,1.062004759499795,0.7592407592407593,0.8791208791208791,0.8791208791208791,False,True,1.062004759499795
917,PRE_NREM,5301.05195,5301.14695,0.09500000000025466,5,18,24,rightward,0.5788107536978208,0.5348479980771168,8.932193722567058,0.003996003996003996,0.3106893106893107,0.3106893106893107,False,True,8.932193722567058
918,PRE_NREM,5302.47195,5302.68195,0.21000000000003638,10,27,49,leftward,0.5103304013251959,0.26349605858079156,2.5585280413009945,0.4195804195804196,0.5314685314685315,0.5314685314685315,False,False,2.5585280413009945
919,PRE_wake,5331.54195,5331.74195,0.1999999999998181,10,36,51,rightward,0.5908368889207326,-0.2117876817796212,-1.8151348471377062,0.4925074925074925,0.6193806193806194,0.6193806193806194,False,False,1.8151348471377062
920,PRE_wake,5331.93695,5332.24695,0.3099999999994907,15,36,71,leftward,0.4300966644590215,0.19958199090508633,1.2388773861072673,0.40559440559440557,0.46153846153846156,0.46153846153846156,False,False,1.2388773861072673
