session,unit,cell_type,mrl,pref_phase,rayleigh_p,entrained
Buddy-06272013,48,excitatory,0.0748954413395,326.9529353349402,0.5497791175473747,False
Buddy-06272013,49,excitatory,0.2851262780555559,16.741227640865173,0.0018988255765940074,True
Buddy-06272013,50,inhibitory,0.33485341092365684,253.29945253487898,5.271306812855786e-282,True
Buddy-06272013,56,excitatory,0.2152426352699433,253.61459656692432,2.0750644779075906e-09,True
Buddy-06272013,57,inhibitory,0.2940079804528442,26.403663128560435,1.5586737648979086e-112,True
Buddy-06272013,58,inhibitory,0.02044289350433839,194.45920694055675,0.05843740669577194,False
Buddy-06272013,59,inhibitory,0.32338840595400037,319.20462497364485,4.313248871163179e-26,True
Buddy-06272013,60,inhibitory,0.2853831058506812,330.61806234004996,3.93661910152331e-73,True
Buddy-06272013,61,inhibitory,0.3736240101902357,205.92466083514847,0.0,True
Buddy-06272013,63,inhibitory,0.30207523243166534,342.9528235460857,1.903455402299736e-89,True
Buddy-06272013,64,inhibitory,0.033628968346858856,118.43482798079586,0.8273876466972651,False
Buddy-06272013,65,inhibitory,0.19152747700221137,324.37076137120744,6.50855862710709e-11,True
Buddy-06272013,66,inhibitory,0.500599756270607,359.61705000552,5.190444510281315e-78,True
Buddy-06272013,67,excitatory,0.3983936701188094,344.64152234118745,1.963498797895993e-05,True
Buddy-06272013,68,inhibitory,0.1820650861210855,344.88467835069446,1.688856406778669e-33,True
Cicero-09012014,1,excitatory,0.4727022293342883,255.18757600825091,1.7157094422409285e-27,True
Cicero-09012014,2,excitatory,0.25436370627317234,252.93006057924072,1.6420379423742866e-08,True
Cicero-09012014,3,inhibitory,0.08982723212909106,151.95300032368863,0.0013915223121142679,True
Cicero-09012014,4,excitatory,0.16878551015967413,276.3619264643182,0.004879851608730162,True
Cicero-09012014,5,inhibitory,0.13445531694154833,132.5932770962981,9.788945314165622e-66,True
Cicero-09012014,9,inhibitory,0.14539498243664772,108.34366509484319,6.60290062036516e-30,True
Cicero-09012014,10,inhibitory,0.14489571076791524,170.03759759250443,6.982541737541061e-06,True
Cicero-09012014,11,excitatory,0.28265386229930456,265.40670405752996,1.9385966107589155e-24,True
Cicero-09012014,12,inhibitory,0.18666686933602106,87.66495027475077,2.646678848225059e-188,True
Cicero-09012014,14,excitatory,0.16888186746620193,86.51645243385525,0.006846364961845844,True
Cicero-09012014,15,inhibitory,0.13889626165586036,151.92043997286876,2.3923023834013766e-100,True
Cicero-09012014,16,excitatory,0.15628747486728536,159.98165342969494,1.1575483071587132e-05,True
Cicero-09012014,18,inhibitory,0.08706136477500359,130.58518615953042,2.0004214881717364e-28,True
Cicero-09012014,20,excitatory,0.06922938761890685,213.72269011508251,0.02241599874688036,False
Cicero-09012014,23,excitatory,0.4648044532375544,226.0284946976412,9.754296353035209e-08,True
Cicero-09012014,24,inhibitory,0.16616903104299097,193.08086526970908,1.9795847935795247e-05,True
Cicero-09012014,26,excitatory,0.17053234715440188,186.0361499726618,0.004238704915250922,True
Cicero-09012014,27,inhibitory,0.13964647851593986,194.40254876499165,2.523964966342451e-64,True
Cicero-09012014,29,excitatory,0.2622204089428267,177.95969655511686,2.426128785940581e-29,True
Cicero-09012014,30,excitatory,0.24033281012162702,271.92899038578554,2.1944078659212127e-21,True
Cicero-09012014,31,excitatory,0.014097531644832604,265.9466964955948,0.8783724084266733,False
Cicero-09012014,32,excitatory,0.2866567344126041,230.82650183274475,6.12360228896184e-14,True
Cicero-09012014,33,excitatory,0.09367116484902828,192.78986657749908,0.49703198030920553,False
Cicero-09012014,34,excitatory,0.14180764071534843,195.61089618678355,6.041486516998726e-20,True
Cicero-09012014,35,excitatory,0.08146147979728965,303.53162282348853,0.1375002552042322,False
Cicero-09012014,36,excitatory,0.3416442350763505,212.01482233850598,3.523717229882391e-07,True
Cicero-09012014,37,inhibitory,0.08186512014438702,186.52634673194754,0.001705085185223516,True
Cicero-09012014,38,inhibitory,0.21996639645229266,201.80498985328043,6.240677096013788e-149,True
Cicero-09012014,39,inhibitory,0.23900404006580359,194.6491376576387,1.824021468831015e-26,True
Cicero-09012014,42,excitatory,0.1285926303441345,220.2690280084514,2.7771497005716773e-06,True
Cicero-09012014,49,excitatory,0.1665602197118839,252.0914425957246,0.073385527946552,False
Cicero-09012014,50,inhibitory,0.3209635373487557,85.42978744964469,0.0,True
Cicero-09012014,51,excitatory,0.12439625382556198,143.88612902105112,0.0008320933997522224,True
Cicero-09012014,52,excitatory,0.058780506227004946,118.36092981031406,0.13248578661053348,False
Cicero-09012014,55,excitatory,0.21386116269660854,93.64827404083846,0.0005428347186227916,True
Cicero-09012014,56,excitatory,0.04885376853642606,300.58839603298685,0.16303769896954332,False
Cicero-09012014,57,excitatory,0.15606734448247397,139.19170668067449,0.2566331801747781,False
Cicero-09012014,58,inhibitory,0.23606155880226606,215.31424733379993,4.264941649487545e-231,True
Cicero-09012014,60,excitatory,0.08719038502208333,183.36790836269583,0.21225083846877987,False
Cicero-09012014,61,excitatory,0.16627270745637263,103.23866658381,2.6614326249169684e-08,True
Cicero-09012014,62,excitatory,0.1684794975264845,210.04407457333025,0.0003107864795194322,True
Cicero-09012014,63,inhibitory,0.16328528916621007,107.26378149478792,5.260520956047211e-127,True
Cicero-09012014,64,excitatory,0.1405945827799299,236.26892713953242,0.007773498878406044,True
Cicero-09012014,65,excitatory,0.290847837458889,271.66343894632234,5.142958931157453e-07,True
Cicero-09012014,66,excitatory,0.14261347530858848,122.24396638099878,0.010368873381082845,False
Cicero-09012014,68,inhibitory,0.23633700025959636,103.48502934047046,5.502617783346993e-79,True
Cicero-09012014,69,excitatory,0.16460697971643667,179.98328682451702,5.503504850729279e-05,True
Cicero-09012014,70,inhibitory,0.03269937998909199,35.256722476507804,0.021057722615495083,False
Cicero-09012014,71,inhibitory,0.07369719913094844,123.60500974691145,6.97128782707655e-39,True
Cicero-09012014,72,excitatory,0.08501897897405941,232.92793781257996,0.24100957375246057,False
