session,track,channel,n_units,n_pyr,n_place,n_laps,n_ripples,ripple_rate,ripple_dur_ms,ripple_freq,rate_nrem,rate_rem,rate_awake,rate_run,n_events,ev,rev,frac_sig_PRE,n_PRE,frac_sig_Maze,n_Maze,frac_sig_POST,n_POST,frac_forward
Buddy_06272013,1.6,14,68,48,19,58,4338,12.3620858948201,56.80000000029395,161.29032258064515,18.395483750066838,0.8168316831683168,9.28273128990363,7.317230770497325,868,0.09957195618517217,0.001360598197056055,0.05189620758483034,501,0.1276595744680851,47,0.090625,320,0.4098360655737705
