session,track,channel,n_units,n_pyr,n_place,n_laps,n_ripples,ripple_rate,ripple_dur_ms,ripple_freq,rate_nrem,rate_rem,rate_awake,rate_run,n_events,ev,rev,frac_sig_PRE,n_PRE,frac_sig_Maze,n_Maze,frac_sig_POST,n_POST,frac_forward
Cicero_09172014,1.9999974822636077,8,72,59,22,51,8803,15.738285605885197,51.199999998061685,161.29032258064515,29.48590631130582,0.6834363235448369,9.65817453548506,0.4646995258886484,2897,0.004190962606898556,0.009678060191265825,0.04773462783171521,1236,0.07650273224043716,183,0.07577807848443843,1478,0.5027027027027027
