session,track,channel,n_units,n_pyr,n_place,n_laps,n_ripples,ripple_rate,ripple_dur_ms,ripple_freq,rate_nrem,rate_rem,rate_awake,rate_run,n_events,ev,rev,frac_sig_PRE,n_PRE,frac_sig_Maze,n_Maze,frac_sig_POST,n_POST,frac_forward
Cicero_09012014,1.6,78,73,55,19,90,8722,15.056622360093504,51.19999999999436,156.25,27.091589745622226,0.21861564772289535,8.099578408724238,0.9863604165917371,2137,0.024333018100055386,0.00535286270567142,0.06041923551171394,811,0.21306818181818182,352,0.10472279260780287,974,0.43805309734513276
