session,track,channel,n_units,n_pyr,n_place,n_laps,n_ripples,ripple_rate,ripple_dur_ms,ripple_freq,rate_nrem,rate_rem,rate_awake,rate_run,n_events,ev,rev,frac_sig_PRE,n_PRE,frac_sig_Maze,n_Maze,frac_sig_POST,n_POST,frac_forward
Gatsby_08022013,1.6,36,80,66,33,84,8467,15.874434814249803,53.60000000018772,161.29032258064515,23.743801699879775,0.15810276679841898,11.93491691204366,1.6941315653552405,3820,0.024759804946646494,6.45850329086394e-05,0.05760773966578716,2274,0.32926829268292684,164,0.06743421052631579,1216,0.5071942446043165
