session,track,channel,n_units,n_pyr,n_place,n_laps,n_ripples,ripple_rate,ripple_dur_ms,ripple_freq,rate_nrem,rate_rem,rate_awake,rate_run,n_events,ev,rev,frac_sig_PRE,n_PRE,frac_sig_Maze,n_Maze,frac_sig_POST,n_POST,frac_forward
Achilles_10252013,1.6,2,137,120,83,84,10109,17.39876131972235,51.199999998061685,163.81048387096774,24.441789165273114,0.028971511347175277,13.150718921083454,0.1917498291827806,5461,0.05961882266648733,0.007513787822055728,0.070873786407767,3090,0.4056603773584906,106,0.1368653421633554,2265,0.5891608391608392
