start,end,n_active,n_bins,r_rightward,p_cycle_rightward,p_id_rightward,r_leftward,p_cycle_leftward,p_id_leftward,direction,r,p_cycle,p_id,significant,forward,epoch
28201.4236,28201.6028,7,8,-0.26546850316897386,0.012,0.116,-0.35033095227218736,0.072,0.016,leftward,-0.35033095227218736,0.072,0.016,False,True,POST
28201.9744,28202.0744,6,5,-0.23017477618749504,0.39,0.35,0.12187901088217377,0.564,0.704,rightward,-0.23017477618749504,0.39,0.35,False,False,POST
28202.9488,28203.1072,8,7,0.07756695654045065,0.678,0.706,0.021602906363098022,0.922,0.918,rightward,0.07756695654045065,0.678,0.706,False,True,POST
28207.064,28207.2508,7,9,0.12546671544623214,0.272,0.14,-0.13544880478289242,0.226,0.116,leftward,-0.13544880478289242,0.226,0.116,False,True,POST
28213.736,28214.112,8,18,0.018347029870580987,0.866,0.896,0.08693556255121276,0.382,0.54,leftward,0.08693556255121276,0.382,0.54,False,False,POST
28218.2512,28218.3512,8,5,-0.2034328563130489,0.434,0.578,0.053242296342956304,0.862,0.912,rightward,-0.2034328563130489,0.434,0.578,False,False,POST
28222.0676,28222.1676,5,5,0.008629925003684313,0.982,0.958,0.20014529687226784,0.512,0.366,leftward,0.20014529687226784,0.512,0.366,False,False,POST
28233.1216,28233.2216,5,5,-0.15829938249573508,0.342,0.196,-0.058588581299022835,0.682,0.668,rightward,-0.15829938249573508,0.342,0.196,False,False,POST
28234.668,28234.9396,8,13,0.03516948290689807,0.816,0.776,-0.14166046457716835,0.246,0.386,leftward,-0.14166046457716835,0.246,0.386,False,True,POST
28243.71,28243.81,6,5,-0.005606451982408418,0.974,0.974,-0.11120141235866508,0.556,0.642,leftward,-0.11120141235866508,0.556,0.642,False,True,POST
28261.0296,28261.228,6,9,0.11173690896898318,0.386,0.516,0.22904185133173496,0.134,0.292,leftward,0.22904185133173496,0.134,0.292,False,False,POST
28264.9744,28265.0784,5,5,0.11327740718744968,0.524,0.624,-0.0045308687791035225,0.984,0.99,rightward,0.11327740718744968,0.524,0.624,False,True,POST
28268.1596,28268.3444,9,9,-0.1301345206860264,0.238,0.434,0.18565332583874217,0.282,0.266,leftward,0.18565332583874217,0.282,0.266,False,False,POST
28269.0352,28269.1352,7,5,-0.08588327767880699,0.514,0.586,0.1391786369976513,0.432,0.42,leftward,0.1391786369976513,0.432,0.42,False,False,POST
28271.0856,28271.1856,6,5,-0.13676470619285097,0.564,0.478,0.4739711020358347,0.05,0.05,leftward,0.4739711020358347,0.05,0.05,False,False,POST
28276.1952,28276.2952,5,5,0.13174424867006942,0.476,0.38,-0.07191878695162401,0.562,0.626,rightward,0.13174424867006942,0.476,0.38,False,True,POST
28280.9308,28281.0308,5,5,-0.08547105201921405,0.45,0.786,0.14046319662504225,0.488,0.75,leftward,0.14046319662504225,0.488,0.75,False,False,POST
28281.1232,28281.2264,9,5,0.21403898959756196,0.232,0.336,-0.3961396854965211,0.026,0.13,leftward,-0.3961396854965211,0.026,0.13,False,True,POST
28285.4688,28285.5688,9,5,0.14073103634303172,0.604,0.67,-0.27758870212477393,0.308,0.428,leftward,-0.27758870212477393,0.308,0.428,False,True,POST
28286.3284,28286.524,11,9,-0.12628485105073614,0.442,0.564,0.10306838119738673,0.606,0.662,rightward,-0.12628485105073614,0.442,0.564,False,False,POST
28292.2016,28292.3888,7,9,0.11719873278847737,0.41,0.394,0.04841250709461061,0.776,0.694,rightward,0.11719873278847737,0.41,0.394,False,True,POST
28300.5244,28300.6244,5,5,0.029728652797852546,0.816,0.904,-0.25093435428485533,0.146,0.432,leftward,-0.25093435428485533,0.146,0.432,False,True,POST
28316.4764,28316.5764,6,5,0.16487921550635679,0.316,0.448,0.16844736869338353,0.388,0.502,leftward,0.16844736869338353,0.388,0.502,False,False,POST
28326.1532,28326.338,8,9,0.008011990631262124,0.954,0.984,0.016322934071760227,0.91,0.93,leftward,0.016322934071760227,0.91,0.93,False,False,POST
28356.3828,28356.4828,5,5,0.20197337321695458,0.476,0.572,0.3045790152976994,0.358,0.358,leftward,0.3045790152976994,0.358,0.358,False,False,POST
