unit,direction,peak,si,com,stability,place_cell
78,leftward,1.5401483207454012,2.671112361721298,0.752,,False
79,leftward,1.5201463945019544,1.5787261784517455,0.8480000000000001,-0.03367631544655326,False
82,leftward,10.901834191942939,1.180484869907663,0.784,0.8078821878578568,True
84,leftward,2.5525199583693254,3.154719179289394,0.24,-0.04595275420651164,False
86,leftward,3.931954886037355,1.0844803834628463,1.552,0.27599677016274976,False
87,leftward,1.130930167890343,1.9078264842268577,0.976,-0.134376831119392,False
89,leftward,0.5344806957837922,2.0095364225938264,1.264,-0.0515048009271847,False
90,leftward,0.0,0.0,0.016,,False
92,leftward,3.2905980186206967,1.7112429287655277,0.112,0.36906210190335753,True
93,leftward,3.321989366282235,2.8107839406411004,1.584,0.46898586269073383,True
94,leftward,4.016465228610556,1.111312572754626,0.784,0.5392028538841239,True
95,leftward,5.5274211955640515,2.0346771901289813,0.08,0.6790188151985559,True
96,leftward,3.392790503671029,2.3148332359987753,1.104,0.3028252079536168,True
98,leftward,4.877136349027104,1.5615830597813285,1.488,0.5784350396677796,True
101,leftward,23.102224811181017,1.0572401146905575,0.272,0.7874375247703616,True
103,leftward,6.09642043628388,0.8760209681972951,1.488,0.27646526847289843,False
109,leftward,1.8889743455330354,0.9541603437162447,1.584,-0.11426689619223968,False
110,leftward,1.2586158320069947,1.3619089352461144,1.2,0.06813817125248287,False
111,leftward,0.9754272698054209,1.8586125043704143,0.08,0.15758397484115874,False
112,leftward,48.4187994168474,1.778876452660782,0.112,0.9496642803247805,True
113,leftward,21.830991276597516,0.6221552524772684,0.14400000000000002,0.6792508108059906,True
114,leftward,15.925343180496668,1.3102435855569408,1.424,0.718690696430575,True
116,leftward,10.267655471636008,0.6131118287627653,0.272,0.73435388224914,True
117,leftward,3.1635479020716355,1.378283254264423,0.30400000000000005,0.23175226599561644,False
118,leftward,20.76716122811541,1.274154910446032,0.912,0.5736721120171888,True
120,leftward,1.130930167890343,2.748535980162471,0.976,-0.00845229403301289,False
121,leftward,4.178300823902557,1.9409269124097348,0.016,0.6048005819686758,True
123,leftward,32.514242326847366,1.1198162562960505,0.368,0.9118648858579054,True
125,leftward,10.888490453641907,0.3568543320362011,1.552,0.3943369933487625,False
126,leftward,0.5654650839451715,2.2351031062366227,1.1360000000000001,-0.023106385110523774,False
129,leftward,5.432759477397281,0.39759986639956746,0.33599999999999997,0.16043493321810412,False
137,leftward,26.824249919649073,0.9292061036938454,0.624,0.817682883743559,True
