unit,cell_type,location,si_rightward,si_z_rightward,p_rightward,peak_rate_rightward,peak_pos_rightward,mean_rate_rightward,sparsity_rightward,width_rightward,contrast_rightward,participation_rightward,stability_rightward,n_spikes_rightward,si_leftward,si_z_leftward,p_leftward,peak_rate_leftward,peak_pos_leftward,mean_rate_leftward,sparsity_leftward,width_leftward,contrast_leftward,participation_leftward,stability_leftward,n_spikes_leftward,is_place_cell
20,inhibitory,lCA1,0.4038958162162527,23.32013276497197,0.0,15.364634108611094,22.0,5.75263629485277,0.6247425971689099,32.0,3.763614151786956,1.0,0.9488967687171453,583.0,0.27108299030735955,19.266724688759957,0.0,14.394487453733362,158.0,4.907428630031415,0.6952217383458239,20.0,3.0021753889763785,0.9459459459459459,0.9561770457564688,460.0,False
21,excitatory,lCA1,0.2711772183469192,4.579125497155797,0.000999000999000999,1.3073641119419572,50.0,0.8074076465847513,0.7771718672325878,92.0,4.444956579064057,0.6923076923076923,0.5028318804274228,82.0,0.511583418464148,4.0263670653675785,0.001998001998001998,1.2124149274981844,54.0,0.4303293022698327,0.570984788701777,44.0,4.565480240333315,0.4634146341463415,0.6595508976236965,40.0,True
22,excitatory,lCA1,2.1278213320539283,-1.5429434826247366,0.999000999000999,0.06040270334738362,14.0,0.008870011994234614,0.20251286050548917,12.0,28.503098668953843,0.027777777777777776,,1.0,0.6514930544990987,-0.8809941350822201,0.8111888111888111,0.1873603094207298,158.0,0.06540324566818764,0.562581138513583,8.0,2.4470576805056137,0.027777777777777776,-0.3425205078261742,6.0,False
23,excitatory,lCA1,1.4652152191738708,43.12970717207412,0.0,26.039479897283588,138.0,5.559420750874358,0.29124825990085085,48.0,15.960215626195104,0.9736842105263158,0.9885521163445525,556.0,0.7316892781465744,13.097900532367724,0.0,4.8558741512665735,54.0,1.4763647066667378,0.49857833545672403,28.0,3.886417028740205,0.4146341463414634,0.839271707459635,139.0,True
27,excitatory,lCA1,0.806027362039259,30.24969097418856,0.0,15.043533810033473,30.0,5.228495336884581,0.4866214691148698,44.0,9.463839921401265,1.0,0.9900853668793229,530.0,0.5976661846864941,28.24251519842279,0.0,11.008730818967289,58.0,3.8028280437531867,0.5624662554355463,40.0,4.335049231976788,1.0,0.9683024384984787,355.0,True
28,excitatory,lCA1,1.0222733302323317,0.2736316255485695,0.34265734265734266,0.24838587106865945,138.0,0.059834044437822594,0.418027930903879,20.0,3.5961714074351327,0.05263157894736842,,6.0,2.473595002121612,2.9455793736727705,0.008991008991008992,0.2952278437421199,2.0,0.03230001478315821,0.16049006434361981,12.0,20.282683537219345,0.04878048780487805,0.8521700908504292,3.0,False
29,excitatory,lCA1,0.09483614980387894,13.777442539634293,0.0,20.196277446826684,142.0,12.754985798473413,0.885646793254989,56.0,1.5317797644572624,0.9487179487179487,0.9036860141459849,1281.0,1.344042495848624,4.671835841705583,0.0,0.6121313182735287,58.0,0.12704361992708263,0.32665562418999616,24.0,8.038252924440123,0.1951219512195122,0.42249856948236175,12.0,True
33,excitatory,lCA1,0.6509652306537294,26.51595980560092,0.0,12.369261387160556,90.0,4.144722670036991,0.5147646051446256,56.0,4.892964632704693,0.9743589743589743,0.9779723013098451,412.0,0.677431882338924,28.193930058342925,0.0,16.33636819220124,2.0,4.021096782007967,0.4427036497932395,24.0,6.336556202540904,0.975609756097561,0.9711998170200052,377.0,True
39,excitatory,lCA1,0.8924503765141669,34.93139139053447,0.0,22.470919115284406,26.0,5.60874618463072,0.4045605217171499,28.0,8.618225887450276,1.0,0.9894988717373867,564.0,0.19485439471415017,19.039987796913543,0.0,21.209661211915346,10.0,11.689255426233245,0.8067960370313074,36.0,1.9258581405053647,0.975609756097561,0.9503917464893099,1092.0,True
41,excitatory,lCA1,0.1430002344837964,2.5623049881235684,0.00999000999000999,1.3022416061956896,114.0,0.7729360989457812,0.8566338607089257,44.0,1.4716011791818113,0.48717948717948717,0.24462879064880091,78.0,0.19724505336488868,6.02718099561708,0.0,3.41778196640467,2.0,1.1789353712988344,0.7463485190045094,16.0,2.9864899621944816,0.5365853658536586,0.6597155799849106,111.0,True
43,excitatory,lCA1,1.6834213495597559,2.1856283018573777,0.022977022977022976,0.4110151298915857,38.0,0.07222263609182819,0.27316630485283666,16.0,9.553905064831412,0.08333333333333333,0.2282383038278755,7.0,0.0,0.0,0.999000999000999,0.0,2.0,0.0,1.0,0.0,,,,0.0,False
48,inhibitory,lCA1,0.009979803033424446,5.064613628627243,0.0,21.086845285832275,2.0,17.37886431754726,0.9866087789246214,160.0,,1.0,0.7610336348548559,1738.0,0.05303124908021589,10.667586312465398,0.0,25.401388084279514,158.0,16.988190862063604,0.9320953790343438,72.0,1.2796349903380824,1.0,0.9356065006798043,1585.0,False
49,inhibitory,lCA1,0.0025309234369295993,-0.7005210488574604,0.7602397602397603,14.908490870811091,6.0,13.823973271933525,0.9965415689383587,160.0,,1.0,-0.4897685942431935,1389.0,0.02683809272930101,11.611932999326802,0.0,20.01718721890869,146.0,15.532793214144885,0.965087726711725,160.0,,1.0,0.9170464985943801,1449.0,False
50,excitatory,lCA1,0.8288386213267351,7.347832781891486,0.0,4.77298042959508,38.0,1.1648154916519657,0.43191773368326186,24.0,6.16863887315121,0.32432432432432434,0.8779106515082611,115.0,0.22798729257255446,13.584327086097689,0.0,28.73706495985044,74.0,14.578971534263799,0.781992317543585,100.0,2.9164134491377904,1.0,0.9470327428470263,1353.0,True
51,excitatory,lCA1,0.9994114496322082,30.473622442084615,0.0,15.701183563358372,22.0,5.14162906114973,0.42669445681102003,36.0,12.36630757934287,1.0,0.9948025107121161,520.0,1.4211682173484115,15.713652667248507,0.0,15.90125236239711,74.0,2.8841564845354473,0.28218378795162913,24.0,10.827063477743904,0.9024390243902439,0.9910250220428073,267.0,True
52,excitatory,lCA1,0.7554771492187131,33.79908097139788,0.0,11.863161275009857,86.0,3.4237182708463614,0.46710567891444515,40.0,5.885140603169685,0.8974358974358975,0.9910629530777,346.0,0.0783130222046989,3.7513606095652925,0.016983016983016984,7.832295272162324,122.0,5.537990414554137,0.9183640875041466,144.0,2.9748122416642815,1.0,0.7905622914317076,516.0,True
53,excitatory,lCA1,0.8229665357087177,5.890855742037718,0.0,1.338136037780663,30.0,0.4038950185741516,0.44940443568544264,32.0,7.809741066081163,0.3611111111111111,0.8092861080117322,40.0,0.355410502888698,4.861445704479293,0.0,1.760272822055039,26.0,0.653533463720823,0.6636200229249709,40.0,3.19269787195231,0.5609756097560976,0.555040940836505,61.0,True
54,excitatory,lCA1,0.4188947001357537,13.848273280445254,0.0,7.226253535659443,10.0,2.619984055438149,0.5924898198095934,24.0,4.345027329141449,0.9166666666666666,0.9029360016261605,266.0,0.27522610249668017,16.32070047817879,0.0,6.711498231094947,158.0,2.1340523405219844,0.6634251918010762,20.0,3.482321216345932,0.918918918918919,0.8658954754468656,200.0,True
55,excitatory,lCA1,0.27307045505418465,43.805386246329874,0.0,24.071911547920887,22.0,11.765937964339226,0.744697383563513,48.0,2.887624472802275,1.0,0.9589969312455515,1183.0,0.2109750146132841,3.790520458856508,0.011988011988011988,5.280800419149737,10.0,2.4071917499904125,0.7812168571646139,36.0,2.1815453908314955,0.2926829268292683,0.692697039323639,225.0,True
56,excitatory,lCA1,1.50201578511433,27.559664409144215,0.0,19.963475273842985,10.0,5.245016388130023,0.3235765027890804,28.0,23.713872916781277,0.9166666666666666,0.9963285177003668,534.0,1.280073738231541,2.3213871317398187,0.025974025974025976,0.5840795406147264,18.0,0.14146632422006075,0.33420067511562623,32.0,11.186493507646155,0.0975609756097561,0.49137482776496816,13.0,True
57,excitatory,lCA1,0.6134793582765239,8.383354954333015,0.0,10.69836013343748,126.0,2.9719100591050798,0.4869093507045625,44.0,5.251990351224073,0.7948717948717948,0.9223043438904125,297.0,0.9407720674754163,22.361768988838474,0.0,38.58986039887613,146.0,9.962065163090429,0.39501196050452086,36.0,8.533290627147535,1.0,0.9864165531369857,933.0,True
58,excitatory,lCA1,0.8620781673565645,6.639824423211093,0.0,2.2131374543255116,130.0,0.4897281986788576,0.4182175432913344,36.0,4.943590513265444,0.3684210526315789,0.7926735485103847,49.0,1.040944019037449,13.794938319733527,0.0,8.40466729270497,58.0,2.0689206312582207,0.37524672750952687,32.0,8.165913454584988,0.7560975609756098,0.9376469093129494,194.0,True
59,excitatory,lCA1,1.7276235662578343,-0.45516021945962437,0.6443556443556444,0.11416774698626353,42.0,0.02049561513886392,0.25726887463512094,12.0,6.578183903246632,0.027777777777777776,-0.1533111544078007,2.0,1.6374945374995158,4.67518019452171,0.0,0.5820617263261093,114.0,0.10866736068583185,0.2834432983647595,32.0,10.717815492932228,0.1951219512195122,0.6878565073148096,10.0,False
60,excitatory,lCA1,1.329269444141806,1.8422437633875317,0.061938061938061936,0.19553208357698945,2.0,0.06407963331809023,0.38470472064898786,40.0,33.07093363685339,0.16666666666666666,0.3521481598997679,6.0,0.9599411505070861,3.625013766942173,0.0,0.6456949884861133,134.0,0.14833101697701606,0.4143880426936478,24.0,5.628946473293915,0.1951219512195122,0.6686020807133404,14.0,False
70,excitatory,lCA1,1.9158962497534573,12.31521850108983,0.0,2.9519731652426517,2.0,0.3731807930126053,0.19483388210834499,12.0,27.171593532791267,0.37142857142857144,0.9796351630134659,37.0,2.1525372304323245,7.84110478334106,0.0,1.2704142843979203,2.0,0.14469765753204478,0.1764260747952025,12.0,22.00732197644678,0.17073170731707318,0.9900336789883659,14.0,False
74,excitatory,lCA1,0.6506470635502279,3.756528241555734,0.000999000999000999,0.5744263594058855,134.0,0.22420176947703602,0.5674581549893981,36.0,2.3077599469364682,0.15789473684210525,-0.0027073938335907847,22.0,0.7851916933227943,6.2591933652604395,0.0,1.8969994035066051,62.0,0.5222968751532151,0.45835714199689953,36.0,5.666181352420135,0.3902439024390244,0.8897897790247075,48.0,False
76,excitatory,lCA1,0.7152287008571588,16.14323225510278,0.0,4.402006302513956,158.0,0.9287285349320176,0.4420596186782755,20.0,6.452372231188288,0.6216216216216216,0.9068391178523557,95.0,0.7036570274273825,22.149717642619205,0.0,4.633841050930732,158.0,1.0622831618349546,0.4515581773901078,16.0,5.4387109948594885,0.6944444444444444,0.935454655573683,101.0,True
