unit,direction,k,si,si_z,p,peak_rate,peak_pos,mean_rate,width,sparsity,contrast,participation,stability,n_spikes,session,track_cm,maze_type
125,rightward,68,0.24879601630128373,11.489169503925275,0.0,5.876084424451317,2.0,2.514595991442345,28.0,0.7204070241208996,2.990524177113241,0.9166666666666666,0.8117693824874783,252.0,Achilles_10252013,160.0,linear
129,rightward,70,0.21115955558667251,10.334889421154083,0.0,8.394453878986194,158.0,3.1822235891470196,28.0,0.7572450132397749,2.5435088227338696,0.6486486486486487,0.8535273685670554,316.0,Achilles_10252013,160.0,linear
137,rightward,73,0.6676588725165378,6.924323085734104,0.0,2.4440550141766444,2.0,0.6127413749928904,16.0,0.45561294002006114,6.5594453931551895,0.3888888888888889,0.6921450820645348,63.0,Achilles_10252013,160.0,linear
146,rightward,78,0.23311308329688707,25.268560422767347,0.0,22.704761145335855,134.0,11.044066426075918,60.0,0.7758709009301419,2.030643668549606,1.0,0.9483484221493571,1105.0,Achilles_10252013,160.0,linear
148,rightward,80,0.614892999917052,24.237197460776468,0.0,7.732054464276409,158.0,2.3112801865443275,36.0,0.5187050586372414,3.794422211706972,0.9210526315789473,0.9638058983001743,231.0,Achilles_10252013,160.0,linear
151,rightward,81,0.6901385977371792,18.22597124203096,0.0,7.83356889274539,158.0,1.401571830674564,16.0,0.4098565376113577,7.164569762385597,0.7297297297297297,0.9447064864530774,143.0,Achilles_10252013,160.0,linear
161,rightward,82,0.39091688383575157,10.400412607401536,0.0,4.085490359367162,114.0,1.8914438730761511,80.0,0.6705597602658729,3.9412914810700115,0.9487179487179487,0.8242748302977013,189.0,Achilles_10252013,160.0,linear
163,rightward,83,0.5708490393798816,22.393108743976192,0.0,5.3651228375527475,2.0,1.3843005047997878,12.0,0.5014751785753732,5.644216066867172,0.8285714285714286,0.9394316683751771,140.0,Achilles_10252013,160.0,linear
175,rightward,89,1.1833624943218948,34.35080473340879,0.0,20.578769895676256,22.0,5.718333347964515,32.0,0.38035255506501164,13.74333649002677,1.0,0.9767496053427146,577.0,Achilles_10252013,160.0,linear
176,rightward,90,0.5459235854887279,34.7148555765108,0.0,25.35993708039031,22.0,11.773757242117341,60.0,0.601068777829363,7.305533504668608,1.0,0.9872942130156744,1186.0,Achilles_10252013,160.0,linear
177,rightward,91,0.9653627861701556,23.982281218096645,0.0,11.653337785835099,82.0,3.243446765104948,44.0,0.4132204646100592,6.9635365588361475,0.8717948717948718,0.9697281768220094,325.0,Achilles_10252013,160.0,linear
179,rightward,93,0.5725964677597342,17.677166261736865,0.0,10.857460166302292,26.0,3.6037393139668983,24.0,0.5592046970683342,3.6212588906727565,0.9444444444444444,0.9375768345627006,359.0,Achilles_10252013,160.0,linear
183,rightward,97,2.2589116512450746,35.28091843619591,0.0,9.773459958516312,2.0,1.1543373480611605,12.0,0.17257035909885293,43.440154012174865,0.6857142857142857,0.9967349312481987,113.0,Achilles_10252013,160.0,linear
186,rightward,98,1.0164315921201879,6.4041100744591315,0.0,2.6223634746849953,118.0,0.6089424091205742,44.0,0.38047030394629994,7.83075172390811,0.3076923076923077,0.8120904246903107,61.0,Achilles_10252013,160.0,linear
201,rightward,99,0.38432331828513766,8.548956042276968,0.0,4.17483172040424,2.0,1.4815587860180988,16.0,0.6419594170004618,3.015619147965701,0.5833333333333334,0.9340918098850121,146.0,Achilles_10252013,160.0,linear
202,rightward,100,0.4052087352877706,11.646788831934158,0.0,3.378023371579478,134.0,1.045030395058057,44.0,0.5940134836145384,3.860096655713801,0.7435897435897436,0.8441497644005084,105.0,Achilles_10252013,160.0,linear
204,rightward,102,0.40636728949021245,7.579973128731266,0.0,3.1152184742630906,6.0,1.1454985343634372,20.0,0.6224035629255793,3.335299814606712,0.6111111111111112,0.8633133427162318,116.0,Achilles_10252013,160.0,linear
215,rightward,106,0.7058274201616113,6.040330299961966,0.0,2.9705144651224984,134.0,1.0445886344291881,44.0,0.5266260772534908,4.647650244172793,0.34210526315789475,0.34316515389212093,105.0,Achilles_10252013,160.0,linear
216,rightward,107,1.4075801256898326,9.536109005539148,0.0,6.471813620186694,62.0,1.453477516999755,32.0,0.32033919666857347,11.809495213624155,0.5384615384615384,0.9688955611463901,146.0,Achilles_10252013,160.0,linear
219,rightward,109,0.6175832043569174,13.046054272558065,0.0,7.588658489380293,2.0,2.251459288116726,20.0,0.4888114686702712,5.48823262378172,0.6388888888888888,0.9532443464908131,227.0,Achilles_10252013,160.0,linear
220,rightward,110,1.1798310715755664,11.399061278675456,0.0,7.300595382840569,126.0,1.9181044089721173,56.0,0.38171662861114475,7.675242478122033,0.358974358974359,0.9701462030999284,192.0,Achilles_10252013,160.0,linear
222,rightward,112,0.5883064930677409,8.756215952274328,0.0,1.7734712616445676,22.0,0.5771640951466182,32.0,0.5445050133121506,5.056751000838488,0.6111111111111112,0.7662048242690077,57.0,Achilles_10252013,160.0,linear
237,rightward,116,1.0871229589314844,16.0169993991552,0.0,3.1162277345494354,154.0,0.5528272638642445,20.0,0.33558023144984445,6.95574994760922,0.4594594594594595,0.8937021209920069,57.0,Achilles_10252013,160.0,linear
238,rightward,117,0.5400172971757813,3.196286530770104,0.000999000999000999,1.6291330579508192,10.0,0.5539193217186087,20.0,0.5456790848658006,4.650638748184424,0.3055555555555556,0.5280457230836463,57.0,Achilles_10252013,160.0,linear
240,rightward,118,0.582778357533111,15.427477104621108,0.0,8.395060393361115,62.0,2.895826605790683,44.0,0.5349407786796001,4.751814345911477,0.8461538461538461,0.9757907400793794,288.0,Achilles_10252013,160.0,linear
242,rightward,120,1.0777860383120912,14.114750774486296,0.0,4.756291116470024,158.0,0.780875889582038,20.0,0.33121847505054086,6.4370597598480135,0.32432432432432434,0.8657052903803966,77.0,Achilles_10252013,160.0,linear
255,rightward,123,0.5706943081061927,8.470096534233909,0.0,2.5011396036859774,2.0,0.7045316909768243,12.0,0.5344892936891275,3.8534366840137326,0.37142857142857144,0.8124039505380742,69.0,Achilles_10252013,160.0,linear
258,rightward,126,0.1341545631737048,9.151787641304011,0.0,6.5542860124087206,2.0,3.7221929219231216,24.0,0.8541746226280317,1.6888365504178078,0.8888888888888888,0.780774552345284,375.0,Achilles_10252013,160.0,linear
259,rightward,127,0.20037286097776957,30.76659424889288,0.0,20.632842670120297,62.0,11.21461939801299,72.0,0.7985244169449398,2.7320474942074213,1.0,0.9675381796157302,1118.0,Achilles_10252013,160.0,linear
268,rightward,132,0.3349218170413496,18.706748025091503,0.0,14.303390506435916,2.0,5.466830990630934,24.0,0.650601502399213,3.6644753446992775,0.9722222222222222,0.8768357590070847,551.0,Achilles_10252013,160.0,linear
270,rightward,134,0.7116974191565231,18.78054546653426,0.0,5.082378867798219,46.0,1.4893007348785419,36.0,0.47368827548074516,5.9956004244847065,0.7692307692307693,0.9664742256966908,148.0,Achilles_10252013,160.0,linear
7,leftward,3,0.5222598535003982,9.03680122191302,0.0,5.767980159890476,26.0,2.2794444180296014,56.0,0.5962490888041213,4.961001316292641,0.8780487804878049,0.9190047292115852,212.0,Achilles_10252013,160.0,linear
9,leftward,4,1.7917712925563307,12.704907706699206,0.0,9.297741678273997,158.0,0.9731009324552509,8.0,0.17378861001884435,18.811237810342213,0.75,0.9927392671358393,89.0,Achilles_10252013,160.0,linear
11,leftward,5,0.6191271526916466,4.908071434754513,0.0,1.7764885709582374,18.0,0.6109833027679507,28.0,0.5350201363915577,3.7675886570996395,0.3902439024390244,0.6684800969625422,57.0,Achilles_10252013,160.0,linear
12,leftward,6,0.37658637323942074,10.80082017137619,0.0,3.223323302909206,74.0,1.2816046244090764,40.0,0.659942128344794,3.3681840938047944,0.7804878048780488,0.6651934206769288,119.0,Achilles_10252013,160.0,linear
16,leftward,8,0.48866733496818643,24.266171595253788,0.0,12.65250029624385,114.0,5.937770935523997,88.0,0.6382214282989406,5.974590034042896,1.0,0.9330836843705201,553.0,Achilles_10252013,160.0,linear
23,leftward,13,0.7316892781465744,13.097900532367724,0.0,4.8558741512665735,54.0,1.4763647066667378,28.0,0.49857833545672403,3.886417028740205,0.4146341463414634,0.839271707459635,139.0,Achilles_10252013,160.0,linear
27,leftward,14,0.5976661846864941,28.24251519842279,0.0,11.008730818967289,58.0,3.8028280437531867,40.0,0.5624662554355463,4.335049231976788,1.0,0.9683024384984787,355.0,Achilles_10252013,160.0,linear
33,leftward,17,0.677431882338924,28.193930058342925,0.0,16.33636819220124,2.0,4.021096782007967,24.0,0.4427036497932395,6.336556202540904,0.975609756097561,0.9711998170200052,377.0,Achilles_10252013,160.0,linear
39,leftward,18,0.19485439471415017,19.039987796913543,0.0,21.209661211915346,10.0,11.689255426233245,36.0,0.8067960370313074,1.9258581405053647,0.975609756097561,0.9503917464893099,1092.0,Achilles_10252013,160.0,linear
41,leftward,19,0.19724505336488868,6.02718099561708,0.0,3.41778196640467,2.0,1.1789353712988344,16.0,0.7463485190045094,2.9864899621944816,0.5365853658536586,0.6597155799849106,111.0,Achilles_10252013,160.0,linear
50,leftward,23,0.22798729257255446,13.584327086097689,0.0,28.73706495985044,74.0,14.578971534263799,100.0,0.781992317543585,2.9164134491377904,1.0,0.9470327428470263,1353.0,Achilles_10252013,160.0,linear
51,leftward,24,1.4211682173484115,15.713652667248507,0.0,15.90125236239711,74.0,2.8841564845354473,24.0,0.28218378795162913,10.827063477743904,0.9024390243902439,0.9910250220428073,267.0,Achilles_10252013,160.0,linear
53,leftward,26,0.355410502888698,4.861445704479293,0.0,1.760272822055039,26.0,0.653533463720823,40.0,0.6636200229249709,3.19269787195231,0.5609756097560976,0.555040940836505,61.0,Achilles_10252013,160.0,linear
54,leftward,27,0.27522610249668017,16.32070047817879,0.0,6.711498231094947,158.0,2.1340523405219844,20.0,0.6634251918010762,3.482321216345932,0.918918918918919,0.8658954754468656,200.0,Achilles_10252013,160.0,linear
57,leftward,30,0.9407720674754163,22.361768988838474,0.0,38.58986039887613,146.0,9.962065163090429,36.0,0.39501196050452086,8.533290627147535,1.0,0.9864165531369857,933.0,Achilles_10252013,160.0,linear
58,leftward,31,1.040944019037449,13.794938319733527,0.0,8.40466729270497,58.0,2.0689206312582207,32.0,0.37524672750952687,8.165913454584988,0.7560975609756098,0.9376469093129494,194.0,Achilles_10252013,160.0,linear
76,leftward,36,0.7036570274273825,22.149717642619205,0.0,4.633841050930732,158.0,1.0622831618349546,16.0,0.4515581773901078,5.4387109948594885,0.6944444444444444,0.935454655573683,101.0,Achilles_10252013,160.0,linear
82,leftward,39,0.9893266377674782,28.03756385337668,0.0,9.085814590845171,74.0,2.7284142548217836,44.0,0.42690579413939655,7.422106639439253,1.0,0.9865160072516361,255.0,Achilles_10252013,160.0,linear
86,leftward,42,0.5777538203225909,9.331500599968047,0.0,2.6492367338218474,158.0,0.7491488541944531,24.0,0.5114784812798775,4.848501361293432,0.5789473684210527,0.6914219149363262,70.0,Achilles_10252013,160.0,linear
94,leftward,48,0.7926512749659842,9.709164021877386,0.0,2.145987877304262,74.0,0.5711148282067475,36.0,0.4530551331358545,6.1719449654564755,0.5121951219512195,0.9507225247709528,54.0,Achilles_10252013,160.0,linear
98,leftward,52,1.6248375579852763,10.914716907010428,0.0,4.883886176785734,158.0,0.7932468535051778,20.0,0.2318670975477751,16.82495387295201,0.7027027027027027,0.9294488999005197,75.0,Achilles_10252013,160.0,linear
101,leftward,53,0.9261500866187259,21.357840343965446,0.0,19.491154098750364,30.0,5.306163546749448,36.0,0.42861708277999677,6.897936077664856,0.926829268292683,0.9399325079850682,494.0,Achilles_10252013,160.0,linear
103,leftward,54,0.5826498113077136,7.666310849826458,0.0,4.333082535229785,146.0,1.2557071134986992,32.0,0.518054550791469,4.670691691429739,0.717948717948718,0.9688087273559047,117.0,Achilles_10252013,160.0,linear
112,leftward,59,2.0282779083179028,35.852120933929896,0.0,41.84109584254273,10.0,6.8749623621072775,24.0,0.20951379988788732,30.727389409594196,0.975609756097561,0.9983506664750939,650.0,Achilles_10252013,160.0,linear
113,leftward,60,0.6347907458483981,24.729056249766458,0.0,18.551517228188033,18.0,8.431110983647516,84.0,0.6029912195095726,8.942629739264154,1.0,0.9752856391579049,788.0,Achilles_10252013,160.0,linear
114,leftward,61,1.333610275134498,23.542005975119867,0.0,12.440655774652715,138.0,3.3414528262531533,44.0,0.33704813923029125,19.31429972422439,0.9512195121951219,0.9782769249412244,311.0,Achilles_10252013,160.0,linear
116,leftward,62,0.7085109871041629,22.8856866004389,0.0,8.923266479684097,26.0,2.794647511331684,40.0,0.48319720585472886,6.438889838905518,0.8780487804878049,0.9815275634565128,260.0,Achilles_10252013,160.0,linear
118,leftward,64,0.79123438851833,24.67158082224699,0.0,16.605053080395454,90.0,5.486797816099757,48.0,0.49590863906250776,5.115101500281698,1.0,0.9795832246785947,511.0,Achilles_10252013,160.0,linear
123,leftward,67,0.7206152164293895,21.603383871736412,0.0,27.664505400113182,38.0,8.201388297216386,36.0,0.4801997317427032,5.523267330884777,1.0,0.954780426415765,764.0,Achilles_10252013,160.0,linear
125,leftward,68,0.26674261207487737,19.1460708307194,0.0,9.699117725746676,150.0,4.792026849763964,28.0,0.7541447268941718,2.0137714226470695,0.8974358974358975,0.9525566358953947,447.0,Achilles_10252013,160.0,linear
129,leftward,70,0.13834943552888943,3.518497760359121,0.002997002997002997,2.428271500785429,34.0,1.147757635637223,28.0,0.8403542601118267,1.8301015099616251,0.5365853658536586,0.27870072507360893,106.0,Achilles_10252013,160.0,linear
137,leftward,73,0.7772104007751087,20.98856316562797,0.0,22.532524045376327,58.0,7.2285494744372745,48.0,0.486967087838934,5.669903714375552,1.0,0.9551246622628145,674.0,Achilles_10252013,160.0,linear
143,leftward,75,1.2470175479408545,6.79738999007237,0.0,5.0437942505022875,62.0,1.1094989229531014,24.0,0.34964113758653786,7.641378836566916,0.14634146341463414,0.9105706260396368,102.0,Achilles_10252013,160.0,linear
145,leftward,77,1.2600944639818534,20.95552112585578,0.0,21.338366971726824,122.0,5.1970260100911325,40.0,0.3425222012286191,10.95534552762334,1.0,0.9795205316213537,484.0,Achilles_10252013,160.0,linear
146,leftward,78,0.20523689615410406,11.597999772548672,0.0,5.413142102733277,150.0,3.127523599793223,120.0,0.8168603748204843,4.010067003520876,0.975609756097561,0.8702155727963111,293.0,Achilles_10252013,160.0,linear
148,leftward,80,0.39004618797054924,8.499827947266741,0.0,2.4633707571825694,38.0,1.1100311942203023,48.0,0.6855337647407495,2.7020344928431164,0.7317073170731707,0.646334729462481,103.0,Achilles_10252013,160.0,linear
163,leftward,83,0.43044855043618446,17.430149280452763,0.0,5.507568969657618,118.0,2.028026111570407,44.0,0.6219567516426091,3.4752954691540667,0.9024390243902439,0.9067402297428806,188.0,Achilles_10252013,160.0,linear
171,leftward,86,0.9637984877235379,9.118972384436484,0.0,1.9054312442187487,158.0,0.5406402730641463,12.0,0.424826736114339,3.2192394766332275,0.1111111111111111,0.7674628817226183,51.0,Achilles_10252013,160.0,linear
173,leftward,88,1.3410432677216693,15.698351790555115,0.0,19.12486323069675,66.0,4.661362817026081,40.0,0.3367877621340432,12.782698764953086,0.9512195121951219,0.9981607689169844,435.0,Achilles_10252013,160.0,linear
176,leftward,90,0.13055267586593133,8.774034690471355,0.0,7.138450738230225,134.0,3.4770214914037734,52.0,0.8393572198448316,2.100797886505272,0.975609756097561,0.6215950853507073,326.0,Achilles_10252013,160.0,linear
179,leftward,93,0.939679700890643,23.947619434104798,0.0,35.94650810709194,118.0,9.427221482434412,40.0,0.40864093509263416,7.154265667403347,1.0,0.9976848607317746,876.0,Achilles_10252013,160.0,linear
181,leftward,95,2.05240769002147,18.209997679364328,0.0,6.787266504388677,2.0,0.5830749992299868,8.0,0.14748524042002903,23.609150604088136,0.3902439024390244,0.9658956157500129,51.0,Achilles_10252013,160.0,linear
182,leftward,96,0.9821417897399225,17.318691813389453,0.0,31.16700462636853,110.0,8.591629653119247,44.0,0.40837388891346893,7.398909286322753,0.9512195121951219,0.9926028162128461,800.0,Achilles_10252013,160.0,linear
201,leftward,99,0.736410406474928,19.863709252228908,0.0,5.306912096622595,6.0,1.2268430985908534,20.0,0.4130124933496142,7.0372762297854194,0.7560975609756098,0.9458281384886854,114.0,Achilles_10252013,160.0,linear
202,leftward,100,0.15162763186163514,10.740383600795695,0.0,6.664110365311716,50.0,4.440917753003106,124.0,0.8567225860731594,2.9824501789990334,1.0,0.8851348937438299,414.0,Achilles_10252013,160.0,linear
203,leftward,101,1.1066978439224506,12.782494075503617,0.0,7.155164111696491,14.0,1.8622847769617987,32.0,0.3578469056330496,10.16642366808961,0.7804878048780488,0.960947301419676,173.0,Achilles_10252013,160.0,linear
204,leftward,102,0.6390458658198627,16.94949683095673,0.0,4.90630831603077,2.0,1.1438582620299915,20.0,0.44280669838683545,6.1582572210481175,0.7804878048780488,0.9255337145136161,107.0,Achilles_10252013,160.0,linear
211,leftward,104,1.316939684727225,10.645356701783063,0.0,6.631798804965122,158.0,0.905097811717082,8.0,0.26070319420274335,11.729477147194626,0.3888888888888889,0.933093020181062,84.0,Achilles_10252013,160.0,linear
215,leftward,106,1.2558681683651423,21.82680088695933,0.0,17.16354451246448,154.0,4.696067531297866,44.0,0.349076121057607,15.788105195431534,0.9024390243902439,0.9747546605229318,439.0,Achilles_10252013,160.0,linear
219,leftward,109,0.5738361941981145,5.588078469819062,0.0,2.7390761070789162,138.0,0.8584346012558195,28.0,0.5424844037635004,4.219420086930128,0.2564102564102564,0.7611565278115509,79.0,Achilles_10252013,160.0,linear
222,leftward,112,0.7726452470310278,18.99117273443152,0.0,10.511619385747235,2.0,2.055328728277261,16.0,0.39784094443279555,6.848045217927334,0.7804878048780488,0.9423466367327382,194.0,Achilles_10252013,160.0,linear
229,leftward,114,1.0072826225258729,21.652841255691364,0.0,5.87192787447103,70.0,1.4526158342374274,36.0,0.3858143675653724,8.12779334819515,0.9024390243902439,0.9803472832386797,135.0,Achilles_10252013,160.0,linear
238,leftward,117,1.1960087477084014,17.184747744114098,0.0,14.133180858235175,82.0,3.4315354663069213,36.0,0.3606204739268329,8.39583413794242,0.975609756097561,0.9940181041691983,319.0,Achilles_10252013,160.0,linear
240,leftward,118,0.5666347838137069,22.914859614135047,0.0,12.855089625723485,74.0,3.982524319091236,36.0,0.5330703740548975,4.515621389885567,0.9512195121951219,0.9745900153518295,370.0,Achilles_10252013,160.0,linear
242,leftward,120,0.7495293883540457,11.702882472336151,0.0,4.909839355690546,46.0,1.1491690262502416,20.0,0.43405406606233976,6.203714080728169,0.5609756097560976,0.9040539807576934,107.0,Achilles_10252013,160.0,linear
257,leftward,125,0.0677768228500265,3.589511175664068,0.00999000999000999,6.211785344647921,82.0,3.7788280836659363,64.0,0.9154689170275536,1.3548930493910076,1.0,0.7546331312159441,353.0,Achilles_10252013,160.0,linear
258,leftward,126,0.2251402754419264,21.13876562549946,0.0,10.619688753142327,74.0,5.596013813229703,48.0,0.7876092203733173,1.773962909689618,1.0,0.9077367266731711,521.0,Achilles_10252013,160.0,linear
263,leftward,128,1.546387945387708,7.934167947390168,0.0,4.940571920922135,34.0,0.9723775448680232,28.0,0.2899098972951671,12.72943728734694,0.36585365853658536,0.937593528123473,90.0,Achilles_10252013,160.0,linear
272,leftward,136,0.6019176487444475,11.89439509638667,0.0,3.838450866743777,158.0,0.9952143778852359,20.0,0.49302855671563445,4.952960120205175,0.4864864864864865,0.7605141877969382,93.0,Achilles_10252013,160.0,linear
1,leftward,0,0.9751951753610897,20.663257998638038,0.0,13.423118734343344,14.097222222222221,2.3116667187816136,24.16666666666666,0.38424121398372263,6.490585389632217,0.8666666666666667,0.9067457281677218,315.0,Achilles_11012013,290.0,circular
2,leftward,1,1.0300056797084305,18.787397031906654,0.0,9.257549929997415,207.43055555555554,1.6654223798034702,32.222222222222214,0.33855663455710155,8.809039403716934,0.7837837837837838,0.9337842544388693,227.0,Achilles_11012013,290.0,circular
3,leftward,2,0.5238673557033142,28.904330791754308,0.0,16.658116956916732,22.15277777777778,4.282970360733994,28.194444444444436,0.5694265497489683,3.6020257949821657,0.8666666666666667,0.9430356158913431,583.0,Achilles_11012013,290.0,circular
4,leftward,3,0.5800619368819504,51.20968686995686,0.0,21.018999753300825,70.48611111111111,7.728087663682226,24.16666666666666,0.562151628592013,2.62379214354872,0.9565217391304348,0.9723506984854028,1069.0,Achilles_11012013,290.0,circular
5,leftward,4,1.2596542497216028,13.467469100723559,0.0,5.149938169992321,130.90277777777777,1.0498579803763068,44.30555555555554,0.31939507583232385,11.345068116931076,0.7567567567567568,0.915125550530728,145.0,Achilles_11012013,290.0,circular
7,leftward,6,0.383857711003048,12.035467697687853,0.0,6.4473870099809405,26.180555555555554,1.7801230482794759,28.194444444444436,0.649511123047746,3.1007811755101446,0.6875,0.33654573433124596,245.0,Achilles_11012013,290.0,circular
8,leftward,7,0.9834686703777304,19.889845187466246,0.0,8.499969054616082,110.76388888888889,2.186604821584331,36.24999999999999,0.4043869075647469,4.763289164374941,0.6756756756756757,0.9325027355330702,298.0,Achilles_11012013,290.0,circular
