session,unit,n,mrl,pref,p,cell_type,significant
Cicero,53,28056,0.179011234420373,2.0543730215598557,0.0,inhibitory,True
Cicero,54,966,0.22094991998598257,-2.280099488118205,1.936099318295041e-21,excitatory,True
Cicero,55,809,0.01849303039434024,-0.39929681373338555,0.7584151684656335,excitatory,False
Cicero,56,209,0.16025422412123766,2.7841349014695482,0.004565064776609671,excitatory,True
Cicero,59,755,0.17644594372746836,2.7039261574170217,5.222772825379977e-11,excitatory,True
Cicero,61,3169,0.11050852707333746,-2.2208797714759485,1.3924413095432773e-17,excitatory,True
Cicero,62,50,0.18352852631881614,-2.417067708538122,0.1861095684117125,excitatory,False
Cicero,63,325,0.0858127280834302,-2.7811468704199154,0.09126675569652182,excitatory,False
Cicero,64,780,0.20816996994933806,-2.570105476504938,1.4776226637536548e-15,excitatory,True
Cicero,66,66404,0.07736980170146222,2.564085848792767,1.3562083431445198e-173,inhibitory,True
Cicero,67,44614,0.3715856427782821,1.5475235573006705,0.0,inhibitory,True
Cicero,68,894,0.11034602841211873,-2.883499831334963,1.8223666442710115e-05,excitatory,True
Cicero,69,704,0.09943848407751693,1.8881180760368192,0.0009363810002833975,excitatory,True
Cicero,70,439,0.08724457871307649,-2.5986862666349793,0.03529332464542802,excitatory,True
Cicero,71,457,0.19541139556842627,2.2515110816091584,2.2691566918132234e-08,excitatory,True
Cicero,72,59945,0.15298312240384065,1.5745595008622801,0.0,inhibitory,True
Gatsby,1,19431,0.17480931839158392,-3.0177200771794404,8.837775284341103e-258,inhibitory,True
Gatsby,2,30151,0.16402957907309615,2.0851453640620075,0.0,inhibitory,True
Gatsby,3,45137,0.1495003133911709,2.9826042060563767,0.0,inhibitory,True
Gatsby,4,78,0.254465151908386,-2.6742786318346274,0.006086049259357855,excitatory,True
Gatsby,5,348,0.11115120099615221,2.5532894459046775,0.013480074583927481,excitatory,True
Gatsby,6,2141,0.16600251139535258,1.6304189447351505,1.6162115615128198e-26,inhibitory,True
Gatsby,8,3377,0.18207935180976273,-2.612179404439666,1.1621673428650902e-49,excitatory,True
Gatsby,10,5810,0.11962618774529457,-2.6018696630662133,5.8344814847505e-37,excitatory,True
Gatsby,11,1998,0.014484631765466695,0.6321347988251085,0.6576340963016744,excitatory,False
Gatsby,12,33923,0.47391169951271406,-1.8801438157107773,0.0,inhibitory,True
Gatsby,13,108218,0.14303944670591437,1.6795735393375153,0.0,inhibitory,True
Gatsby,14,494,0.15103682490607465,-3.139835201723076,1.209515669287341e-05,excitatory,True
Gatsby,15,1722,0.1441238141522516,-1.3054739593171392,2.449346027678316e-16,excitatory,True
Gatsby,16,933,0.14339816814403872,-2.764719486293229,4.257373965707299e-09,excitatory,True
Gatsby,17,2874,0.08172929878634531,-3.135836428919639,4.468482637138743e-09,excitatory,True
Gatsby,18,318,0.18167109176398602,3.0802415289842155,2.575828621749658e-05,excitatory,True
Gatsby,19,1665,0.2714391705832178,2.881005654533164,6.107315722583338e-54,excitatory,True
Gatsby,20,1970,0.1006994618497782,-2.4460420090629733,2.0155556150702326e-09,excitatory,True
Gatsby,21,10025,0.08072668711498501,-1.7037873254684386,3.821622872857106e-29,excitatory,True
Gatsby,22,4176,0.11796189797864415,2.988178394034044,4.7710099450057417e-26,excitatory,True
Gatsby,23,5475,0.025316119297681274,-2.9305247421462237,0.029920792750532704,excitatory,True
Gatsby,24,1104,0.11291808000687892,-2.518358570899103,7.409706908642873e-07,excitatory,True
Gatsby,25,31859,0.18438444115674726,-3.117809197767678,0.0,inhibitory,True
Gatsby,26,49,0.4245548162952081,-2.0950460370344137,0.00010366882343452868,excitatory,True
Gatsby,27,5128,0.12061090989343223,2.8780831739388106,3.0811353282940383e-33,excitatory,True
