si,si_thresh,sparsity,reliability,n_spikes,peak_rate,peak_pos,width,is_place_cell,is_place_cell_norel,session,subject,maze,direction,track_m,dir_corr
0.9621834737183017,1.121191656513325,0.45552217165773046,-0.045282044731660295,13,0.44923656543353896,0.61,0.15999999999999998,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.01943610570067993
0.5038990202797582,0.6624158429828058,0.6315247033101186,-0.1796968471785618,24,0.6401919025448777,0.8300000000000001,0.09999999999999998,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.4479487631859915
0.19174816723179927,0.042151209808716464,0.8018602036141064,0.8176534303697734,661,11.85590042934249,0.37,0.6199999999999999,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.6368372564553767
1.1132794114281745,0.24878256479390914,0.26965765988118734,0.9544318737680006,149,9.772522133018356,1.53,0.17999999999999997,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.8795453470998688
0.7412728649810791,0.12021092525353773,0.44321420461223626,0.8894200713576108,224,8.6773301618287,0.22999999999999998,0.21999999999999997,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.5914309724111223
0.351200510159808,0.04921362961453656,0.6897026511711448,0.9482120017376393,920,18.70594053801673,0.8300000000000001,0.8199999999999998,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.5409330394900751
0.5654199685290061,0.32406676015672,0.5457780871922115,0.729947473494506,62,2.252766549171788,0.07,0.11999999999999998,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.11408224875757772
1.0235053700221641,0.17364453046674933,0.3726079137895302,0.9430418050381191,191,8.921298074550561,0.11,0.21999999999999997,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.5160284254104202
0.33632136268119944,0.2889238233501253,0.7384680097340934,0.14494250337517087,82,1.524777146146642,0.49,0.6599999999999999,False,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.5224959783472808
3.2559080008853827,4.109283174401455,0.09111613183609028,,1,0.12224846032054736,0.15000000000000002,0.05999999999999999,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.20747668484289078
1.4339009949144184,0.13501027105785035,0.30470496952707865,0.9828159975904432,576,25.24460150486318,1.3900000000000001,0.4599999999999999,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.47028256159621784
0.8700771414443778,0.09625311375251372,0.44681857555065313,0.957852182834293,508,15.29745105948254,0.35,0.37999999999999995,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.2299608145123066
1.542162542563238,1.7352454925855911,0.29069004815728955,-0.16355671936937474,8,0.500063417074624,1.35,0.17999999999999997,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.2453591230330799
0.10261102913021564,0.03198946493678689,0.8782145372508493,0.8534901948094389,1284,20.223946216358577,0.33,0.4599999999999999,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.5155525995816134
0.6037000195512492,0.08066120233890968,0.5374552083237649,0.903768771691267,438,13.663613678027811,0.89,0.43999999999999995,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.5017781492365946
1.0061031635104634,0.12162751035218988,0.361303033545462,0.9782002447776763,564,25.70997578217397,0.25,0.21999999999999997,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.2888365376270041
0.19991790820104963,0.20492783704197537,0.8133871990868663,-0.012713755321178277,81,1.4999875672924992,1.27,0.33999999999999997,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.04980861260656252
1.6887770627330103,1.742121913305989,0.2433530500793347,0.11731854637746039,9,0.6439572493728473,0.39,0.11999999999999998,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,
0.8414757020283865,0.40183703075428606,0.42614680261400567,0.7441590418952104,134,5.55994660871919,0.39,0.19999999999999996,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.11207650473268768
1.1826340744857538,0.1134202518988449,0.36762349929240773,0.9680752176248827,473,17.08463648395076,0.21000000000000002,0.33999999999999997,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.28553886928079836
0.8035336531469072,0.1204473539406221,0.46618388541795086,0.970855752044674,356,12.335587360032068,0.85,0.37999999999999995,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.024610816248778533
0.7685373758381652,0.603608512848939,0.4560171468645161,0.4745408011434247,46,1.5520939624789913,0.19,0.29999999999999993,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.694109493596307
0.4308900931738242,0.12579657610679285,0.5718070882562409,0.8269540621464926,257,7.8367939100526165,0.13,0.21999999999999997,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.11058528712334922
0.29449919896169185,0.03744196088996414,0.718081041114603,0.9535142732189638,1187,26.16082493605537,0.21000000000000002,0.43999999999999995,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.7581474998118253
1.751542848238378,0.1655888203296043,0.2674352032596889,0.9914891369025066,468,22.42155169555036,0.11,0.23999999999999996,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.8793072974384019
0.6376088101608033,0.22652870606230743,0.4911640854053202,0.8906617340204596,333,12.329094569497684,1.27,0.37999999999999995,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.48838088340613983
1.1498106023619523,0.4718901995155701,0.3625012239354083,0.7681685693661506,55,2.733085828022321,1.29,0.21999999999999997,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.4963829226405161
3.641859525198917,4.089059635990196,0.0679429358778087,,1,0.23616179834651196,0.41000000000000003,0.05999999999999999,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.16229394134515843
1.8632730737052587,2.5557231971528305,0.25307774943327926,,4,0.22248148114984187,0.33,0.11999999999999998,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.21738145842068066
2.330693979151132,0.7954875858860284,0.1368512819937533,0.8039548375491687,34,3.927483366584637,0.01,0.07999999999999999,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.9202803796008984
0.8443377602701742,0.6854843937972285,0.4880918266065351,0.18221161573262026,28,0.8505992758413058,1.3900000000000001,0.29999999999999993,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.21638647824345938
0.8973140998835889,0.25271338739408267,0.3827793278109846,0.8392907755144726,91,4.394552301439504,1.55,0.17999999999999997,True,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.73501179429618
1.6565791780826933,2.1630535939348476,0.24153686906560087,-0.1040670563292096,11,0.877383690461604,0.11,0.09999999999999998,False,False,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,-0.002159704972423861
0.6834840963030508,0.39473547173580753,0.4961780586220288,0.24493923831761893,44,1.7020777589161822,0.95,0.27999999999999997,False,True,Achilles_10252013,Achilles,1.6mLinearMaze,right,1.6,0.1745082744620982
