session,subject,state,cond,n_cells,dur,n_bins,ring_score,hole,ang_unif,h1_top,h1_ratio,cc_iso_decoded,cc_internal_pref,split_cc,split_err_deg,med_speed,corr_near,corr_far,decode_err_deg
200831,A5505,wake,shuffle0,25,3610.916,18054,0.15111349113698402,0.17466666666666666,0.9835674146958303,0.34601862551224627,1.1959405853556273,0.07964930700369918,0.14249659864433376,-0.002105724290496385,90.0,150.00000000000009,0.005146978625386356,0.0016488509771867737,
200831,A5505,rem,real,25,355.0,1775,0.6239179231574333,0.09126760563380282,0.9261247638540088,1.2613296117250412,1.0387009478652645,0.7938397411516388,0.0679254280222153,0.45687150839994306,20.999999999999993,45.0,0.2540930012968115,-0.011072264665902472,
200831,A5505,rem,shuffle0,25,355.0,1775,0.19210719996793046,0.16338028169014085,0.9617594835376787,0.47736829555862126,1.289210822530544,0.01382179594296646,0.40543242545136576,0.001974711925289824,84.00000000000001,135.0,-0.004550431256291121,0.011886324046207842,
200831,A5505,nrem,real,25,5002.0,21463,0.5410548688041048,0.095,0.9364798327369995,0.48191070260638835,1.1155828044940799,0.22191412307660496,0.6160896593202362,0.06106372536705629,75.00000000000001,345.0000000000001,0.18309624882935205,0.02284584558088491,
200831,A5505,nrem,shuffle0,25,5002.0,21478,0.14998541399874388,0.17633333333333334,0.9153666352950062,0.29519992012262797,1.0127440574384086,0.10533844398841426,0.4125436063368815,0.0023978435502218947,90.0,389.9999999999999,-0.006000563951867409,-0.0019524026278908042,
210610,A6215,wake,real,23,3683.25,18416,0.5652046338756254,0.078,0.8891760466469063,0.5645730000189308,1.828658441007908,0.7464225949829412,0.9681804516859122,0.06218306474692831,15.000000000000009,45.0,0.34336825352042366,-0.14913101161274678,8.994755319250249
210610,A6215,wake,shuffle0,23,3683.25,18416,0.20040822197251595,0.177,0.9230393609878119,0.3517005526649366,1.0689883347979283,0.33437868788095726,0.09590687777091061,0.02257003324248629,90.0,149.99999999999994,0.011947981867145852,0.008254103679043268,
210610,A6215,rem,real,23,221.0,1105,0.6025047987191715,0.04253393665158371,0.9268078184545782,0.3741444658379349,1.2370592266086509,0.25746333547492695,0.794601145857096,0.5813590656553187,15.000000000000034,30.000000000000043,0.3281489956618268,-0.07352744186546632,
210610,A6215,rem,shuffle0,23,221.0,1105,0.3426925969294603,0.151131221719457,0.9009245450447045,0.42098706962299104,1.0022363126411664,0.006767197961488285,0.14751330290282247,-0.00569245060762838,90.0,164.99999999999991,0.015869999731319088,0.011148203101332195,
210610,A6215,nrem,real,23,4880.0,20578,0.41989778228012886,0.14133333333333334,0.9459120774774521,0.5420881409076606,1.110932068812204,0.6351438968960373,0.008776361610435782,0.11105448579128195,36.0,270.0,0.2266084537351365,-0.005619802651770482,
210610,A6215,nrem,shuffle0,23,4880.0,19800,0.26379943355547253,0.163,0.962587112049568,0.3587321028452374,1.0685036930446192,0.13696036718747268,0.015785946000551387,0.015525648046839109,87.00000000000003,330.00000000000006,-0.007411544605159976,-0.01119231425505803,
200924,A5801,wake,real,26,2419.73,12099,0.7176709413744065,0.06366666666666666,0.9627126681524271,0.8581519158116022,1.5610923149065998,0.3761682342927522,0.9645947391251412,0.5341384963187357,18.0,45.0,0.2507989453206203,-0.10196157952272988,10.35456725960897
200924,A5801,wake,shuffle0,26,2419.73,12099,0.2716932626154318,0.145,0.9716852373953061,0.2762844531854306,1.0474826527533627,0.02847683929237908,0.15827080884435735,-0.004868189762348864,90.0,195.00000000000006,0.023272692424924663,0.023737069877670297,
200924,A5801,rem,real,26,139.0,695,0.6323805147639197,0.07194244604316546,0.9141292679361411,0.3003245617297583,1.3250175286894978,0.15947196126379945,0.4300759445043997,-0.30825777916493435,39.000000000000014,45.0,0.16398098593675844,-0.03289268104191682,
200924,A5801,rem,shuffle0,26,139.0,695,0.29700838437036003,0.1697841726618705,0.970310938930257,0.4299768543919936,1.1324849281172509,0.23519206996697398,0.3330085607249889,0.007614083783358783,81.00000000000006,60.000000000000085,0.03832801456320913,0.0013123082705416029,
200924,A5801,nrem,real,26,2699.0,11784,0.47499877927176737,0.131,0.917281939427323,0.4447102774533157,1.266241823266454,0.19758760323140204,0.6976482146554916,0.09409581123947831,60.000000000000036,225.00000000000023,0.17915558605202805,0.01744295160096126,
200924,A5801,nrem,shuffle0,26,2699.0,11628,0.14353950110980918,0.16533333333333333,0.9662343733247722,0.3128356555838534,1.0585136327382747,0.16131011481991894,0.322572204084061,-0.004972938163334625,90.0,315.0,-0.0005887510600999893,-0.0013043091960860795,
