slope,phi0,rho,R,n,p,session,unit,direction,peak,si,lo,width,n_runs,n_passes,maze,track_len,circular
-0.6200000000000001,-1.5987273372698425,-0.6357189434110454,0.5995732951366243,404,0.004975124378109453,Achilles-10252013,88,-1,19.336009571704263,1.4231347895793633,0.4,0.48,48,40,1.6mLinearMaze,1.6,False
-0.71,-1.469474812757508,-0.4932227732400776,0.4221155681938515,752,0.004975124378109453,Achilles-10252013,93,-1,37.280746098920126,0.9715922434932298,0.92,0.52,48,45,1.6mLinearMaze,1.6,False
-0.7399999999999998,-1.2597418180894306,-0.4155423245042168,0.3690896534422585,714,0.004975124378109453,Achilles-10252013,96,-1,32.519971402196475,1.025918432218743,0.72,0.6,48,41,1.6mLinearMaze,1.6,False
-0.45999999999999996,-2.710495787164041,-0.28662811181943854,0.3661769672156521,115,0.004975124378109453,Achilles-10252013,114,-1,6.082534525092179,1.124682763175565,0.48,0.48,48,38,1.6mLinearMaze,1.6,False
-0.6600000000000001,-1.4309432481421231,-0.5038984370966908,0.47530554740170317,300,0.004975124378109453,Achilles-10252013,117,-1,14.351790020837191,1.2655861089818847,0.48,0.56,48,42,1.6mLinearMaze,1.6,False
-0.7199999999999998,-1.2684398235036258,-0.2661974203041491,0.3319936532086789,292,0.004975124378109453,Achilles-10252013,118,-1,13.486786601348944,0.6176671924357641,0.4,0.6,48,43,1.6mLinearMaze,1.6,False
-0.41000000000000014,2.871736171775352,-0.2808684023906667,0.4916268323940242,69,0.01990049751243781,Achilles-10252013,120,-1,5.494542175247834,0.8340859995486924,0.32,0.28,48,27,1.6mLinearMaze,1.6,False
-0.2799999999999998,-2.873275141630993,-0.3244627092672154,0.5681464178861783,79,0.004975124378109453,Achilles-10252013,128,-1,5.151369367395542,1.6321210800228962,0.2,0.36,48,18,1.6mLinearMaze,1.6,False
-0.16000000000000014,-1.4151787015699813,-0.18150047839036274,0.6456350258163575,78,0.0945273631840796,Achilles-11012013,1,1,8.363343884653688,1.2599893326291047,1.9333333333333331,0.48,70,13,CircularMaze,2.9,True
-0.5699999999999998,0.7232335079082653,-0.3021441072926613,0.33153407255604517,67,0.024875621890547265,Achilles-11012013,14,1,12.940046052131015,0.8831404288405381,1.3291666666666666,0.64,70,12,CircularMaze,2.9,True
-1.08,0.9474803811789252,0.11322802521691429,0.19014136638816495,163,0.29850746268656714,Achilles-11012013,20,1,20.371999682070445,1.9077819838996033,0.6444444444444444,0.36,70,17,CircularMaze,2.9,True
