slope,phi0,rho,R,n,p,session,unit,direction,peak,si,lo,width,n_runs,n_passes,maze,track_len,circular
-2.7,2.0449004121900565,0.4468696470659298,0.47553021405598134,56,0.01990049751243781,Achilles-11012013,21,1,11.703976550788832,1.2849997644278428,0.20138888888888887,0.32,70,12,CircularMaze,2.9,True
0.6800000000000002,-2.4516356108591157,0.07831021573081398,0.193506383209414,109,0.5671641791044776,Achilles-11012013,56,1,9.343599479038996,1.0629188300757493,0.40277777777777773,0.68,70,17,CircularMaze,2.9,True
-0.5,-1.814390490884353,-0.16559735300391268,0.2215289190107801,140,0.029850746268656716,Achilles-11012013,60,1,19.62254960891322,2.524700380901156,0.7249999999999999,0.4,70,14,CircularMaze,2.9,True
0.03000000000000025,0.7090128201313834,0.016181683284953143,0.41409459470544174,51,0.9054726368159204,Achilles-11012013,80,1,5.733882022671175,1.0457499252664268,0.0,0.36,70,11,CircularMaze,2.9,True
1.88,-2.362780287668824,0.09746543452659615,0.4052508861432413,61,0.6915422885572139,Achilles-11012013,81,1,6.673641550647244,1.0560513284865063,0.5638888888888889,0.48,70,10,CircularMaze,2.9,True
-0.20999999999999996,2.063331164042838,-0.05473949222680377,0.23528808249608785,92,0.6318407960199005,Achilles-11012013,102,1,9.999027206337592,1.0923756464391745,1.6916666666666664,0.52,70,13,CircularMaze,2.9,True
-0.8599999999999999,-0.4964023452176171,-0.1093837230759544,0.2256330202848039,92,0.5223880597014925,Achilles-11012013,103,1,13.36621325785248,1.317751156137845,1.6513888888888888,0.44,70,15,CircularMaze,2.9,True
-0.75,-0.996948281060789,-0.043599076746180083,0.24801021625688985,689,0.2537313432835821,Achilles-11012013,0,-1,13.102798856099001,1.0120305658729911,0.0,0.32,366,89,CircularMaze,2.9,True
-0.33000000000000007,-1.5327611499333942,-0.18913224270825021,0.3796827115111397,855,0.004975124378109453,Achilles-11012013,1,-1,12.784558002963403,1.3927328674981048,1.7722222222222221,0.48,366,128,CircularMaze,2.9,True
-0.8700000000000001,-0.5047043630948376,0.18865215534936566,0.26033586390321745,1323,0.004975124378109453,Achilles-11012013,3,-1,19.237108884733985,0.5262102899984751,2.175,0.48,366,131,CircularMaze,2.9,True
-1.45,-1.6262812594222036,-0.14848953379625288,0.18067431378045765,293,0.029850746268656716,Achilles-11012013,4,-1,5.020066310777503,1.091391739109713,1.1277777777777778,0.48,366,83,CircularMaze,2.9,True
-0.46999999999999975,-0.9948111923672437,-0.20868636417424222,0.25502869329398264,109,0.04975124378109453,Achilles-11012013,5,-1,2.0328181948919184,0.7759448463227085,0.28194444444444444,0.48,366,52,CircularMaze,2.9,True
-0.6000000000000001,-0.6653746554534478,-0.18697424032007753,0.3523516134859324,500,0.004975124378109453,Achilles-11012013,7,-1,10.048696888072909,0.8202968099537506,2.2555555555555555,0.36,366,91,CircularMaze,2.9,True
-0.8599999999999999,-1.432919895831522,-0.5988354836839446,0.4470889473093559,278,0.004975124378109453,Achilles-11012013,8,-1,7.208243786353097,2.20017198915761,1.1680555555555554,0.32,366,63,CircularMaze,2.9,True
-0.5699999999999998,-1.5885556105805336,-0.3315516522739317,0.35746391812907996,803,0.004975124378109453,Achilles-11012013,9,-1,12.102392844007682,0.8408012659776263,2.4569444444444444,0.44,366,111,CircularMaze,2.9,True
-0.1299999999999999,-2.188526266964319,-0.11132467201181058,0.31309706806166915,554,0.014925373134328358,Achilles-11012013,11,-1,8.357577422157497,0.5222380052713853,0.7249999999999999,0.76,366,118,CircularMaze,2.9,True
-0.5699999999999998,-1.538072385580951,-0.000929671335680972,0.2545849189240029,861,0.9353233830845771,Achilles-11012013,13,-1,21.503431848828463,1.3861998885671694,1.3694444444444442,0.32,366,119,CircularMaze,2.9,True
-0.8900000000000001,-1.0345158784468143,-0.004987502562183137,0.320858856655501,1159,0.8706467661691543,Achilles-11012013,14,-1,26.32912051074117,0.982921388209645,1.0875,0.4,366,111,CircularMaze,2.9,True
-0.9100000000000001,-0.6540573849822241,-0.43518649525157227,0.4761563251590277,83,0.004975124378109453,Achilles-11012013,15,-1,1.7748125127742707,0.9818653667545475,2.094444444444444,0.32,366,36,CircularMaze,2.9,True
-1.73,-2.424011048489095,-0.1660279612943275,0.14200455763828873,256,0.04975124378109453,Achilles-11012013,18,-1,4.316219908440462,0.5397884875193742,2.658333333333333,0.52,366,108,CircularMaze,2.9,True
