start,end,duration,n_bins,score,pval,significant
9380.7632,9380.884,0.12080000000059954,6,-0.3201713915877919,0.13373253493013973,False
9432.4792,9432.6368,0.15760000000045693,8,0.0813651116198133,0.5508982035928144,False
9437.268,9437.3736,0.10560000000077707,5,0.18231881394098814,0.592814371257485,False
9438.7032,9438.7928,0.08959999999933643,4,-0.02358093375263957,0.9740518962075848,False
9461.2352,9461.3672,0.1320000000014261,7,-0.05010284140644514,0.7624750499001997,False
9477.2912,9477.4672,0.17599999999947613,9,-0.10143685213999606,0.36726546906187624,False
9544.604,9544.7192,0.11520000000018626,6,0.20985567864938537,0.26746506986027946,False
9623.7808,9623.8808,0.1000000000003638,5,0.25507026062082333,0.3153692614770459,False
9682.7528,9682.8592,0.10640000000057626,5,0.44843007740764335,0.06786427145708583,False
9694.9512,9695.1752,0.22400000000016007,11,0.3947691507612025,0.041916167664670656,True
9780.64,9780.8448,0.2048000000013417,10,-0.17693321349078342,0.22954091816367264,False
9803.9408,9804.06,0.11919999999918218,6,-0.40900568958306316,0.06986027944111776,False
9842.6648,9842.7464,0.08159999999952561,4,0.1922267129243919,0.5548902195608783,False
9842.9376,9843.0232,0.08560000000034051,4,0.6476287975882679,0.005988023952095809,True
9852.6736,9852.76,0.0864000000001397,4,0.5988732944223085,0.14171656686626746,False
9871.468,9871.6296,0.16159999999945285,8,-0.1355185942626996,0.564870259481038,False
10114.1568,10114.3032,0.14639999999963038,7,0.1994704660307399,0.31736526946107785,False
10182.2312,10182.3176,0.0864000000001397,4,0.1531497086412044,0.6846307385229541,False
10213.6792,10213.8072,0.1279999999987922,6,0.08773371903903576,0.7684630738522954,False
10230.8352,10230.9336,0.09840000000076543,5,-0.09107453795219561,0.564870259481038,False
10310.3208,10310.4152,0.09439999999995052,5,0.2570029934862888,0.34930139720558884,False
10335.448,10335.536,0.08799999999973807,4,-0.49246176933492736,0.1536926147704591,False
10353.22,10353.3096,0.08960000000115542,4,0.22266086071447092,0.6227544910179641,False
10383.7504,10383.8968,0.14639999999963038,7,-0.06798438691122646,0.7784431137724551,False
10405.0112,10405.1,0.08879999999953725,4,0.20658450661726857,0.48502994011976047,False
10435.1296,10435.2432,0.1136000000005879,6,0.21495385080809734,0.07385229540918163,False
10504.4056,10504.5656,0.15999999999985448,8,0.08552631834308683,0.5189620758483033,False
10514.2688,10514.3712,0.10239999999976135,5,-0.3638467596602484,0.1377245508982036,False
10525.2352,10525.3192,0.08400000000074215,4,0.15881813878441425,0.654690618762475,False
10562.088,10562.2016,0.1136000000005879,6,-0.5679092010257212,0.001996007984031936,True
10612.064,10612.224,0.15999999999985448,8,-0.028906699728452986,0.8922155688622755,False
10655.08,10655.184,0.10399999999935972,5,-0.5468041663886665,0.001996007984031936,True
