,gOSI,OSI,pref_ori,gDSI,DSI,pref_dir,anova_F,anova_p,gOSI_p,gOSI_null_mean,peak_rate,mean_rate,area,session,responsive
sub-703279277_ses-719161530_950935587,0.03861909852258044,0.07546837776192407,8.14963758738939,,,,4.708079241001913,0.00027093972559600693,0.001996007984031936,0.011882153962653652,7.6427160074701685,6.8086725038788005,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950935615,0.0965907032312955,0.21947646284198574,9.591785190766151,,,,14.699821892290984,2.366367737782358e-14,0.001996007984031936,0.01547143709652006,4.854542933853826,3.8699216139421275,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950935640,0.0553515533141814,0.13550762741446776,176.1422023252625,,,,6.990739314858189,1.6062467251235793e-06,0.001996007984031936,0.013488471072052671,4.945288067170557,4.162906101943267,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950935726,0.09982740970460041,0.20809689058981268,13.920643471626798,,,,10.618632936727163,3.5845608211403183e-10,0.001996007984031936,0.027332353873794887,2.499455533351954,1.6810621623161275,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950935804,0.1313559225643126,0.2875732286921634,24.826051642274965,,,,48.7443261446417,1.3880462058771821e-49,0.001996007984031936,0.01102971987406811,16.990937053341376,13.128371596963968,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950935828,0.19561389663667048,0.39342749764919216,9.892035375536912,,,,9.499140225183766,4.901580213692794e-09,0.001996007984031936,0.03807434761188148,0.8743985891683695,0.5636567603413944,VISam,sub-703279277_ses-719161530,False
sub-703279277_ses-719161530_950935840,0.0392834487140734,0.06728431217335014,106.14729115220648,,,,15.530311541199994,3.2991091866074574e-15,0.001996007984031936,0.01140678410992952,11.402509999995413,9.870841343897832,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950935909,0.00880965635235789,0.025380266780351077,43.16651457452702,,,,8.232950073444092,9.253036089081231e-08,0.7504990019960079,0.014663369790063998,4.579536714289261,3.937104210460541,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950936593,0.13797931718336076,0.20747554467372775,156.1937203491114,,,,93.13972363072973,1.288216515121162e-94,0.001996007984031936,0.008814445907486758,7.123036558159423,5.505249783326769,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950936606,0.0732666707982212,0.18822179327396,81.72010813196239,,,,4.232308312360751,0.0007660067333194477,0.005988023952095809,0.02660292622384914,1.1832815088366213,0.92880572598636,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950936618,0.23656952847541618,0.332300956270308,6.66716418940238,,,,224.54190258744362,1.0716304591097922e-219,0.001996007984031936,0.009832339017812579,10.652264378761904,7.545284332185631,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950936633,0.08431513869419878,0.07326944851075907,168.7946845393999,,,,19.72433788996968,1.5235152915827633e-19,0.001996007984031936,0.01936448328857698,3.555331278495249,2.683935957652256,VISam,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950942733,0.04284801288519955,0.06259974795997908,153.16734334397657,,,,7.2475398335920955,8.92838294783797e-07,0.005988023952095809,0.014928058439327705,2.1173412563106693,1.8257568364356385,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950942758,0.08279196650010646,0.08462590441552272,127.30489558019437,,,,13.105000591180906,1.0311560698491265e-12,0.001996007984031936,0.01696006604612743,4.215449785518582,3.451969690546912,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950942807,0.16782086649426803,0.230169620105076,142.35487504866256,,,,55.637637023129486,1.1538802301315762e-56,0.001996007984031936,0.014083268053997122,8.307109269407986,6.136953932330106,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950942819,0.09208054479422925,0.12814369449025187,163.22201960269945,,,,39.57352267062784,4.024694803613631e-40,0.001996007984031936,0.010800504616103004,8.017165533980505,6.188085891390048,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950942833,0.35301417745807795,0.6590588269323246,91.55877723416563,,,,412.14274710174146,0.0,0.001996007984031936,0.011215358669212496,13.607704105464522,7.441592030775954,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950942906,0.26697007644516807,0.44716354295929883,95.80152966749097,,,,60.43291790744365,1.4281536694530809e-61,0.001996007984031936,0.020931936054584134,3.152654400370125,1.7872221230386358,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950942918,0.09095025448934436,0.1771791443399568,98.11742569350244,,,,27.994168460584746,4.0236908951968694e-28,0.001996007984031936,0.011918755234248284,5.039277215737114,3.783109855822101,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950942953,0.04854055967766989,0.0682109424057652,99.41348986523458,,,,5.317547010090246,7.029005955123882e-05,0.001996007984031936,0.014749207354339105,4.700010173766779,4.208754899274065,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943024,0.15595380281329196,0.3083544034768764,130.709451326222,,,,96.77662377926268,3.0413400453597143e-98,0.001996007984031936,0.009807907328526601,9.001849630740093,7.391496776756793,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943058,0.07601875562925567,0.14154958463521997,36.53157370846298,,,,40.03650907007497,1.3365394488547651e-40,0.001996007984031936,0.01023599906293459,9.635611724355968,7.768108257405813,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943074,0.1529842037199793,0.16388161279626523,144.72215764547408,,,,26.757950055035096,7.719047294701025e-27,0.001996007984031936,0.021323693032160286,2.42359403061888,1.6877678613894809,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943099,0.1630902866903314,0.3190843503941822,85.39068437190893,,,,45.45476646560646,3.398298111700823e-46,0.001996007984031936,0.013989401468402806,6.0405159671903,4.636007958736114,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943111,0.2618783963667576,0.3795979747677468,107.96086741057816,,,,64.45735799194098,1.1171592408583426e-65,0.001996007984031936,0.020645443683869957,2.834072275492741,1.6894022868338974,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943168,0.1621596483455779,0.27882536277949865,21.53787183882809,,,,51.227679124712004,3.8754034966124664e-52,0.001996007984031936,0.013444427908870498,4.202460378644259,3.2778791724371534,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943190,0.17303305447213888,0.3311299953908308,56.012786291442346,,,,33.44937901655118,8.831326217288623e-34,0.001996007984031936,0.021120206543792843,3.9759403223940586,2.6987757607108076,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943201,0.05627562173351696,0.11586227513401705,86.84111747222529,,,,9.83437500212615,2.243162482440531e-09,0.003992015968063872,0.022692117616791196,2.6630486688999704,1.9916473460486308,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943213,0.35619633053845845,0.5900131342692265,109.27176926807086,,,,334.6653162886491,7.13200835e-316,0.001996007984031936,0.011938637188871943,18.852011839566465,10.879647253817856,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943261,0.1223842783462285,0.21713790635014332,177.97613393703432,,,,18.88885094469255,1.116751040790277e-18,0.001996007984031936,0.01617632713206439,3.563572909356973,2.754740853813951,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943269,0.07681254507658022,0.0867374470422612,175.65099211918508,,,,5.104127834693527,0.00011297235295261658,0.01996007984031936,0.033090850469796214,2.5429962269450996,1.9420187547165622,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943277,0.02999555293555075,0.09292792273600768,109.8751659410505,,,,8.716656003398349,3.0208345638494285e-08,0.001996007984031936,0.009545787528979976,17.120318931424208,15.522174280989427,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943296,0.14948277660522416,0.3035553365522122,5.207349373731427,,,,7.84355617877514,2.2716222068912434e-07,0.001996007984031936,0.030063054743363564,1.897273433674302,1.412239983681438,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943317,0.06769634252855641,0.14147486987097843,4.773959506624747,,,,52.10632818735697,4.847772795442368e-53,0.001996007984031936,0.006402618411158552,34.023099371324406,27.460452260569767,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943337,0.12862378732882473,0.22948768566865085,173.34222459289091,,,,25.815109631213886,7.346067992194418e-26,0.001996007984031936,0.01491121968561039,4.16575993171272,3.3301796963271855,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943399,0.026005384935300132,0.04339125811770057,100.23329317959588,,,,2.559913317327139,0.025440732722582893,0.2934131736526946,0.020571481889796496,5.037120389347154,4.591664441958201,VISl,sub-703279277_ses-719161530,False
sub-703279277_ses-719161530_950943488,0.04873487008061061,0.09226448578636907,11.23178641202075,,,,6.147681080070148,1.0906656087501905e-05,0.003992015968063872,0.01691835658851489,3.967778261122798,3.2787181429548937,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943576,0.04723854903078338,0.002008982560873234,51.4996977734461,,,,12.161599323351217,9.548683462576583e-12,0.001996007984031936,0.014005000050095208,4.530380773615215,3.956002100554461,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943589,0.34327411885891196,0.5699791399287246,63.793329239928845,,,,209.17853533626683,1.1074187336414937e-205,0.001996007984031936,0.015359650851705648,8.262516515449565,4.161881734148848,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943604,0.19215754502506582,0.35286210289125797,116.48314311051294,,,,145.09591458915006,1.6129254298575518e-145,0.001996007984031936,0.009753753843087775,6.85791485654853,4.4803953583607,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943614,0.040369556242043275,0.05816956903188022,53.980472936825706,,,,6.914763493681465,1.910429389084381e-06,0.001996007984031936,0.009757040927691408,6.355143670619822,5.794558953511768,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943674,0.1173953210100268,0.22126894110431136,6.305243661807549,,,,86.39127986788019,7.335321914500124e-88,0.001996007984031936,0.007574391491725064,15.033860585118624,11.420364479733772,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943685,0.031024993520898058,0.03476117866951908,119.40487913097246,,,,5.266530973656594,7.874733788969503e-05,0.05189620758483034,0.015999652861310498,2.8961359448665887,2.517103447394384,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943698,0.0803266873746642,0.033262245167310224,149.24004096408217,,,,34.41648059130584,8.783723879630005e-35,0.001996007984031936,0.015828050209989925,3.1263825792931623,2.407714939208708,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943711,0.021066332621564553,0.035134215171899144,172.92902631445511,,,,9.279445717155134,8.174562735865165e-09,0.005988023952095809,0.008322531379832519,22.43736240947025,20.126342999122425,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943750,0.3721303307365287,0.6163199709970919,104.95868355256759,,,,292.7844341103403,3.779994804205062e-280,0.001996007984031936,0.014918324664680009,10.334349089016099,4.856154212167222,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950943766,0.3577842727407882,0.5510125760343101,166.54239613920055,,,,123.40866976197923,1.6506072143447e-124,0.001996007984031936,0.01965456013843532,3.9017844622814546,2.2608520927861275,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950944182,0.4278527365526292,0.5935939025568552,176.39505267834917,,,,7.891816363751007,2.0326506110859722e-07,0.001996007984031936,0.09570003371421781,0.24334582386568965,0.10114472845583627,VISl,sub-703279277_ses-719161530,False
sub-703279277_ses-719161530_950945543,0.012123964766590643,0.008423791555915385,90.93386235147001,,,,11.827722489252311,2.0959475155406023e-11,0.3153692614770459,0.010215827447165033,6.971413669317694,6.154211775323535,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950945582,0.43283479250269874,0.6692665950110042,81.81859012850431,,,,214.7471885818067,8.84887846756421e-211,0.001996007984031936,0.020337518083770052,4.621407281032891,2.0098387192013747,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950945593,0.09203457582204051,0.16870431642047887,24.889213012447623,,,,5.16786136366338,9.806746451392142e-05,0.03992015968063872,0.04423975538872419,0.4536962717397355,0.3132771568091062,VISl,sub-703279277_ses-719161530,False
sub-703279277_ses-719161530_950945605,0.07794537168999226,0.11289423599051213,11.603086761993291,,,,41.494390263597616,4.160401907536639e-42,0.001996007984031936,0.008013229145874172,9.399775098078042,7.914816194360406,VISl,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950953191,0.004221655483752836,0.0004926175527024728,2.206286625449989,,,,0.7030671601547405,0.6210920130364375,0.6387225548902196,0.005547047533643123,24.259853457326976,23.9406992187173,VISal,sub-703279277_ses-719161530,False
sub-703279277_ses-719161530_950953290,0.003718538558507895,0.019057258866078525,48.36336471867097,,,,1.1143532048524554,0.35027383851899796,0.7784431137724551,0.0064910546251043056,24.873132169079927,24.07733837114803,VISal,sub-703279277_ses-719161530,False
sub-703279277_ses-719161530_950953582,0.04891246966738999,0.11493120984356013,89.31712699439625,,,,13.137837819715907,9.541877229439516e-13,0.001996007984031936,0.0075865541576424994,18.787631154489272,16.669076277556933,VISal,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950953711,0.09165154319919266,0.16626969687973,44.60752801019007,,,,22.93946128553921,7.077486228985307e-23,0.001996007984031936,0.012679252817546921,8.038874469676108,6.453640291755225,VISal,sub-703279277_ses-719161530,True
sub-703279277_ses-719161530_950953811,0.031600792017654124,0.05167084112041904,56.86229789295175,,,,10.736132646342165,2.7218633089966485e-10,0.001996007984031936,0.005735374903951174,16.019758037076986,15.248266900770483,VISal,sub-703279277_ses-719161530,True
