,gOSI,OSI,pref_ori,gDSI,DSI,pref_dir,anova_F,anova_p,gOSI_p,gOSI_null_mean,peak_rate,mean_rate,split_half_r,split_half_pref_diff,pref_tf,baseline_rate,area,session,responsive,ori_selective
sub-717038285_ses-732592105_915967016,0.1853072047793626,0.36842133864571375,127.98222449742937,0.06332247060373543,0.08333217115773832,328.2635935367976,1.7436609625382584,0.10594790472312127,0.09780439121756487,0.11057249920687803,1.2989050897494012,0.7410447927811645,0.3773526575976415,25.074845510171997,2.0,0.2997509569401181,VISrl,sub-717038285_ses-732592105,False,False
sub-718643564_ses-737581020_951858370,0.03691862321859261,0.11157859612307738,24.60743652691563,0.038710279971256194,0.03225708637649821,313.1696637737796,1.8317157942581477,0.08796088187452852,0.20958083832335328,0.026693689483355456,35.17049425427671,30.38288631507166,0.6075544458936074,9.76001508732773,15.0,14.47124260319368,VISrl,sub-718643564_ses-737581020,False,False
sub-718643564_ses-737581020_951858388,0.20844001708950258,0.35907227576558337,167.89320294941834,0.051278041259843817,0.0999992053384622,211.0108025738895,4.009377618449129,0.0005961686262035562,0.001996007984031936,0.05720295872791268,5.861776912552348,3.7010733772915163,0.277125042882672,19.706735620728693,4.0,13.55533680451184,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858408,0.43469062219639715,0.8589745843744269,37.80465803994019,0.4019720875935804,0.5183237703007086,23.551411258688002,7.706839043204826,1.3799266153727742e-07,0.001996007984031936,0.13173512497157108,4.829274078927918,1.5029087405209478,0.8805934164359751,2.655297428270785,2.0,0.9991607882317076,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858419,0.6047015729163964,0.8847735996039078,88.65960443679342,0.22033663325008085,0.2757652137600822,69.00819692146038,15.144624642808045,8.334658271931641e-14,0.001996007984031936,0.13502620669200519,7.626949510149353,2.0607771279729894,0.8399066802510132,3.9458300464416567,4.0,2.381339003762524,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858430,0.22990857280761667,0.4941171025193764,64.82002228286913,0.13011890909670415,0.2959206773956729,4.695840515584992,4.321946125736503,0.00028672728773435454,0.001996007984031936,0.07774217268032692,4.229799286277295,2.6101431372546005,0.9178895669023848,7.130671663631304,1.0,20.68270970645361,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858448,0.45812526165138523,0.6250040200665694,7.018029128330364,0.04969109160093003,1.7293428294098834e-06,108.43567460708643,2.5699651908377885,0.01708616825797733,0.003992015968063872,0.17427304644464964,0.43297463052540214,0.18734388011155367,0.529736855376275,11.30985562266244,1.0,1.5320553162266617,VISrl,sub-718643564_ses-737581020,False,False
sub-718643564_ses-737581020_951858460,0.6126557216755374,0.8557986607915093,48.326401031100374,0.5081658208927085,0.6219191064201747,42.755102005781936,28.643639690536162,2.8526485024517706e-22,0.001996007984031936,0.14104335313856672,9.858425223797319,2.0524131184837144,0.9613810014320124,1.5254110211249667,1.0,0.0,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858489,0.38083453801967687,0.4911670338829186,28.564416885502265,0.08921018313852468,0.3187491945143745,0.6513451801055047,3.43254518000417,0.002306322100648036,0.001996007984031936,0.12124543584223516,7.0274792104085515,3.605320455503728,0.9078294609226124,1.0322549971521653,8.0,0.4496248963184127,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858500,0.33278892140214905,0.7293249305303683,86.33285582546279,0.24561269505219907,0.4649703876106826,268.2294321342441,3.9054494042137073,0.0007607099156280976,0.00998003992015968,0.15282800688819118,3.830138332154315,1.2739345370310804,0.6335194530006828,3.562405172774092,15.0,2.4313028625210853,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858546,0.2577114183188461,0.42424176232251193,31.825375439201206,0.02513376560869462,0.03621798485552568,304.9296372654839,26.40815502592347,4.710587587411377e-21,0.001996007984031936,0.04190854574360547,21.914942102252162,13.430421437332479,0.9406098111921765,1.2948071239307737,15.0,2.697742971866778,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858577,0.5857681076392703,0.8561150496137729,85.1896135936114,0.033261861651614655,0.07276757342085999,44.29582867714796,33.337996492633174,1.1976789925356795e-24,0.001996007984031936,0.0878182864131994,17.185683261298642,6.336367890044698,0.9798022489763243,0.4299364158610217,2.0,0.6494532103752989,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858586,0.7243533298138641,0.909089525929708,92.19936698943931,0.36728239229438164,0.44827323640663774,259.4793059322507,4.41120734945416,0.00023273535224432835,0.001996007984031936,0.25959774611213887,0.6994153221054504,0.14987514568872537,0.8524051302224143,2.8551919458063537,2.0,0.46627832344729747,VISrl,sub-718643564_ses-737581020,False,False
sub-718643564_ses-737581020_951858624,0.07931528589714498,0.05092548057447504,23.174132025549852,0.07661301980497597,0.03416530407737072,284.1568035192054,1.7593418590429672,0.10251578462780025,0.06387225548902195,0.043969069745706774,7.560313672331052,6.311377495485684,0.7130873672409079,4.404675368085009,15.0,1.0990801865019424,VISrl,sub-718643564_ses-737581020,False,False
sub-718643564_ses-737581020_951858643,0.43004016621761265,0.6073025692717764,94.19814986469065,0.16770667634700734,0.03225461928339376,321.73920311405845,8.743709081926179,1.5295902049144003e-08,0.001996007984031936,0.09765001432004491,5.86174496633277,2.6519497493202815,0.9654207270462917,0.20840312733811572,2.0,0.016653094394735148,VISrl,sub-718643564_ses-737581020,True,True
