unit,mvl,mvl_tc,pref_dir,peak_rate,mean_rate,hd_info,p_shift,stability,hd_cell,author_hd,is_fs,is_exc,session
8,0.7333836100098714,0.7300480795040148,6.121974791038988,31.752774090394723,6.069521692902353,1.0569825322572761,0.0,0.9004967080942397,True,True,False,True,A1813
9,0.23364260752201116,0.23739385117321493,2.9680429890570608,20.297921984035465,8.261266759556737,0.17972277853912322,0.0,0.6647334735081032,True,False,False,True,A1813
10,0.06762947466105272,0.06674408985099603,1.5044183774453612,35.98267988079014,21.68426588055565,0.03362250482926222,0.0,0.2760269320342183,False,False,True,False,A1813
11,0.07059416421420903,0.07473293273478368,3.2199941138293373,26.711606535436637,13.618759188248253,0.03873377915039988,0.002,0.2809366979360697,False,False,True,False,A1813
12,0.45427333383886576,0.4517750249133886,5.110545925849699,19.028493100550904,7.11549460124442,0.3900576662356219,0.0,0.8317001831623372,True,False,False,False,A1813
13,0.9610983755696313,0.9610983755696311,0.848045101416465,6.942284230012995,0.8885971680043604,2.072406059036758,0.0,0.9304003720337174,True,True,False,True,A1813
14,0.7043137532527909,0.7052578825330148,2.6861160715220507,29.081883584679787,2.582305592980274,1.5906590533798044,0.0,0.9005990644939483,True,True,False,True,A1813
15,0.7488097366822256,0.7488097366822253,4.297018153257806,15.132085289107133,1.0795591943897467,1.9847071737247788,0.0,0.5961883871223245,True,True,False,True,A1813
16,0.5302712984792186,0.5302591475992263,5.788926953192769,12.292047953057676,1.4777965860979643,1.6882809455061072,0.0,0.8213517052852076,True,True,False,True,A1813
17,0.879725469302433,0.8798448031908124,3.4877200362190663,20.343149082930374,1.9969446075778337,2.2844827049135157,0.0,0.8623005611707891,True,True,False,True,A1813
18,0.08713509210299786,0.08646559134089422,4.880063751506296,22.791535867544077,12.810769106758327,0.05783920536472658,0.082,0.32251118808846063,False,False,False,False,A1813
19,0.13821182092669868,0.13765333367748167,1.4122656747732376,45.83086894829172,27.70772638116404,0.059413434577007394,0.0,0.39289357236553585,False,False,True,False,A1813
20,0.9237163340387151,0.9216937975206454,2.4012010149210687,2.1150460788858028,0.1084357235253701,3.0230732127715996,0.0,0.21800368278180615,False,False,False,False,A1813
21,0.9720183922741521,0.9722141937106148,4.230989488457112,22.533434997603166,1.017184663158339,3.006528590673474,0.0,0.8860513508146102,True,False,False,False,A1813
22,0.9655861657811388,0.959621445027062,2.2121650760615497,22.81325864286579,1.422139312076093,2.8770807061546186,0.0,0.9242964084895148,True,True,False,True,A1813
23,0.7706135520341078,0.7689128790245129,2.331055023500322,15.110656410157416,1.3684012543998034,1.69068057911073,0.0,0.8676381460301954,True,True,False,True,A1813
24,0.8096673713787413,0.8111359818258357,3.751324147474082,21.260258262898546,1.092993708808819,1.9633119403213604,0.0,0.7647222998133019,True,True,False,True,A1813
25,0.020442484486624918,0.02722092998469977,3.16445422781338,8.45259080401059,1.8472457326224554,0.41035843941685746,0.982,0.02362219601115562,False,False,False,False,A1813
