unit,r2_hd,r2_hist,r2_both,mvl,pref_dir,hd_cell,mean_rate,is_fs
97,0.4456888437271118,0.254746675491333,0.4822431206703186,0.9473074255010899,5.528044907312363,True,2.722183499839579,False
98,0.22292566299438477,0.09641921520233154,0.2626405358314514,0.8274841815782404,2.2040939034748277,True,0.9492515516611902,False
99,-0.0014209747314453125,0.03694123029708862,0.03627973794937134,0.12838638083663095,4.199882244815877,False,13.14458937679091,True
100,0.36996328830718994,-0.09476840496063232,0.40359705686569214,0.945607152784691,3.428319914692525,True,1.041632093110735,False
101,-0.001888871192932129,0.025500953197479248,0.025541186332702637,0.05007524205139765,5.519154655978507,True,59.50855764656422,False
102,0.0007737278938293457,0.01620924472808838,0.01676928997039795,0.09842559335807724,4.263398334503822,False,8.097403387655305,False
103,0.25168293714523315,0.1363855004310608,0.3146688938140869,0.9213479012062114,1.7879863105295952,True,1.9538207928131257,False
104,-0.021989941596984863,0.10891860723495483,0.10953253507614136,0.14288653225026113,0.01858301972044383,False,19.18085565402104,True
105,0.23223835229873657,0.1663433313369751,0.3211824297904968,0.9116122520878595,1.59769570531337,True,2.2918118756015797,False
106,0.21266818046569824,0.1794273853302002,0.27952831983566284,0.33595062376640417,1.7218975127386558,True,4.151039419385531,False
107,-0.020159125328063965,0.008700668811798096,0.003405153751373291,0.3814540736247586,5.802289156880684,False,1.1948620930000995,False
108,-0.1613525152206421,0.02241992950439453,-0.5449323654174805,0.20042348335636603,4.65155218853371,False,1.4908117317755871,False
109,0.24442917108535767,0.20953041315078735,0.30250322818756104,0.7953817755357196,2.4041912379596293,True,2.8134576874993087,False
110,0.18845820426940918,0.17991971969604492,0.24843722581863403,0.4162590638852872,2.165365405723015,True,3.8722382643521747,False
111,0.34236496686935425,0.2758382558822632,0.40063631534576416,0.8860543071467264,3.883153286736546,True,4.612388949738348,False
112,0.17973142862319946,0.13031554222106934,0.27464598417282104,0.9560710219242198,1.0273468280070426,True,1.7458262803279232,False
113,-0.018989086151123047,0.020290255546569824,0.010033369064331055,0.055937511615464466,5.439740367118631,False,7.299722305198756,False
