unit,area,b0,gain,pd_rad,pd_deg,r2,best_lag
137,M1,0.8144396549570599,0.12274673544365693,2.1167357949116665,121.2800273927079,0.0021371332570379042,-0.16000000000000003
138,M1,0.12071542368639995,0.05109856166274458,-2.9115743723388796,193.1790767265305,-0.0019388365187453793,-0.2
139,M1,2.3253330669437906,0.23381962207611967,0.9437456018125213,54.07263991789141,-0.0005520010158379662,0.2999999999999997
140,M1,1.602579211457117,6.012161989371575,0.5056434371636996,28.971234887968432,0.006519539578848654,0.1599999999999998
141,M1,0.8077439727570679,0.742764302491432,2.6827077762678444,153.7078332470738,0.00270607952487667,-0.2
142,M1,3.291504432692315,1.468907695366608,-2.2131987837519422,233.19305046752675,0.0019214907504456757,-0.16000000000000003
143,M1,2.882053910680252,3.7838593455916736,2.15985942790953,123.75082956075656,0.00021922332588875104,0.07999999999999985
144,M1,9.362604867174547,1.5136959360034357,-0.17960945415191154,349.70913631644703,-0.001672687906622894,0.23999999999999977
145,M1,14.599611947469427,1.856680034374514,2.2272025563633653,127.60930660036868,-0.001538457348417177,0.27999999999999975
146,M1,3.509394449251837,10.124873619319404,0.4292813242477029,24.596008103180385,0.008315444777264758,0.01999999999999988
147,M1,4.773506294803301,1.9557143721340833,2.818356768560289,161.4799480006335,0.003085966934796791,0.11999999999999983
148,M1,2.720157569835211,0.8804020246918925,2.2852420311074244,130.93472354835941,0.00253744233474662,-0.0200000000000001
149,M1,9.457543933440036,4.2742084859877805,-0.8550095465672023,311.0115615383051,0.0012432987193341516,-0.06000000000000008
150,M1,15.724065777552324,2.1742795719071792,0.04608184014048018,2.6402949522460593,-0.0037333593570603174,-0.2
151,M1,3.637025375866169,4.070401581269695,-1.4279642475497674,278.18367531982403,-0.0006196222537320217,0.03999999999999987
152,M1,1.1055689593510023,12.457065578520858,-1.5897674119931449,268.91303688535726,0.040077979129594654,0.13999999999999982
153,M1,1.4042294401973512,0.42545015617553117,3.1340730321164254,179.56915742604008,0.0005723299450085539,-0.2
154,M1,3.211659890331469,3.6367502393752105,1.6315601274821026,93.48150932655103,0.004448952414287333,0.1799999999999998
155,M1,0.4137714742509998,2.1986956855896973,-1.7936510528094471,257.2313647548219,0.001407247952436519,-0.12000000000000005
156,M1,2.584323564646633,0.9059749454915966,0.7915724281241336,45.353759310435564,0.0008905894520158109,0.23999999999999977
157,M1,4.734282117301322,2.266380963961173,-2.4892393052309796,217.37709361218756,0.003404440719141255,0.2599999999999998
158,M1,1.493503847412543,0.6904299987199989,-2.843434354639806,197.08321215663415,-0.001990430407627697,0.2999999999999997
159,M1,0.21574903063210793,1.7128706175917499,-2.554756725438733,213.62322194969818,0.0027424938416130695,0.07999999999999985
160,M1,5.350676234149653,2.5089895465641048,2.3734706918290387,135.98985343979956,0.0025707882976315766,-0.18000000000000002
161,M1,0.18996744697591567,1.9870090803081315,1.0716726356948454,61.402319044975656,0.00432099648351858,-0.08000000000000007
162,M1,0.5683666522212073,0.16587455511507568,-1.7387306500378747,260.37807204279164,0.0009005331804815553,0.1599999999999998
163,M1,0.3829317270650924,0.32931567094122,-2.2211440418425794,232.73782071179107,-0.0009734263211103045,0.1999999999999998
164,M1,1.1349022399123956,0.7894552910279775,-2.349223338162982,225.39941758962655,0.0009721548673332636,0.01999999999999988
165,M1,2.3446023241886293,0.7787059398633172,-2.4984364761765434,216.85013453354642,-0.00023407678521625286,-0.2
166,M1,5.797154843917859,2.3160427096265654,-2.4014570878606913,222.40664418380507,-0.002648917748712787,-0.2
167,M1,3.0671498920779383,1.0851014218734725,-3.013446415931285,187.34223857831293,-0.001907850540488587,0.1999999999999998
168,M1,0.2837700799008296,1.4632926616380146,-1.6003691901977288,268.3055997389008,-0.00019711359781471316,0.09999999999999984
169,M1,6.996223417739869,0.712174239444656,2.505478331160591,143.55333403698268,-0.0022226860545142557,-1.1102230246251565e-16
170,M1,0.2204486992826467,0.22002781364036642,0.13568376966541354,7.774107350253382,-0.0030046656845028608,0.11999999999999983
171,M1,1.6850480759320967,2.0843577453010345,0.3033737011159424,17.382032689206774,-0.00274743195842575,-0.2
172,M1,0.4354326102963618,0.09759213078857334,-2.3903032838266074,223.04571008047407,-0.0032556063716651096,-0.12000000000000005
