unit_id,session,structure,mean_rate,spont_rate,max_rate,pref_dir,pref_ori,gOSI,gDSI,p_gOSI
950911808,715093703,VISam,3.0401093895516755,6.361315668772172,3.6636145762207364,180.0,0.0,0.05590344901025976,0.041585509257179055,0.5968063872255489
950911817,715093703,VISam,7.612466753970228,9.025760854273948,9.791764227742531,225.0,45.0,0.0562439154813382,0.07123573271874725,0.15768463073852296
950911828,715093703,VISam,15.170706787402688,5.4954047595296185,16.168979236554687,0.0,0.0,0.0026454754134000065,0.020597794248669858,0.9940119760479041
950911840,715093703,VISam,17.29528785109168,14.920856351270235,18.700644353910935,0.0,0.0,0.02381423358589525,0.0221663594990215,0.26147704590818366
950911873,715093703,VISam,0.5647529992427825,1.631983450040327,1.4987495767320154,180.0,0.0,0.46134568669348436,0.0840805680570665,0.001996007984031936
950911880,715093703,VISam,8.421097454516284,5.395491351212117,12.38156995775402,0.0,0.0,0.19708386416978385,0.03996781825851599,0.001996007984031936
950911901,715093703,VISam,8.443079083035101,7.660255283298816,10.238080834581309,90.0,90.0,0.0043356253671734,0.040556110642279736,0.998003992015968
950911912,715093703,VISam,2.5012669480813985,2.2314663955458474,4.143212080809711,180.0,0.0,0.34010836778984205,0.06375511975234624,0.001996007984031936
950911922,715093703,VISam,1.523809585434446,2.997495925441896,2.4113245736552327,180.0,0.0,0.23799400651458938,0.014801619796431601,0.001996007984031936
950911932,715093703,VISam,2.0693528559393903,4.3130565220549455,3.776857980911613,180.0,0.0,0.26470197424835906,0.0670395020409225,0.001996007984031936
950911941,715093703,VISam,0.9766576511745121,2.7643588435355873,1.4192038931034734,45.0,45.0,0.15605763748261392,0.035469240630382017,0.001996007984031936
950911952,715093703,VISam,2.3576160735582437,2.531213442161105,4.323057347205393,180.0,0.0,0.34846856896016926,0.13122190877293718,0.001996007984031936
950911965,715093703,VISam,1.896420156188367,2.1815113551895746,2.140108209865795,0.0,0.0,0.0344225119533726,0.009351563589186491,0.16167664670658682
950911976,715093703,VISam,0.43776062455235915,2.2647693397564765,0.9125730334968064,180.0,0.0,0.22735667586678648,0.08666338653028904,0.11976047904191617
950911986,715093703,VISam,0.2932335153420016,2.3813427476520044,0.4995849115875318,180.0,0.0,0.3598050330498851,0.09457795468727365,0.001996007984031936
950911996,715093703,VISam,8.076135140047876,0.9991637000589301,9.032434570879548,90.0,90.0,0.059379569307725505,0.00872854380356009,0.001996007984031936
950912007,715093703,VISam,2.553063730777537,0.5828452421201116,5.697960703912904,0.0,0.0,0.1932117976348768,0.13516867094006277,0.001996007984031936
950912018,715093703,VISam,11.777919014549058,14.00495546094649,13.881683279078116,270.0,90.0,0.07614401411600384,0.041375559840654774,0.001996007984031936
950912065,715093703,VISam,8.877263759895675,2.864271087177263,11.557026109544188,180.0,0.0,0.05192138959775871,0.0355450967081158,0.04590818363273453
950912076,715093703,VISam,3.1713094891275704,1.93171959823057,5.608630976494686,225.0,45.0,0.2406205389282979,0.08259624717397294,0.001996007984031936
950912109,715093703,VISam,3.847146439847417,2.6977404760264787,6.427933503499538,270.0,90.0,0.24403951115499653,0.012961265140999649,0.001996007984031936
950912118,715093703,VISam,3.010879136203529,0.6494547078509613,4.016928996055399,0.0,0.0,0.19817794334074834,0.048085507106792116,0.001996007984031936
950912128,715093703,VISam,8.175598693113205,17.402099528661946,9.139049216688331,180.0,0.0,0.0163121553837976,0.034368638163988004,0.7844311377245509
950912139,715093703,VISam,3.489586819515868,3.3305449179738393,5.681905423600161,90.0,90.0,0.13048333294852663,0.16838709872665966,0.001996007984031936
950912152,715093703,VISam,9.128002854315401,5.945029988641546,11.989932221692548,225.0,45.0,0.12786558433431525,0.03529398709513673,0.001996007984031936
950912164,715093703,VISam,1.6600344726432585,1.2989165705525034,5.45541365637818,225.0,45.0,0.5620213492887245,0.1554654654303626,0.001996007984031936
950912190,715093703,VISam,5.074436368292766,3.680260648949877,8.459566194253542,270.0,90.0,0.29575804351144186,0.028515165098820208,0.001996007984031936
950912203,715093703,VISam,1.676711341309057,3.330551906429109,2.05826952180112,225.0,45.0,0.11592256729352288,0.018853092444381887,0.001996007984031936
950912214,715093703,VISam,3.6399593756369253,0.8326399940820417,6.527865048240952,315.0,135.0,0.31527169021412277,0.09960595055171838,0.001996007984031936
950912226,715093703,VISam,11.57162715019365,3.4970772763128837,22.02897625302049,0.0,0.0,0.4179018663545061,0.040775376047328206,0.001996007984031936
950912238,715093703,VISam,8.6751033325912,22.13147733700778,13.395412523298232,225.0,45.0,0.17064792035821869,0.06672267144217764,0.001996007984031936
950912249,715093703,VISam,7.703617186654537,14.104864376609681,12.178025586247863,45.0,45.0,0.25512165657796454,0.03394530770832,0.001996007984031936
950912260,715093703,VISam,8.900701114786774,8.109893324491658,11.190631610578246,90.0,90.0,0.14273077793068106,0.06626228600000467,0.001996007984031936
950912272,715093703,VISam,7.02104905071551,4.37967072994849,8.985791697163052,225.0,45.0,0.07426289791000935,0.023978946759006414,0.001996007984031936
950912283,715093703,VISam,7.418690380752482,8.392982285130946,9.919575488880689,45.0,45.0,0.07564882266350863,0.02197222583834896,0.001996007984031936
950912293,715093703,VISam,2.8237904192131444,6.910885420183975,5.2089932166570625,180.0,0.0,0.3027513102258145,0.036266947951834376,0.001996007984031936
950912303,715093703,VISam,6.106227100770542,11.906709494420886,7.00078527506907,225.0,45.0,0.07186513018882243,0.0577523950952764,0.003992015968063872
950912314,715093703,VISam,6.264893105895455,3.780173558138626,7.034683762111261,0.0,0.0,0.052570771080936274,0.02409156532530474,0.005988023952095809
950912326,715093703,VISam,11.155579438920883,7.3771689016546524,12.833921445136347,0.0,0.0,0.04096969075786935,0.017026844137197267,0.15169660678642716
950912338,715093703,VISam,1.4168887202041989,1.4487910921951341,1.97833882834688,270.0,90.0,0.11346677791939849,0.03742383098208244,0.003992015968063872
950912350,715093703,VISam,3.365088421313284,2.4146466067886845,4.782656096923575,90.0,90.0,0.08975550787535773,0.03898717796748261,0.001996007984031936
950912361,715093703,VISam,5.293242749206535,3.980008194926421,7.020773980143669,270.0,90.0,0.03426339216134896,0.03191621333788903,0.5748502994011976
