unit_id,structure
950911808,VISam
950911817,VISam
950911828,VISam
950911840,VISam
950911873,VISam
950911880,VISam
950911901,VISam
950911912,VISam
950911922,VISam
950911932,VISam
950911941,VISam
950911952,VISam
950911965,VISam
950911976,VISam
950911986,VISam
950911996,VISam
950912007,VISam
950912018,VISam
950912065,VISam
950912076,VISam
950912109,VISam
950912118,VISam
950912128,VISam
950912139,VISam
950912152,VISam
950912164,VISam
950912190,VISam
950912203,VISam
950912214,VISam
950912226,VISam
950912238,VISam
950912249,VISam
950912260,VISam
950912272,VISam
950912283,VISam
950912293,VISam
950912303,VISam
950912314,VISam
950912326,VISam
950912338,VISam
950912350,VISam
950912361,VISam
950912384,VISam
950912396,VISam
950912406,VISam
950912417,VISam
950912427,VISam
950912438,VISam
950912448,VISam
950912460,VISam
950912473,VISam
950912511,VISam
950912520,VISam
950912529,VISam
950912547,VISam
950912564,VISam
950912583,VISam
950912591,VISam
950912601,VISam
950912625,VISam
950912636,VISam
950912646,VISam
950912656,VISam
950912664,VISam
950912676,VISam
950912978,VISam
950912989,VISam
950913000,VISam
950913010,VISam
950913020,VISam
950913031,VISam
950913039,VISam
950913096,VISam
950913169,VISam
950918175,VISpm
950918191,VISpm
950918209,VISpm
950918230,VISpm
950918246,VISpm
950918261,VISpm
950918280,VISpm
950918294,VISpm
950918310,VISpm
950918326,VISpm
950918344,VISpm
950918362,VISpm
950918381,VISpm
950918398,VISpm
950918422,VISpm
950918474,VISpm
950918491,VISpm
950918549,VISpm
950918570,VISpm
950918597,VISpm
950918622,VISpm
950918641,VISpm
950918659,VISpm
950918676,VISpm
950918695,VISpm
950918715,VISpm
950918730,VISpm
950918745,VISpm
950918764,VISpm
950918781,VISpm
950918802,VISpm
950918821,VISpm
950918846,VISpm
950918885,VISpm
950918902,VISpm
950918919,VISpm
950918936,VISpm
950918955,VISpm
950918969,VISpm
950918989,VISpm
950919006,VISpm
950919022,VISpm
950919040,VISpm
950919054,VISpm
950919071,VISpm
950919086,VISpm
950919104,VISpm
950919120,VISpm
950919139,VISpm
950919154,VISpm
950919170,VISpm
950919189,VISpm
950919212,VISpm
950919228,VISpm
950919249,VISpm
950919266,VISpm
950919283,VISpm
950919300,VISpm
950919315,VISpm
950919335,VISpm
950919353,VISpm
950919371,VISpm
950919387,VISpm
950919406,VISpm
950919424,VISpm
950919442,VISpm
950919456,VISpm
950919496,VISpm
950919513,VISpm
950919602,VISpm
950919621,VISpm
950919638,VISpm
950919659,VISpm
950919676,VISpm
950919727,VISpm
950919748,VISpm
950919768,VISpm
950919788,VISpm
950919806,VISpm
950919863,VISpm
950919881,VISpm
950919900,VISpm
950919921,VISpm
950919945,VISpm
950919963,VISpm
950919993,VISpm
950920017,VISpm
950920040,VISpm
950920092,VISpm
950920151,VISpm
950920194,VISpm
950920213,VISpm
950920233,VISpm
950920273,VISpm
950920290,VISpm
950920309,VISpm
950920341,VISpm
950920362,VISpm
950920383,VISpm
950920419,VISpm
950920434,VISpm
950920448,VISpm
950920493,VISpm
950920511,VISpm
950920536,VISpm
950920578,VISpm
950920612,VISpm
950920646,VISpm
950921331,VISpm
950921353,VISpm
950921375,VISpm
950921395,VISpm
950921420,VISpm
950921442,VISpm
950921456,VISpm
950921476,VISpm
950921655,VISpm
950921674,VISpm
950921692,VISpm
950930088,VISp
950930105,VISp
950930145,VISp
950930173,VISp
950930215,VISp
950930237,VISp
950930276,VISp
950930295,VISp
950930321,VISp
950930340,VISp
950930358,VISp
950930375,VISp
950930392,VISp
950930407,VISp
950930423,VISp
950930437,VISp
950930454,VISp
950930469,VISp
950930488,VISp
950930505,VISp
950930522,VISp
950930541,VISp
950930590,VISp
950930609,VISp
950930633,VISp
950930659,VISp
950930689,VISp
950930716,VISp
950930767,VISp
950930795,VISp
950930814,VISp
950930841,VISp
950930866,VISp
950930888,VISp
950930905,VISp
950930923,VISp
950930944,VISp
950930964,VISp
950930985,VISp
950931004,VISp
950931022,VISp
950931043,VISp
950931065,VISp
950931118,VISp
950931164,VISp
950931181,VISp
950931200,VISp
950931236,VISp
950931254,VISp
950931272,VISp
950931294,VISp
950931315,VISp
950931343,VISp
950931363,VISp
950931385,VISp
950931423,VISp
950931458,VISp
950931474,VISp
950931490,VISp
950931517,VISp
950931533,VISp
950931550,VISp
950931565,VISp
950931581,VISp
950931598,VISp
950931617,VISp
950931639,VISp
950931656,VISp
950931674,VISp
950931691,VISp
950931710,VISp
950931727,VISp
950931751,VISp
950931770,VISp
950931790,VISp
950931805,VISp
950931821,VISp
950931837,VISp
950931853,VISp
950931878,VISp
950931899,VISp
950931916,VISp
950931937,VISp
950931959,VISp
950931977,VISp
950931995,VISp
950932013,VISp
950932032,VISp
950932053,VISp
950932087,VISp
950932102,VISp
950932118,VISp
950932133,VISp
950932149,VISp
950932180,VISp
950932205,VISp
950932315,VISp
950932410,VISp
950932428,VISp
950932445,VISp
950932496,VISp
950932529,VISp
950932563,VISp
950932578,VISp
950932597,VISp
950932614,VISp
950932630,VISp
950932643,VISp
950932656,VISp
950932669,VISp
950932696,VISp
950932708,VISp
950932721,VISp
950932731,VISp
950932745,VISp
950932756,VISp
950932797,VISp
950933698,VISp
950933732,VISp
950933750,VISp
950933768,VISp
950933785,VISp
950933803,VISp
950933821,VISp
950933840,VISp
950933857,VISp
950933873,VISp
950933890,VISp
950933907,VISp
950933924,VISp
950933944,VISp
950933960,VISp
950933978,VISp
950934181,VISp
950934197,VISp
950939221,VISl
950939257,VISl
950939275,VISl
950939310,VISl
950939347,VISl
950939366,VISl
950939380,VISl
950939396,VISl
950939426,VISl
950939452,VISl
950939464,VISl
950939479,VISl
950939509,VISl
950939523,VISl
950939540,VISl
950939596,VISl
950939641,VISl
950939661,VISl
950939678,VISl
950939752,VISl
950939770,VISl
950939786,VISl
950939803,VISl
950939821,VISl
950939866,VISl
950939883,VISl
950939899,VISl
950939912,VISl
950939930,VISl
950939945,VISl
950939961,VISl
950939976,VISl
950940001,VISl
950940023,VISl
950940040,VISl
950940088,VISl
950940104,VISl
950940121,VISl
950940138,VISl
950940157,VISl
950940171,VISl
950940185,VISl
950940200,VISl
950940219,VISl
950940237,VISl
950940260,VISl
950940311,VISl
950940348,VISl
950940368,VISl
950940389,VISl
950940425,VISl
950940437,VISl
950940453,VISl
950940467,VISl
950940507,VISl
950940526,VISl
950940545,VISl
950940562,VISl
950940578,VISl
950940597,VISl
950940615,VISl
950940631,VISl
950940649,VISl
950940671,VISl
950940688,VISl
950940703,VISl
950940718,VISl
950940753,VISl
950940772,VISl
950940790,VISl
950940808,VISl
950940824,VISl
950940859,VISl
950940876,VISl
950940892,VISl
950940909,VISl
950940928,VISl
950940948,VISl
950940984,VISl
950941005,VISl
950941043,VISl
950941060,VISl
950941076,VISl
950941096,VISl
950941114,VISl
950941133,VISl
950941149,VISl
950941166,VISl
950941183,VISl
950941200,VISl
950941218,VISl
950941235,VISl
950941256,VISl
950941322,VISl
950942017,VISl
950942046,VISl
950942073,VISl
950942103,VISl
950942129,VISl
950942155,VISl
950942180,VISl
950942199,VISl
950942218,VISl
950942235,VISl
950942252,VISl
950942269,VISl
950942286,VISl
950942304,VISl
950942319,VISl
950942354,VISl
950942369,VISl
950942438,VISl
950942456,VISl
950942475,VISl
950942603,VISl
950942620,VISl
950942635,VISl
950942651,VISl
950942669,VISl
950942974,VISl
950942997,VISl
950943019,VISl
950943043,VISl
950943082,VISl
950943103,VISl
950943142,VISl
950950919,VISrl
950950994,VISrl
950951071,VISrl
950951090,VISrl
950951117,VISrl
950951137,VISrl
950951153,VISrl
950951207,VISrl
950951247,VISrl
950951266,VISrl
950951321,VISrl
950951342,VISrl
950951364,VISrl
950951484,VISrl
950951499,VISrl
950951511,VISrl
950951525,VISrl
950951536,VISrl
950951549,VISrl
950951560,VISrl
950951577,VISrl
950951596,VISrl
950951613,VISrl
950951636,VISrl
950951653,VISrl
950951678,VISrl
950951702,VISrl
950951716,VISrl
950951730,VISrl
950951742,VISrl
950951755,VISrl
950951779,VISrl
950951791,VISrl
950951804,VISrl
950951815,VISrl
950951829,VISrl
950951840,VISrl
950951851,VISrl
950951879,VISrl
