start,stop,orientation,spatial_frequency,phase
5502.2917651447815,5502.5419736429385,0.0,0.02,0.75
5502.5419736429385,5502.792182141096,60.0,0.16,0.75
5502.792182141096,5503.042391142938,120.0,0.08,0.25
5503.042391142938,5503.29260014478,30.0,0.02,0.5
5503.29260014478,5503.542809146624,150.0,0.02,0.0
5503.542809146624,5503.793018148465,30.0,0.04,0.75
5503.793018148465,5504.0432166466235,0.0,0.16,0.75
5504.0432166466235,5504.293415144782,90.0,0.32,0.25
5504.293415144782,5504.54361364294,30.0,0.32,0.5
5504.54361364294,5504.793812141096,150.0,0.02,0.25
5504.793812141096,5505.044033642938,120.0,0.16,0.75
5505.044033642938,5505.294255144781,90.0,0.02,0.25
5505.294255144781,5505.5444766466235,90.0,0.04,0.0
5505.5444766466235,5505.794698148466,90.0,0.32,0.25
5505.794698148466,5506.0449066466235,120.0,0.32,0.25
5506.0449066466235,5506.295115144781,150.0,0.32,0.25
5506.295115144781,5506.5453236429385,30.0,0.04,0.0
5506.5453236429385,5506.795532141096,0.0,0.04,0.0
5506.795532141096,5507.045741142938,60.0,0.02,0.5
5507.045741142938,5507.29595014478,120.0,0.16,0.5
5507.29595014478,5507.546159146624,0.0,0.02,0.25
5507.546159146624,5507.796368148465,30.0,0.04,0.0
5507.796368148465,5508.046574146622,0.0,0.08,0.5
5508.046574146622,5508.29678014478,60.0,0.02,0.0
5508.29678014478,5508.546986142937,120.0,0.32,0.5
5508.546986142937,5508.797192141095,150.0,0.02,0.0
5509.047406142939,5509.297620144782,60.0,0.32,0.75
5509.297620144782,5509.547834146623,90.0,0.02,0.25
5509.547834146623,5509.798048148466,0.0,0.08,0.75
5509.798048148466,5510.048261646622,90.0,0.02,0.5
5510.048261646622,5510.29847514478,150.0,0.08,0.5
5510.29847514478,5510.548688642938,30.0,0.04,0.75
5510.548688642938,5510.798902141096,150.0,0.08,0.5
5510.798902141096,5511.0491036429385,120.0,0.16,0.25
5511.0491036429385,5511.29930514478,0.0,0.04,0.0
5511.29930514478,5511.549506646624,90.0,0.08,0.25
5511.549506646624,5511.7997081484655,0.0,0.08,0.75
5511.7997081484655,5512.049929146624,90.0,0.02,0.0
5512.049929146624,5512.300150144782,60.0,0.08,0.25
5512.300150144782,5512.550371142938,60.0,0.32,0.5
5512.550371142938,5512.800592141096,150.0,0.04,0.25
5512.800592141096,5513.050788642939,0.0,0.32,0.25
5513.050788642939,5513.300985144781,0.0,0.08,0.0
5513.300985144781,5513.551181646622,0.0,0.16,0.25
5513.551181646622,5513.801378148466,120.0,0.16,0.75
5513.801378148466,5514.051589146624,120.0,0.08,0.5
5514.051589146624,5514.30180014478,30.0,0.32,0.75
5514.552011142939,5514.8022221410965,150.0,0.32,0.5
5514.8022221410965,5515.052428642938,150.0,0.02,0.75
5515.052428642938,5515.302635144782,30.0,0.08,0.75
5515.302635144782,5515.552841646623,60.0,0.02,0.75
5515.552841646623,5515.803048148466,90.0,0.16,0.75
5515.803048148466,5516.053254146624,0.0,0.02,0.75
5516.053254146624,5516.303460144782,0.0,0.08,0.5
5516.303460144782,5516.553666142938,120.0,0.08,0.0
5516.553666142938,5516.803872141096,0.0,0.08,0.0
5516.803872141096,5517.054086142938,0.0,0.04,0.25
5517.054086142938,5517.30430014478,90.0,0.02,0.25
5517.30430014478,5517.554514146624,30.0,0.08,0.25
5517.554514146624,5517.804728148466,90.0,0.04,0.5
5517.804728148466,5518.054934146624,60.0,0.04,0.25
5518.054934146624,5518.30514014478,90.0,0.04,0.25
5518.30514014478,5518.555346142938,60.0,0.04,0.0
5518.555346142938,5518.805552141096,0.0,0.16,0.75
5518.805552141096,5519.055766142938,150.0,0.04,0.25
5519.055766142938,5519.305980144782,90.0,0.32,0.0
5519.305980144782,5519.556194146624,90.0,0.16,0.25
5519.556194146624,5519.806408148465,90.0,0.04,0.0
5519.806408148465,5520.0566091466235,60.0,0.04,0.5
5520.0566091466235,5520.306810144782,30.0,0.32,0.0
