start,stop,orientation,temporal_frequency
1807.3144373815906,1809.3161173815906,180.0,1.0
1810.3169031061245,1812.3185931061248,270.0,2.0
1813.3194173815905,1815.3210973815906,225.0,1.0
1816.3219231061248,1818.3236131061249,45.0,1.0
1819.3244573815905,1821.3261273815906,270.0,8.0
1822.3269531061248,1824.3286231061245,270.0,4.0
1828.3319631061245,1830.3336431061248,225.0,4.0
1831.334477381591,1833.3361273815906,0.0,15.0
1834.3369831061245,1836.3386531061249,315.0,4.0
1837.339517381591,1839.3411773815906,270.0,1.0
1840.3420031061248,1842.343683106125,45.0,1.0
1843.3444973815906,1845.3461973815906,135.0,15.0
1846.3470231061249,1848.3486931061245,90.0,4.0
1849.3495373815906,1851.3511873815905,270.0,1.0
1852.3520231061245,1854.3537031061248,180.0,8.0
1855.3545373815905,1857.3561973815906,180.0,1.0
1858.3570431061248,1860.3587031061245,270.0,2.0
1861.359587381591,1863.3612473815906,270.0,8.0
1864.362053106125,1866.3637231061248,180.0,8.0
1867.3645773815906,1869.3662273815905,135.0,8.0
1870.3670831061245,1872.3687331061249,45.0,1.0
1873.3695473815906,1875.3712273815906,270.0,1.0
1879.3745873815906,1881.3762973815906,315.0,4.0
1882.3771031061249,1884.3787731061245,135.0,15.0
1885.3796173815906,1887.381307381591,45.0,1.0
1888.3821031061245,1890.3837931061248,315.0,2.0
1891.3845873815906,1893.3863073815905,225.0,1.0
1894.3871331061248,1896.3888131061249,90.0,2.0
1897.3896573815905,1899.3913273815906,315.0,2.0
1900.3921431061249,1902.3938231061245,315.0,1.0
1903.3946473815906,1905.396337381591,45.0,15.0
1906.3971531061245,1908.3988331061248,315.0,1.0
1909.3996473815905,1911.4013173815906,225.0,2.0
1915.404717381591,1917.4063773815906,180.0,15.0
1918.4071831061249,1920.4088531061245,90.0,15.0
1921.4097273815905,1923.411367381591,0.0,8.0
1924.412213106125,1926.4138731061248,225.0,15.0
1927.4146973815905,1929.4163873815905,225.0,15.0
1930.4172231061245,1932.4189131061248,225.0,4.0
1933.4197373815905,1935.4213973815906,270.0,15.0
1936.4222331061248,1938.423923106125,270.0,4.0
1939.4247573815906,1941.4264373815906,0.0,15.0
1942.427253106125,1944.4289231061248,45.0,1.0
1945.429757381591,1947.4314173815906,270.0,1.0
1948.4322631061245,1950.4339431061248,90.0,1.0
1951.4347573815905,1953.436417381591,225.0,1.0
1954.4372931061248,1956.438963106125,45.0,1.0
1957.4397773815906,1959.4414673815909,135.0,15.0
1960.4423031061249,1962.4439631061248,180.0,1.0
1963.4448073815906,1965.4464873815905,135.0,4.0
1966.4473131061245,1968.4489931061248,0.0,4.0
1969.4498173815905,1971.4514873815906,270.0,8.0
1972.4523231061248,1974.454003106125,180.0,8.0
1975.4548173815906,1977.4565073815909,90.0,4.0
1978.4573531061249,1980.4590131061245,225.0,15.0
1981.4598573815906,1983.4615073815905,270.0,2.0
1984.4623631061245,1986.4640431061248,90.0,2.0
1990.4673731061248,1992.4690531061249,90.0,1.0
1993.4698773815905,1995.4715673815906,45.0,2.0
1996.4723931061249,1998.4740631061245,315.0,2.0
1999.4749073815906,2001.4765373815906,0.0,1.0
2002.477413106125,2004.4790831061248,270.0,4.0
2005.479907381591,2007.4815873815905,0.0,8.0
2008.4824231061245,2010.4841031061248,225.0,2.0
2011.4849273815905,2013.486567381591,270.0,4.0
2014.4874331061249,2016.4891131061245,45.0,8.0
2017.4899273815906,2019.4916073815905,45.0,8.0
2020.492453106125,2022.4941231061248,135.0,15.0
2023.4949773815906,2025.4966473815905,270.0,8.0
2026.4974531061248,2028.4991531061248,135.0,1.0
2029.4999673815905,2031.5016573815906,90.0,15.0
2032.5024831061248,2034.5041531061245,135.0,8.0
2035.504947381591,2037.5066773815906,90.0,4.0
2038.507503106125,2040.5091631061248,270.0,15.0
2041.509987381591,2043.5116573815906,315.0,15.0
2044.5125131061245,2046.5141931061248,270.0,8.0
2047.515037381591,2049.5167273815905,180.0,4.0
2050.517533106125,2052.519213106125,315.0,2.0
2053.52001738159,2055.5217173815904,135.0,2.0
2056.522553106125,2058.524213106125,180.0,2.0
2059.52505738159,2061.5267273815907,90.0,1.0
2062.5275531061247,2064.529233106125,315.0,15.0
2065.530037381591,2067.53171738159,90.0,15.0
2068.532573106125,2070.534243106125,270.0,15.0
2071.5350873815905,2073.5367473815904,180.0,1.0
2074.5375831061247,2076.539263106125,135.0,2.0
2077.5400973815904,2079.5417673815905,315.0,15.0
2080.5426031061247,2082.544273106125,45.0,1.0
2083.54512738159,2085.546777381591,180.0,8.0
2086.547603106125,2088.549293106125,180.0,4.0
2089.5501273815908,2091.5517973815904,45.0,2.0
2092.552633106125,2094.5543031061247,180.0,15.0
2095.5551173815898,2097.5568173815905,0.0,1.0
2104.5626731061247,2106.564333106125,45.0,15.0
2107.5651773815907,2109.5668473815904,0.0,2.0
2110.567683106125,2112.5693531061247,45.0,8.0
2113.5701873815906,2115.5718373815907,135.0,4.0
2116.5727031061247,2118.574363106125,315.0,8.0
2119.5751673815907,2121.576857381591,270.0,15.0
2122.577713106125,2124.579373106125,180.0,2.0
2125.5801873815903,2127.5818973815904,135.0,4.0
2128.582733106125,2130.5844031061247,270.0,15.0
2131.5852073815904,2133.5868873815907,315.0,2.0
2134.587743106125,2136.589413106125,90.0,2.0
2137.5902473815904,2139.5919173815905,45.0,2.0
2140.592743106125,2142.594423106125,0.0,2.0
2143.5952473815905,2145.5969073815904,315.0,1.0
2146.597763106125,2148.5994331061247,0.0,2.0
2149.600277381591,2151.6019173815907,225.0,8.0
2152.602793106125,2154.6044531061248,180.0,1.0
2155.6052773815904,2157.6069573815907,0.0,1.0
2158.6078031061247,2160.609473106125,180.0,2.0
2161.6103073815907,2163.61196738159,45.0,8.0
2164.612823106125,2166.6144831061247,135.0,1.0
2167.6153373815905,2169.6169973815904,180.0,15.0
2170.617833106125,2172.6195031061247,90.0,8.0
2173.6203573815906,2175.6220173815905,0.0,4.0
2176.622843106125,2178.624523106125,225.0,4.0
2179.6253573815898,2181.6270173815906,225.0,4.0
2182.627853106125,2184.629523106125,180.0,4.0
2185.6303773815907,2187.6320473815904,45.0,4.0
2188.632873106125,2190.634543106125,180.0,8.0
3182.4628573815908,3184.4645173815898,315.0,15.0
3185.465373106125,3187.467043106125,45.0,4.0
3188.4678473815898,3190.469517381591,225.0,2.0
3191.4703631061248,3193.472043106125,0.0,8.0
3194.472847381591,3196.4745673815905,90.0,1.0
3197.475393106125,3199.4770631061247,45.0,1.0
3200.4778673815904,3202.47956738159,225.0,2.0
3206.4829073815904,3208.4845973815904,225.0,15.0
3209.485423106125,3211.487093106125,270.0,1.0
3212.4879373815897,3214.4895873815904,90.0,2.0
3215.490433106125,3217.492103106125,45.0,8.0
3218.4929373815908,3220.4946073815904,45.0,2.0
3221.495443106125,3223.497123106125,0.0,4.0
3224.4979573815904,3226.4996073815905,270.0,4.0
3227.5004631061247,3229.502133106125,45.0,15.0
3230.5029673815898,3232.5046573815907,225.0,2.0
3233.505473106125,3235.5071431061247,135.0,1.0
3236.5080073815907,3238.5096673815906,90.0,15.0
3239.510493106125,3241.5121631061247,135.0,15.0
3245.515523106125,3247.517193106125,45.0,2.0
3248.51803738159,3250.5196873815908,0.0,4.0
3251.520513106125,3253.522213106125,180.0,15.0
3254.5230173815908,3256.5246873815904,225.0,15.0
3257.525553106125,3259.5272131061247,225.0,15.0
3260.52802738159,3262.5296973815907,315.0,4.0
3263.5305431061247,3265.532223106125,225.0,2.0
3266.5330373815905,3268.5347273815905,45.0,8.0
3269.5355631061248,3271.537233106125,90.0,15.0
3272.5380773815905,3274.53972738159,0.0,8.0
3275.540593106125,3277.5422631061247,135.0,15.0
3278.5430773815906,3280.54476738159,225.0,4.0
3281.545603106125,3283.547273106125,0.0,1.0
3284.5480873815904,3286.5497573815906,315.0,8.0
3287.550623106125,3289.552293106125,225.0,15.0
3290.5530973815908,3292.5547673815904,225.0,15.0
3293.555643106125,3295.5572931061247,0.0,4.0
3296.5580973815904,3298.5598073815904,45.0,8.0
3299.560643106125,3301.562323106125,315.0,15.0
3302.5631673815906,3304.5648373815898,180.0,2.0
3305.565653106125,3307.567333106125,135.0,8.0
3308.5681573815905,3310.5698273815906,90.0,1.0
3311.570673106125,3313.572353106125,225.0,15.0
3314.5731573815906,3316.5748273815907,0.0,2.0
3320.5781673815904,3322.5798573815905,90.0,8.0
3323.580703106125,3325.582393106125,135.0,2.0
3326.5832173815897,3328.5848873815908,90.0,4.0
3329.585723106125,3331.587403106125,315.0,1.0
3332.5882173815908,3334.5898673815905,90.0,2.0
3335.590733106125,3337.5924131061247,135.0,2.0
3338.5932473815906,3340.5949073815905,270.0,4.0
3341.5957431061247,3343.597423106125,90.0,4.0
3344.5982273815907,3346.5998973815904,270.0,15.0
3347.6007631061248,3349.602443106125,0.0,15.0
3350.603247381591,3352.6049173815904,45.0,8.0
3353.605773106125,3355.6074431061247,90.0,4.0
3356.6082973815905,3358.6099673815897,270.0,8.0
3359.6107931061247,3361.612473106125,135.0,2.0
3362.6132873815905,3364.6149573815906,270.0,15.0
3365.6158131061247,3367.617483106125,135.0,4.0
3368.6183073815905,3370.6199973815906,90.0,1.0
3371.620813106125,3373.6224931061247,90.0,8.0
3374.6233273815906,3376.6250073815904,135.0,8.0
3377.625843106125,3379.6275131061248,45.0,1.0
3380.6283573815904,3382.629997381591,270.0,8.0
3383.630853106125,3385.632523106125,225.0,4.0
3386.6333673815907,3388.6350173815904,270.0,15.0
3389.635873106125,3391.637533106125,270.0,2.0
3392.6384073815907,3394.6400573815904,270.0,8.0
3395.6408731061247,3397.642553106125,0.0,4.0
3398.64339738159,3400.6450573815905,180.0,1.0
3401.6458931061247,3403.647563106125,180.0,4.0
3404.6484273815904,3406.6500973815905,180.0,2.0
3407.650913106125,3409.652583106125,225.0,1.0
3410.6534073815906,3412.6550873815904,315.0,8.0
3413.655933106125,3415.657603106125,225.0,8.0
3416.6584473815906,3418.6601173815898,0.0,4.0
3419.6609431061247,3421.662623106125,270.0,15.0
3422.6633973815906,3424.6651073815906,45.0,4.0
3425.665953106125,3427.667633106125,0.0,1.0
3428.6684573815905,3430.6701373815904,135.0,15.0
3431.670963106125,3433.6726431061247,0.0,15.0
3437.6759931061247,3439.677663106125,315.0,4.0
3440.6784873815905,3442.6801873815907,45.0,2.0
3443.680993106125,3445.682673106125,0.0,15.0
3446.68346738159,3448.6851673815904,45.0,4.0
3449.686013106125,3451.687683106125,0.0,1.0
3452.6885273815906,3454.6901873815905,90.0,8.0
3455.691033106125,3457.692703106125,180.0,1.0
3461.6960431061248,3463.697713106125,270.0,15.0
3464.6985373815905,3466.7002573815907,270.0,2.0
3467.701053106125,3469.7027231061247,0.0,4.0
3470.70355738159,3472.7052573815904,270.0,15.0
3473.706083106125,3475.707753106125,225.0,4.0
3476.7085673815905,3478.7102073815904,135.0,4.0
3479.7111131061247,3481.712753106125,135.0,2.0
3482.7136073815905,3484.7152673815904,0.0,2.0
3485.716113106125,3487.717783106125,270.0,1.0
3488.7185973815904,3490.72029738159,45.0,2.0
3491.7211231061247,3493.7227931061248,0.0,8.0
3494.7236073815898,3496.7253173815907,135.0,8.0
3497.726133106125,3499.727813106125,0.0,8.0
3500.7286273815907,3502.7302973815904,180.0,1.0
3503.731153106125,3505.7328231061247,315.0,4.0
3506.7336573815905,3508.7353173815904,135.0,1.0
3509.736173106125,3511.737853106125,315.0,4.0
3512.7386873815904,3514.7403273815908,45.0,4.0
3518.7436673815905,3520.7453573815906,45.0,1.0
3521.746193106125,3523.747863106125,225.0,4.0
3527.751213106125,3529.7528931061247,315.0,4.0
3530.7536873815898,3532.7553873815905,90.0,15.0
3533.756213106125,3535.757903106125,135.0,1.0
3539.761233106125,3541.7629031061247,180.0,1.0
3542.7637073815904,3544.7653973815904,225.0,15.0
3545.766243106125,3547.7679231061247,315.0,15.0
3548.7687473815904,3550.7704173815905,180.0,1.0
3551.771263106125,3553.772933106125,180.0,2.0
3554.77379738159,3556.7754473815908,0.0,4.0
3557.776273106125,3559.777953106125,225.0,1.0
3560.7787573815904,3562.7804773815906,135.0,2.0
3563.781293106125,3565.782963106125,180.0,8.0
3566.783817381591,3568.7854773815898,0.0,2.0
3569.786313106125,3571.787983106125,90.0,15.0
3572.78882738159,3574.7904873815905,0.0,2.0
3575.7913231061248,3577.792993106125,0.0,15.0
3578.7938473815907,3580.79550738159,0.0,15.0
3581.796343106125,3583.7980231061247,315.0,8.0
3584.7988273815904,3586.8005073815907,315.0,15.0
3587.801363106125,3589.8030431061247,225.0,4.0
3590.8038373815907,3592.8055173815906,315.0,4.0
3593.806383106125,3595.808033106125,90.0,8.0
3596.8088873815905,3598.8105473815904,180.0,2.0
3599.811383106125,3601.813063106125,0.0,8.0
3602.8138873815906,3604.8155573815898,135.0,2.0
3605.8164031061247,3607.8180731061248,225.0,2.0
3608.8188973815904,3610.8205973815907,270.0,8.0
3611.8214031061248,3613.823083106125,180.0,1.0
3614.8239273815907,3616.8255573815904,180.0,8.0
3617.826433106125,3619.8281031061247,225.0,8.0
3620.8289673815907,3622.8306373815903,0.0,8.0
3626.8339373815897,3628.8356273815907,0.0,15.0
3629.836463106125,3631.838143106125,45.0,8.0
3632.838947381591,3634.840657381591,45.0,2.0
3635.841483106125,3637.843143106125,225.0,2.0
3638.843987381591,3640.8456473815904,315.0,8.0
3641.846493106125,3643.848163106125,270.0,8.0
3644.8489773815904,3646.850647381591,315.0,8.0
3647.851513106125,3649.853173106125,135.0,8.0
3650.8540173815904,3652.855687381591,0.0,8.0
3653.8565231061248,3655.8581831061247,90.0,15.0
3656.859017381591,3658.8606973815904,0.0,2.0
3659.861543106125,3661.8632031061247,315.0,1.0
3662.8640073815914,3664.865697381591,315.0,2.0
3665.8665531061247,3667.868213106125,0.0,8.0
3668.8690673815904,3670.8707073815904,180.0,2.0
3671.871553106125,3673.873243106125,0.0,8.0
3674.87402738159,3676.87573738159,45.0,4.0
3677.876583106125,3679.8782531061247,180.0,4.0
3680.8790373815914,3682.880727381591,315.0,15.0
3683.8816031061247,3685.883263106125,270.0,2.0
3686.884057381591,3688.885767381591,270.0,2.0
3689.8866031061248,3691.888273106125,135.0,4.0
3692.8891173815914,3694.8907673815897,0.0,2.0
3695.891633106125,3697.8933031061247,315.0,2.0
3698.89411738159,3700.8958073815897,270.0,1.0
3701.896643106125,3703.898313106125,225.0,8.0
3704.8991173815907,3706.9008073815908,270.0,1.0
3707.901663106125,3709.903323106125,180.0,15.0
3710.9041573815907,3712.90581738159,45.0,4.0
3713.906663106125,3715.908343106125,315.0,1.0
3716.909167381591,3718.9108273815914,135.0,15.0
3719.9116831061247,3721.9133531061248,225.0,15.0
3722.9141673815907,3724.915847381591,315.0,15.0
3725.9167031061247,3727.918373106125,270.0,1.0
3728.9191473815904,3730.92086738159,90.0,1.0
3731.921703106125,3733.923373106125,180.0,8.0
3734.9241773815897,3736.9258673815907,225.0,4.0
3740.9292173815898,3742.9308873815908,135.0,1.0
3743.931743106125,3745.933413106125,45.0,1.0
3746.9342373815907,3748.9359073815904,315.0,8.0
3749.936763106125,3751.938423106125,90.0,2.0
3752.9392973815898,3754.9409073815914,180.0,1.0
3755.9417631061247,3757.943443106125,270.0,1.0
3758.94426738159,3760.9459373815907,315.0,1.0
3761.9467831061247,3763.948453106125,270.0,15.0
3764.9492673815907,3766.950967381591,315.0,2.0
3767.951813106125,3769.953473106125,135.0,2.0
3773.956823106125,3775.9584831061247,135.0,8.0
3776.95931738159,3778.9609973815914,90.0,15.0
3779.961823106125,3781.963503106125,90.0,8.0
4713.741627381592,4715.74330738159,270.0,15.0
4716.7441331061245,4718.745793106124,0.0,2.0
4719.746657381591,4721.748287381592,90.0,2.0
4722.749133106125,4724.750813106124,45.0,15.0
4725.75164738159,4727.753327381592,90.0,2.0
4728.754153106124,4730.755823106124,315.0,8.0
4731.75666738159,4733.75831738159,45.0,4.0
4734.759153106124,4736.760833106125,180.0,15.0
4737.76166738159,4739.76332738159,45.0,1.0
4740.764193106124,4742.765863106124,90.0,1.0
4743.76669738159,4745.768407381591,135.0,8.0
4746.769183106125,4748.770853106124,90.0,8.0
4749.77170738159,4751.773387381591,45.0,2.0
4752.774203106124,4754.775883106125,45.0,15.0
4755.77670738159,4757.778417381591,90.0,4.0
4758.779233106125,4760.7808931061245,135.0,15.0
4761.7817373815915,4763.78341738159,45.0,4.0
4764.784233106125,4766.785903106124,315.0,4.0
4767.78675738159,4769.788437381591,135.0,8.0
4770.789263106124,4772.790933106125,180.0,8.0
4773.791747381591,4775.79341738159,270.0,8.0
4776.794273106124,4778.7959431061245,45.0,1.0
4779.7967873815915,4781.79842738159,135.0,1.0
4782.799273106124,4784.800953106124,135.0,8.0
4785.80179738159,4787.803487381591,225.0,4.0
4788.8042931061245,4790.805953106124,45.0,4.0
4791.80684738159,4793.8084873815915,270.0,8.0
4794.809313106124,4796.810993106124,90.0,1.0
4797.811837381591,4799.81350738159,225.0,1.0
4800.814323106124,4802.815993106125,180.0,4.0
4803.8168373815915,4805.818487381591,0.0,8.0
4806.819333106125,4808.821013106124,135.0,1.0
4812.824343106125,4814.826033106125,45.0,15.0
4815.826887381591,4817.82855738159,45.0,8.0
4821.83187738159,4823.833547381591,225.0,15.0
4827.83694738159,4829.838587381591,180.0,15.0
4830.839403106124,4832.841073106124,45.0,2.0
4833.841887381591,4835.84357738159,315.0,2.0
4836.844403106124,4838.846073106124,135.0,4.0
4839.84695738159,4841.84860738159,180.0,4.0
4842.849423106124,4844.851103106124,0.0,15.0
4845.85196738159,4847.853627381591,90.0,8.0
4848.854443106125,4850.8561031061245,135.0,8.0
4854.859463106124,4856.861123106124,135.0,8.0
4857.8619873815915,4859.863657381591,180.0,4.0
4860.864463106124,4862.866153106124,180.0,4.0
4863.867017381591,4865.868637381591,135.0,4.0
4866.869483106125,4868.871163106124,90.0,1.0
4869.871987381591,4871.87367738159,270.0,4.0
4872.874503106124,4874.876173106124,180.0,8.0
4875.877027381591,4877.878707381591,315.0,4.0
4884.884533106125,4886.886203106124,45.0,2.0
4887.88706738159,4889.88871738159,0.0,4.0
4890.889543106125,4892.891223106124,45.0,15.0
4893.89209738159,4895.893707381591,315.0,8.0
4896.894563106124,4898.896223106124,225.0,4.0
4899.89706738159,4901.89878738159,315.0,1.0
4902.899583106125,4904.901233106124,135.0,4.0
4905.902087381592,4907.9037473815915,270.0,4.0
4908.904583106124,4910.9062531061245,90.0,4.0
4911.90708738159,4913.908797381591,45.0,8.0
4914.909603106124,4916.911273106124,270.0,8.0
4917.9121073815895,4919.91381738159,225.0,2.0
4920.914623106124,4922.916283106124,180.0,2.0
4923.917157381591,4925.91880738159,135.0,1.0
4926.919633106124,4928.921293106125,315.0,1.0
4929.92215738159,4931.92384738159,225.0,8.0
4932.924633106124,4934.926303106125,180.0,2.0
4935.927147381592,4937.9288773815915,225.0,2.0
4938.929663106124,4940.931333106124,0.0,8.0
4941.93216738159,4943.93389738159,225.0,15.0
4944.934673106124,4946.936353106124,90.0,2.0
4947.9372373815895,4949.93889738159,0.0,2.0
4950.939683106124,4952.941363106124,90.0,1.0
4953.94221738159,4955.94387738159,90.0,1.0
4956.944693106125,4958.946373106124,180.0,15.0
4959.94722738159,4961.94887738159,90.0,2.0
4962.949713106124,4964.951383106124,225.0,8.0
4965.952247381591,4967.9539373815915,225.0,2.0
4968.954723106124,4970.956423106124,135.0,1.0
4971.957287381591,4973.958967381591,0.0,8.0
4974.959733106124,4976.961423106124,270.0,1.0
4977.96226738159,4979.963947381591,315.0,15.0
4980.964763106124,4982.966423106124,0.0,1.0
4983.96727738159,4985.968987381591,315.0,4.0
4986.969773106124,4988.971443106125,270.0,1.0
4989.97231738159,4991.973977381591,225.0,1.0
4992.974783106124,4994.976463106124,45.0,4.0
4995.97731738159,4997.978997381591,135.0,2.0
4998.979803106125,5000.981473106124,45.0,8.0
5001.982297381591,5003.98398738159,315.0,1.0
5004.984813106124,5006.986493106125,270.0,4.0
5007.9873473815915,5009.98902738159,0.0,4.0
5010.989823106124,5012.991503106125,180.0,8.0
5013.992377381591,5015.994037381592,0.0,2.0
5016.994863106124,5018.996533106124,135.0,15.0
5019.99739738159,5021.99902738159,90.0,2.0
5022.999863106124,5025.001533106124,180.0,1.0
5026.00236738159,5028.004047381592,135.0,4.0
5029.004873106124,5031.006553106125,45.0,15.0
5035.009883106124,5037.011563106124,180.0,8.0
5038.012397381591,5040.01407738159,90.0,8.0
5041.014913106124,5043.016573106124,225.0,8.0
5044.017447381591,5046.019127381591,180.0,1.0
5047.0199131061245,5049.021593106125,135.0,2.0
5050.02246738159,5052.02411738159,270.0,2.0
5053.024943106125,5055.026613106124,90.0,15.0
5056.027457381591,5058.029137381591,45.0,8.0
5059.029963106124,5061.031623106124,225.0,1.0
5062.03246738159,5064.034157381591,0.0,15.0
5065.034963106124,5067.036643106125,180.0,15.0
5068.0374673815895,5070.03912738159,0.0,15.0
5071.039993106125,5073.041653106125,225.0,8.0
5074.042517381591,5076.04421738159,0.0,2.0
5077.045003106125,5079.0466631061245,0.0,4.0
5080.0475073815915,5082.04918738159,90.0,4.0
5083.050013106124,5085.051683106124,90.0,4.0
5086.05255738159,5088.0541673815915,270.0,2.0
5089.055023106124,5091.056693106124,135.0,15.0
5092.05749738159,5094.05918738159,315.0,1.0
5095.060043106125,5097.061713106124,270.0,2.0
5098.062547381591,5100.06422738159,270.0,4.0
5101.065063106124,5103.066733106124,315.0,2.0
5104.06756738159,5106.06923738159,90.0,15.0
5107.070073106124,5109.071753106125,90.0,2.0
5110.072607381591,5112.07423738159,90.0,8.0
5113.075083106124,5115.076753106125,270.0,8.0
5119.080103106125,5121.081773106124,315.0,8.0
5122.08258738159,5124.084267381591,135.0,4.0
5125.085123106124,5127.086793106125,225.0,2.0
5128.0876473815915,5130.08925738159,45.0,15.0
5134.09263738159,5136.09428738159,135.0,2.0
5137.095133106124,5139.0968131061245,225.0,4.0
5140.09766738159,5142.0993473815915,270.0,2.0
5143.1001631061245,5145.101833106124,45.0,8.0
5146.10268738159,5148.10439738159,225.0,1.0
5149.105173106124,5151.106843106124,270.0,15.0
5152.107697381592,5154.1093573815915,135.0,15.0
5155.110193106124,5157.1118631061245,135.0,1.0
5158.112727381591,5160.114387381591,225.0,2.0
5161.115193106124,5163.116873106124,270.0,2.0
5164.117757381591,5166.11941738159,90.0,1.0
5167.1202131061245,5169.121883106124,180.0,2.0
5170.12269738159,5172.12442738159,135.0,15.0
5173.125223106124,5175.126893106124,315.0,15.0
5179.130233106124,5181.131923106124,0.0,1.0
5182.132757381592,5184.134447381592,180.0,4.0
5185.135253106125,5187.136933106124,0.0,8.0
5188.13781738159,5190.13942738159,90.0,15.0
5191.140273106124,5193.141943106124,315.0,8.0
5194.14277738159,5196.14443738159,45.0,1.0
5197.145293106124,5199.1469631061245,135.0,1.0
5200.14778738159,5202.14948738159,270.0,8.0
5203.1503131061245,5205.151973106124,45.0,4.0
5206.15283738159,5208.1544673815915,270.0,2.0
5209.155323106124,5211.156993106124,0.0,2.0
5212.15782738159,5214.15951738159,225.0,1.0
5215.160333106124,5217.1620131061245,270.0,15.0
5218.16286738159,5220.16452738159,315.0,2.0
5221.165353106125,5223.167013106125,225.0,1.0
5224.16784738159,5226.169547381591,135.0,4.0
5227.170363106125,5229.1720231061245,90.0,8.0
5230.1728673815915,5232.1745573815915,45.0,2.0
5233.175383106124,5235.1770631061245,135.0,1.0
5236.1779073815915,5238.17957738159,90.0,4.0
5239.180383106124,5241.182063106125,0.0,1.0
5242.1829473815915,5244.1845673815915,315.0,15.0
5245.185403106125,5247.187083106124,315.0,15.0
5248.18788738159,5250.189617381591,45.0,15.0
5251.190423106124,5253.192073106125,180.0,4.0
5254.1929173815915,5256.194567381591,315.0,4.0
5257.195443106124,5259.197103106124,90.0,8.0
5260.19794738159,5262.199647381592,225.0,8.0
5263.200443106124,5265.202123106124,90.0,2.0
5266.202957381591,5268.20467738159,90.0,8.0
5269.205463106125,5271.207153106125,270.0,1.0
5272.20795738159,5274.209627381591,315.0,4.0
5275.210483106124,5277.212153106125,270.0,4.0
5278.212977381591,5280.214667381591,45.0,1.0
