unit_id,session,structure,mean_rate,max_rate,pref_dir,pref_ori,gOSI,gDSI,p_gOSI
950918597,715093703,VISpm,3.513783157624944,6.268075411385363,270.0,90.0,0.34595643700931533,0.06667023429320351,0.001996007984031936
950918622,715093703,VISpm,2.487165737936385,5.535341920197433,225.0,45.0,0.31179955472056275,0.09744297357035749,0.001996007984031936
950918641,715093703,VISpm,3.649150792088834,5.6686095036016395,180.0,0.0,0.17538193066052976,0.009367209426254238,0.001996007984031936
950918659,715093703,VISpm,5.255669929429967,6.941133415723477,45.0,45.0,0.10931475918586332,0.024506998260414768,0.001996007984031936
950918676,715093703,VISpm,5.9165152981304585,8.479564815302103,90.0,90.0,0.14547091995918807,0.024756191490428354,0.001996007984031936
950918695,715093703,VISpm,0.07101755971703234,0.13322139406943273,90.0,90.0,0.34735381693267864,0.056905931217071215,0.003992015968063872
950918715,715093703,VISpm,5.874800499999719,10.251383709915725,225.0,45.0,0.4462770646897153,0.03685534372835605,0.001996007984031936
950918730,715093703,VISpm,3.108636566358001,4.340951706214936,135.0,135.0,0.03357844562568227,0.0383719367397087,0.4231536926147705
950918745,715093703,VISpm,15.376120283156995,23.230518839715206,135.0,135.0,0.2541256485828206,0.022316316907717574,0.001996007984031936
950918764,715093703,VISpm,4.636655074892404,6.4285048436067225,45.0,45.0,0.1442235339913141,0.004780658011992254,0.001996007984031936
950918781,715093703,VISpm,5.563151616111603,8.492857174855944,225.0,45.0,0.17490823513763185,0.04378092763736877,0.001996007984031936
950918802,715093703,VISpm,9.029336287412306,11.936636196802178,225.0,45.0,0.19591153425821956,0.017678037752456813,0.001996007984031936
950918821,715093703,VISpm,3.051804674685231,5.601962450924626,225.0,45.0,0.19242313631421196,0.30510063618785793,0.001996007984031936
950918846,715093703,VISpm,14.522193657765346,27.963256801017298,315.0,135.0,0.34137452486871944,0.010440508881244067,0.001996007984031936
950918885,715093703,VISpm,6.655804206312056,15.926647462397625,90.0,90.0,0.5137562879538065,0.024103863508628955,0.001996007984031936
950918902,715093703,VISpm,4.751145883232392,6.96832624630176,45.0,45.0,0.07424992540367728,0.17805564143290945,0.003992015968063872
950918919,715093703,VISpm,5.098578454684825,10.930839743976348,90.0,90.0,0.3450546900623034,0.1248294314988461,0.001996007984031936
950918936,715093703,VISpm,8.989139188112842,11.890077747848729,180.0,0.0,0.12630120779031379,0.05327949447829214,0.003992015968063872
950918955,715093703,VISpm,25.442974747571505,35.82152544711976,0.0,0.0,0.1331071160870558,0.03381821900082331,0.001996007984031936
950918969,715093703,VISpm,39.97362096072349,41.95837403204455,180.0,0.0,0.018948753577343207,0.012442970086217114,0.17165668662674652
950918989,715093703,VISpm,5.000847824800974,8.666075146290208,90.0,90.0,0.3331688173457224,0.04442770216631463,0.001996007984031936
950919006,715093703,VISpm,8.782102627945637,11.164025261695878,180.0,0.0,0.10271619146862628,0.04251376360011842,0.001996007984031936
950919022,715093703,VISpm,4.667514902984917,5.548686625229158,315.0,135.0,0.0512876853442524,0.03406066844364997,0.11177644710578842
950919040,715093703,VISpm,7.480567219376105,15.899965274570043,225.0,45.0,0.39052207083795065,0.003997679305382102,0.001996007984031936
950919054,715093703,VISpm,12.067880183118662,16.81925119206439,315.0,135.0,0.1344465340155941,0.019878345393855006,0.001996007984031936
950919071,715093703,VISpm,4.818912307252367,5.721872717014044,90.0,90.0,0.06903700713232289,0.04005237759933777,0.25149700598802394
950919086,715093703,VISpm,11.39690041076849,15.933309000235804,270.0,90.0,0.19740184697563815,0.05133768573807026,0.001996007984031936
950919104,715093703,VISpm,9.442824538584269,11.537003694212114,90.0,90.0,0.10459917546876506,0.035486698882919776,0.001996007984031936
950919120,715093703,VISpm,2.0175434222416673,2.864266212109433,270.0,90.0,0.15817712769826126,0.0501203241879418,0.00998003992015968
950919139,715093703,VISpm,8.284976053924538,10.734233442231522,135.0,135.0,0.05400211809298443,0.022835994744549743,0.013972055888223553
