start,stop,orientation,temporal_frequency
3181.8541181484657,3183.8557781484656,45.0,4.0
3184.8566121410963,3186.858262141096,0.0,1.0
3187.8591081484656,3189.860788148465,225.0,1.0
3190.861612141096,3192.8632921410963,315.0,2.0
3193.864138148465,3195.865808148465,90.0,2.0
3196.866592141096,3198.868272141096,45.0,8.0
3199.869138148465,3201.8708081484656,135.0,15.0
3202.871652141096,3204.8733021410962,45.0,15.0
3205.874158148465,3207.8758281484656,225.0,1.0
3208.876642141096,3210.8783021410964,135.0,2.0
3211.8791781484656,3213.880838148465,180.0,2.0
3214.8816721410963,3216.883372141096,135.0,8.0
3217.884188148465,3219.885878148465,45.0,8.0
3220.886702141096,3222.888362141096,225.0,15.0
3223.889198148465,3225.890888148465,180.0,15.0
3226.891722141096,3228.893362141096,315.0,8.0
3229.894218148465,3231.8958981484657,0.0,8.0
3232.8967221410962,3234.8983721410964,225.0,15.0
3235.899238148465,3237.900908148465,180.0,15.0
3238.901732141096,3240.903392141096,90.0,1.0
3241.904248148465,3243.905918148465,90.0,15.0
3244.906732141096,3246.9084221410963,225.0,4.0
3247.909268148465,3249.9109481484656,315.0,8.0
3250.911742141096,3252.913412141096,270.0,4.0
3253.9142781484657,3255.915948148465,45.0,8.0
3256.916802141096,3258.9184621410964,135.0,15.0
3259.919288148465,3261.920968148465,270.0,1.0
3265.924298148465,3267.925988148465,225.0,8.0
3268.926842141096,3270.928502141096,180.0,8.0
3271.929318148465,3273.930998148465,90.0,8.0
3274.931882141096,3276.9335121410963,315.0,15.0
3277.934328148465,3279.9360081484656,135.0,1.0
3280.9368421410963,3282.9385321410964,270.0,1.0
3283.939348148465,3285.9410281484656,135.0,1.0
3286.941852141096,3288.943552141096,45.0,2.0
3289.944368148465,3291.946058148465,90.0,1.0
3292.946882141096,3294.9485621410963,270.0,1.0
3295.949368148465,3297.951068148465,45.0,2.0
3298.951862141096,3300.953522141096,270.0,2.0
3301.954408148465,3303.956068148465,225.0,15.0
3304.956902141096,3306.958562141096,135.0,8.0
3307.959418148465,3309.961078148465,270.0,2.0
3310.961932141096,3312.963562141096,270.0,8.0
3313.9644281484657,3315.966108148465,225.0,1.0
3316.966932141096,3318.968622141096,135.0,8.0
3319.969438148465,3321.9711281484656,90.0,2.0
3322.971952141096,3324.9736221410963,90.0,1.0
3325.9744581484656,3327.976118148465,135.0,15.0
3328.9769821410964,3330.978652141096,90.0,1.0
3331.979468148465,3333.9811181484656,90.0,15.0
3334.9819521410964,3336.983652141096,45.0,1.0
3337.984488148465,3339.9861581484656,270.0,15.0
3340.987002141096,3342.988712141096,315.0,4.0
3343.9894881484656,3345.991168148465,90.0,8.0
3346.992042141096,3348.9936921410963,180.0,1.0
3349.9945081484657,3351.996178148465,135.0,2.0
3352.9970421410962,3354.9986921410964,315.0,1.0
3355.999538148465,3358.001198148465,45.0,15.0
3359.002052141096,3361.003712141096,180.0,1.0
3362.004528148465,3364.006218148465,225.0,4.0
3365.0070621410964,3367.008692141096,315.0,8.0
3368.0095581484657,3370.011228148465,225.0,8.0
3371.012022141096,3373.013732141096,225.0,2.0
3374.014558148465,3376.016248148465,225.0,4.0
3377.0170721410964,3379.018722141096,0.0,15.0
3380.0195881484656,3382.0212581484657,90.0,8.0
3383.0220821410962,3385.0237521410963,45.0,15.0
3386.024598148465,3388.026268148465,0.0,4.0
3389.027092141096,3391.028802141096,135.0,15.0
3392.029618148465,3394.0312881484656,225.0,2.0
3395.0321021410964,3397.033802141096,225.0,2.0
3398.034648148465,3400.036298148465,270.0,4.0
3401.037122141096,3403.038812141096,315.0,2.0
3404.039648148465,3406.0413281484657,315.0,8.0
3407.042142141096,3409.043802141096,270.0,15.0
3410.0446581484657,3412.046328148465,45.0,15.0
3413.0471521410964,3415.048872141096,270.0,2.0
3416.049658148465,3418.051348148465,0.0,2.0
3419.0521921410964,3421.053822141096,90.0,1.0
3422.054678148465,3424.056348148465,180.0,8.0
3425.057152141096,3427.0589121410962,135.0,15.0
3428.059698148465,3430.061378148465,270.0,1.0
3431.062212141096,3433.0638621410963,45.0,15.0
3434.064718148465,3436.0663881484656,225.0,4.0
3437.067202141096,3439.068892141096,315.0,1.0
3440.0697181484657,3442.071388148465,180.0,15.0
3443.0722321410963,3445.073862141096,45.0,4.0
3446.074748148465,3448.0764181484656,225.0,15.0
3449.077202141096,3451.078932141096,180.0,4.0
3452.079768148465,3454.081428148465,180.0,4.0
3455.082232141096,3457.0839321410963,225.0,8.0
3458.084778148465,3460.0864581484657,45.0,8.0
3461.0872621410963,3463.0889521410963,270.0,4.0
3464.0897881484657,3466.091468148465,45.0,15.0
3467.092242141096,3469.093952141096,45.0,4.0
3470.094808148465,3472.0964681484656,0.0,8.0
3473.097332141096,3475.0989621410963,180.0,15.0
3476.099808148465,3478.101498148465,225.0,1.0
3479.1023621410964,3481.103992141096,180.0,15.0
3482.1048381484657,3484.106508148465,45.0,1.0
3485.1073121410964,3487.109002141096,45.0,8.0
3488.109848148465,3490.1115181484656,180.0,1.0
3491.1123521410964,3493.114052141096,180.0,1.0
3494.114858148465,3496.116548148465,0.0,4.0
3497.117382141096,3499.119062141096,0.0,15.0
3500.119878148465,3502.121568148465,90.0,8.0
3503.122372141096,3505.124032141096,135.0,2.0
3506.124898148465,3508.1265681484656,0.0,4.0
3509.127432141096,3511.129082141096,180.0,2.0
3512.129908148465,3514.131578148465,315.0,15.0
3515.1324421410964,3517.1340421410964,0.0,4.0
3518.1349181484657,3520.136588148465,180.0,2.0
3524.139928148465,3526.1415981484656,0.0,2.0
3527.1424321410964,3529.144102141096,180.0,15.0
3530.144958148465,3532.146628148465,135.0,4.0
3533.147452141096,3535.149102141096,225.0,4.0
3536.1499681484656,3538.151628148465,270.0,1.0
3539.152432141096,3541.154112141096,225.0,15.0
3545.1574821410964,3547.159152141096,90.0,2.0
3548.159988148465,3550.1616681484657,180.0,4.0
3551.1624721410963,3553.1641421410964,225.0,4.0
3554.165008148465,3556.166678148465,135.0,2.0
3557.167502141096,3559.1692021410963,270.0,8.0
3560.170028148465,3562.171688148465,180.0,8.0
3563.172522141096,3565.174212141096,315.0,15.0
3566.175048148465,3568.176708148465,90.0,2.0
3569.177532141096,3571.1792321410962,270.0,4.0
3572.1800481484656,3574.181718148465,0.0,1.0
3575.182572141096,3577.1842121410964,180.0,1.0
3578.1850681484657,3580.186748148465,135.0,8.0
3581.187592141096,3583.189232141096,315.0,2.0
3584.190078148465,3586.1917481484656,180.0,2.0
3587.1926021410964,3589.1942621410963,315.0,1.0
3590.1950981484656,3592.196758148465,180.0,2.0
3593.1975721410963,3595.1992621410964,45.0,15.0
3596.2000981484657,3598.2017781484656,0.0,8.0
3599.202582141096,3601.204272141096,90.0,4.0
3602.205128148465,3604.2067881484654,0.0,4.0
3605.2076521410963,3607.2092721410963,0.0,2.0
3608.2101481484656,3610.2118181484657,270.0,2.0
3611.2126421410962,3613.2142921410964,45.0,4.0
3614.2151681484656,3616.216818148465,90.0,2.0
3617.2176621410963,3619.2193321410964,315.0,4.0
3620.220168148465,3622.2218381484654,0.0,2.0
3623.222692141096,3625.2243721410964,180.0,8.0
3626.2251781484656,3628.2268581484655,270.0,15.0
3629.227692141096,3631.2294121410964,315.0,2.0
3632.2302081484654,3634.2318781484655,135.0,4.0
3635.232662141096,3637.234372141096,180.0,1.0
3638.2352081484655,3640.2368981484656,45.0,8.0
3641.2377121410964,3643.2393921410962,90.0,4.0
3644.2402281484656,3646.2418881484655,270.0,4.0
3647.242782141096,3649.244382141096,0.0,1.0
3650.2452381484654,3652.246918148465,90.0,8.0
3653.247752141096,3655.2494121410964,315.0,15.0
3656.2502581484655,3658.2519281484656,45.0,1.0
3659.252732141096,3661.254432141096,225.0,1.0
3662.255268148465,3664.2569481484657,180.0,15.0
3665.257772141096,3667.259432141096,45.0,2.0
3668.2602981484656,3670.2619681484657,270.0,15.0
3671.2627721410963,3673.264452141096,225.0,1.0
3674.2652981484657,3676.2669781484656,225.0,2.0
3680.2703081484656,3682.2719781484657,180.0,15.0
3683.272812141096,3685.274502141096,45.0,4.0
3686.2753281484656,3688.276998148465,270.0,15.0
3689.277852141096,3691.2795321410963,0.0,15.0
3692.2803481484657,3694.2820081484656,90.0,8.0
3695.282832141096,3697.284512141096,270.0,8.0
3701.287872141096,3703.289512141096,225.0,2.0
3704.2903581484657,3706.2920481484657,180.0,15.0
3707.292882141096,3709.2945421410964,90.0,4.0
3710.2953881484655,3712.297068148465,0.0,8.0
3713.297902141096,3715.299562141096,180.0,4.0
3716.3004081484655,3718.3020681484654,270.0,2.0
3719.3029321410963,3721.3045521410963,180.0,8.0
3722.3054281484656,3724.3070881484655,135.0,15.0
3725.307942141096,3727.309582141096,0.0,1.0
3728.3104281484657,3730.3121081484655,180.0,8.0
3731.312912141096,3733.3146121410964,45.0,2.0
3734.315448148465,3736.3171281484656,45.0,2.0
3737.317932141096,3739.319632141096,315.0,4.0
3740.3204581484656,3742.3221281484657,225.0,4.0
3743.322942141096,3745.3246221410964,315.0,15.0
3746.3254781484657,3748.327148148465,0.0,15.0
3749.328012141096,3751.3296821410963,0.0,2.0
3752.3304881484655,3754.3321581484656,0.0,4.0
3755.332982141096,3757.334642141096,90.0,15.0
3758.3355081484656,3760.3371781484657,135.0,2.0
3761.338022141096,3763.339682141096,0.0,8.0
3764.3405181484654,3766.3421881484655,135.0,1.0
3767.342992141096,3769.344682141096,225.0,4.0
3770.3455181484655,3772.3472081484656,0.0,2.0
3773.348032141096,3775.349692141096,135.0,1.0
3776.3505581484656,3778.3522281484657,270.0,1.0
4710.1302421410965,4712.131982141096,225.0,8.0
4713.132818148465,4715.134468148465,135.0,1.0
4716.135342141096,4718.136962141096,180.0,1.0
4719.137818148465,4721.139488148467,135.0,8.0
4722.1403221410965,4724.141972141097,270.0,8.0
4728.1453621410965,4730.147002141096,180.0,4.0
4731.147848148466,4733.149518148465,135.0,4.0
4734.150352141096,4736.1520221410965,225.0,15.0
4737.152858148465,4739.154538148467,315.0,1.0
4740.155372141096,4742.157052141096,270.0,4.0
4743.157868148465,4745.1595481484665,180.0,15.0
4746.160372141097,4748.1620721410945,225.0,4.0
4749.162898148466,4751.164568148465,45.0,8.0
4752.165422141095,4754.167092141096,0.0,4.0
4755.1678981484665,4757.169568148465,45.0,1.0
4761.172908148466,4763.174598148466,45.0,8.0
4764.175472141096,4766.177122141095,0.0,15.0
4767.177938148467,4769.179608148465,315.0,15.0
4770.180482141096,4772.182132141096,180.0,4.0
4773.1829481484665,4775.184608148466,270.0,4.0
4776.185492141096,4778.187112141096,0.0,8.0
4779.187968148465,4781.189638148466,315.0,1.0
4782.190462141096,4784.192122141096,315.0,2.0
4785.192978148465,4787.194658148465,315.0,8.0
4794.200502141096,4796.202192141096,225.0,15.0
4797.202998148467,4799.204668148465,135.0,1.0
4800.2055221410965,4802.207192141096,270.0,8.0
4803.208018148465,4805.209688148466,0.0,2.0
4806.210522141097,4808.212192141096,315.0,2.0
4809.213028148465,4811.2147081484645,0.0,4.0
4812.215492141097,4814.2172221410965,45.0,8.0
4815.218058148465,4817.219718148465,45.0,2.0
4818.220572141096,4820.2221921410965,180.0,2.0
4821.223048148466,4823.224728148465,0.0,8.0
4824.225592141096,4826.227242141096,0.0,1.0
4827.228068148465,4829.229748148467,225.0,8.0
4830.230532141096,4832.232232141097,45.0,8.0
4833.233088148466,4835.234768148465,45.0,1.0
4836.235572141096,4838.237282141095,180.0,4.0
4839.238098148467,4841.239768148465,180.0,2.0
4842.2406221410965,4844.242302141096,270.0,1.0
4845.2431081484665,4847.244778148465,270.0,4.0
4848.245632141096,4850.247312141096,135.0,2.0
4851.248128148465,4853.249808148466,180.0,4.0
4854.250662141096,4856.252302141096,180.0,8.0
4857.253148148467,4859.254818148465,135.0,4.0
4860.255662141096,4862.2572921410965,225.0,1.0
4863.2581581484665,4865.259828148465,135.0,1.0
4866.260692141096,4868.262352141096,270.0,1.0
4869.263168148465,4871.264848148467,180.0,2.0
4872.265692141096,4874.267332141097,0.0,1.0
4875.268188148466,4877.2698581484665,45.0,15.0
4878.270682141097,4880.272372141097,270.0,8.0
4881.273198148466,4883.274888148466,315.0,2.0
4884.275702141096,4886.277362141096,90.0,1.0
4887.278218148465,4889.279898148467,135.0,1.0
4890.280722141096,4892.282382141097,225.0,4.0
4893.283228148465,4895.284898148466,315.0,2.0
4899.288238148465,4901.289928148465,135.0,4.0
4902.290782141095,4904.2924321410965,180.0,1.0
4905.293248148466,4907.294928148465,0.0,4.0
4908.295802141096,4910.297442141095,180.0,2.0
4911.298278148465,4913.299938148465,90.0,2.0
4914.300772141096,4916.302472141097,45.0,4.0
4917.303288148465,4919.3049581484665,0.0,15.0
4920.3058221410965,4922.307432141096,315.0,2.0
4923.308298148466,4925.309968148466,315.0,4.0
4926.310852141096,4928.312502141096,0.0,15.0
4929.3133181484645,4931.314998148466,90.0,8.0
4932.315852141096,4934.317482141096,0.0,2.0
4935.318328148465,4937.3200081484665,135.0,2.0
4938.320812141096,4940.322502141095,225.0,1.0
4941.323348148466,4943.325008148467,90.0,15.0
4944.325812141095,4946.3275321410965,45.0,15.0
4947.328368148465,4949.330038148465,45.0,4.0
4950.330902141096,4952.332562141096,0.0,8.0
4953.333368148466,4955.335038148465,180.0,8.0
4956.335902141096,4958.337572141097,270.0,8.0
4959.338388148465,4961.340058148467,0.0,1.0
4962.340902141096,4964.3425821410965,90.0,4.0
4965.343408148467,4967.345078148465,45.0,1.0
4968.345922141096,4970.3475921410945,0.0,1.0
4971.348408148466,4973.350088148465,0.0,1.0
4974.350912141096,4976.352582141096,315.0,1.0
4977.353428148465,4979.355098148466,0.0,2.0
4980.355922141096,4982.357612141096,225.0,4.0
4983.358448148466,4985.360118148466,270.0,2.0
4986.360952141095,4988.362612141096,90.0,1.0
4989.363458148467,4991.365138148465,270.0,15.0
4992.365972141096,4994.367632141096,135.0,4.0
4995.3684681484665,4997.370138148465,0.0,2.0
4998.370942141096,5000.372662141096,315.0,1.0
5001.373498148466,5003.375168148466,135.0,8.0
5004.376002141095,5006.377652141096,135.0,4.0
5007.378498148465,5009.380178148465,315.0,2.0
5010.380982141096,5012.382702141096,45.0,1.0
5013.3835181484665,5015.385188148465,180.0,8.0
5016.386012141096,5018.3876921410965,315.0,15.0
5019.388538148465,5021.390208148467,270.0,15.0
5022.390992141096,5024.392692141097,270.0,4.0
5025.393548148466,5027.395208148466,90.0,4.0
5028.396052141095,5030.397682141096,315.0,8.0
5031.398568148466,5033.4002281484645,225.0,8.0
5034.401032141096,5036.4027421410965,225.0,2.0
5037.403578148465,5039.405248148466,90.0,15.0
5046.411052141096,5048.412772141096,225.0,15.0
5049.413598148465,5051.415278148465,180.0,4.0
5052.416132141097,5054.417772141096,180.0,4.0
5055.418608148466,5057.420278148466,180.0,2.0
5058.4211021410965,5060.422802141095,135.0,15.0
5061.423638148465,5063.425298148465,90.0,2.0
5064.426132141096,5066.427812141096,135.0,4.0
5067.428648148465,5069.4303181484665,45.0,2.0
5070.431152141096,5072.432782141096,90.0,8.0
5073.4336681484665,5075.435328148466,270.0,8.0
5076.436202141096,5078.437852141095,270.0,4.0
5079.438668148467,5081.440338148465,90.0,1.0
5082.441152141097,5084.442822141095,225.0,15.0
5085.443688148465,5087.445348148465,90.0,8.0
5088.446192141097,5090.447902141096,90.0,2.0
5091.448698148465,5093.450368148467,270.0,4.0
5094.451242141096,5096.452912141096,90.0,4.0
5100.456222141096,5102.4578621410965,270.0,2.0
5103.458738148465,5105.4603881484645,180.0,1.0
5106.4612521410945,5108.462922141096,45.0,8.0
5112.466272141096,5114.4679421410965,0.0,8.0
5115.468768148467,5117.470418148466,315.0,1.0
5118.471272141096,5120.472942141097,90.0,2.0
5121.473778148466,5123.475438148465,225.0,15.0
5124.476262141096,5126.4779521410965,225.0,2.0
5127.4787781484665,5129.480458148466,90.0,15.0
5130.481302141096,5132.482972141096,135.0,8.0
5133.483798148465,5135.485488148465,135.0,1.0
5136.486332141096,5138.487982141096,315.0,8.0
5139.488818148467,5141.490488148465,90.0,4.0
5142.491302141097,5144.493002141096,315.0,8.0
5145.4938281484665,5147.4955181484665,90.0,8.0
5148.496342141096,5150.498002141097,90.0,4.0
5151.4988381484645,5153.500518148466,270.0,4.0
5154.501382141096,5156.503002141096,0.0,2.0
5157.503868148467,5159.505538148465,0.0,2.0
5160.506342141096,5162.508022141095,135.0,2.0
5163.508858148465,5165.510538148466,180.0,2.0
5169.513888148465,5171.515568148467,270.0,15.0
5172.5164021410965,5174.518042141096,225.0,1.0
5175.518908148466,5177.520588148465,225.0,8.0
5178.521422141096,5180.523072141096,315.0,4.0
5181.523918148466,5183.525598148465,225.0,2.0
5184.526432141096,5186.528082141096,135.0,2.0
5187.528928148467,5189.530598148465,315.0,8.0
5190.531432141096,5192.533122141096,90.0,2.0
5193.533938148466,5195.535618148466,225.0,1.0
5196.536482141096,5198.538142141097,180.0,4.0
5199.538958148465,5201.540638148465,135.0,1.0
5202.5414221410965,5204.543122141095,45.0,4.0
5205.5439781484665,5207.545648148465,225.0,4.0
5208.546492141096,5210.548172141096,315.0,15.0
5211.548998148465,5213.550658148465,90.0,8.0
5214.551512141095,5216.553162141096,225.0,1.0
5217.553998148465,5219.555668148466,45.0,4.0
5220.556522141096,5222.558172141095,270.0,15.0
5223.559018148466,5225.560698148465,315.0,4.0
5226.561522141095,5228.563212141095,225.0,2.0
5229.564028148467,5231.565708148465,315.0,1.0
5232.566512141097,5234.568212141096,90.0,2.0
5235.569048148465,5237.570708148465,225.0,15.0
5238.571542141096,5240.5732121410965,270.0,1.0
5241.574068148466,5243.575738148466,45.0,15.0
5244.576572141096,5246.578222141096,315.0,8.0
5247.579068148466,5249.580758148465,45.0,15.0
5250.581582141096,5252.583242141096,135.0,4.0
5253.584088148466,5255.585758148465,45.0,4.0
5256.586622141096,5258.588272141096,90.0,15.0
5259.589098148465,5261.5907881484645,225.0,4.0
5265.594118148466,5267.595808148465,225.0,2.0
5268.596642141096,5270.5982721410965,90.0,8.0
5271.599128148466,5273.600798148465,45.0,15.0
5274.601612141096,5276.603332141096,90.0,2.0
