unit_id,session,structure,mean_rate,spont_rate,max_rate,pref_dir,pref_ori,gOSI,gDSI,p_gOSI
950907350,721123822,VISam,7.578952239732646,0.18317912982902354,13.482004321519208,45.0,45.0,0.49661154046107386,0.03955332588826777,0.001996007984031936
950907352,721123822,VISam,0.08020043661795086,0.19982981163648,0.15986634508869288,225.0,45.0,0.2516336214443035,0.1927233216361669,0.07984031936127745
950907354,721123822,VISam,1.3049305920830072,1.1157263758482343,2.371366398508834,0.0,0.0,0.24665632919456096,0.11447383106625902,0.001996007984031936
950907356,721123822,VISam,3.491237638490767,0.3164025538100501,9.77853646124767,180.0,0.0,0.6735346919701382,0.01268730247944924,0.001996007984031936
950907358,721123822,VISam,2.1010877789471007,0.39966411564679677,2.970488632070091,90.0,90.0,0.19480351796078152,0.007755805456617237,0.001996007984031936
950907360,721123822,VISam,5.19381770400453,0.9491999244051932,15.703056874420357,315.0,135.0,0.6705112318994519,0.07196180034504478,0.001996007984031936
950907362,721123822,VISam,15.87552868158192,8.792619778694707,20.84933800525196,0.0,0.0,0.1188807040856284,0.01970675289357067,0.001996007984031936
950907364,721123822,VISam,0.3141189774225776,0.0,0.7793486777235535,45.0,45.0,0.1832242698213025,0.337811349955782,0.16367265469061876
950907366,721123822,VISam,1.249794192351804,0.08326239378348113,2.9908400122881793,180.0,0.0,0.22994331741623403,0.044002778972566214,0.001996007984031936
950907368,721123822,VISam,3.6190503937059977,4.429606885286771,9.958350611789397,135.0,135.0,0.5581979535066289,0.05973219128137383,0.001996007984031936
950907370,721123822,VISam,1.693401908562012,0.5661894023308399,2.777690254383016,180.0,0.0,0.17799191649108648,0.10892772148702974,0.001996007984031936
950907372,721123822,VISam,0.4837080910346501,0.0832633088925426,1.2922469801327336,45.0,45.0,0.5688906231656792,0.053161743563279816,0.001996007984031936
950907374,721123822,VISam,4.984132184610573,5.678574321846396,7.020834578865265,180.0,0.0,0.0902854322556363,0.026762918361697457,0.03592814371257485
950907376,721123822,VISam,2.8078621654424905,2.381321200511679,7.373877018899426,0.0,0.0,0.44497742499130094,0.17290712458686672,0.001996007984031936
950907378,721123822,VISam,1.5221421997592357,0.16652620182546723,3.3505530076160825,180.0,0.0,0.3919612386442117,0.034250191942053795,0.001996007984031936
950907380,721123822,VISam,6.357572769578255,2.830961653667719,16.039985942552317,180.0,0.0,0.5207934440790747,0.042769287768292114,0.001996007984031936
950907382,721123822,VISam,4.253133249178382,4.696063133903714,5.408815341667678,135.0,135.0,0.03643692966043188,0.02846657735587782,0.5269461077844312
950907384,721123822,VISam,1.6524656392972776,2.2481185747300354,2.657770470616002,225.0,45.0,0.06736618531465317,0.23032041952651974,0.2554890219560878
950907386,721123822,VISam,3.598164272215901,9.47538183988728,4.557006149866899,90.0,90.0,0.05201336758230698,0.0299200177888832,0.033932135728542916
950907388,721123822,VISam,2.5304952854498612,2.581169480786428,5.583167859381321,90.0,90.0,0.3512553730868691,0.056395993939735066,0.001996007984031936
950907390,721123822,VISam,0.6858817289830402,4.962501745879683,1.2489562102565446,90.0,90.0,0.24853641542684898,0.01769140817570013,0.001996007984031936
950907392,721123822,VISam,3.9498870974139764,2.6311297622636456,12.369721808702698,0.0,0.0,0.7211584761529144,0.05317348036712271,0.001996007984031936
950907394,721123822,VISam,8.257306060125032,5.362164863151569,14.421280441188953,270.0,90.0,0.30256467194752856,0.04048120926625288,0.001996007984031936
950907396,721123822,VISam,4.556387522801555,5.328863166885148,6.441275845568616,135.0,135.0,0.04677031110165762,0.07555982085108608,0.10978043912175649
950907398,721123822,VISam,8.230575401272098,5.162327980096919,12.739350356589716,90.0,90.0,0.19272430067389162,0.026408671121572507,0.001996007984031936
950907400,721123822,VISam,21.670021188483314,24.646001911248018,25.272315782609137,180.0,0.0,0.040237524519210595,0.015531913376884839,0.001996007984031936
950907402,721123822,VISam,20.24729161253466,10.374631299719784,23.325103147866756,90.0,90.0,0.039331985296338495,0.029067061784763443,0.001996007984031936
950907404,721123822,VISam,4.906439343544051,7.02743703097073,7.367203168457905,180.0,0.0,0.15965289288188372,0.020719081863724224,0.001996007984031936
950907406,721123822,VISam,5.997483963271011,7.393794292326589,12.82256274868697,45.0,45.0,0.43019253277780883,0.049442368102652116,0.001996007984031936
950907408,721123822,VISam,9.992485913237362,4.379662160838744,13.74191984821156,0.0,0.0,0.235707163137716,0.031198271953941942,0.001996007984031936
950907410,721123822,VISam,10.224726408746857,10.824258275776979,12.755957758862694,45.0,45.0,0.11414642382728211,0.013322399283655332,0.001996007984031936
950907412,721123822,VISam,3.9916442776155945,5.395466143567164,7.655764333753657,90.0,90.0,0.24299843642736652,0.1294118994154377,0.001996007984031936
950907414,721123822,VISam,0.9055977646170821,0.8825942023536556,1.232299267924673,45.0,45.0,0.03945766212818047,0.09196718923050905,0.7644710578842315
950907416,721123822,VISam,0.16123630441077935,0.1665276161122168,0.3645613338249723,90.0,90.0,0.29512079063240126,0.1732334876827597,0.001996007984031936
950907418,721123822,VISam,1.7669179692584054,2.830958991515336,3.4498156596444836,90.0,90.0,0.24377132175657587,0.05958885826449482,0.001996007984031936
950907420,721123822,VISam,6.26065428533039,2.4978985182296083,7.640279839572634,270.0,90.0,0.036057213113662084,0.04340313516125889,0.11177644710578842
950907422,721123822,VISam,16.807855635836404,10.441240266298037,20.84259170815739,270.0,90.0,0.1090559715636112,0.04513117781690399,0.001996007984031936
950907425,721123822,VISam,1.3166249297069985,2.4812582355324007,3.6702669953701927,270.0,90.0,0.6250701780114712,0.04497659199246586,0.001996007984031936
950907428,721123822,VISam,3.072680223703915,3.4970636324482873,4.42872536701305,315.0,135.0,0.07852949367497636,0.08293782226247276,0.017964071856287425
950907430,721123822,VISam,5.98411522813821,5.1456818739991625,14.720963928407343,225.0,45.0,0.46168015488556036,0.020453703001662247,0.001996007984031936
950907432,721123822,VISam,2.589809024587109,4.7959745456765415,3.257276244537688,270.0,90.0,0.07429665368672118,0.052726006520890406,0.007984031936127744
950907434,721123822,VISam,6.984959303916667,13.372113248468896,10.051558490379612,225.0,45.0,0.1450770165208961,0.02786717937484175,0.001996007984031936
950907437,721123822,VISam,3.384295632928529,8.67605435722727,3.6388474461766505,315.0,135.0,0.011932288753041118,0.01781580943310918,0.8642714570858283
950907439,721123822,VISam,6.888888463044092,6.860918483038658,10.524982361034422,90.0,90.0,0.15095499377634952,0.03800243884191146,0.001996007984031936
950907443,721123822,VISam,2.5605678067168673,0.6827621445268335,5.5359154187229525,90.0,90.0,0.38062177887952203,0.06931995939941622,0.001996007984031936
950907445,721123822,VISam,5.072683861026125,6.2780713272954936,7.267236515793523,45.0,45.0,0.2174772390898665,0.0546792379747519,0.001996007984031936
950907447,721123822,VISam,6.613201322864978,4.079912368685721,8.09457840464386,315.0,135.0,0.06883597173216627,0.011414891941855743,0.001996007984031936
950907449,721123822,VISam,2.3475363515386167,1.9650163029134766,2.9774995002802527,45.0,45.0,0.058044340230392844,0.05653031207208626,0.06786427145708583
950907451,721123822,VISam,1.8228938986721088,0.6994121607538605,3.8967617582836716,0.0,0.0,0.2906402264513137,0.08138087387635341,0.001996007984031936
950907453,721123822,VISam,6.751879946393216,6.411287097591872,11.36886937338463,90.0,90.0,0.22453226360597578,0.06096252906823261,0.001996007984031936
950907455,721123822,VISam,4.091897220108929,2.8809080421898567,4.98231983622281,90.0,90.0,0.06254249231302063,0.02672865778512362,0.06187624750499002
950907457,721123822,VISam,1.0033420429342823,1.1823368399992662,1.4987491184447175,90.0,90.0,0.12487298974839156,0.0913385223622285,0.005988023952095809
950907459,721123822,VISam,3.025900185001124,1.3655223756416353,4.145185596230328,90.0,90.0,0.07737616627766752,0.05688757949743912,0.003992015968063872
950907461,721123822,VISam,3.705095580719234,1.4321325901260766,4.69202135768255,315.0,135.0,0.08567498781038256,0.009269522114525723,0.001996007984031936
950907463,721123822,VISam,1.0075181804004971,2.0982354839792183,1.8633043476894264,90.0,90.0,0.331501950786171,0.09909125856648464,0.001996007984031936
950907465,721123822,VISam,1.2431083723616545,0.5994975877703225,1.532049043407373,45.0,45.0,0.0311589483921431,0.07556531814969888,0.4810379241516966
950907467,721123822,VISam,0.3366752934724625,0.3996632005718742,0.5328883050355713,0.0,0.0,0.1546195293986762,0.014121582227854788,0.06387225548902195
950907469,721123822,VISam,1.6031751125756306,1.0990769419455002,2.0455857902877,90.0,90.0,0.0749970653185986,0.04937559617346247,0.033932135728542916
950907471,721123822,VISam,0.08437753821607898,0.04995770247884221,0.12656018959446028,45.0,45.0,0.18944315798656944,0.12063371471849874,0.11177644710578842
950907473,721123822,VISam,1.1662486086789279,0.7327165192645696,1.9783433208643666,270.0,90.0,0.11309549030302164,0.16476989268789255,0.029940119760479042
950907475,721123822,VISam,0.005847959763128787,0.0,0.020253358716754082,90.0,90.0,0.14379231336189105,0.40957640329214245,0.8502994011976048
950907477,721123822,VISam,0.7034253870665766,0.18317888024224632,1.363724973170388,90.0,90.0,0.2004385182375064,0.25388460046033307,0.003992015968063872
950907479,721123822,VISam,2.794486422679912,0.4829272581407481,4.48273918020796,90.0,90.0,0.15244606490257848,0.16948475002411661,0.001996007984031936
950907481,721123822,VISam,0.7610691612106759,0.06661112963846519,2.3898920790696696,315.0,135.0,0.4412043591856491,0.1858311258908097,0.001996007984031936
