epoch,state,n,minutes,rate_hz
PRE,Non-REM,3125,176.15,0.2956760336834138
POST,Non-REM,2183,88.68333333333334,0.4102612290922759
PRE,REM,1,22.216666666666665,0.0007501875468867217
POST,REM,0,12.3,0.0
PRE,Awake,892,101.59166666666667,0.14633746206217702
Maze,Awake,156,34.458333333333336,0.075453446191052
POST,Awake,1965,143.06666666666666,0.22891425908667287
