session,unit,direction,peak_rate,peak_pos,field_start,field_end,field_width,spatial_info,n_spikes_field,is_place_cell,slope,phase0,rho,perm_p
Gatsby_08022013,22,R,17.891294077596665,0.06,3.469446951953614e-18,0.28,0.28,1.0639207347324589,514,True,-0.4099999999999999,2.8743776212256553,-0.2273576075330757,0.001996007984031936
Gatsby_08022013,33,R,42.54862310996883,1.26,0.72,1.6,0.8800000000000001,0.4996856939044578,1611,True,-0.7,5.389553847888518,-0.45565106122352605,0.001996007984031936
Gatsby_08022013,37,R,6.124705251417936,1.54,1.28,1.6,0.32000000000000006,1.7522641777191297,100,True,-0.24,4.960601933774692,-0.08910982646564156,0.3972055888223553
Gatsby_08022013,50,R,12.960539988047653,1.42,1.12,1.6,0.48,0.876932823379215,245,True,-0.5700000000000001,4.897229833001529,-0.36992340923968664,0.001996007984031936
Gatsby_08022013,76,R,10.75631475794193,0.02,3.469446951953614e-18,0.16,0.16,1.1895088059702945,183,True,-0.21999999999999997,2.6566131622358826,-0.21935535771819895,0.003992015968063872
Gatsby_08022013,77,R,28.426501259042602,1.46,1.12,1.6,0.48,0.6524950289653892,623,True,-0.5700000000000001,5.006406762647278,-0.3574477739090678,0.001996007984031936
Gatsby_08022013,5,L,1.8950306325704864,0.26,3.469446951953614e-18,0.56,0.56,0.5525023544790799,53,True,-1.23,5.7478181995131346,-0.024348319609976323,0.07784431137724551
Gatsby_08022013,8,L,13.021423842276294,0.22,3.469446951953614e-18,0.44000000000000006,0.44000000000000006,0.6269923415766019,295,True,-0.8799999999999999,5.782667445714895,-0.20582397043570883,0.001996007984031936
Gatsby_08022013,17,L,9.018271786424046,0.66,0.43999999999999995,0.92,0.4800000000000001,0.8004281037033447,190,True,-0.47,3.944500491743664,-0.1980331173162322,0.00998003992015968
Gatsby_08022013,18,L,7.010314195231716,0.7,0.28,0.96,0.6799999999999999,1.4052256520013195,206,True,-0.5,4.238421305138523,-0.34245717597270875,0.001996007984031936
Gatsby_08022013,19,L,9.189316952070847,0.74,0.48,0.96,0.48,0.5324382509228853,223,True,-0.5,3.9539091798052373,-0.504086352633655,0.001996007984031936
Gatsby_08022013,20,L,5.970000738872809,0.02,3.469446951953614e-18,0.16,0.16,0.4910747065258553,65,True,0.03000000000000025,4.395117118032434,0.017262156392752574,0.8922155688622755
Gatsby_08022013,22,L,9.236489686974418,1.58,1.32,1.6,0.28,1.1318022930983709,163,True,-0.21999999999999997,1.54539474900204,-0.17718306641148865,0.06187624750499002
