session,unit,cell_type,location,n_spikes,mrl,rayleigh_z,rayleigh_p,pref_phase,rate
Buddy_06272013,44,excitatory,lCA1,252,0.17146536971478915,7.408893998880192,0.0005819281607549632,3.4402763657195403,1.9256287693345138
Buddy_06272013,48,excitatory,lCA1,131,0.0626919516604163,0.5148667851919486,0.5984512334327874,4.051583102344894,1.0010213046937353
Buddy_06272013,49,excitatory,lCA1,82,0.269300966566404,5.946886868675154,0.002427994457225333,0.1500943429155877,0.6265934884342466
Buddy_06272013,50,inhibitory,lCA1,6216,0.3166465145836934,623.2473344707753,1.5953440652833524e-278,4.480470667588162,47.498842976918006
Buddy_06272013,52,excitatory,lCA1,31,0.13533224854059483,0.5677593423466533,0.570497051800637,5.435688707842382,0.23688290416416638
Buddy_06272013,55,excitatory,lCA1,51,0.1507641253141641,1.1592208955689938,0.31523532717941205,2.5368919117693305,0.38971058427008015
Buddy_06272013,56,excitatory,lCA1,546,0.17278731167581982,16.30107847158167,7.473314555469691e-08,5.125153455070755,4.172195666891446
Buddy_06272013,57,inhibitory,lCA1,3179,0.30099474289677797,288.0105182645105,9.345817708306881e-129,0.5341749575600655,24.291959752834995
Buddy_06272013,58,inhibitory,lCA1,7448,0.01041956988928202,0.808610268375007,0.4454911345545173,2.9866035114945477,56.91302807144229
Buddy_06272013,59,inhibitory,lCA1,566,0.3259205166711552,60.12288768395109,1.5175536893299197e-27,5.613257389294654,4.3250233469973605
Buddy_06272013,60,inhibitory,lCA1,2201,0.28148664961710923,174.39564934177616,5.204537552359523e-78,5.809088156375018,16.81868619565581
Buddy_06272013,61,inhibitory,lCA1,10014,0.3759315069899907,1415.2235224489232,0.0,3.627337059882894,76.52081942903104
Buddy_06272013,62,excitatory,rCA1,105,0.24060145954092235,6.07835154498832,0.0021574114822243903,3.2488662599027784,0.8023453205560473
Buddy_06272013,63,inhibitory,rCA1,2304,0.2972874204351433,203.62708304405373,3.475872320673579e-91,6.028023297366322,17.60574874820127
Buddy_06272013,64,inhibitory,rCA1,190,0.01884014728450773,0.06744071844336937,0.9349430624963305,3.628048609454801,1.451862961006181
Buddy_06272013,65,inhibitory,rCA1,676,0.1850965913498398,23.1602657354268,7.271013576613307e-11,5.72912599703305,5.165575587579886
Buddy_06272013,66,inhibitory,rCA1,757,0.5126621546376824,198.95662099189747,1.2347609592713016e-93,0.02857658530250096,5.784527692008837
Buddy_06272013,67,excitatory,rCA1,79,0.3434442220331653,9.318360758189327,7.146269889464896e-05,6.038744706800761,0.6036693364183594
Buddy_06272013,68,inhibitory,rCA1,2453,0.1650919058635812,66.85734259723542,5.88407293080786e-30,6.030715614203333,18.744314964990327
Cicero_09012014,1,excitatory,lCA1,500,0.4965033136970598,123.25777025608048,5.67801043834475e-58,4.492468919998461,1.3685051985390815
Cicero_09012014,2,excitatory,lCA1,363,0.25221938617085266,23.092106610025816,6.621188963431087e-11,4.466686789380585,0.9935347741393732
Cicero_09012014,3,inhibitory,lCA1,1335,0.07694299748569917,7.903500190882553,0.00036622583931598897,2.6883262924307645,3.653908880099348
Cicero_09012014,4,excitatory,lCA1,482,0.12276613356617509,7.264474351479788,0.0006861322139785457,4.186527887333556,1.3192390113916745
Cicero_09012014,5,inhibitory,lCA1,12496,0.125815825197859,197.80695489024677,5.679696896258889e-87,2.3930830598770423,34.20168192188873
Cicero_09012014,6,excitatory,lCA1,36,0.17973760944114758,1.1630018969142661,0.3146712158242483,3.614379973909987,0.09853237429481387
Cicero_09012014,8,excitatory,lCA1,33,0.1706770997570774,0.9613121885890825,0.38529244556000947,0.8791378609428184,0.09032134310357938
Cicero_09012014,9,inhibitory,lCA1,4704,0.1422374145051099,95.16889172830311,2.8969814568131216e-42,1.920140895855889,12.87489690785568
Cicero_09012014,10,inhibitory,lCA1,872,0.11448123020580211,11.428390204546325,1.0549117792263616e-05,2.8477357561298366,2.3866730662521585
Cicero_09012014,11,excitatory,lCA1,896,0.3051671342969213,83.44177395007571,7.907078523762921e-38,4.617288744007656,2.452361315782034
Cicero_09012014,12,inhibitory,lCA1,18776,0.16612875600910434,518.1943848491362,2.413156559802828e-227,1.5453474989693434,51.390107215539594
Cicero_09012014,13,excitatory,lCA1,31,0.4361019826541617,5.895733117521614,0.0022491653555771225,0.6310375826145055,0.08484732230942306
Cicero_09012014,14,excitatory,lCA1,88,0.016803805781392976,0.024848374209012286,0.9755930732183384,1.7650927742151872,0.24085691494287836
Cicero_09012014,15,inhibitory,lCA1,17418,0.12911668102119553,290.37752144369,2.313595131183545e-127,2.6807057629575803,47.67324709630745
Cicero_09012014,16,excitatory,lCA1,722,0.13985447447308696,14.121795849763487,6.934310361344806e-07,2.841563696283938,1.9761215066904338
Cicero_09012014,18,inhibitory,lCA1,13170,0.07697234320298843,78.02884711114929,1.1573150354803546e-34,2.3609331360695087,36.046426929519406
Cicero_09012014,19,excitatory,lCA1,45,0.3151344062780117,4.468936230908772,0.01075145264850998,3.966239236552092,0.12316546786851734
Cicero_09012014,20,excitatory,lCA1,1259,0.08704531123205211,9.539299735223386,7.094330815749739e-05,3.577281912166758,3.4458960899214075
Cicero_09012014,21,excitatory,lCA1,99,0.23701731590685912,5.561543595929494,0.003651017829001991,2.812121474555021,0.27096402931073815
Cicero_09012014,22,excitatory,lCA1,35,0.2737527373096403,2.622919641458232,0.07172842477638552,2.910615040703491,0.09579536389773571
Cicero_09012014,23,excitatory,lCA1,112,0.38869000775677826,16.920951278556007,2.440390055366832e-08,4.009674482466593,0.30654516447275426
Cicero_09012014,24,inhibitory,lCA1,571,0.14683819456706235,12.311591024100956,4.2536560024208465e-06,3.1193441823575037,1.5628329367316312
Cicero_09012014,25,excitatory,lCA1,50,0.20479625790987047,2.097075362694309,0.12268876079864452,3.8031382616744045,0.13685051985390817
Cicero_09012014,26,excitatory,lCA1,250,0.20282355385584147,10.284348499678357,3.132270651109916e-05,3.0332752558089933,0.6842525992695407
Cicero_09012014,27,inhibitory,lCA1,11064,0.13121009188372373,190.47879997906412,8.332048439410782e-84,3.527729594937613,30.282283033272797
Cicero_09012014,29,excitatory,lCA1,1319,0.23634448031570127,73.67764294254685,3.58997575203681e-33,3.1165220696408227,3.610116713746097
Cicero_09012014,30,excitatory,lCA1,1465,0.18581012822677404,50.579716496167556,7.051095944076669e-23,5.083004505114287,4.009720231719509
Cicero_09012014,31,excitatory,lCA1,1034,0.02388970108704433,0.5901222238412902,0.5543710211522679,3.6605960034664977,2.8300687505788207
Cicero_09012014,32,excitatory,lCA1,565,0.19972890316463257,22.538773639031156,1.3208113135023185e-10,3.7445096745370177,1.5464108743491622
Cicero_09012014,33,excitatory,lCA1,106,0.1641798557520883,2.857232653686311,0.05709375884570833,3.04961869050005,0.2901231020902853
Cicero_09012014,34,excitatory,lCA1,3490,0.14338246133369562,71.74927046119942,4.812836332316294e-32,3.5538721669560456,9.55216628580279
Cicero_09012014,35,excitatory,lCA1,443,0.06233781546329777,1.721499433874122,0.17884627341209233,0.06541211884539401,1.2124956059056262
