template,wcorr,slope,p_circ,p_perm,max_p,significant
right,0.24336329448912147,184.03568237027608,0.4389027431421446,0.6084788029925187,0.6084788029925187,False
left,-0.25806210721463113,-174.10996812223618,0.32917705735660846,0.4513715710723192,0.4513715710723192,False
left,-0.3892115845656657,-187.39090490636426,0.0199501246882793,0.06733167082294264,0.06733167082294264,False
right,0.14249892490725244,88.25739306471176,0.6957605985037406,0.7955112219451371,0.7955112219451371,False
right,0.20026193211042898,103.73840807851474,0.5187032418952618,0.655860349127182,0.655860349127182,False
right,0.16471782209130026,94.35022815470346,0.48129675810473815,0.6334164588528678,0.6334164588528678,False
right,-0.46334329270151253,-291.6245592140262,0.012468827930174564,0.06234413965087282,0.06234413965087282,False
right,0.14617358149579063,54.21840149782985,0.5586034912718204,0.6309226932668329,0.6309226932668329,False
right,-0.18873683308274308,-144.99160108535747,0.5261845386533666,0.6882793017456359,0.6882793017456359,False
right,-0.3377552205745846,-153.08191746170067,0.06483790523690773,0.1546134663341646,0.1546134663341646,False
left,-0.1613884617890856,-101.11205897063064,0.5985037406483791,0.7281795511221946,0.7281795511221946,False
right,0.06511279277595759,30.785100709928486,0.9027431421446384,0.9326683291770573,0.9326683291770573,False
right,-0.30122929565368256,-113.77209282305904,0.09725685785536159,0.2119700748129676,0.2119700748129676,False
left,0.17504816860744568,76.90245919908335,0.5635910224438903,0.600997506234414,0.600997506234414,False
left,0.5799925449924094,412.2050281198602,0.0024937655860349127,0.02493765586034913,0.02493765586034913,True
right,-0.4048140400345621,-185.57729238853392,0.032418952618453865,0.08478802992518704,0.08478802992518704,False
left,-0.2915789832930531,-201.6887868305406,0.30423940149625933,0.42144638403990026,0.42144638403990026,False
right,-0.12046627492989244,-66.46912542997832,0.7082294264339152,0.8329177057356608,0.8329177057356608,False
right,-0.08321419114721938,-38.86793459682417,0.8478802992518704,0.9226932668329177,0.9226932668329177,False
right,-0.26768735870164784,-176.38531505828476,0.26433915211970077,0.38902743142144636,0.38902743142144636,False
right,-0.12387933099988019,-52.421544305756576,0.7506234413965087,0.7880299251870324,0.7880299251870324,False
right,0.33657547010929045,139.43146185700826,0.08977556109725686,0.11221945137157108,0.11221945137157108,False
right,0.2989280005835206,120.02337105494568,0.10224438902743142,0.2942643391521197,0.2942643391521197,False
left,-0.20248175543693622,-168.4902818249819,0.4339152119700748,0.6334164588528678,0.6334164588528678,False
left,0.35394396241190723,187.08380281192004,0.04239401496259352,0.09226932668329177,0.09226932668329177,False
right,0.4655811013196479,266.8355332362632,0.017456359102244388,0.057356608478802994,0.057356608478802994,False
right,-0.23138377270616228,-109.36188930791636,0.19201995012468828,0.4114713216957606,0.4114713216957606,False
left,-0.20912503493354176,-97.74054049255135,0.33665835411471323,0.5062344139650873,0.5062344139650873,False
right,0.45480670518735505,265.9392496300708,0.00997506234413965,0.06483790523690773,0.06483790523690773,False
left,-0.06392417769252885,-31.02085964836794,0.8902743142144638,0.9276807980049875,0.9276807980049875,False
left,-0.21735118488118788,-126.15819239476868,0.3092269326683292,0.5112219451371571,0.5112219451371571,False
left,-0.1547817263479404,-78.80386151757024,0.6309226932668329,0.7032418952618454,0.7032418952618454,False
left,-0.06443177262510281,-28.695064601826445,0.9226932668329177,0.912718204488778,0.9226932668329177,False
right,0.3835184629729536,156.88911746436546,0.02493765586034913,0.06234413965087282,0.06234413965087282,False
left,0.11420122965053192,52.69636789003258,0.7032418952618454,0.8129675810473815,0.8129675810473815,False
right,-0.16242924399247585,-73.06424736467997,0.42144638403990026,0.5860349127182045,0.5860349127182045,False
left,-0.2690472857852542,-131.48829829325442,0.20698254364089774,0.33665835411471323,0.33665835411471323,False
left,0.25897847977577865,167.1740878440602,0.26683291770573564,0.5037406483790524,0.5037406483790524,False
right,0.09892069235041552,51.31428727807968,0.8553615960099751,0.912718204488778,0.912718204488778,False
left,-0.17388207468586633,-124.13506801040153,0.57356608478803,0.7306733167082294,0.7306733167082294,False
left,0.3807413235503503,195.9378982607006,0.00997506234413965,0.04987531172069826,0.04987531172069826,True
left,0.20740176553709155,151.7868974396687,0.4713216957605985,0.683291770573566,0.683291770573566,False
right,-0.28933943423763175,-150.42766938301486,0.1571072319201995,0.32917705735660846,0.32917705735660846,False
right,0.17714443709804975,127.0473664571134,0.6608478802992519,0.743142144638404,0.743142144638404,False
left,-0.19094406033131509,-125.62355039595896,0.5610972568578554,0.6708229426433915,0.6708229426433915,False
left,0.07751614153876148,49.38303500332408,0.912718204488778,0.9600997506234414,0.9600997506234414,False
left,0.16976858660366134,101.81260473786246,0.5461346633416458,0.6259351620947631,0.6259351620947631,False
right,0.47279650587964445,268.4994466247976,0.03740648379052369,0.04488778054862843,0.04488778054862843,True
left,-0.19829645731517323,-78.52202627225697,0.36159600997506236,0.47381546134663344,0.47381546134663344,False
right,-0.28016362588197163,-150.31774649305984,0.1970074812967581,0.23940149625935161,0.23940149625935161,False
right,-0.4721401850351658,-196.2711843760358,0.0024937655860349127,0.004987531172069825,0.004987531172069825,True
left,0.37126777373830877,252.9104571703582,0.13216957605985039,0.2194513715710723,0.2194513715710723,False
right,-0.14356099671554942,-74.1861072026496,0.6134663341645885,0.7456359102244389,0.7456359102244389,False
left,-0.2419946316679318,-83.12760988638125,0.10473815461346633,0.23192019950124687,0.23192019950124687,False
right,0.16919892232018596,76.27948883464468,0.516209476309227,0.6384039900249376,0.6384039900249376,False
left,-0.0836164144517183,-58.6283640971043,0.8703241895261845,0.8952618453865336,0.8952618453865336,False
right,0.19708285630014935,104.36956648284915,0.43640897755610975,0.5386533665835411,0.5386533665835411,False
left,-0.1440727137318635,-52.110539561449265,0.48877805486284287,0.6109725685785536,0.6109725685785536,False
right,0.3776264881778198,198.76348687600583,0.04488778054862843,0.10972568578553615,0.10972568578553615,False
left,0.40303692242036193,184.200585706674,0.032418952618453865,0.08977556109725686,0.08977556109725686,False
right,0.1971731434312125,117.54656048877669,0.5860349127182045,0.6309226932668329,0.6309226932668329,False
right,-0.24245713374289404,-118.71247422717886,0.2793017456359102,0.42144638403990026,0.42144638403990026,False
right,0.12823749688436145,54.91523284130126,0.6783042394014963,0.8054862842892768,0.8054862842892768,False
right,-0.5634722079215236,-376.00735312464127,0.0024937655860349127,0.012468827930174564,0.012468827930174564,True
left,0.28930610293066933,168.08729296996793,0.256857855361596,0.2967581047381546,0.2967581047381546,False
left,0.32285049844023284,216.32390457677755,0.059850374064837904,0.26932668329177056,0.26932668329177056,False
right,0.33045667548146473,219.764546360239,0.059850374064837904,0.20199501246882792,0.20199501246882792,False
left,0.4061045777495853,168.29564929758615,0.014962593516209476,0.07231920199501247,0.07231920199501247,False
right,-0.3971492361004857,-227.91875974525365,0.017456359102244388,0.10224438902743142,0.10224438902743142,False
right,-0.7473345785967354,-533.1339922847475,0.0024937655860349127,0.004987531172069825,0.004987531172069825,True
right,0.24280687045748406,121.89331811771072,0.32418952618453867,0.4314214463840399,0.4314214463840399,False
right,-0.1955233354258841,-87.49071299877569,0.3491271820448878,0.6159600997506235,0.6159600997506235,False
left,-0.38336587082061147,-216.2799034602833,0.04239401496259352,0.10972568578553615,0.10972568578553615,False
left,-0.19224138110125696,-132.25923248588276,0.5037406483790524,0.6184538653366584,0.6184538653366584,False
left,-0.3599389932250393,-264.3311713083691,0.0798004987531172,0.27680798004987534,0.27680798004987534,False
right,0.3099582045712672,150.52424435197892,0.12468827930174564,0.2169576059850374,0.2169576059850374,False
right,0.21508387329530212,101.22708854115182,0.4937655860349127,0.6658354114713217,0.6658354114713217,False
right,-0.20305433288383704,-100.81263036699504,0.3940149625935162,0.4837905236907731,0.4837905236907731,False
right,-0.0262035487312013,-9.737674649336027,0.9875311720698254,0.9850374064837906,0.9875311720698254,False
left,-0.008380363688908276,-4.474786211666438,0.9975062344139651,1.0,1.0,False
right,0.08854223934627783,41.137848376699175,0.8478802992518704,0.9027431421446384,0.9027431421446384,False
left,-0.12944356909192453,-85.89190846276892,0.7780548628428927,0.8229426433915212,0.8229426433915212,False
right,0.1797233193751436,52.49219747737403,0.5461346633416458,0.5935162094763092,0.5935162094763092,False
left,0.5214207540592394,351.78198897215384,0.029925187032418952,0.07231920199501247,0.07231920199501247,False
left,0.1720521033544272,122.44671551584528,0.5910224438902744,0.7107231920199502,0.7107231920199502,False
right,-0.32610294836835446,-182.45334667462987,0.16458852867830423,0.2892768079800499,0.2892768079800499,False
left,0.09548632999714235,41.578180732897096,0.7630922693266833,0.8129675810473815,0.8129675810473815,False
right,-0.2974489823032794,-191.89533196773937,0.29177057356608477,0.3541147132169576,0.3541147132169576,False
left,-0.26939705572178957,-156.45244337095264,0.23690773067331672,0.4239401496259352,0.4239401496259352,False
right,-0.2545652236453946,-137.22265602794224,0.2892768079800499,0.4688279301745636,0.4688279301745636,False
right,-0.13351064771741564,-74.23570808089887,0.743142144638404,0.8029925187032418,0.8029925187032418,False
right,0.38274549124778046,236.2897582832779,0.08229426433915212,0.1970074812967581,0.1970074812967581,False
right,-0.30610159045257784,-191.2827986020487,0.09476309226932668,0.3167082294264339,0.3167082294264339,False
left,-0.40473188939712884,-195.78797103326863,0.029925187032418952,0.06234413965087282,0.06234413965087282,False
right,0.3636872383333882,217.4859808234401,0.057356608478802994,0.18453865336658354,0.18453865336658354,False
right,-0.16597378896800283,-61.60164582201209,0.5586034912718204,0.571072319201995,0.571072319201995,False
left,0.08507485111582593,56.57880544000967,0.8403990024937655,0.9201995012468828,0.9201995012468828,False
right,0.2424199640866302,168.13991001801728,0.47381546134663344,0.5785536159600998,0.5785536159600998,False
left,0.07906178542400105,62.524294127371434,0.9152119700748129,0.940149625935162,0.940149625935162,False
left,-0.24695554190399147,-119.42630994007733,0.3541147132169576,0.4114713216957606,0.4114713216957606,False
right,-0.17973714567719867,-103.29691858461479,0.513715710723192,0.6658354114713217,0.6658354114713217,False
right,-0.2925263369545189,-185.17038104377272,0.11221945137157108,0.4538653366583541,0.4538653366583541,False
right,0.2451842180386106,124.07406767013188,0.24688279301745636,0.43640897755610975,0.43640897755610975,False
left,-0.46744648138989253,-255.46568085086136,0.012468827930174564,0.022443890274314215,0.022443890274314215,True
right,-0.3273222848866602,-210.87149088802292,0.13216957605985039,0.26683291770573564,0.26683291770573564,False
right,0.41615671590195397,172.42954773203698,0.04987531172069826,0.10224438902743142,0.10224438902743142,False
left,0.09473473517654253,42.58954502087639,0.8054862842892768,0.8778054862842892,0.8778054862842892,False
left,0.26997003883963794,232.91686059404702,0.456359102244389,0.4937655860349127,0.4937655860349127,False
left,-0.33892314217488606,-243.0034846676347,0.06483790523690773,0.26932668329177056,0.26932668329177056,False
right,-0.12794370307287772,-83.6612045709097,0.7456359102244389,0.8428927680798005,0.8428927680798005,False
right,0.13190828801222335,73.32824850785683,0.6733167082294265,0.7880299251870324,0.7880299251870324,False
right,0.20429160013296743,97.63504728984739,0.4314214463840399,0.49625935162094764,0.49625935162094764,False
right,0.19864783447001333,117.8558778997218,0.5910224438902744,0.6059850374064838,0.6059850374064838,False
left,-0.054764791006987175,-25.357064844511946,0.912718204488778,0.9376558603491272,0.9376558603491272,False
right,-0.2889355594905188,-112.54716899950819,0.11221945137157108,0.18453865336658354,0.18453865336658354,False
left,-0.13663669871978246,-87.3194071609928,0.6957605985037406,0.7930174563591023,0.7930174563591023,False
right,-0.2215414466351554,-107.43547010301394,0.3566084788029925,0.4688279301745636,0.4688279301745636,False
right,0.39613641127630067,256.41534862150314,0.04239401496259352,0.16708229426433915,0.16708229426433915,False
