template,wcorr,slope,p_circ,p_perm,max_p,significant
right,-0.28775735564413596,-201.82278010005797,0.20448877805486285,0.39900249376558605,0.39900249376558605,False
left,0.05338285250957147,40.110667014759116,0.9451371571072319,0.9600997506234414,0.9600997506234414,False
left,-0.1296469558894879,-61.95923343107905,0.6932668329177057,0.8029925187032418,0.8029925187032418,False
right,-0.24723050674318214,-130.54076983402828,0.2344139650872818,0.3516209476309227,0.3516209476309227,False
right,-0.3519173069825437,-190.65034002509108,0.09725685785536159,0.2543640897755611,0.2543640897755611,False
right,-0.030022528538844833,-12.670037756823218,0.9800498753117207,0.9875311720698254,0.9875311720698254,False
right,-0.10040266909958226,-57.96662325740187,0.8553615960099751,0.85785536159601,0.85785536159601,False
left,-0.23004656554576,-162.01058126600628,0.4114713216957606,0.57356608478803,0.57356608478803,False
left,0.3911250985640699,162.13637384320816,0.004987531172069825,0.034912718204488775,0.034912718204488775,True
left,-0.33291204701311333,-217.50640407220823,0.18703241895261846,0.314214463840399,0.314214463840399,False
right,0.18972123284252868,130.74651661501056,0.513715710723192,0.7306733167082294,0.7306733167082294,False
right,0.2775394033307067,187.38679105064915,0.2543640897755611,0.4538653366583541,0.4538653366583541,False
left,-0.26869315301830116,-142.47013928153558,0.2718204488778055,0.3790523690773067,0.3790523690773067,False
right,-0.1328140011707833,-82.06122707660685,0.7107231920199502,0.8453865336658354,0.8453865336658354,False
right,0.3171215045364594,166.30941144982742,0.09975062344139651,0.23690773067331672,0.23690773067331672,False
right,0.2158777583784166,154.0467147115892,0.4763092269326683,0.5985037406483791,0.5985037406483791,False
right,0.35788976030039293,240.11249114022343,0.14463840399002495,0.28428927680798005,0.28428927680798005,False
right,-0.12536175792610738,-66.9126954242957,0.6807980049875312,0.7905236907730673,0.7905236907730673,False
left,-0.39905882550166283,-169.63258780973305,0.007481296758104738,0.0399002493765586,0.0399002493765586,True
left,0.3364113464521388,236.75137547362021,0.10224438902743142,0.2942643391521197,0.2942643391521197,False
right,-0.3245508670503061,-137.30004770988515,0.0199501246882793,0.12718204488778054,0.12718204488778054,False
left,0.1349402832402095,75.15954197647753,0.6334164588528678,0.770573566084788,0.770573566084788,False
left,-0.2948661441267644,-185.9243513335796,0.18453865336658354,0.4389027431421446,0.4389027431421446,False
left,-0.1066432695510013,-65.03763974579785,0.830423940149626,0.827930174563591,0.830423940149626,False
left,-0.3185011729058535,-173.68895806273633,0.17206982543640897,0.314214463840399,0.314214463840399,False
right,-0.31755768284366626,-197.03030834200914,0.0773067331670823,0.38403990024937656,0.38403990024937656,False
right,0.3623586176131891,239.8670477639668,0.07231920199501247,0.24189526184538654,0.24189526184538654,False
right,0.607845404515358,326.55493649663146,0.0024937655860349127,0.007481296758104738,0.007481296758104738,True
left,-0.712361598685936,-519.46198911131,0.0024937655860349127,0.0024937655860349127,0.0024937655860349127,True
left,0.15400336417278854,84.0815290005796,0.6209476309226932,0.770573566084788,0.770573566084788,False
