template,wcorr,slope,p_circ,p_perm,max_p,epoch,event,t0,dur,n_active,significant,fwd
left,0.3588291432792622,170.5290141991898,0.04987531172069826,0.12967581047381546,0.12967581047381546,PRE,1893,8740.69,0.3999999999996362,48,False,False
left,0.014725726290482808,7.938013290474025,0.9975062344139651,0.9975062344139651,0.9975062344139651,PRE,1894,8741.58,0.31999999999970896,45,False,False
right,-0.319284227146369,-171.5726052638401,0.11471321695760599,0.26433915211970077,0.26433915211970077,PRE,1896,8743.14,0.28000000000065484,34,False,False
right,-0.16913208050801978,-67.72455909661603,0.47880299251870323,0.5885286783042394,0.5885286783042394,PRE,1897,8748.81,0.4500000000007276,61,False,False
right,-0.3900387867908035,-203.26747293751626,0.0399002493765586,0.13466334164588528,0.13466334164588528,PRE,1900,8753.29,0.3099999999994907,48,False,False
left,-0.17303479510302142,-100.52942510648568,0.46384039900249374,0.5810473815461347,0.5810473815461347,PRE,1901,8761.71,0.3000000000010914,36,False,True
right,0.42102122389185337,213.35668373663526,0.057356608478802994,0.12718204488778054,0.12718204488778054,PRE,1902,8762.38,0.27000000000043656,27,False,True
left,0.2546824358216867,139.61097905425257,0.26932668329177056,0.4389027431421446,0.4389027431421446,PRE,1905,8769.92,0.27000000000043656,26,False,False
left,-0.06756628943557846,-29.071317750663344,0.8503740648379052,0.9077306733167082,0.9077306733167082,PRE,1907,8803.05,0.3900000000012369,54,False,True
right,-0.23733730242983317,-99.63803747449023,0.1770573566084788,0.40648379052369077,0.40648379052369077,PRE,1912,8820.42,0.32999999999992724,31,False,False
left,0.26576219744604834,111.46510027341459,0.1596009975062344,0.2892768079800499,0.2892768079800499,PRE,1913,8820.9,0.42000000000007276,54,False,False
right,-0.07482008698316255,-48.09693808518348,0.9276807980049875,0.9501246882793017,0.9501246882793017,PRE,1917,8834.84,0.2600000000002183,40,False,False
right,0.14144436394672213,89.84393085472297,0.6608478802992519,0.800498753117207,0.800498753117207,PRE,1920,8836.73,0.2600000000002183,27,False,True
left,0.39870202365571816,171.45045048889037,0.00997506234413965,0.04987531172069826,0.04987531172069826,PRE,1925,8846.28,0.3899999999994179,46,True,False
right,0.5220480477354472,336.14110968956317,0.004987531172069825,0.04738154613466334,0.04738154613466334,PRE,1926,8846.87,0.26999999999861757,29,True,True
right,0.43020469877661666,198.09091513866738,0.007481296758104738,0.06733167082294264,0.06733167082294264,PRE,1936,9047.65,0.4099999999998545,70,False,True
left,0.10305309488044702,69.15507163533546,0.8054862842892768,0.8403990024937655,0.8403990024937655,PRE,1939,9058.42,0.3099999999994907,56,False,False
right,0.03681101787845824,17.531434982813423,0.9775561097256857,0.9850374064837906,0.9850374064837906,PRE,1948,9119.87,0.36999999999898137,55,False,True
left,-0.341778635749201,-177.9696537191773,0.11970074812967581,0.20199501246882792,0.20199501246882792,PRE,1950,9122.46,0.32000000000152795,50,False,True
left,0.36327085306312784,216.70368753937137,0.03740648379052369,0.13216957605985039,0.13216957605985039,PRE,1956,9129.13,0.3000000000010914,19,False,False
left,0.15025747563349906,95.51004978413197,0.5935162094763092,0.7581047381546134,0.7581047381546134,PRE,1958,9134.21,0.27000000000043656,35,False,False
right,0.12779402003338208,65.4880897523197,0.6234413965087282,0.7805486284289277,0.7805486284289277,PRE,1959,9134.82,0.3000000000010914,31,False,True
right,-0.2657777139089025,-121.69838019158139,0.16209476309226933,0.2892768079800499,0.2892768079800499,PRE,1963,9144.61,0.3999999999996362,50,False,False
left,0.5001577322104598,333.45963258324866,0.007481296758104738,0.07481296758104738,0.07481296758104738,PRE,1964,9146.05,0.28000000000065484,49,False,False
left,0.3088264825727771,157.94781113207662,0.13216957605985039,0.23940149625935161,0.23940149625935161,PRE,1971,9165.65,0.3999999999996362,61,False,False
left,-0.11310576079497815,-53.90740466909357,0.7381546134663342,0.7805486284289277,0.7805486284289277,PRE,1974,9170.25,0.42000000000007276,57,False,True
left,0.18523436830545426,76.50153279321852,0.428927680798005,0.5411471321695761,0.5411471321695761,PRE,1976,9175.23,0.3999999999996362,39,False,False
right,-0.21344655529840226,-97.13937896938933,0.23192019950124687,0.4089775561097257,0.4089775561097257,PRE,1989,9209.27,0.42000000000007276,50,False,False
left,0.48631288325570715,375.6504445329192,0.017456359102244388,0.09975062344139651,0.09975062344139651,PRE,1991,9221.71,0.2600000000002183,38,False,False
right,-0.17840352626015743,-112.32979202865198,0.4937655860349127,0.683291770573566,0.683291770573566,PRE,1998,9233.86,0.2899999999990541,38,False,False
left,0.1839601621240743,111.15905881588961,0.5760598503740648,0.6683291770573566,0.6683291770573566,PRE,1999,9234.93,0.2899999999990541,29,False,False
left,-0.05959051027373674,-28.965960806000307,0.9077306733167082,0.9451371571072319,0.9451371571072319,PRE,2002,9243.52,0.4099999999998545,46,False,True
right,-0.43895081632129973,-235.1954055525025,0.017456359102244388,0.0773067331670823,0.0773067331670823,PRE,2018,9307.82,0.28000000000065484,45,False,False
left,-0.20681075987570074,-94.27585681041789,0.3491271820448878,0.4314214463840399,0.4314214463840399,PRE,2023,9317.08,0.3600000000005821,44,False,True
left,-0.05867132309981795,-29.395333161750443,0.9226932668329177,0.9551122194513716,0.9551122194513716,PRE,2025,9326.34,0.3500000000003638,30,False,True
right,0.21793217366474057,177.94557439153823,0.3765586034912718,0.5660847880299252,0.5660847880299252,PRE,2030,9345.57,0.25,38,False,True
left,-0.3675209565710739,-199.36667741748096,0.00997506234413965,0.13466334164588528,0.13466334164588528,PRE,2032,9347.97,0.32000000000152795,31,False,True
left,0.10823821461371011,51.89635157272312,0.7331670822942643,0.830423940149626,0.830423940149626,PRE,2037,9358.93,0.37999999999919964,32,False,False
right,0.18429776509191195,82.16726456691731,0.4114713216957606,0.5361596009975063,0.5361596009975063,PRE,2041,9378.81,0.3999999999996362,63,False,True
right,-0.19439846207414554,-105.26598761887331,0.30673316708229426,0.5835411471321695,0.5835411471321695,PRE,2042,9379.24,0.31999999999970896,32,False,False
left,-0.05519312880008027,-28.62185525327218,0.9451371571072319,0.9301745635910225,0.9451371571072319,PRE,2050,9398.48,0.3100000000013097,38,False,True
left,0.2625704408740536,145.85853067367302,0.26433915211970077,0.38902743142144636,0.38902743142144636,PRE,2051,9401.46,0.28000000000065484,33,False,False
left,0.17478436760335203,93.15761753954196,0.47381546134663344,0.5211970074812967,0.5211970074812967,PRE,2058,9405.43,0.2999999999992724,31,False,False
left,-0.08846468760954104,-51.78373408703095,0.827930174563591,0.9226932668329177,0.9226932668329177,PRE,2062,9425.56,0.28000000000065484,29,False,True
right,0.15286537266661968,81.38551124543984,0.5511221945137157,0.683291770573566,0.683291770573566,PRE,2064,9433.99,0.3000000000010914,46,False,True
left,-0.23016453499971118,-149.74426063524328,0.32418952618453867,0.5610972568578554,0.5610972568578554,PRE,2067,9442.62,0.2899999999990541,51,False,True
left,-0.25203465087202215,-136.9976795113814,0.23192019950124687,0.38403990024937656,0.38403990024937656,PRE,2074,9475.5,0.31999999999970896,33,False,True
right,-0.1205734372103788,-78.61363310970759,0.7955112219451371,0.8678304239401496,0.8678304239401496,PRE,2076,9477.73,0.3000000000010914,34,False,False
right,0.4221404877091445,298.6767296948869,0.034912718204488775,0.1596009975062344,0.1596009975062344,PRE,2079,9492.99,0.25,36,False,True
right,-0.14361920524757962,-74.51369592350814,0.5835411471321695,0.7630922693266833,0.7630922693266833,PRE,2080,9502.53,0.32999999999992724,32,False,False
right,0.2800690245045503,141.42142019490922,0.20947630922693267,0.22443890274314215,0.22443890274314215,PRE,2081,9505.33,0.37999999999919964,49,False,True
right,0.14870979615903115,89.33377535013088,0.6483790523690773,0.7182044887780549,0.7182044887780549,PRE,2084,9520.62,0.2999999999992724,41,False,True
left,0.22518885370340277,130.98676851024726,0.24189526184538654,0.2967581047381546,0.2967581047381546,PRE,2085,9522.21,0.2900000000008731,35,False,False
left,-0.556616581255135,-413.4713725164755,0.007481296758104738,0.022443890274314215,0.022443890274314215,PRE,2086,9542.42,0.27000000000043656,40,True,True
left,-0.4445393398150131,-286.9183800235996,0.0199501246882793,0.09226932668329177,0.09226932668329177,PRE,2087,9545.79,0.2599999999983993,41,False,True
right,0.2219493738220333,119.47462926013519,0.38403990024937656,0.57356608478803,0.57356608478803,PRE,2088,9546.27,0.2899999999990541,43,False,True
left,-0.1868825466047085,-84.23645946416863,0.3940149625935162,0.5311720698254364,0.5311720698254364,PRE,2092,9558.83,0.4400000000005093,51,False,True
left,-0.19097297380392836,-130.36824476196713,0.5910224438902744,0.7032418952618454,0.7032418952618454,PRE,2097,9573.38,0.2600000000002183,35,False,True
right,0.12676695763548124,72.50540520962315,0.7655860349127181,0.7855361596009975,0.7855361596009975,PRE,2103,9604.01,0.3099999999994907,42,False,True
left,-0.4970079984974807,-356.57155403840966,0.014962593516209476,0.06234413965087282,0.06234413965087282,PRE,2104,9606.82,0.27000000000043656,44,False,True
right,0.27191543672850516,134.6683167033626,0.286783042394015,0.3167082294264339,0.3167082294264339,PRE,2106,9614.64,0.2900000000008731,37,False,True
right,-0.19807880921255075,-97.36267118813414,0.46384039900249374,0.5461346633416458,0.5461346633416458,PRE,2107,9615.1,0.31999999999970896,46,False,False
left,0.16243992086520284,106.09535218802756,0.6483790523690773,0.7331670822942643,0.7331670822942643,PRE,2112,9624.05,0.2600000000002183,32,False,False
left,0.09999980684234959,58.91474523570197,0.8254364089775561,0.8827930174563591,0.8827930174563591,PRE,2120,9646.66,0.3099999999994907,39,False,False
right,0.20274839162965486,101.06359550528737,0.428927680798005,0.49875311720698257,0.49875311720698257,PRE,2123,9648.0,0.3400000000001455,44,False,True
left,-0.47187773733748284,-322.18751675878934,0.00997506234413965,0.03740648379052369,0.03740648379052369,PRE,2125,9662.22,0.3000000000010914,44,True,True
left,-0.32069237596060396,-160.15360324423173,0.0798004987531172,0.16957605985037408,0.16957605985037408,PRE,2129,9678.76,0.3999999999996362,40,False,True
right,-0.2566945683145399,-156.12200623099895,0.3316708229426434,0.4613466334164589,0.4613466334164589,PRE,2131,9685.76,0.25,25,False,False
left,-0.14719528098476917,-69.63342679620766,0.5261845386533666,0.6633416458852868,0.6633416458852868,PRE,2137,9704.57,0.3600000000005821,33,False,True
left,0.09395705664367036,66.99674592531869,0.8678304239401496,0.9152119700748129,0.9152119700748129,PRE,2141,9719.87,0.2599999999983993,29,False,False
left,0.07155956234341541,45.705085735007366,0.8603491271820449,0.9301745635910225,0.9301745635910225,PRE,2148,9730.94,0.26999999999861757,31,False,False
right,-0.24248406129918923,-141.58018735657805,0.314214463840399,0.3940149625935162,0.3940149625935162,PRE,2150,9731.74,0.2600000000002183,26,False,False
right,0.05582629182005501,39.52315586637017,0.9501246882793017,0.9576059850374065,0.9576059850374065,PRE,2151,9732.17,0.2600000000002183,32,False,True
right,-0.4190444392708337,-207.63586062576158,0.029925187032418952,0.0798004987531172,0.0798004987531172,PRE,2160,9755.03,0.3400000000001455,39,False,False
left,-0.30301932854575575,-179.47914039428295,0.1596009975062344,0.30174563591022446,0.30174563591022446,PRE,2161,9758.71,0.3000000000010914,34,False,True
right,-0.3386633934913778,-127.00516187136259,0.05486284289276808,0.1172069825436409,0.1172069825436409,PRE,2167,10015.35,0.4599999999991269,58,False,False
right,0.42503868599827127,193.11117135523992,0.004987531172069825,0.057356608478802994,0.057356608478802994,PRE,2169,10020.88,0.28000000000065484,30,False,True
right,0.40394092465235115,174.16552324246953,0.014962593516209476,0.04987531172069826,0.04987531172069826,PRE,2174,10042.82,0.4500000000007276,68,True,True
right,-0.16918059850159436,-75.10915150534743,0.4389027431421446,0.5660847880299252,0.5660847880299252,PRE,2184,10097.78,0.4399999999986903,71,False,False
left,-0.39244769413371566,-205.40864708947413,0.0199501246882793,0.059850374064837904,0.059850374064837904,PRE,2185,10099.0,0.3600000000005821,34,False,True
right,-0.2547854879463941,-195.6131270235633,0.3765586034912718,0.5660847880299252,0.5660847880299252,PRE,2188,10109.41,0.25,44,False,False
left,0.10908102108893693,61.38985794454286,0.743142144638404,0.800498753117207,0.800498753117207,PRE,2192,10124.73,0.2900000000008731,45,False,False
left,0.25213242025655325,99.9125710649149,0.18703241895261846,0.23940149625935161,0.23940149625935161,PRE,2195,10141.44,0.4099999999998545,44,False,False
left,-0.4685987291597188,-324.22825082398685,0.017456359102244388,0.07231920199501247,0.07231920199501247,PRE,2201,10159.84,0.28000000000065484,29,False,True
right,0.07613048467900035,36.468170466328836,0.8329177057356608,0.9052369077306733,0.9052369077306733,PRE,2205,10176.36,0.3499999999985448,52,False,True
right,-0.14534192409815147,-68.16021250107154,0.5960099750623441,0.6408977556109726,0.6408977556109726,PRE,2213,10201.24,0.31999999999970896,30,False,False
right,0.22043955827966533,108.55525353056211,0.3266832917705736,0.4089775561097257,0.4089775561097257,PRE,2217,10204.86,0.31999999999970896,30,False,True
right,0.428908330158433,229.96923084481125,0.022443890274314215,0.07231920199501247,0.07231920199501247,PRE,2223,10222.82,0.3099999999994907,34,False,True
left,-0.12872164869178976,-53.11412667395753,0.5561097256857855,0.7406483790523691,0.7406483790523691,PRE,2232,10256.18,0.43000000000029104,54,False,True
right,-0.17771102628219243,-67.73244213502805,0.24189526184538654,0.49625935162094764,0.49625935162094764,PRE,2234,10269.05,0.48000000000138243,49,False,False
left,-0.18539264585478693,-105.92083149640563,0.5386533665835411,0.628428927680798,0.628428927680798,PRE,2235,10270.85,0.31999999999970896,54,False,True
right,0.47533259414830903,288.53023127449273,0.02743142144638404,0.11471321695760599,0.11471321695760599,PRE,2249,10305.34,0.25,38,False,True
left,-0.42088490526135525,-312.2297921653311,0.04488778054862843,0.13216957605985039,0.13216957605985039,PRE,2256,10316.98,0.2600000000002183,25,False,True
right,0.3672505995327942,159.93041786783658,0.02493765586034913,0.10473815461346633,0.10473815461346633,PRE,2261,10324.04,0.2899999999990541,34,False,True
left,-0.08560372827129423,-63.169325484076445,0.8753117206982544,0.9077306733167082,0.9077306733167082,PRE,2264,10331.28,0.26999999999861757,32,False,True
left,0.242369355532872,101.52542307640286,0.3167082294264339,0.2967581047381546,0.3167082294264339,PRE,2267,10345.7,0.3899999999994179,45,False,False
right,-0.5545281120955142,-431.4465549694219,0.00997506234413965,0.04738154613466334,0.04738154613466334,PRE,2269,10348.35,0.2600000000002183,38,True,False
right,-0.5292433931811317,-397.3647857005398,0.004987531172069825,0.04239401496259352,0.04239401496259352,PRE,2275,10363.36,0.25,44,True,False
right,0.4369647433008428,277.72495206593317,0.014962593516209476,0.12967581047381546,0.12967581047381546,PRE,2280,10384.66,0.2600000000002183,37,False,True
left,0.19028381510476472,143.02468091395667,0.44389027431421446,0.6783042394014963,0.6783042394014963,PRE,2283,10397.64,0.25,42,False,False
left,0.23405888857153623,130.43291359131152,0.36658354114713215,0.5361596009975063,0.5361596009975063,PRE,2285,10399.28,0.3099999999994907,55,False,False
left,0.6565984516358072,459.7540517616903,0.0024937655860349127,0.0024937655860349127,0.0024937655860349127,PRE,2290,10419.8,0.27000000000043656,37,True,False
right,-0.18549147775602176,-77.38624048337826,0.286783042394015,0.486284289276808,0.486284289276808,PRE,2292,10422.37,0.32999999999992724,32,False,False
left,0.19789901080495542,82.37480609405263,0.2743142144638404,0.5311720698254364,0.5311720698254364,PRE,2296,10446.6,0.43000000000029104,48,False,False
left,-0.4654287488328219,-260.3323223826232,0.014962593516209476,0.05486284289276808,0.05486284289276808,PRE,2300,10454.53,0.3599999999987631,45,False,True
left,0.29327025178474736,223.46456194571743,0.16957605985037408,0.34663341645885287,0.34663341645885287,PRE,2302,10460.59,0.2600000000002183,40,False,False
left,0.3070030834446179,175.57310956277595,0.09725685785536159,0.2344139650872818,0.2344139650872818,PRE,2306,10467.22,0.3100000000013097,34,False,False
right,0.35161817710874543,185.98300702183698,0.07481296758104738,0.2144638403990025,0.2144638403990025,PRE,2307,10467.63,0.32000000000152795,41,False,True
left,-0.20002189214187233,-109.11530110326473,0.3915211970074813,0.5461346633416458,0.5461346633416458,PRE,2311,10472.89,0.37000000000080036,52,False,True
right,0.5146085783084825,359.93761167107243,0.00997506234413965,0.07231920199501247,0.07231920199501247,PRE,2315,10495.12,0.27999999999883585,42,False,True
left,-0.15764075831657656,-69.95367723808914,0.5012468827930174,0.6458852867830424,0.6458852867830424,PRE,2317,10500.99,0.43000000000029104,50,False,True
left,-0.42170540654137717,-236.55917128657165,0.007481296758104738,0.05236907730673317,0.05236907730673317,PRE,2319,10512.63,0.3100000000013097,44,False,True
right,-0.28536588835389715,-146.52878241876718,0.13466334164588528,0.18453865336658354,0.18453865336658354,PRE,2321,10513.27,0.32999999999992724,35,False,False
left,-0.03312859538272786,-17.430265240691195,0.9775561097256857,0.9825436408977556,0.9825436408977556,PRE,2324,10520.04,0.31999999999970896,48,False,True
left,0.31127473965055774,143.9126159992061,0.07481296758104738,0.2344139650872818,0.2344139650872818,PRE,2325,10527.48,0.38000000000101863,41,False,False
right,-0.3125329507501032,-162.55817022068908,0.0773067331670823,0.2119700748129676,0.2119700748129676,PRE,2327,10534.01,0.31999999999970896,33,False,False
left,0.5585510320436061,354.9483928499688,0.0024937655860349127,0.02493765586034913,0.02493765586034913,PRE,2328,10538.9,0.3099999999994907,47,True,False
left,-0.1003982797644518,-40.02701410763882,0.6633416458852868,0.7531172069825436,0.7531172069825436,PRE,2329,10539.75,0.43000000000029104,47,False,True
left,-0.22658552428351877,-91.09682282796766,0.1745635910224439,0.33915211970074816,0.33915211970074816,PRE,2331,10545.31,0.4400000000005093,41,False,True
right,-0.5770627995886991,-384.6476244472333,0.004987531172069825,0.017456359102244388,0.017456359102244388,PRE,2332,10546.46,0.28000000000065484,30,True,False
left,0.21768293316341084,118.0803377960448,0.4339152119700748,0.5685785536159601,0.5685785536159601,PRE,2343,10572.91,0.2999999999992724,34,False,False
left,-0.16875624067442924,-114.35056219298701,0.5610972568578554,0.7506234413965087,0.7506234413965087,PRE,2350,10576.77,0.25,35,False,True
right,0.3354512817127675,226.7917999333466,0.0773067331670823,0.3167082294264339,0.3167082294264339,PRE,2352,10597.28,0.26999999999861757,20,False,True
right,-0.1386752135576118,-62.980462549184466,0.7182044887780549,0.7780548628428927,0.7780548628428927,PRE,2355,10604.02,0.3599999999987631,51,False,False
right,-0.5638275915743461,-361.5107819532255,0.004987531172069825,0.012468827930174564,0.012468827930174564,PRE,2359,10614.99,0.27000000000043656,40,True,False
left,0.15595112286036752,81.45566711409488,0.6359102244389028,0.7107231920199502,0.7107231920199502,PRE,2362,10624.98,0.3600000000005821,36,False,False
right,0.22940061982849883,140.22903588181552,0.5561097256857855,0.5311720698254364,0.5561097256857855,PRE,2364,10635.52,0.2600000000002183,38,False,True
left,-0.1636582697593281,-75.6274702221299,0.5685785536159601,0.6134663341645885,0.6134663341645885,PRE,2365,10636.45,0.42999999999847205,51,False,True
right,0.23983195130954754,123.48469146855378,0.2892768079800499,0.4139650872817955,0.4139650872817955,PRE,2369,10649.66,0.32999999999992724,47,False,True
left,-0.18787077579476044,-89.91183792071867,0.5037406483790524,0.6483790523690773,0.6483790523690773,PRE,2370,10652.4,0.31999999999970896,38,False,True
right,0.5312773638739695,361.22344537165196,0.012468827930174564,0.059850374064837904,0.059850374064837904,PRE,2372,10661.2,0.25,30,False,True
left,-0.24843271880634948,-108.32041528914114,0.11221945137157108,0.24438902743142144,0.24438902743142144,PRE,2373,10665.38,0.43000000000029104,53,False,True
right,0.1746377799246014,91.94035152133432,0.4389027431421446,0.7581047381546134,0.7581047381546134,PRE,2374,10671.77,0.25,43,False,True
right,0.17704331846893123,107.0524568453984,0.4912718204488778,0.6034912718204489,0.6034912718204489,PRE,2382,10685.26,0.25,26,False,True
left,0.16325751503726368,78.68969147713891,0.5336658354114713,0.6259351620947631,0.6259351620947631,PRE,2384,10695.83,0.4400000000005093,53,False,False
left,-0.3865796992826481,-235.83656816159848,0.08977556109725686,0.17955112219451372,0.17955112219451372,PRE,2389,10713.53,0.2600000000002183,34,False,True
right,-0.21677864665882446,-134.69702352529418,0.2518703241895262,0.5860349127182045,0.5860349127182045,PRE,2395,10731.23,0.28000000000065484,30,False,False
right,0.24646315233060273,149.40457845984002,0.2892768079800499,0.371571072319202,0.371571072319202,PRE,2405,10765.27,0.2899999999990541,27,False,True
left,0.0969662495487319,69.94291404227913,0.7855361596009975,0.8603491271820449,0.8603491271820449,PRE,2412,10793.51,0.25,38,False,False
left,0.3422944895716099,148.52043866112967,0.032418952618453865,0.06982543640897755,0.06982543640897755,PRE,2414,10799.11,0.4399999999986903,45,False,False
right,-0.500989501000889,-284.42785607371434,0.0024937655860349127,0.014962593516209476,0.014962593516209476,PRE,2419,10809.55,0.3000000000010914,23,True,False
left,0.11757415528266169,69.36345419451507,0.7206982543640897,0.8204488778054863,0.8204488778054863,PRE,2420,10809.9,0.31999999999970896,23,False,False
right,0.20614333714639338,92.77642999543788,0.3266832917705736,0.4613466334164589,0.4613466334164589,PRE,2421,10814.07,0.3899999999994179,47,False,True
left,0.16212398965990846,82.0110668343656,0.47381546134663344,0.5511221945137157,0.5511221945137157,PRE,2422,10820.24,0.3600000000005821,29,False,False
right,0.2763250228259562,121.71392861480733,0.16708229426433915,0.24937655860349128,0.24937655860349128,PRE,2424,10823.27,0.3999999999996362,46,False,True
left,0.38287350728102115,181.1935807936302,0.0199501246882793,0.09226932668329177,0.09226932668329177,PRE,2428,10838.05,0.38000000000101863,48,False,False
right,0.2961359465844063,146.1881473452494,0.11221945137157108,0.22693266832917705,0.22693266832917705,PRE,2430,10844.07,0.32999999999992724,37,False,True
left,0.18431658056231937,99.76788020681737,0.5411471321695761,0.628428927680798,0.628428927680798,PRE,2434,10850.31,0.3600000000005821,38,False,False
right,-0.1975475128869176,-126.39301196191302,0.4538653366583541,0.6234413965087282,0.6234413965087282,PRE,2439,10882.79,0.2999999999992724,34,False,False
right,0.2408378024770678,143.90912887716763,0.3740648379052369,0.4837905236907731,0.4837905236907731,PRE,2441,10892.23,0.31999999999970896,45,False,True
right,-0.1811327647118109,-82.12525525021253,0.41895261845386533,0.5311720698254364,0.5311720698254364,PRE,2449,10921.68,0.37999999999919964,31,False,False
left,-0.333184764707433,-185.7159568185041,0.12219451371571072,0.3316708229426434,0.3316708229426434,PRE,2450,10922.45,0.2899999999990541,47,False,True
right,0.39242245460810526,237.42474265753253,0.10473815461346633,0.11970074812967581,0.11970074812967581,PRE,2454,10930.53,0.31999999999970896,44,False,True
left,-0.2812079441268478,-115.14132086759118,0.09975062344139651,0.22942643391521197,0.22942643391521197,PRE,2456,10939.53,0.4599999999991269,45,False,True
right,0.2765652021636085,156.98938354664702,0.20947630922693267,0.26433915211970077,0.26433915211970077,PRE,2457,10953.25,0.31999999999970896,41,False,True
right,-0.4013493908211736,-230.87853769229503,0.0199501246882793,0.10473815461346633,0.10473815461346633,PRE,2459,10960.08,0.2900000000008731,39,False,False
right,0.43698308191986474,284.5652029956709,0.012468827930174564,0.12219451371571072,0.12219451371571072,PRE,2462,10966.94,0.25,39,False,True
left,-0.38934105274399744,-291.1685828216625,0.13466334164588528,0.2119700748129676,0.2119700748129676,PRE,2464,10971.23,0.2600000000002183,40,False,True
right,0.45196328034808125,266.03115525524885,0.057356608478802994,0.1371571072319202,0.1371571072319202,PRE,2465,10973.49,0.2600000000002183,32,False,True
right,0.04711457443155883,21.9918519970766,0.9376558603491272,0.9850374064837906,0.9850374064837906,PRE,2469,11010.81,0.3500000000003638,59,False,True
right,0.2716048246933903,221.11691782824974,0.3765586034912718,0.4912718204488778,0.4912718204488778,PRE,2471,11016.44,0.25,54,False,True
left,0.1570353434798574,98.72660660210337,0.6234413965087282,0.7231920199501247,0.7231920199501247,PRE,2473,11022.54,0.31999999999970896,58,False,False
left,-0.2115765685064505,-115.46416622362243,0.4164588528678304,0.543640897755611,0.543640897755611,PRE,2474,11024.18,0.31999999999970896,44,False,True
left,-0.31237313252033533,-166.81018822417738,0.06733167082294264,0.13466334164588528,0.13466334164588528,PRE,2475,11024.8,0.3100000000013097,24,False,True
left,-0.13528092872568312,-87.78773227181223,0.71571072319202,0.8104738154613467,0.8104738154613467,PRE,2476,11029.71,0.27000000000043656,33,False,True
right,-0.07070821823253148,-40.554269872196926,0.9226932668329177,0.9501246882793017,0.9501246882793017,PRE,2478,11036.29,0.27999999999883585,42,False,False
right,-0.3480222625860336,-216.4373914863241,0.04738154613466334,0.32169576059850374,0.32169576059850374,PRE,2480,11039.9,0.27000000000043656,36,False,False
right,-0.14871751116897464,-55.1021968772763,0.6134663341645885,0.6359102244389028,0.6359102244389028,PRE,2481,11041.12,0.4399999999986903,44,False,False
right,-0.16464877706472197,-79.34664351574295,0.6084788029925187,0.7231920199501247,0.7231920199501247,PRE,2484,11048.22,0.28000000000065484,40,False,False
right,-0.2297620818859497,-74.31344664157876,0.12219451371571072,0.26932668329177056,0.26932668329177056,PRE,2489,11061.98,0.47999999999956344,40,False,False
right,0.7008881685930455,471.6822512285033,0.0024937655860349127,0.004987531172069825,0.004987531172069825,PRE,2493,11084.26,0.2600000000002183,32,True,True
right,0.12681526209417482,66.70660448741191,0.685785536159601,0.8204488778054863,0.8204488778054863,PRE,2500,11101.0,0.2900000000008731,38,False,True
left,0.3819711581886292,269.25346358746896,0.057356608478802994,0.13466334164588528,0.13466334164588528,PRE,2501,11101.69,0.27999999999883585,41,False,False
right,-0.1376522306249429,-73.05381890140998,0.5012468827930174,0.7082294264339152,0.7082294264339152,PRE,2503,11110.4,0.3600000000005821,43,False,False
right,-0.10873542011098032,-36.79443039933718,0.7057356608478803,0.7805486284289277,0.7805486284289277,PRE,2504,11114.71,0.4400000000005093,48,False,False
right,0.14720809591230513,53.448558198725344,0.4837905236907731,0.6533665835411472,0.6533665835411472,PRE,2508,11129.01,0.46999999999934516,49,False,True
left,-0.11103751047288961,-60.96842562373087,0.7630922693266833,0.8254364089775561,0.8254364089775561,PRE,2509,11129.51,0.3400000000001455,28,False,True
right,0.1777097833372056,90.83205874201107,0.46633416458852867,0.6334164588528678,0.6334164588528678,PRE,2512,11137.61,0.37999999999919964,53,False,True
left,0.18942567234633162,91.1116264767276,0.32917705735660846,0.6059850374064838,0.6059850374064838,PRE,2516,11158.77,0.3899999999994179,50,False,False
left,0.11956706771568001,78.7390185465112,0.7531172069825436,0.8453865336658354,0.8453865336658354,PRE,2517,11159.22,0.2600000000002183,31,False,False
right,0.08001169016833812,57.00497462852177,0.9326683291770573,0.9351620947630923,0.9351620947630923,PRE,2519,11161.44,0.26999999999861757,43,False,True
right,-0.4131831377953092,-329.1485404949349,0.04488778054862843,0.1770573566084788,0.1770573566084788,PRE,2525,11181.39,0.2600000000002183,45,False,False
left,-0.23793126466759945,-121.65824416467972,0.24688279301745636,0.30423940149625933,0.30423940149625933,PRE,2530,11192.04,0.2999999999992724,29,False,True
left,0.359471007857387,217.99525328709115,0.09226932668329177,0.2169576059850374,0.2169576059850374,PRE,2532,11198.36,0.2600000000002183,34,False,False
right,0.211947402283257,83.50982575635895,0.22693266832917705,0.3765586034912718,0.3765586034912718,PRE,2533,11199.17,0.3899999999994179,44,False,True
right,0.15357142311375935,55.33685298119921,0.48877805486284287,0.5910224438902744,0.5910224438902744,PRE,2542,11227.75,0.47999999999956344,58,False,True
left,0.3769392794724526,206.1436408202989,0.04239401496259352,0.14214463840399003,0.14214463840399003,PRE,2545,11234.15,0.3400000000001455,32,False,False
right,-0.08024922360129128,-52.90093673123929,0.8902743142144638,0.9326683291770573,0.9326683291770573,PRE,2548,11240.78,0.25,29,False,False
left,-0.20812520925593148,-100.17297995917917,0.35910224438902744,0.516209476309227,0.516209476309227,PRE,2553,11267.08,0.3600000000005821,56,False,True
right,0.02399146983990349,13.6711371217706,0.9850374064837906,0.9925187032418953,0.9925187032418953,PRE,2555,11279.62,0.3099999999994907,43,False,True
