template,wcorr,slope,p_circ,p_perm,max_p,epoch,event,t0,dur,n_active,significant,session
right,-0.5407636073525547,-342.92616374237303,0.014962593516209476,0.04987531172069826,0.04987531172069826,POST,151,20912.45,0.2599999999983993,44,True,Achilles-10252013
left,0.49073111874401926,280.0112655887739,0.00997506234413965,0.04488778054862843,0.04488778054862843,POST,160,20942.24,0.2999999999992724,42,True,Achilles-10252013
right,-0.2072079356802242,-111.82942230438323,0.38154613466334164,0.5311720698254364,0.5311720698254364,POST,161,20943.45,0.2900000000008731,29,False,Achilles-10252013
right,0.4593304269241633,256.26808432582834,0.022443890274314215,0.07231920199501247,0.07231920199501247,POST,162,20943.76,0.27000000000043656,42,False,Achilles-10252013
left,0.2234223608310367,118.4524989538255,0.3117206982543641,0.4937655860349127,0.4937655860349127,POST,167,20958.0,0.33000000000174623,41,False,Achilles-10252013
right,0.585556811557429,302.23312354001433,0.0024937655860349127,0.004987531172069825,0.004987531172069825,POST,169,20967.86,0.36999999999898137,62,True,Achilles-10252013
right,-0.4418023231686222,-221.57283822329518,0.00997506234413965,0.034912718204488775,0.034912718204488775,POST,175,20986.12,0.2999999999992724,36,True,Achilles-10252013
left,-0.187468320375504,-118.74241068126926,0.4339152119700748,0.5910224438902744,0.5910224438902744,POST,184,21006.36,0.25,20,False,Achilles-10252013
right,-0.3294859178941207,-202.95817979524926,0.06234413965087282,0.14962593516209477,0.14962593516209477,POST,185,21006.87,0.27000000000043656,31,False,Achilles-10252013
left,-0.20829153644528686,-102.4223512952597,0.29925187032418954,0.5336658354114713,0.5336658354114713,POST,187,21010.78,0.33000000000174623,53,False,Achilles-10252013
right,-0.5261330413924646,-277.8828356559185,0.0024937655860349127,0.022443890274314215,0.022443890274314215,POST,192,21022.62,0.38000000000101863,61,True,Achilles-10252013
left,-0.07217399571318481,-29.498069624781742,0.8379052369077307,0.9177057356608479,0.9177057356608479,POST,194,21028.16,0.4500000000007276,57,False,Achilles-10252013
left,-0.14663589258620838,-60.112859494893904,0.5311720698254364,0.6583541147132169,0.6583541147132169,POST,207,21051.7,0.4500000000007276,47,False,Achilles-10252013
left,-0.29845309739461157,-187.970248197294,0.07481296758104738,0.3192019950124688,0.3192019950124688,POST,211,21059.73,0.27000000000043656,31,False,Achilles-10252013
left,-0.17344064645039128,-65.732001714325,0.4314214463840399,0.5386533665835411,0.5386533665835411,POST,212,21061.5,0.36999999999898137,25,False,Achilles-10252013
left,-0.48706535901261133,-332.512138158575,0.014962593516209476,0.07481296758104738,0.07481296758104738,POST,213,21065.79,0.2900000000008731,52,False,Achilles-10252013
left,-0.5255759014725594,-366.9814310279652,0.007481296758104738,0.034912718204488775,0.034912718204488775,POST,220,21079.76,0.26000000000203727,37,True,Achilles-10252013
right,-0.31242592416780385,-155.083180683058,0.11471321695760599,0.2169576059850374,0.2169576059850374,POST,223,21092.29,0.3400000000001455,34,False,Achilles-10252013
right,-0.16319417894227747,-60.03489158959852,0.513715710723192,0.6583541147132169,0.6583541147132169,POST,238,21163.9,0.3899999999994179,57,False,Achilles-10252013
right,0.44062122775090823,230.90322453035108,0.004987531172069825,0.0399002493765586,0.0399002493765586,POST,249,21198.46,0.3100000000013097,24,True,Achilles-10252013
left,0.280637686716733,108.21865609783562,0.059850374064837904,0.14962593516209477,0.14962593516209477,POST,251,21216.2,0.48999999999796273,53,False,Achilles-10252013
right,-0.2878471983357416,-213.9718764327397,0.30174563591022446,0.45885286783042395,0.45885286783042395,POST,255,21226.82,0.26000000000203727,37,False,Achilles-10252013
right,-0.3945930470402825,-318.5063078785778,0.14962593516209477,0.30423940149625933,0.30423940149625933,POST,259,21241.31,0.2599999999983993,53,False,Achilles-10252013
right,-0.22811329584685774,-150.42199783406588,0.3516209476309227,0.516209476309227,0.516209476309227,POST,261,21246.9,0.2599999999983993,36,False,Achilles-10252013
left,0.5102990302695325,302.73225100833116,0.0024937655860349127,0.0199501246882793,0.0199501246882793,POST,266,21264.12,0.33000000000174623,40,True,Achilles-10252013
left,0.21195436916568422,91.66126804494748,0.286783042394015,0.4488778054862843,0.4488778054862843,POST,267,21264.73,0.43000000000029104,63,False,Achilles-10252013
left,-0.35483916705185586,-171.02441202519032,0.02743142144638404,0.1571072319201995,0.1571072319201995,POST,268,21266.49,0.36999999999898137,53,False,Achilles-10252013
right,-0.09505272921284223,-47.1538066137589,0.827930174563591,0.8628428927680798,0.8628428927680798,POST,284,21314.3,0.3500000000021828,40,False,Achilles-10252013
left,0.4272763006943774,341.6888482890955,0.0399002493765586,0.12219451371571072,0.12219451371571072,POST,287,21325.46,0.25,39,False,Achilles-10252013
left,-0.35709730201341694,-150.34677420812477,0.007481296758104738,0.04987531172069826,0.04987531172069826,POST,292,21334.29,0.4399999999986903,57,True,Achilles-10252013
right,0.2668216340240973,145.20151631024405,0.16458852867830423,0.3491271820448878,0.3491271820448878,POST,298,21342.8,0.2800000000024738,36,False,Achilles-10252013
right,-0.2835545038210352,-173.79537881718508,0.13216957605985039,0.3790523690773067,0.3790523690773067,POST,300,21343.81,0.25,26,False,Achilles-10252013
left,-0.1533627010233574,-47.77418338307617,0.3117206982543641,0.5511221945137157,0.5511221945137157,POST,303,21353.8,0.5,41,False,Achilles-10252013
right,-0.24648577018802098,-116.03956882188464,0.2169576059850374,0.38902743142144636,0.38902743142144636,POST,306,21358.69,0.33000000000174623,52,False,Achilles-10252013
left,0.4259761343996862,312.0830524811617,0.007481296758104738,0.0773067331670823,0.0773067331670823,POST,307,21359.17,0.27000000000043656,32,False,Achilles-10252013
left,-0.4407764320628367,-214.86209487872287,0.00997506234413965,0.029925187032418952,0.029925187032418952,POST,309,21361.49,0.37999999999738066,47,True,Achilles-10252013
left,-0.263199654573225,-141.76374661620343,0.2194513715710723,0.38902743142144636,0.38902743142144636,POST,311,21368.07,0.31999999999970896,34,False,Achilles-10252013
left,0.10885605351937876,69.70703895652504,0.770573566084788,0.8728179551122195,0.8728179551122195,POST,312,21373.13,0.25,39,False,Achilles-10252013
right,-0.3087878496577928,-120.51045504259743,0.07481296758104738,0.1970074812967581,0.1970074812967581,POST,313,21374.39,0.4099999999998545,59,False,Achilles-10252013
left,0.4343081745621288,312.6858345161819,0.07231920199501247,0.09226932668329177,0.09226932668329177,POST,315,21382.77,0.2599999999983993,42,False,Achilles-10252013
right,0.10910843487198883,65.17804693746086,0.8104738154613467,0.9226932668329177,0.9226932668329177,POST,322,21406.57,0.25,47,False,Achilles-10252013
right,0.7011942294869333,480.20184783907405,0.0024937655860349127,0.00997506234413965,0.00997506234413965,POST,336,21436.41,0.2599999999983993,34,True,Achilles-10252013
right,0.10586439571717672,41.57126444929484,0.713216957605985,0.7930174563591023,0.7930174563591023,POST,345,21468.38,0.41999999999825377,48,False,Achilles-10252013
left,-0.18450296060080235,-104.28354398310647,0.5012468827930174,0.6683291770573566,0.6683291770573566,POST,357,21499.81,0.28999999999723514,29,False,Achilles-10252013
left,0.5137345587463861,343.36144983012395,0.004987531172069825,0.059850374064837904,0.059850374064837904,POST,358,21502.17,0.25,35,False,Achilles-10252013
right,0.1264351625389268,63.74627335947728,0.7107231920199502,0.8229426433915212,0.8229426433915212,POST,365,21516.5,0.3400000000001455,31,False,Achilles-10252013
left,0.5319637414091083,369.06556167698795,0.004987531172069825,0.022443890274314215,0.022443890274314215,POST,371,21533.06,0.2999999999992724,54,True,Achilles-10252013
right,0.4929344888708721,294.54539885754156,0.012468827930174564,0.034912718204488775,0.034912718204488775,POST,376,21540.31,0.28999999999723514,42,True,Achilles-10252013
right,-0.44690373319334753,-315.8034209124795,0.00997506234413965,0.16957605985037408,0.16957605985037408,POST,383,21569.16,0.27000000000043656,39,False,Achilles-10252013
right,0.5158150101234854,289.5712920310113,0.004987531172069825,0.02493765586034913,0.02493765586034913,POST,386,21587.01,0.3100000000013097,54,True,Achilles-10252013
left,0.6228899686348549,391.363771257474,0.0024937655860349127,0.0199501246882793,0.0199501246882793,POST,387,21587.55,0.25,38,True,Achilles-10252013
left,-0.29633895567843666,-119.20492232731797,0.08728179551122195,0.20448877805486285,0.20448877805486285,POST,388,21590.64,0.4000000000014552,40,False,Achilles-10252013
right,-0.13055077124925668,-58.50750841378225,0.6533665835411472,0.7880299251870324,0.7880299251870324,POST,390,21602.59,0.36999999999898137,49,False,Achilles-10252013
left,-0.48296299721454766,-263.206931831756,0.007481296758104738,0.029925187032418952,0.029925187032418952,POST,392,21606.94,0.31999999999970896,35,True,Achilles-10252013
left,-0.03916939524118045,-24.891491119004094,0.972568578553616,0.9650872817955112,0.972568578553616,POST,393,21614.54,0.25,43,False,Achilles-10252013
left,-0.5490620099992777,-414.53938894113185,0.014962593516209476,0.017456359102244388,0.017456359102244388,POST,394,21615.59,0.2999999999992724,59,True,Achilles-10252013
left,-0.16183736816885425,-65.94005066596854,0.4114713216957606,0.543640897755611,0.543640897755611,POST,401,21644.98,0.47999999999956344,70,False,Achilles-10252013
left,0.09179479177722881,48.0664686449172,0.7830423940149626,0.827930174563591,0.827930174563591,POST,404,21657.94,0.3500000000021828,30,False,Achilles-10252013
right,-0.17399046982439403,-75.93692378434326,0.49625935162094764,0.5960099750623441,0.5960099750623441,POST,406,21661.12,0.3899999999994179,52,False,Achilles-10252013
left,-0.4129265331606694,-225.8124647830224,0.012468827930174564,0.08977556109725686,0.08977556109725686,POST,407,21663.68,0.38000000000101863,58,False,Achilles-10252013
left,0.30081232697065396,166.87211134278525,0.10972568578553615,0.18952618453865336,0.18952618453865336,POST,410,21676.91,0.2999999999992724,33,False,Achilles-10252013
left,0.16435905981102758,113.81976840205122,0.5860349127182045,0.7281795511221946,0.7281795511221946,POST,411,21683.05,0.25,46,False,Achilles-10252013
right,0.34335275413228444,184.917896629149,0.10473815461346633,0.27680798004987534,0.27680798004987534,POST,412,21684.39,0.3100000000013097,56,False,Achilles-10252013
left,-0.09401305071997923,-70.69355999501954,0.8653366583541147,0.9177057356608479,0.9177057356608479,POST,417,21708.21,0.26000000000203727,50,False,Achilles-10252013
right,0.5829960471989479,426.6206712656852,0.004987531172069825,0.034912718204488775,0.034912718204488775,POST,418,21710.39,0.26000000000203727,37,True,Achilles-10252013
left,-0.2762417888405219,-144.84193104810188,0.11471321695760599,0.2543640897755611,0.2543640897755611,POST,419,21712.16,0.31999999999970896,39,False,Achilles-10252013
left,-0.22979925265593668,-140.008621987233,0.341645885286783,0.5236907730673317,0.5236907730673317,POST,420,21713.59,0.27000000000043656,25,False,Achilles-10252013
right,-0.2052937586018525,-107.13105287679053,0.39900249376558605,0.543640897755611,0.543640897755611,POST,429,21740.21,0.2999999999992724,31,False,Achilles-10252013
right,0.29349974784690275,157.373652643374,0.24937655860349128,0.3765586034912718,0.3765586034912718,POST,439,21762.19,0.25,45,False,Achilles-10252013
left,0.30351242571776793,142.59023804904763,0.07231920199501247,0.22443890274314215,0.22443890274314215,POST,445,21788.87,0.4000000000014552,54,False,Achilles-10252013
right,-0.17123435149424424,-84.02781156079953,0.456359102244389,0.6433915211970075,0.6433915211970075,POST,449,21814.44,0.31999999999970896,49,False,Achilles-10252013
right,-0.49117017308200034,-288.8977587208662,0.022443890274314215,0.06982543640897755,0.06982543640897755,POST,456,21844.94,0.3000000000029104,61,False,Achilles-10252013
right,-0.5849533495120756,-238.69115156436422,0.0024937655860349127,0.0024937655860349127,0.0024937655860349127,POST,459,21854.19,0.4099999999998545,55,True,Achilles-10252013
left,-0.46174645810077763,-196.97863435751722,0.014962593516209476,0.02743142144638404,0.02743142144638404,POST,462,21877.14,0.3600000000005821,33,True,Achilles-10252013
left,-0.2559007474429719,-150.3806328366367,0.3491271820448878,0.4613466334164589,0.4613466334164589,POST,467,21892.05,0.25,37,False,Achilles-10252013
right,-0.2507605205989556,-164.41299346892757,0.18453865336658354,0.3341645885286783,0.3341645885286783,POST,472,21905.18,0.25,31,False,Achilles-10252013
right,0.5928532142526814,422.9501384010684,0.004987531172069825,0.012468827930174564,0.012468827930174564,POST,478,21920.2,0.27000000000043656,53,True,Achilles-10252013
right,0.2266071030261814,118.51465959470464,0.23690773067331672,0.4164588528678304,0.4164588528678304,POST,484,21950.14,0.33000000000174623,53,False,Achilles-10252013
right,-0.32615810041704135,-153.01380714231192,0.09476309226932668,0.22693266832917705,0.22693266832917705,POST,487,21958.93,0.3499999999985448,43,False,Achilles-10252013
right,-0.5979582712714843,-445.3673560649063,0.007481296758104738,0.029925187032418952,0.029925187032418952,POST,493,21971.95,0.2599999999983993,48,True,Achilles-10252013
left,-0.20678559074002723,-155.45069349788506,0.32917705735660846,0.6334164588528678,0.6334164588528678,POST,496,21986.72,0.27000000000043656,41,False,Achilles-10252013
right,0.2560614668517039,132.3784730021977,0.30174563591022446,0.47381546134663344,0.47381546134663344,POST,499,21992.91,0.2999999999992724,39,False,Achilles-10252013
right,-0.20199655084964524,-122.15254594540193,0.5261845386533666,0.5386533665835411,0.5386533665835411,POST,500,22001.25,0.27999999999883585,33,False,Achilles-10252013
right,-0.1446298266118008,-56.18355493596388,0.49625935162094764,0.6633416458852868,0.6633416458852868,POST,507,22031.83,0.4699999999975262,59,False,Achilles-10252013
right,-0.46661718121600426,-299.2528528944893,0.00997506234413965,0.10723192019950124,0.10723192019950124,POST,510,22037.25,0.27999999999883585,52,False,Achilles-10252013
left,0.30040725764329596,145.981532108351,0.11970074812967581,0.29925187032418954,0.29925187032418954,POST,513,22047.35,0.3900000000030559,53,False,Achilles-10252013
right,0.5628640923509871,218.46906008176535,0.0024937655860349127,0.0024937655860349127,0.0024937655860349127,POST,514,22048.05,0.4500000000007276,58,True,Achilles-10252013
right,-0.37228283151727487,-179.01881316480424,0.017456359102244388,0.09725685785536159,0.09725685785536159,POST,518,22059.54,0.32999999999810825,42,False,Achilles-10252013
right,-0.2956472965285079,-209.4827853105483,0.22194513715710723,0.3491271820448878,0.3491271820448878,POST,520,22062.7,0.2900000000008731,42,False,Achilles-10252013
right,-0.44673678624702434,-196.77709050739043,0.007481296758104738,0.04488778054862843,0.04488778054862843,POST,522,22067.42,0.37000000000261934,39,True,Achilles-10252013
right,-0.6461518152623451,-312.37727943166885,0.0024937655860349127,0.007481296758104738,0.007481296758104738,POST,528,22070.57,0.27000000000043656,30,True,Achilles-10252013
left,0.59954940586725,371.7548856619336,0.0024937655860349127,0.00997506234413965,0.00997506234413965,POST,529,22082.03,0.26000000000203727,41,True,Achilles-10252013
left,0.40865907490456815,263.38748972255075,0.09226932668329177,0.09725685785536159,0.09725685785536159,POST,531,22086.39,0.2999999999992724,42,False,Achilles-10252013
left,0.15208470282602068,93.09281523547155,0.5785536159600998,0.7356608478802993,0.7356608478802993,POST,534,22090.33,0.27999999999883585,35,False,Achilles-10252013
right,-0.28979053599692955,-125.66201278325622,0.14214463840399003,0.2942643391521197,0.2942643391521197,POST,537,22098.76,0.32000000000334694,47,False,Achilles-10252013
right,0.6647812141754924,330.8227762597664,0.0024937655860349127,0.0024937655860349127,0.0024937655860349127,POST,543,22103.91,0.4000000000014552,60,True,Achilles-10252013
right,0.24584156549873146,123.86778013242944,0.22693266832917705,0.513715710723192,0.513715710723192,POST,544,22109.11,0.2900000000008731,47,False,Achilles-10252013
right,-0.3165286516604679,-196.44146868277988,0.1546134663341646,0.2543640897755611,0.2543640897755611,POST,548,22115.99,0.2999999999992724,36,False,Achilles-10252013
right,0.3333959666086482,140.4717583750381,0.02493765586034913,0.16458852867830423,0.16458852867830423,POST,550,22117.37,0.37000000000261934,41,False,Achilles-10252013
right,0.41040277373872724,263.0631953585557,0.014962593516209476,0.06982543640897755,0.06982543640897755,POST,555,22128.91,0.2599999999983993,25,False,Achilles-10252013
right,0.3460629407016451,211.5056230956343,0.12219451371571072,0.256857855361596,0.256857855361596,POST,556,22133.48,0.27999999999883585,41,False,Achilles-10252013
right,-0.1424100779439609,-62.85495833383493,0.6134663341645885,0.7356608478802993,0.7356608478802993,POST,566,22143.69,0.3900000000030559,55,False,Achilles-10252013
left,-0.4934464402243805,-309.6374520127041,0.0024937655860349127,0.034912718204488775,0.034912718204488775,POST,567,22144.37,0.2900000000008731,29,True,Achilles-10252013
left,0.34143542478643896,226.40946486450943,0.05236907730673317,0.2194513715710723,0.2194513715710723,POST,569,22148.88,0.25,29,False,Achilles-10252013
left,0.28933906065023557,108.87355562550654,0.04488778054862843,0.16458852867830423,0.16458852867830423,POST,574,22158.71,0.47999999999956344,40,False,Achilles-10252013
right,-0.14584114571541024,-81.1338172041964,0.6783042394014963,0.7855361596009975,0.7855361596009975,POST,578,22162.65,0.32999999999810825,68,False,Achilles-10252013
right,-0.26447757914994113,-111.08386463634571,0.10972568578553615,0.30174563591022446,0.30174563591022446,POST,581,22167.81,0.32999999999810825,33,False,Achilles-10252013
left,-0.33033145367548,-156.08279699798047,0.12967581047381546,0.256857855361596,0.256857855361596,POST,586,22178.42,0.3600000000005821,58,False,Achilles-10252013
left,0.37978536545699515,247.21502923784738,0.014962593516209476,0.08728179551122195,0.08728179551122195,POST,588,22184.8,0.3100000000013097,46,False,Achilles-10252013
left,-0.1747307947716159,-88.65832521713196,0.4389027431421446,0.655860349127182,0.655860349127182,POST,589,22186.11,0.3999999999978172,45,False,Achilles-10252013
left,0.12341565254894643,56.95608267394604,0.683291770573566,0.7481296758104738,0.7481296758104738,POST,590,22189.31,0.4099999999998545,46,False,Achilles-10252013
right,0.5578422537176082,278.63742783280946,0.007481296758104738,0.022443890274314215,0.022443890274314215,POST,592,22190.69,0.3400000000001455,52,True,Achilles-10252013
left,0.3203499148057851,106.09533530946676,0.017456359102244388,0.09725685785536159,0.09725685785536159,POST,597,22202.61,0.47000000000116415,60,False,Achilles-10252013
right,-0.17512911032925657,-82.31122031292948,0.4763092269326683,0.6408977556109726,0.6408977556109726,POST,598,22203.55,0.3500000000021828,34,False,Achilles-10252013
left,-0.13452032081901033,-69.10623103622719,0.5910224438902744,0.7506234413965087,0.7506234413965087,POST,601,22211.37,0.2900000000008731,40,False,Achilles-10252013
right,-0.307282621495499,-168.47225703022025,0.09226932668329177,0.2718204488778055,0.2718204488778055,POST,603,22213.5,0.27000000000043656,30,False,Achilles-10252013
left,-0.26608684143115263,-159.83337662360844,0.12718204488778054,0.3915211970074813,0.3915211970074813,POST,604,22214.94,0.2900000000008731,35,False,Achilles-10252013
left,0.23918615930672824,100.86949563632422,0.16209476309226933,0.3117206982543641,0.3117206982543641,POST,608,22223.71,0.4400000000023283,42,False,Achilles-10252013
right,-0.7524572117890133,-403.4280818346718,0.0024937655860349127,0.0024937655860349127,0.0024937655860349127,POST,615,22239.0,0.31999999999970896,42,True,Achilles-10252013
right,-0.2027983472728336,-124.39995843036613,0.4139650872817955,0.5885286783042394,0.5885286783042394,POST,616,22239.42,0.26000000000203727,30,False,Achilles-10252013
left,0.06995368970756703,42.86787279526252,0.9027431421446384,0.9251870324189526,0.9251870324189526,POST,618,22241.84,0.2900000000008731,35,False,Achilles-10252013
left,-0.35428084531478177,-145.781526295021,0.04738154613466334,0.09725685785536159,0.09725685785536159,POST,619,22243.03,0.4000000000014552,39,False,Achilles-10252013
right,-0.2067034807995528,-112.30046498469292,0.45885286783042395,0.5037406483790524,0.5037406483790524,POST,623,22257.77,0.2900000000008731,48,False,Achilles-10252013
left,-0.19050374032134207,-128.72528808362827,0.4114713216957606,0.7007481296758105,0.7007481296758105,POST,625,22265.48,0.27000000000043656,40,False,Achilles-10252013
left,-0.06753428720929576,-34.11234630641231,0.8678304239401496,0.9177057356608479,0.9177057356608479,POST,626,22267.04,0.36999999999898137,47,False,Achilles-10252013
right,-0.4039607217363314,-248.6284504406897,0.0399002493765586,0.10473815461346633,0.10473815461346633,POST,627,22267.95,0.27000000000043656,30,False,Achilles-10252013
left,-0.18657254774589727,-87.70386281610514,0.30673316708229426,0.57356608478803,0.57356608478803,POST,631,22276.88,0.36999999999898137,43,False,Achilles-10252013
right,0.060266677999814486,36.60120472329653,0.8753117206982544,0.9451371571072319,0.9451371571072319,POST,636,22290.41,0.25,24,False,Achilles-10252013
right,0.33619848028084665,176.4571241563334,0.04987531172069826,0.22443890274314215,0.22443890274314215,POST,641,22294.56,0.3599999999969441,55,False,Achilles-10252013
left,0.15827966889002454,108.88442329166614,0.6583541147132169,0.7905236907730673,0.7905236907730673,POST,649,22329.24,0.2599999999983993,47,False,Achilles-10252013
left,0.3102117209441223,163.89995610681532,0.12967581047381546,0.19950124688279303,0.19950124688279303,POST,656,22344.54,0.31999999999970896,42,False,Achilles-10252013
left,-0.17367455902577175,-80.82254448594406,0.5236907730673317,0.6608478802992519,0.6608478802992519,POST,657,22345.37,0.3400000000001455,41,False,Achilles-10252013
right,-0.14959996156405195,-67.13751143430707,0.486284289276808,0.6359102244389028,0.6359102244389028,POST,660,22352.87,0.37000000000261934,47,False,Achilles-10252013
left,-0.1281075703058966,-51.20866390625761,0.543640897755611,0.6633416458852868,0.6633416458852868,POST,661,22354.06,0.43000000000029104,43,False,Achilles-10252013
left,0.46893775240644175,285.491015773354,0.022443890274314215,0.09476309226932668,0.09476309226932668,POST,662,22356.09,0.2599999999983993,46,False,Achilles-10252013
left,0.4843683288433855,239.58914673898602,0.0024937655860349127,0.029925187032418952,0.029925187032418952,POST,663,22363.47,0.3499999999985448,50,True,Achilles-10252013
right,0.09607915865840141,63.08128527296746,0.7605985037406484,0.8802992518703242,0.8802992518703242,POST,665,22366.9,0.2699999999967986,31,False,Achilles-10252013
left,0.24256169993684412,99.65989875495181,0.256857855361596,0.30174563591022446,0.30174563591022446,POST,668,22375.36,0.4399999999986903,49,False,Achilles-10252013
right,-0.16674267213795943,-119.32347852091812,0.6384039900249376,0.7381546134663342,0.7381546134663342,POST,672,22380.97,0.27000000000043656,45,False,Achilles-10252013
right,0.40847939137239053,282.12313188134794,0.022443890274314215,0.18952618453865336,0.18952618453865336,POST,682,22402.78,0.2800000000024738,40,False,Achilles-10252013
left,-0.5568766623578558,-306.8505016590426,0.004987531172069825,0.0024937655860349127,0.004987531172069825,POST,687,22410.53,0.2900000000008731,40,True,Achilles-10252013
left,-0.27066206677232524,-102.43135123057223,0.0399002493765586,0.0798004987531172,0.0798004987531172,POST,690,22421.16,0.4500000000007276,40,False,Achilles-10252013
left,-0.2331381182276447,-164.92665811587062,0.3117206982543641,0.5361596009975063,0.5361596009975063,POST,693,22427.09,0.27000000000043656,43,False,Achilles-10252013
right,0.24178553591197316,82.2952706104302,0.19451371571072318,0.27680798004987534,0.27680798004987534,POST,694,22429.74,0.42999999999665306,64,False,Achilles-10252013
left,-0.30587692489530294,-195.48057735078396,0.15211970074812967,0.30423940149625933,0.30423940149625933,POST,695,22434.89,0.2999999999992724,41,False,Achilles-10252013
left,0.0671301438101961,27.799132162380253,0.8478802992518704,0.8977556109725686,0.8977556109725686,POST,696,22436.33,0.41999999999825377,40,False,Achilles-10252013
right,-0.2323744927773563,-87.51791824711577,0.26932668329177056,0.34413965087281795,0.34413965087281795,POST,699,22439.42,0.42000000000189175,43,False,Achilles-10252013
left,0.419938886992319,235.7647767959547,0.03740648379052369,0.08977556109725686,0.08977556109725686,POST,703,22450.62,0.3400000000001455,42,False,Achilles-10252013
left,-0.23224702288552468,-167.64605626052048,0.4114713216957606,0.543640897755611,0.543640897755611,POST,704,22451.78,0.25,37,False,Achilles-10252013
right,0.5186812622168416,272.78682271429005,0.0024937655860349127,0.0199501246882793,0.0199501246882793,POST,706,22459.83,0.32999999999810825,47,True,Achilles-10252013
right,0.20022271710265344,129.01092665762906,0.35910224438902744,0.5985037406483791,0.5985037406483791,POST,707,22464.31,0.25,30,False,Achilles-10252013
left,0.24864954611377332,131.87778191877806,0.20199501246882792,0.33665835411471323,0.33665835411471323,POST,709,22467.7,0.25,28,False,Achilles-10252013
left,0.3657551095148387,234.64857582634434,0.09226932668329177,0.22693266832917705,0.22693266832917705,POST,711,22471.34,0.27000000000043656,32,False,Achilles-10252013
right,-0.27418192534557734,-174.6249796369855,0.26184538653366585,0.3566084788029925,0.3566084788029925,POST,712,22473.52,0.2999999999992724,28,False,Achilles-10252013
right,0.30320844559517773,152.26521029163806,0.16708229426433915,0.32169576059850374,0.32169576059850374,POST,713,22474.49,0.28999999999723514,40,False,Achilles-10252013
left,-0.4110031054925709,-180.5079007866289,0.014962593516209476,0.04987531172069826,0.04987531172069826,POST,732,22623.81,0.4099999999998545,62,True,Achilles-10252013
left,0.2370722314129464,135.2984639460269,0.2793017456359102,0.42144638403990026,0.42144638403990026,POST,733,22624.74,0.3400000000001455,29,False,Achilles-10252013
right,0.07116521416636358,50.26367527392595,0.885286783042394,0.9476309226932669,0.9476309226932669,POST,737,22635.5,0.25,26,False,Achilles-10252013
left,-0.1764857754153729,-67.5495641032467,0.24189526184538654,0.4713216957605985,0.4713216957605985,POST,738,22635.84,0.4500000000007276,39,False,Achilles-10252013
left,0.24294976246655306,117.6620493680553,0.3092269326683292,0.36159600997506236,0.36159600997506236,POST,739,22636.42,0.33000000000174623,46,False,Achilles-10252013
left,-0.7461552744046588,-662.6573258902648,0.0024937655860349127,0.007481296758104738,0.007481296758104738,POST,743,22654.48,0.25,48,True,Achilles-10252013
left,0.34508645972307683,231.5718724922909,0.24189526184538654,0.34663341645885287,0.34663341645885287,POST,744,22660.91,0.2599999999983993,49,False,Achilles-10252013
right,0.19702989172187438,76.10029166232354,0.24438902743142144,0.4339152119700748,0.4339152119700748,POST,745,22663.48,0.43000000000029104,64,False,Achilles-10252013
left,-0.1356672624681309,-69.26763937344796,0.48129675810473815,0.7306733167082294,0.7306733167082294,POST,746,22665.74,0.28999999999723514,32,False,Achilles-10252013
right,-0.12359457937863721,-61.874513344101615,0.7007481296758105,0.7830423940149626,0.7830423940149626,POST,751,22680.01,0.3600000000005821,51,False,Achilles-10252013
right,-0.08710688040035978,-42.797599988803505,0.8827930174563591,0.8952618453865336,0.8952618453865336,POST,752,22681.2,0.38000000000101863,48,False,Achilles-10252013
right,-0.523658297493716,-393.1352535844012,0.007481296758104738,0.04987531172069826,0.04987531172069826,POST,757,22687.71,0.25,37,True,Achilles-10252013
right,-0.3606386685120572,-208.0316316588538,0.06483790523690773,0.14962593516209477,0.14962593516209477,POST,761,22702.25,0.2900000000008731,36,False,Achilles-10252013
right,0.1916076549865492,99.37244395866816,0.30673316708229426,0.5835411471321695,0.5835411471321695,POST,768,22712.59,0.27999999999883585,25,False,Achilles-10252013
right,0.2429737760401206,142.34027778486862,0.3765586034912718,0.543640897755611,0.543640897755611,POST,777,22728.11,0.2999999999992724,49,False,Achilles-10252013
left,-0.08181657651421888,-58.79426834210143,0.8902743142144638,0.9451371571072319,0.9451371571072319,POST,787,22764.23,0.25,41,False,Achilles-10252013
left,-0.5448890612406003,-403.1118907891272,0.00997506234413965,0.0798004987531172,0.0798004987531172,POST,795,22813.32,0.25,46,False,Achilles-10252013
right,0.15116740716447222,81.84347139121746,0.5660847880299252,0.7880299251870324,0.7880299251870324,POST,796,22821.23,0.25,22,False,Achilles-10252013
left,-0.10041847693354379,-42.46015375956434,0.71571072319202,0.8129675810473815,0.8129675810473815,POST,797,22830.07,0.4500000000007276,62,False,Achilles-10252013
right,0.4835432211755817,337.4466380085368,0.0199501246882793,0.10723192019950124,0.10723192019950124,POST,803,22865.49,0.27999999999883585,56,False,Achilles-10252013
right,0.15323742940153656,65.80476912843717,0.4513715710723192,0.6758104738154613,0.6758104738154613,POST,804,22870.88,0.4500000000007276,57,False,Achilles-10252013
left,-0.18607713210282142,-134.43193279155489,0.6334164588528678,0.7107231920199502,0.7107231920199502,POST,808,22890.49,0.27999999999883585,46,False,Achilles-10252013
left,-0.16947210778481805,-89.30073647945252,0.4389027431421446,0.6034912718204489,0.6034912718204489,POST,810,22910.05,0.3400000000001455,43,False,Achilles-10252013
