subject,session,unit,rate,kw_H,kw_p,bf,peak_net,width_oct,selectivity,latency_ms,n_trials,tune_2000,sem_2000,tune_4000,sem_4000,tune_8000,sem_8000,tune_16000,sem_16000,tune_32000,sem_32000
sub-LA11,ses-3,0,0.8713910181850769,19.476564666612045,0.0006333627794199275,4000.0,-0.3050397877984085,,,4.163336342344337e-14,7448,-0.7346938775510204,0.13469822471553727,-0.3050397877984085,0.11761854985081097,-0.8724388631857237,0.13027093567332623,-0.9274193548387096,0.13017554875216256,-0.89857045609258,0.12103672177626891
sub-LA11,ses-3,1,6.047916069489473,179.42618471327108,9.903050804760167e-38,8000.0,11.711830799735624,2.0,0.3534965305531854,13.000000000000053,7448,8.02721088435374,0.4373249828439671,5.596816976127321,0.40746780028339763,11.711830799735624,0.44261487676580474,8.629032258064516,0.42055248072023216,3.893805309734513,0.4044090941784405
sub-LA11,ses-3,2,1.818121881949742,153.44320335621993,3.721975330999366e-32,16000.0,5.564516129032258,2.0,0.3951150602975484,8.000000000000048,7448,2.4625850340136055,0.28038885536320607,0.9416445623342176,0.2429834047031748,3.0138797091870457,0.2777960966853531,5.564516129032258,0.3381156561793487,4.8468345813478555,0.326675264335458
sub-LA11,ses-3,3,2.149643777401369,29.510103489530096,6.1571861093019634e-06,2000.0,-0.4489795918367347,,,2.0000000000000435,7448,-0.4489795918367347,0.23653881319619807,-0.47745358090185674,0.2199915406344771,-0.9517514871116987,0.20502892594903338,-1.021505376344086,0.20121747941804244,-1.933287950987066,0.20749525864834253
sub-LA11,ses-3,4,1.3505364911303939,31.489779367894258,2.4320000684319034e-06,4000.0,0.38461538461538464,0.0,0.7787755102040816,2.0000000000000435,7448,0.04081632653061224,0.18604857782911105,0.38461538461538464,0.18206139293151055,-0.46265697290152014,0.16199890639088824,-0.5779569892473119,0.17408762402021566,-0.89857045609258,0.17061061114267642
sub-LA11,ses-3,5,1.3923919608968316,13.781361956793486,0.008026565603504959,4000.0,-0.6763925729442971,,,4.163336342344337e-14,7448,-0.9931972789115646,0.1911430648375679,-0.6763925729442971,0.17458095192071318,-1.427627230667548,0.19077704832046252,-0.9543010752688172,0.1654985465217488,-1.3886997957794418,0.18811837488635233
sub-LA11,ses-3,6,2.5121254330294396,1667.8997655833048,0.0,16000.0,29.206989247311828,1.0,0.5428750482124904,9.00000000000005,7448,16.217687074829932,0.5345096444544606,-0.7957559681697612,0.22177221067222436,7.362855254461335,0.39167386556846756,29.206989247311828,0.7393280281300132,13.968686181075562,0.4679590593086277
sub-LA11,ses-3,7,0.7452931108569834,577.0167890415457,1.459007209176466e-123,8000.0,9.59682749504296,0.0,0.6220414308506401,22.00000000000006,7448,3.074829931972789,0.3205964239645485,0.3183023872679045,0.20615474252720717,9.59682749504296,0.5169933974804011,4.233870967741935,0.35518386303203103,0.9121851599727706,0.20734804235314008
sub-LA11,ses-3,8,4.20813564286694,407.6822129080117,6.086244498601989e-87,2000.0,8.122448979591837,2.0,0.49045995887505034,13.000000000000053,7448,8.122448979591837,0.4430749431419678,-0.9018567639257294,0.2890314766592556,6.463978849966953,0.3914532467567826,4.663978494623656,0.377322071522654,1.4431586113002042,0.3439838552683703
sub-LA11,ses-3,9,9.208601972137906,2337.038830730513,0.0,8000.0,64.91738268341044,2.0,0.40281751000201516,8.000000000000048,7448,28.53061224489796,0.6859039401535965,8.96551724137931,0.5300006759137995,64.91738268341044,0.8852172289995153,46.20967741935484,0.8403017323926194,45.214431586113,0.8278303825074709
