subject,session,unit,rate,kw_H,kw_p,bf,peak_net,width_oct,selectivity,latency_ms,n_trials,tune_2000,sem_2000,tune_4000,sem_4000,tune_8000,sem_8000,tune_16000,sem_16000,tune_32000,sem_32000
sub-LA11,ses-2,0,6.336470271234147,31.099404285714684,2.921731790327258e-06,8000.0,2.409954158480681,0.0,0.7267838605375043,18.000000000000057,7448,0.354706684856753,0.4073485450251993,0.2635046113306983,0.3995672953919088,2.409954158480681,0.3963674815387756,-0.3656821378340366,0.4065463097442251,0.264026402640264,0.3972996398965223
sub-LA11,ses-2,1,8.703186925783447,427.8128881636005,2.715570798854231e-91,8000.0,12.0890635232482,0.0,0.7141749173870859,11.000000000000052,7448,2.796725784447476,0.5042830760423623,-0.1185770750988142,0.4411138500525134,12.0890635232482,0.5530667585884593,2.390998593530239,0.4814312323184992,-0.6468646864686468,0.4256100659076614
sub-LA11,ses-2,2,8.216858915819682,302.352986960946,3.366903434238834e-64,8000.0,9.037328094302554,0.0,0.7260103701083622,19.000000000000057,7448,0.8867667121418826,0.5498001022455706,0.5401844532279315,0.4713516067661149,9.037328094302554,0.5203237554178003,1.1111111111111112,0.5122738823674546,0.8052805280528053,0.4811775059180741
sub-LA11,ses-2,3,9.202658936016505,3.9467768304828623,0.4132567402026358,8000.0,0.641781270464964,2.0,0.4829386564237624,14.000000000000052,7448,0.4365620736698499,0.4925138785842113,-0.2503293807641634,0.4762735940302105,0.641781270464964,0.4868049981406524,0.0,0.4868092348769839,0.5808580858085809,0.4869698618904096
sub-LA11,ses-2,4,9.006959376451505,756.9533157033562,1.6175623611181962e-162,8000.0,17.537655533726262,0.0,0.7407953745636635,22.00000000000006,7448,2.892223738062756,0.4875842789807738,0.3162055335968379,0.3862883579965423,17.537655533726262,0.5808674171445304,1.9831223628691983,0.4624311279020432,-0.7392739273927392,0.4107138473883291
sub-LA11,ses-2,5,0.8683006238501304,5.110405788085622,0.2761556122772048,4000.0,0.0922266139657444,1.0,0.6282319660537482,2.0000000000000435,7448,-0.1500682128240109,0.1572849056496816,0.0922266139657444,0.1336930323158782,-0.3012442698100851,0.1377760317141594,-0.0140646976090014,0.157247657353513,0.0792079207920792,0.1616696842316252
sub-LA11,ses-2,6,3.132387862155371,99.44543691047308,1.2909227989283374e-20,8000.0,2.8814669286182055,0.0,0.7963348334833483,21.00000000000006,7448,-0.3956343792633015,0.2958978680989485,-0.2635046113306983,0.2939395106882923,2.8814669286182055,0.3198341036181902,-0.5344585091420534,0.2858230771610122,0.0528052805280528,0.3073355331279113
sub-LA11,ses-2,7,0.9681419188249466,2.2388055624468306,0.6919314152432463,4000.0,0.1712779973649539,0.0,0.7537547600913937,4.1633363423443377e-14,7448,-0.1637107776261937,0.1670318960232192,0.1712779973649539,0.1712215723931163,-0.1964636542239685,0.1640351393706329,-0.1125175808720112,0.1615635224530994,0.0396039603960396,0.1716141453941277
sub-LA11,ses-2,8,8.83144050416865,15.58908019451899,0.00362315889104,16000.0,0.8579465541490858,0.0,0.7723579342966371,3.0000000000000444,7448,-0.6275579809004093,0.521737879589925,0.1185770750988142,0.4927864968137502,-1.7812704649639817,0.4641584952036352,0.8579465541490858,0.52670053469801,-0.8448844884488449,0.4845615307398643
sub-LA11,ses-2,9,1.1124603864281717,4.0529520381998125,0.3988870015159276,4000.0,-0.0658761528326745,,,4.1633363423443377e-14,7448,-0.4774897680763983,0.1939761602949862,-0.0658761528326745,0.1752768871791068,-0.4846103470857891,0.1688030589290342,-0.3938115330520393,0.1841609097586194,-0.066006600660066,0.1785760967152228
sub-LA11,ses-2,10,8.231861663601801,9.573594936268591,0.0482568040824925,32000.0,0.33003300330033,0.0,0.8,8.000000000000048,7448,-1.1732605729877217,0.3894599773167488,-0.2898550724637681,0.3889887611943703,-1.1263916175507531,0.3789608009102181,-0.2250351617440225,0.4080750211214413,0.33003300330033,0.384107934202765
sub-LA11,ses-2,11,11.666030461232914,269.5808289047378,3.927678249731835e-57,8000.0,9.652914210870987,0.0,0.7041564791068433,23.00000000000006,7448,2.319236016371078,0.510874706164503,-1.0408432147562583,0.4611121149580469,9.652914210870987,0.5322340418202948,2.3066104078762306,0.4994623038622678,-0.198019801980198,0.4589906482147352
sub-LA11,ses-2,12,1.882114624418876,1.0209160645578037,0.90660801951292,32000.0,-0.1716171617161716,,,7.000000000000048,7448,-0.3001364256480218,0.2630114717647043,-0.3820816864295125,0.2616688297375256,-0.4846103470857891,0.2519721476167637,-0.3656821378340366,0.286009910001855,-0.1716171617161716,0.2753000555629258
sub-LA11,ses-2,13,7.423572030880151,30.647144046835702,3.6130371488814e-06,8000.0,1.5717092337917484,0.0,0.7843758526603002,24.000000000000064,7448,0.1227830832196452,0.535537095420525,-0.2503293807641634,0.5195055707976866,1.5717092337917484,0.5063479450398821,-0.5203938115330521,0.5251309217053621,-0.1716171617161716,0.5018044662546619
