start,stop,peak_t,peak_z,duration,peak_amp,peak_freq,state,epoch,session,r,slope,direction,p_column,p_placefield,p_timebin,significant,n_bins
4077.5968,4077.6536,4077.632,8.57896614074707,0.0568,0.00027409035828895867,181.5262740376713,Non-REM,PRE,Achilles_10252013,0.2674040707459828,4.913821654598723,left,0.688622754491018,0.7624750499001997,0.8762475049900199,False,5
4078.7288,4078.78,4078.7472,7.389682292938232,0.0512,0.00025267325690947473,150.7531858040785,Non-REM,PRE,Achilles_10252013,-0.03095385033174869,-0.5872336421721466,right,0.9960079840319361,0.9900199600798403,0.9900199600798403,False,5
4100.5256,4100.6048,4100.5672,11.981240272521973,0.0792,0.00032230763463303447,176.7034748598653,Non-REM,PRE,Achilles_10252013,0.5071633829134112,6.738683692255067,left,0.13572854291417166,0.36127744510978044,0.2934131736526946,False,6
4101.9456,4102.02,4101.972,9.146848678588867,0.0744,0.0003588513645809144,171.32747465174288,Non-REM,PRE,Achilles_10252013,0.47063049574825866,6.794658634468696,left,0.2714570858283433,0.46706586826347307,0.437125748502994,False,6
4106.0224,4106.0888,4106.0632,12.181522369384766,0.0664,0.0003679782385006547,170.09799928191046,Non-REM,PRE,Achilles_10252013,-0.44008502350585865,-6.873853813699042,left,0.2754491017964072,0.3532934131736527,0.4351297405189621,False,5
4108.436,4108.4976,4108.4624,12.424208641052246,0.0616,0.0003485647030174732,188.95094507270971,Non-REM,PRE,Achilles_10252013,0.7224271774125073,13.625357333761366,right,0.03592814371257485,0.07584830339321358,0.17165668662674652,False,5
4117.1528,4117.2344,4117.176,12.970720291137695,0.0816,0.0003898593713529408,179.90175414994783,Non-REM,PRE,Achilles_10252013,0.140551967080115,1.7133321332653113,left,0.8782435129740519,0.9201596806387226,0.8842315369261478,False,6
4117.9888,4118.0552,4118.0168,10.744894027709961,0.0664,0.00029474106850102544,177.92416191381363,Non-REM,PRE,Achilles_10252013,0.5139594423104619,8.646370617486818,left,0.07784431137724551,0.31736526946107785,0.4171656686626746,False,5
4132.7344,4132.8568,4132.7768,8.749091148376465,0.1224,0.00025788426864892244,177.33491004709614,Non-REM,PRE,Achilles_10252013,0.504264608880939,6.761271420161153,right,0.18163672654690619,0.3153692614770459,0.3333333333333333,False,8
4140.7408,4140.8136,4140.772,10.799921035766602,0.0728,0.00029757345328107476,162.359298371259,Non-REM,PRE,Achilles_10252013,-0.29553370593307154,-4.836510950207158,right,0.5349301397205589,0.6167664670658682,0.6666666666666666,False,6
