start,stop,peak_t,peak_z,duration,peak_amp,peak_freq,state,epoch,session
32068.668,32068.708,32068.6864,8.61471939086914,0.04,0.0002863001136574894,166.03976891610807,Non-REM,POST,Achilles_10252013
32068.788,32068.8376,32068.8056,5.844441890716553,0.0496,0.00019960544886998832,169.0833486382769,Non-REM,POST,Achilles_10252013
32076.1344,32076.1704,32076.1512,6.009806156158447,0.036,0.0002028109593084082,163.25514335957703,Non-REM,POST,Achilles_10252013
32080.9184,32080.9704,32080.9432,10.573269844055176,0.052,0.0003204878303222358,158.83793072762458,Non-REM,POST,Achilles_10252013
32081.7968,32081.868,32081.8408,5.424984455108643,0.0712,0.00017864411347545683,166.84813426169887,Non-REM,POST,Achilles_10252013
32083.1056,32083.1728,32083.1296,8.265183448791504,0.0672,0.00024325860431417823,164.41620457727083,Non-REM,POST,Achilles_10252013
32084.016,32084.048,32084.0312,6.183826923370361,0.032,0.00024113779363688082,168.05808132489494,Non-REM,POST,Achilles_10252013
32094.1928,32094.2824,32094.2168,8.766491889953613,0.0896,0.00025988827110268176,158.77416260019478,Non-REM,POST,Achilles_10252013
32102.468,32102.5176,32102.4992,5.316921234130859,0.0496,0.00016002621850930154,191.21182139091218,Non-REM,POST,Achilles_10252013
32107.6552,32107.6984,32107.68,5.049505710601807,0.0432,0.00016656058141961694,144.09008573158243,Non-REM,POST,Achilles_10252013
32252.268,32252.356,32252.2888,6.072064399719238,0.088,0.00020614653476513922,185.5308501679664,Awake,POST,Achilles_10252013
32252.388,32252.524,32252.4176,8.43247127532959,0.136,0.0002505543816369027,178.4842023006246,Awake,POST,Achilles_10252013
32270.8728,32270.9808,32270.9008,10.465576171875,0.108,0.0003163360233884305,169.63328168809267,Awake,POST,Achilles_10252013
32271.036,32271.1304,32271.0616,8.217585563659668,0.0944,0.00028327785548754036,167.62300387526372,Awake,POST,Achilles_10252013
32271.2408,32271.288,32271.2608,11.985486030578613,0.0472,0.00036616972647607327,185.60459231386199,Awake,POST,Achilles_10252013
32271.32,32271.3504,32271.3336,6.240068435668945,0.0304,0.00023245587362907827,195.49646963054815,Awake,POST,Achilles_10252013
32289.1864,32289.2448,32289.2064,6.239120006561279,0.0584,0.00019860072643496096,202.43005589900662,Awake,POST,Achilles_10252013
32289.8272,32289.888,32289.8496,7.9965033531188965,0.0608,0.0002259434259030968,164.65359757778853,Awake,POST,Achilles_10252013
32296.1016,32296.1536,32296.124,6.033570289611816,0.052,0.00024043361190706491,148.60052721991642,Awake,POST,Achilles_10252013
32300.668,32300.7088,32300.6864,9.369885444641113,0.0408,0.00029754472780041397,158.63911334046804,Awake,POST,Achilles_10252013
32301.2224,32301.2552,32301.2384,5.372382164001465,0.0328,0.00022658670786768198,184.34329208034785,Awake,POST,Achilles_10252013
32301.3272,32301.3768,32301.348,6.661698341369629,0.0496,0.0002242827322334051,171.34086183693438,Awake,POST,Achilles_10252013
32301.8896,32301.9344,32301.9112,7.842686176300049,0.0448,0.00021630729315802455,210.3420073989122,Awake,POST,Achilles_10252013
32301.9928,32302.0784,32302.0168,8.956628799438477,0.0856,0.00031780428253114223,187.5093399608136,Awake,POST,Achilles_10252013
32304.6904,32304.7344,32304.7136,8.75190258026123,0.044,0.000304773508105427,164.18108705548573,other,POST,Achilles_10252013
32304.8224,32304.8752,32304.844,8.715962409973145,0.0528,0.000327694317093119,176.54569662594076,other,POST,Achilles_10252013
32305.2152,32305.2448,32305.2304,6.382272243499756,0.0296,0.00029538554372265935,172.71683479729114,Non-REM,POST,Achilles_10252013
32305.4248,32305.4816,32305.4496,9.172268867492676,0.0568,0.00025577275664545596,162.37949488123337,Non-REM,POST,Achilles_10252013
32316.08,32316.2024,32316.1672,5.161919116973877,0.1224,0.00015830791380722076,147.52055835440905,Non-REM,POST,Achilles_10252013
32317.4272,32317.4648,32317.4432,7.689267635345459,0.0376,0.0002767597616184503,156.6942344267487,Non-REM,POST,Achilles_10252013
32319.0968,32319.232,32319.1232,10.123723983764648,0.1352,0.0003824862069450319,183.86211295186348,Non-REM,POST,Achilles_10252013
32319.3752,32319.4368,32319.3976,10.698314666748047,0.0616,0.00035958841908723116,183.1310350094114,Non-REM,POST,Achilles_10252013
32324.1608,32324.2088,32324.188,9.113496780395508,0.048,0.00030805834103375673,185.12244374627574,Non-REM,POST,Achilles_10252013
32324.3496,32324.3928,32324.3728,9.860791206359863,0.0432,0.0003465158224571496,176.3208629875924,Non-REM,POST,Achilles_10252013
32332.36,32332.5248,32332.4992,9.382254600524902,0.1648,0.00030286971013993025,150.87655508883992,Non-REM,POST,Achilles_10252013
32347.8568,32347.9016,32347.88,11.6777925491333,0.0448,0.0003480117302387953,185.44082080169267,Non-REM,POST,Achilles_10252013
32347.9464,32348.0768,32347.984,13.67953109741211,0.1304,0.00043501192703843117,180.0875521465381,Non-REM,POST,Achilles_10252013
32348.1096,32348.1968,32348.1776,8.844405174255371,0.0872,0.00030446762684732676,173.21429680628032,Non-REM,POST,Achilles_10252013
32353.2904,32353.3368,32353.3144,10.339263916015625,0.0464,0.000304943387163803,179.2884874760739,Non-REM,POST,Achilles_10252013
32357.5576,32357.5912,32357.5728,6.678886890411377,0.0336,0.00022709112090524286,163.15229189207423,Non-REM,POST,Achilles_10252013
32361.8136,32361.868,32361.84,12.329095840454102,0.0544,0.00034451737883500755,161.6232454459121,Non-REM,POST,Achilles_10252013
32366.18,32366.2352,32366.2064,5.074548244476318,0.0552,0.00017494977510068566,162.25696917377587,Non-REM,POST,Achilles_10252013
32366.4696,32366.5032,32366.484,7.451887607574463,0.0336,0.0003071415994782001,193.99277712136123,Non-REM,POST,Achilles_10252013
32369.3392,32369.4688,32369.432,10.759048461914062,0.1296,0.00029560853727161884,171.9589099499224,Non-REM,POST,Achilles_10252013
32369.9232,32370.0352,32369.9984,8.192742347717285,0.112,0.0002919598773587495,172.80301829905272,Non-REM,POST,Achilles_10252013
32370.8632,32370.916,32370.8896,8.964077949523926,0.0528,0.000251148478128016,157.8734359364213,Non-REM,POST,Achilles_10252013
32372.3584,32372.3984,32372.3784,8.305213928222656,0.04,0.0003095643187407404,177.88462843474008,Non-REM,POST,Achilles_10252013
32373.3208,32373.3672,32373.3432,7.307726860046387,0.0464,0.00021083794126752764,163.96565278963598,Non-REM,POST,Achilles_10252013
32376.5744,32376.608,32376.5904,5.632646560668945,0.0336,0.0001727421476971358,160.1070435970911,Non-REM,POST,Achilles_10252013
32379.484,32379.536,32379.5088,8.137423515319824,0.052,0.00024606857914477587,159.1158878914176,Non-REM,POST,Achilles_10252013
32379.6016,32379.6616,32379.62,9.40673828125,0.06,0.00032843698863871396,176.72379806489914,Non-REM,POST,Achilles_10252013
32380.7872,32380.8584,32380.8192,8.921499252319336,0.0712,0.00028747718897648156,176.41045905389942,Non-REM,POST,Achilles_10252013
32381.672,32381.804,32381.7728,13.553518295288086,0.132,0.00037492054980248213,149.9833397404848,Non-REM,POST,Achilles_10252013
32382.1592,32382.2032,32382.1808,5.828131675720215,0.044,0.00017070400645025074,167.25177686522053,Non-REM,POST,Achilles_10252013
32382.6792,32382.736,32382.7096,7.491345405578613,0.0568,0.000245692121097818,165.61747662161056,Non-REM,POST,Achilles_10252013
32383.4312,32383.5568,32383.5296,7.1587748527526855,0.1256,0.0002346210094401613,173.38739113893493,Non-REM,POST,Achilles_10252013
32388.5496,32388.6048,32388.5704,5.755514144897461,0.0552,0.00019352295203134418,156.3247749199869,Non-REM,POST,Achilles_10252013
32388.8464,32388.884,32388.8656,7.458064079284668,0.0376,0.0003051423409488052,179.25741703243466,Non-REM,POST,Achilles_10252013
32393.02,32393.0648,32393.0376,5.641827583312988,0.0448,0.00017668453801888973,174.7105483041039,Non-REM,POST,Achilles_10252013
32393.1816,32393.2184,32393.1976,6.750391483306885,0.0368,0.0002532692451495677,173.9307443710825,Non-REM,POST,Achilles_10252013
32393.392,32393.4216,32393.4072,5.297250270843506,0.0296,0.00022024640929885209,173.97188108520038,Non-REM,POST,Achilles_10252013
32395.3992,32395.4512,32395.428,11.240941047668457,0.052,0.0003480786399450153,170.54182173729512,Non-REM,POST,Achilles_10252013
32395.6888,32395.7432,32395.7112,11.918963432312012,0.0544,0.00041596710798330605,166.1440432631808,Non-REM,POST,Achilles_10252013
32402.7248,32402.7624,32402.7432,7.374965667724609,0.0376,0.00027758587384596467,199.30625265954342,Non-REM,POST,Achilles_10252013
32403.328,32403.3776,32403.3504,8.861482620239258,0.0496,0.00027905398746952415,157.30912162650003,Non-REM,POST,Achilles_10252013
32414.4064,32414.4584,32414.4384,6.655733585357666,0.052,0.0002660135505720973,193.24264249634018,Non-REM,POST,Achilles_10252013
32414.4888,32414.58,32414.5168,9.086071014404297,0.0912,0.00026201471337117255,173.7398032671293,Non-REM,POST,Achilles_10252013
32414.8112,32414.8448,32414.8272,7.428867816925049,0.0336,0.0003078233858104795,155.2532478169899,Non-REM,POST,Achilles_10252013
32416.3888,32416.4528,32416.4216,12.978005409240723,0.064,0.00038226324249990284,160.9697928009288,Non-REM,POST,Achilles_10252013
32416.6656,32416.7328,32416.7,11.835892677307129,0.0672,0.00032527887378819287,161.32806118223206,Non-REM,POST,Achilles_10252013
32417.2576,32417.3136,32417.2816,12.532021522521973,0.056,0.00034409904037602246,165.0879597275747,Non-REM,POST,Achilles_10252013
32417.3848,32417.4472,32417.416,9.524297714233398,0.0624,0.00026810067356564105,154.33464919850218,Non-REM,POST,Achilles_10252013
32421.4688,32421.528,32421.4856,6.3112473487854,0.0592,0.00022550922585651278,166.282973953274,Non-REM,POST,Achilles_10252013
32421.6344,32421.6904,32421.6616,9.212732315063477,0.056,0.00029148682369850576,158.6052753989617,Non-REM,POST,Achilles_10252013
32436.7704,32436.812,32436.788,6.213236331939697,0.0416,0.00021293299505487084,162.61224623632785,Non-REM,POST,Achilles_10252013
32436.8688,32436.9104,32436.8952,5.1899638175964355,0.0416,0.00022112914302852005,152.72736169731704,Non-REM,POST,Achilles_10252013
32440.2896,32440.3376,32440.3072,6.099255084991455,0.048,0.00026180577697232366,195.56011062314354,Non-REM,POST,Achilles_10252013
32440.3952,32440.4352,32440.4136,5.071134567260742,0.04,0.00018258464115206152,143.33248198024302,Non-REM,POST,Achilles_10252013
32440.856,32440.904,32440.88,10.757294654846191,0.048,0.000330465380102396,171.3697537407598,Non-REM,POST,Achilles_10252013
32441.056,32441.0904,32441.0744,5.782131195068359,0.0344,0.00021250844292808324,164.64163078018706,Non-REM,POST,Achilles_10252013
32442.7536,32442.8168,32442.7944,9.857535362243652,0.0632,0.0003046031924895942,163.97670605591543,Non-REM,POST,Achilles_10252013
32443.2832,32443.3312,32443.304,10.028035163879395,0.048,0.0003559741599019617,146.0470789252089,Non-REM,POST,Achilles_10252013
32443.416,32443.4536,32443.4328,6.285037994384766,0.0376,0.0002413780748611316,157.86016309413796,Non-REM,POST,Achilles_10252013
32444.6968,32444.76,32444.7304,8.640110969543457,0.0632,0.00027847292949445546,158.72730035099153,Non-REM,POST,Achilles_10252013
32445.9392,32445.9952,32445.9576,5.589553356170654,0.056,0.00015649994020350277,145.65673500333997,Non-REM,POST,Achilles_10252013
32447.4056,32447.4344,32447.4192,5.811062335968018,0.0288,0.0002527361793909222,170.12992864631497,Non-REM,POST,Achilles_10252013
32447.468,32447.5568,32447.4984,5.433620452880859,0.0888,0.00016428061644546688,143.4717784970174,Non-REM,POST,Achilles_10252013
32448.4416,32448.4984,32448.4648,13.688379287719727,0.0568,0.00041611376218497753,163.07504017541353,Non-REM,POST,Achilles_10252013
32460.6888,32460.744,32460.7136,13.430455207824707,0.0552,0.0003737462393473834,169.1885309379249,Non-REM,POST,Achilles_10252013
32460.7848,32460.828,32460.8056,13.915915489196777,0.0432,0.000423353019868955,178.4295854154437,Non-REM,POST,Achilles_10252013
32461.5,32461.5432,32461.5208,9.923454284667969,0.0432,0.0003649558057077229,180.34913465658298,Non-REM,POST,Achilles_10252013
32462.0232,32462.0664,32462.0416,6.457276344299316,0.0432,0.00018398030078969896,190.9182065041232,Non-REM,POST,Achilles_10252013
32464.184,32464.2184,32464.2008,5.87118673324585,0.0344,0.00019075532327406108,155.99235954794653,Non-REM,POST,Achilles_10252013
32468.9208,32468.9736,32468.9432,10.582982063293457,0.0528,0.00031520266202278435,198.0287770885005,Non-REM,POST,Achilles_10252013
32472.4536,32472.6096,32472.5104,11.271439552307129,0.156,0.00032176150125451386,177.33682455599444,Non-REM,POST,Achilles_10252013
32472.652,32472.7032,32472.6696,5.773992538452148,0.0512,0.00019302932196296751,192.65017385508858,Non-REM,POST,Achilles_10252013
32474.9104,32474.9552,32474.9312,7.014097213745117,0.0448,0.00023873378813732415,169.58924175381205,Non-REM,POST,Achilles_10252013
32476.0304,32476.0672,32476.0464,6.637630462646484,0.0368,0.00026211279327981174,159.06950276948666,Non-REM,POST,Achilles_10252013
32488.1968,32488.2296,32488.212,5.338046550750732,0.0328,0.00017757475143298507,162.48958958519236,Non-REM,POST,Achilles_10252013
32501.5536,32501.6056,32501.5808,5.659133434295654,0.052,0.00018254069436807185,147.1808114240697,Non-REM,POST,Achilles_10252013
32504.2504,32504.3192,32504.2776,8.450468063354492,0.0688,0.0002455775684211403,155.37048011199374,Non-REM,POST,Achilles_10252013
32537.8488,32537.8864,32537.8688,5.941873073577881,0.0376,0.00021142281184438616,159.93273277290456,Non-REM,POST,Achilles_10252013
32538.796,32538.8544,32538.8296,6.3062238693237305,0.0584,0.00019182088726665825,168.25300238023226,Non-REM,POST,Achilles_10252013
32540.124,32540.1784,32540.1424,6.970980644226074,0.0544,0.0002452778862789273,157.9714383181014,Non-REM,POST,Achilles_10252013
32540.2112,32540.252,32540.2288,7.038811683654785,0.0408,0.00025781578733585775,152.87302357874722,Non-REM,POST,Achilles_10252013
32541.1512,32541.2016,32541.1744,9.885815620422363,0.0504,0.00029378695762716234,155.45901475734217,Non-REM,POST,Achilles_10252013
32542.3808,32542.4912,32542.4176,9.951618194580078,0.1104,0.0002778620400931686,157.1737529921199,Non-REM,POST,Achilles_10252013
32542.5392,32542.5776,32542.5584,8.13518238067627,0.0384,0.00031595007749274373,167.42467806440018,Non-REM,POST,Achilles_10252013
32542.6992,32542.7392,32542.7152,6.752233505249023,0.04,0.00022268926841206849,145.8025072178622,Non-REM,POST,Achilles_10252013
32543.1864,32543.2368,32543.2104,9.15950870513916,0.0504,0.0002901187399402261,171.00292825755162,Non-REM,POST,Achilles_10252013
32543.4568,32543.5112,32543.4824,9.28462028503418,0.0544,0.0002919575781561434,162.90277449238138,Non-REM,POST,Achilles_10252013
32549.0096,32549.0552,32549.0296,7.396015644073486,0.0456,0.0002159637224394828,158.91136190628387,Non-REM,POST,Achilles_10252013
32550.5976,32550.6352,32550.6152,6.94669246673584,0.0376,0.0002486245066393167,154.02580453148872,Non-REM,POST,Achilles_10252013
32559.8544,32559.8968,32559.8704,6.328933238983154,0.0424,0.00023112757480703294,149.87528878048855,Non-REM,POST,Achilles_10252013
32560.7032,32560.7448,32560.7208,6.679612159729004,0.0416,0.00021096179261803627,151.74323790188674,Non-REM,POST,Achilles_10252013
32562.0048,32562.116,32562.0232,5.283687114715576,0.1112,0.00018155855650547892,174.77963956720214,Non-REM,POST,Achilles_10252013
32562.7392,32562.812,32562.7656,13.584769248962402,0.0728,0.0003870090004056692,173.66948757732052,Non-REM,POST,Achilles_10252013
32562.884,32562.9296,32562.9064,11.226179122924805,0.0456,0.0003802772262133658,186.0813791317496,Non-REM,POST,Achilles_10252013
32565.2088,32565.2632,32565.232,8.842833518981934,0.0544,0.00027022030553780496,157.32991626040214,Non-REM,POST,Achilles_10252013
32565.4368,32565.4704,32565.452,5.39132833480835,0.0336,0.000196525186765939,154.49254429251474,Non-REM,POST,Achilles_10252013
32566.4096,32566.5912,32566.4904,6.241217136383057,0.1816,0.00019673150382004678,155.19113648694858,Non-REM,POST,Achilles_10252013
32568.1096,32568.152,32568.1296,8.986517906188965,0.0424,0.0002861008106265217,172.3767896563893,Non-REM,POST,Achilles_10252013
32570.9232,32570.964,32570.9448,5.206543922424316,0.0408,0.0001620135153643787,167.17419297500334,Non-REM,POST,Achilles_10252013
32572.2496,32572.2936,32572.2648,6.915177345275879,0.044,0.0002616174751892686,195.6359853737124,Non-REM,POST,Achilles_10252013
32573.7032,32573.7544,32573.736,6.05695915222168,0.0512,0.00023425395193044096,169.903326356526,Non-REM,POST,Achilles_10252013
32582.7368,32582.8104,32582.768,11.05185317993164,0.0736,0.0003770549374166876,160.04056221396397,Non-REM,POST,Achilles_10252013
32583.0272,32583.0872,32583.06,10.709545135498047,0.06,0.00032707653008401394,165.54912722947762,Non-REM,POST,Achilles_10252013
32586.1288,32586.1808,32586.1552,13.0949068069458,0.052,0.0003907528007403016,172.60697608279025,Non-REM,POST,Achilles_10252013
32586.3008,32586.3536,32586.3224,12.51111888885498,0.0528,0.0004156308132223785,178.12292270534425,Non-REM,POST,Achilles_10252013
32587.3872,32587.4656,32587.4088,11.465958595275879,0.0784,0.00041606524609960616,158.14094254627796,Non-REM,POST,Achilles_10252013
32587.6328,32587.68,32587.6568,8.13082218170166,0.0472,0.00025622991961427033,163.32966761288742,Non-REM,POST,Achilles_10252013
32587.9984,32588.0648,32588.0384,10.060090065002441,0.0664,0.00030540049192495644,153.4358961787151,Non-REM,POST,Achilles_10252013
32588.1536,32588.2256,32588.2,8.528637886047363,0.072,0.00027690790011547506,175.40392047040586,Non-REM,POST,Achilles_10252013
32588.8136,32588.8608,32588.8376,7.300034046173096,0.0472,0.00024390780890826136,162.63884228643272,Non-REM,POST,Achilles_10252013
32589.26,32589.332,32589.2888,9.266144752502441,0.072,0.0002463518758304417,175.63217077769835,Non-REM,POST,Achilles_10252013
32597.1912,32597.248,32597.2128,10.353200912475586,0.0568,0.00033254321897402406,168.20188868659562,Non-REM,POST,Achilles_10252013
32601.3248,32601.3864,32601.3424,7.829507827758789,0.0616,0.00028971326537430286,162.3996960383975,Non-REM,POST,Achilles_10252013
32601.4472,32601.4984,32601.4728,7.704326152801514,0.0512,0.0002323441149201244,160.486332882675,Non-REM,POST,Achilles_10252013
32608.136,32608.18,32608.1544,8.184191703796387,0.044,0.0003010879154317081,165.0299857118856,Non-REM,POST,Achilles_10252013
32608.2304,32608.2664,32608.248,7.6020331382751465,0.036,0.0002304368099430576,167.22662892452135,Non-REM,POST,Achilles_10252013
32612.3392,32612.3792,32612.3616,6.338558673858643,0.04,0.00023855219478718936,162.09431539592853,Non-REM,POST,Achilles_10252013
32615.2704,32615.3184,32615.292,6.088317394256592,0.048,0.00017132355424109846,168.0515777001455,Non-REM,POST,Achilles_10252013
32615.7808,32615.848,32615.804,8.038991928100586,0.0672,0.00027388695161789656,149.51967563907905,Non-REM,POST,Achilles_10252013
32616.424,32616.4592,32616.44,5.587177276611328,0.0352,0.00020561422570608556,152.74338196367717,Non-REM,POST,Achilles_10252013
32616.5616,32616.6392,32616.6008,15.0718355178833,0.0776,0.0004766670463141054,166.55512442056005,Non-REM,POST,Achilles_10252013
32618.0016,32618.0568,32618.0184,5.637359142303467,0.0552,0.0002277728490298614,166.39041543171354,Non-REM,POST,Achilles_10252013
32618.1088,32618.216,32618.148,6.863591194152832,0.1072,0.00019843285554088652,156.52779058107043,Non-REM,POST,Achilles_10252013
32619.3168,32619.3576,32619.34,5.092886924743652,0.0408,0.00015328657173085958,162.849483444679,Non-REM,POST,Achilles_10252013
32626.3392,32626.3976,32626.3672,9.749490737915039,0.0584,0.0003497223660815507,176.75531787274147,Non-REM,POST,Achilles_10252013
32626.504,32626.5424,32626.5216,8.271894454956055,0.0384,0.00029257198912091553,161.96135326235694,Non-REM,POST,Achilles_10252013
32626.9832,32627.0576,32627.0144,11.270451545715332,0.0744,0.00030731497099623084,153.4062283759087,Non-REM,POST,Achilles_10252013
32629.668,32629.7048,32629.6848,7.235009670257568,0.0368,0.0002419523661956191,167.59274376445975,Non-REM,POST,Achilles_10252013
32631.616,32631.6928,32631.6416,5.191328048706055,0.0768,0.00017842686793301255,157.78462041513143,Non-REM,POST,Achilles_10252013
32632.8864,32632.932,32632.9024,6.190415382385254,0.0456,0.0002120423159794882,157.16886744659078,Non-REM,POST,Achilles_10252013
32633.7912,32633.8592,32633.8344,5.1563334465026855,0.068,0.0001631809282116592,143.1356855648039,Non-REM,POST,Achilles_10252013
32634.1312,32634.176,32634.1504,9.409099578857422,0.0448,0.0003621151263359934,160.77236046127413,Non-REM,POST,Achilles_10252013
32639.264,32639.3312,32639.2944,10.480969429016113,0.0672,0.0003251957823522389,159.81983036551182,Non-REM,POST,Achilles_10252013
32639.64,32639.6816,32639.6592,8.759331703186035,0.0416,0.0003330733743496239,181.01591681551136,Non-REM,POST,Achilles_10252013
32643.084,32643.1952,32643.1088,6.261341094970703,0.1112,0.00020305650832597166,158.04292081002677,Non-REM,POST,Achilles_10252013
32644.14,32644.184,32644.1568,6.70725679397583,0.044,0.0002327239781152457,165.14868790234374,Non-REM,POST,Achilles_10252013
32645.1224,32645.1656,32645.1432,8.646140098571777,0.0432,0.00026053647161461413,186.89809437102656,Non-REM,POST,Achilles_10252013
32647.3784,32647.44,32647.4128,11.20448112487793,0.0616,0.00033080371213145554,166.81191836471464,Non-REM,POST,Achilles_10252013
32648.3864,32648.4368,32648.4072,8.706296920776367,0.0504,0.0003115823201369494,183.51900414305064,Non-REM,POST,Achilles_10252013
32652.8344,32652.8792,32652.8568,10.642220497131348,0.0448,0.00029365610680542886,172.94428377064412,Non-REM,POST,Achilles_10252013
32653.008,32653.0576,32653.0264,10.342905044555664,0.0496,0.00038028560811653733,186.5770327195746,Non-REM,POST,Achilles_10252013
32653.0992,32653.1432,32653.1176,9.3296480178833,0.044,0.00032310312963090837,159.13439769118781,Non-REM,POST,Achilles_10252013
32653.2696,32653.3256,32653.2936,13.701513290405273,0.056,0.0004004198999609798,169.59540608929717,Non-REM,POST,Achilles_10252013
32665.0096,32665.0416,32665.0248,5.768088340759277,0.032,0.00023281178437173367,148.7585841751049,Non-REM,POST,Achilles_10252013
32668.016,32668.0536,32668.0328,6.715508937835693,0.0376,0.00023300702741835266,162.0833988119566,Non-REM,POST,Achilles_10252013
32668.12,32668.1568,32668.136,6.21596622467041,0.0368,0.0002774778113234788,161.89500714508156,Non-REM,POST,Achilles_10252013
32676.2896,32676.4512,32676.3144,7.738206386566162,0.1616,0.0002621833991724998,164.99822254579598,Non-REM,POST,Achilles_10252013
32676.4992,32676.5848,32676.5576,6.772685527801514,0.0856,0.00021059057326056063,164.1462205809254,Non-REM,POST,Achilles_10252013
32676.7728,32676.828,32676.7984,9.300447463989258,0.0552,0.00027073457022197545,153.11694298255333,Non-REM,POST,Achilles_10252013
32680.5504,32680.5864,32680.5672,5.438652038574219,0.036,0.0001887712423922494,160.72840365664248,Non-REM,POST,Achilles_10252013
32690.088,32690.1312,32690.1136,5.813243389129639,0.0432,0.00020432446035556495,167.6493617138498,Non-REM,POST,Achilles_10252013
32690.1888,32690.2864,32690.2128,8.720367431640625,0.0976,0.000282783672446385,160.57208073708424,Non-REM,POST,Achilles_10252013
32690.6272,32690.6648,32690.6464,7.342846393585205,0.0376,0.00026018466451205313,179.56459178682348,Non-REM,POST,Achilles_10252013
32690.716,32690.764,32690.736,11.408143997192383,0.048,0.0003547896340023726,173.8920512457728,Non-REM,POST,Achilles_10252013
32693.58,32693.636,32693.6064,5.84266996383667,0.056,0.0002057629026239738,152.9996435448002,Non-REM,POST,Achilles_10252013
32711.3056,32711.3768,32711.3456,7.513061046600342,0.0712,0.00022864810307510197,143.6457813019948,Non-REM,POST,Achilles_10252013
32723.7048,32723.7512,32723.7288,5.462104320526123,0.0464,0.00015602915664203465,151.26472826553342,Non-REM,POST,Achilles_10252013
32727.4768,32727.6312,32727.5088,11.025420188903809,0.1544,0.00028660325915552676,148.88610749665975,Non-REM,POST,Achilles_10252013
32729.8272,32729.908,32729.86,8.223295211791992,0.0808,0.0002398442302364856,151.3402560205791,Non-REM,POST,Achilles_10252013
32732.7728,32732.824,32732.7936,8.987471580505371,0.0512,0.0003611153515521437,159.77356609410694,Non-REM,POST,Achilles_10252013
32733.5552,32733.5936,32733.572,5.311193943023682,0.0384,0.00016435302677564323,147.48174087336594,Non-REM,POST,Achilles_10252013
32737.1944,32737.2352,32737.2136,7.929201602935791,0.0408,0.0002625657944008708,164.842387151786,Non-REM,POST,Achilles_10252013
32742.712,32742.76,32742.7344,7.553530216217041,0.048,0.00020099383255001158,160.44778049367122,Non-REM,POST,Achilles_10252013
32742.8008,32742.8536,32742.8248,11.485233306884766,0.0528,0.0003151721030008048,167.3380456480127,Non-REM,POST,Achilles_10252013
32744.2992,32744.3424,32744.3176,8.056065559387207,0.0432,0.0002576482656877488,185.1286496532312,Non-REM,POST,Achilles_10252013
32744.4208,32744.4736,32744.4448,8.795713424682617,0.0528,0.0003028075734619051,176.23226693467203,Non-REM,POST,Achilles_10252013
32747.572,32747.6176,32747.5944,9.967352867126465,0.0456,0.00032980015384964645,169.44090822369722,Non-REM,POST,Achilles_10252013
32748.508,32748.576,32748.5408,6.823639392852783,0.068,0.0002363380917813629,162.7802309550128,Non-REM,POST,Achilles_10252013
32749.1864,32749.2864,32749.2112,12.32098388671875,0.1,0.0003346404409967363,157.8548583627064,Non-REM,POST,Achilles_10252013
32749.8616,32749.912,32749.8888,10.232511520385742,0.0504,0.000331221119267866,172.4191458085061,Non-REM,POST,Achilles_10252013
32750.6176,32750.6568,32750.6352,5.9807963371276855,0.0392,0.00020995158411096781,149.88546326607718,Non-REM,POST,Achilles_10252013
32751.088,32751.144,32751.1096,10.799266815185547,0.056,0.00031203762046061456,178.2421952896277,Non-REM,POST,Achilles_10252013
32767.5184,32767.5704,32767.5496,6.0941386222839355,0.052,0.00020129069162067026,142.84783374959676,Non-REM,POST,Achilles_10252013
32767.6528,32767.6856,32767.6704,5.6703033447265625,0.0328,0.0002193264226661995,175.05557288932158,Non-REM,POST,Achilles_10252013
32768.3896,32768.4224,32768.4056,6.052070617675781,0.0328,0.00021101078891661018,164.47572936289296,Non-REM,POST,Achilles_10252013
32771.476,32771.5224,32771.4912,7.048410415649414,0.0464,0.00029734137933701277,176.8452603862727,Non-REM,POST,Achilles_10252013
32773.5168,32773.56,32773.5408,5.850286960601807,0.0432,0.00020446072448976338,184.5308679544238,Non-REM,POST,Achilles_10252013
32774.5296,32774.5704,32774.552,5.255458831787109,0.0408,0.0002220217720605433,165.43511130377505,Non-REM,POST,Achilles_10252013
32780.572,32780.6112,32780.5864,5.2113447189331055,0.0392,0.00019247930322308093,153.52538215403686,Non-REM,POST,Achilles_10252013
32783.5504,32783.6048,32783.5888,5.706510066986084,0.0544,0.0001991290773730725,161.37401491045608,Non-REM,POST,Achilles_10252013
32783.7312,32783.8008,32783.7528,9.49367618560791,0.0696,0.00033472213544882834,166.2082797351494,Non-REM,POST,Achilles_10252013
32783.8984,32784.0024,32783.9304,12.44425106048584,0.104,0.00040731459739618003,173.0588842543722,Non-REM,POST,Achilles_10252013
32785.36,32785.4016,32785.3768,6.641547203063965,0.0416,0.0002833797479979694,154.34579217382424,Non-REM,POST,Achilles_10252013
32787.6424,32787.6792,32787.66,5.179335117340088,0.0368,0.0001599611423444003,151.29888262132366,Non-REM,POST,Achilles_10252013
32789.5152,32789.5872,32789.5656,7.51006555557251,0.072,0.0002531128120608628,154.49314870973765,Non-REM,POST,Achilles_10252013
32959.8192,32959.916,32959.8632,12.52551555633545,0.0968,0.00033084378810599446,183.94061219661126,Awake,POST,Achilles_10252013
32963.9976,32964.136,32964.0224,10.644258499145508,0.1384,0.0003543241473380476,182.48864837246356,Awake,POST,Achilles_10252013
