direction,unit,peak_rate,peak_pos,mean_rate,sparsity,si,si_thresh,si_p,width,stability,is_place,is_place_strict,session,subject
rightward,27,5.282904368010535,1.225,1.4676877575400646,0.4857043646797346,0.6173984885296929,0.1106088313656728,0.0,0.45000000000000007,0.9418221593214654,True,True,Cicero_09172014,Cicero
rightward,29,0.5767035586040766,1.1750000000000003,0.1436591579255359,0.5069950849752677,0.4887064002073357,0.3875580407924114,0.0,0.20000000000000004,0.2236302708818717,False,False,Cicero_09172014,Cicero
rightward,30,2.3511423667473292,1.225,0.6157382936814131,0.49731207634897573,0.4843114873929418,0.1389039900958601,0.0,0.30000000000000004,0.9348438726825398,True,True,Cicero_09172014,Cicero
rightward,31,13.532657712195379,1.975,2.167938128553266,0.3582583530233587,0.7701854689004808,0.12747256509802893,0.0,0.15000000000000002,0.9397745129551003,True,True,Cicero_09172014,Cicero
rightward,33,1.1211091600495153,0.17500000000000002,0.2057537818300577,0.30225982560247594,0.823775824526332,0.6056427937285441,0.0,0.25000000000000006,0.35001949314928416,True,True,Cicero_09172014,Cicero
rightward,34,5.017709474308432,1.975,1.9978496118168958,0.8631271297355327,0.08078261651605492,0.05410317185559145,0.0,0.20000000000000004,0.8141370606625299,True,True,Cicero_09172014,Cicero
rightward,36,1.1501336948263237,0.025,0.4054831091785688,0.7225325908850325,0.2385490271952722,0.22521985026767175,0.006,0.15000000000000002,0.49497075296130233,True,True,Cicero_09172014,Cicero
rightward,37,0.29802055431095237,1.875,0.1590646348298453,0.7623401863418564,0.2591339274501827,0.4682859452065838,0.484,0.4000000000000001,-0.20505865496120138,False,False,Cicero_09172014,Cicero
rightward,38,0.976832835323661,0.07500000000000001,0.2533049403469517,0.5301042774744216,0.4200110757521094,0.441487395869525,0.014,0.20000000000000004,0.5080434392139768,False,False,Cicero_09172014,Cicero
rightward,40,6.9592776880235965,1.975,1.946059779504503,0.5495408800715109,0.3301817079547455,0.13264284626694528,0.0,0.15000000000000002,0.8673382984287822,True,True,Cicero_09172014,Cicero
rightward,41,31.412403483118776,0.025,2.8440756322553575,0.11948164883440225,2.469499653434252,0.3120047265541018,0.0,0.15000000000000002,0.9835930753280988,True,True,Cicero_09172014,Cicero
rightward,42,8.863300557582901,1.875,5.360375245668712,0.8812057533575184,0.08065530679568905,0.0437311456530147,0.0,0.5000000000000001,0.7580911130988514,True,True,Cicero_09172014,Cicero
rightward,43,14.135966366397227,0.5750000000000001,5.546070911969441,0.6208324618604503,0.26523599924308094,0.056830885494532746,0.0,0.6000000000000001,0.9497202435681763,True,True,Cicero_09172014,Cicero
rightward,44,2.602001280619399,1.0750000000000002,0.7589202016950137,0.4684158836921752,0.6145296641042549,0.18827579112152834,0.0,0.3500000000000001,0.805432945329673,True,True,Cicero_09172014,Cicero
rightward,45,14.859669383237817,0.42500000000000004,4.093338651654853,0.44524009037274537,0.44916676722916393,0.11097210560775769,0.0,0.4000000000000001,0.9685623261730049,True,True,Cicero_09172014,Cicero
rightward,47,6.079357883465172,0.125,2.5987136880809905,0.7878284723017274,0.124259856791677,0.04364486590918722,0.0,0.30000000000000004,0.813156843897981,True,True,Cicero_09172014,Cicero
rightward,48,3.4001498939702386,0.625,1.4031336587681533,0.7201363317951814,0.18080564268559332,0.09248158906844493,0.0,0.5000000000000001,0.6148435652068555,True,True,Cicero_09172014,Cicero
rightward,49,13.87448067449678,0.07500000000000001,3.036360544710205,0.3504701553491123,1.069443686593543,0.15031205198330855,0.0,0.20000000000000004,0.9742494564013187,True,True,Cicero_09172014,Cicero
rightward,51,0.4826858936674906,1.0750000000000002,0.12178768331039524,0.4577517174692764,0.5753716826220211,0.5518962729329202,0.006,0.15000000000000002,0.1104028483950693,False,False,Cicero_09172014,Cicero
rightward,52,6.903327970457415,1.375,1.5523213468956945,0.40744555859402437,1.0776546896773604,0.1715822543037539,0.0,0.30000000000000004,0.9497518037861447,True,True,Cicero_09172014,Cicero
rightward,54,0.8613452707344244,0.07500000000000001,0.3339068755915715,0.7905269296190495,0.13244483152324796,0.20676809502612636,0.222,0.20000000000000004,-0.016900446815046623,False,False,Cicero_09172014,Cicero
rightward,55,3.464104743459278,1.375,1.1638565064168847,0.6052871767237181,0.33201945940372535,0.129711781457623,0.0,0.6000000000000001,0.6999025057871459,True,True,Cicero_09172014,Cicero
rightward,56,1.0176275260093817,1.4250000000000003,0.15703080729500168,0.25988633802832717,1.2586309761300605,1.1019291952626153,0.002,0.25000000000000006,0.3696042612512795,True,True,Cicero_09172014,Cicero
rightward,59,4.213786693867786,1.225,0.9973529461433467,0.4181494729383382,0.9115553470707288,0.34469690166719624,0.0,0.3500000000000001,0.6872053544563999,True,True,Cicero_09172014,Cicero
rightward,61,6.481960346994016,1.025,2.7041791532911637,0.7632077047225296,0.1813281883028283,0.059861281526129656,0.0,0.30000000000000004,0.935956778650587,True,True,Cicero_09172014,Cicero
rightward,63,0.2594682531618384,0.17500000000000002,0.09444107484917294,0.622821050871701,0.270377982216173,0.4905512665600769,0.482,0.20000000000000004,0.06220097530999145,False,False,Cicero_09172014,Cicero
rightward,64,0.9109251672612916,0.275,0.30599528412800225,0.7048658899961834,0.2620999084809148,0.309880868666594,0.044,0.20000000000000004,0.32438560345819206,False,False,Cicero_09172014,Cicero
rightward,68,1.5219541903204354,1.725,0.5112042841264716,0.7033540461959457,0.23665461537123686,0.1631342492836944,0.0,0.3500000000000001,0.43754079317021594,True,True,Cicero_09172014,Cicero
rightward,69,0.535270916073615,0.8250000000000001,0.31614511946637036,0.8634581942195039,0.09002732528435647,0.17163319285574163,0.424,0.5500000000000002,-0.20694405996274273,False,False,Cicero_09172014,Cicero
rightward,70,0.794264866759986,0.5750000000000001,0.3102675397787215,0.6541465375159957,0.31996742423313534,0.2542516549968837,0.0,0.5500000000000002,0.3739098942340812,False,False,Cicero_09172014,Cicero
rightward,71,0.6411620002540849,1.525,0.2924617536402208,0.8186679090816629,0.10647395740487425,0.20745763969403022,0.514,0.30000000000000004,0.005992111140755606,False,False,Cicero_09172014,Cicero
leftward,1,4.359805735965242,0.7250000000000001,2.322849256865077,0.7591896543785187,0.3005311217953713,0.07123760195771948,0.0,1.0000000000000002,0.6367211461880941,True,True,Cicero_09172014,Cicero
leftward,2,4.90741295245412,0.025,1.686292020038037,0.6769095163855275,0.4078391156723956,0.0984072086080288,0.0,0.15000000000000002,0.7787005396971409,True,True,Cicero_09172014,Cicero
leftward,3,8.053152973353813,0.675,4.985961655163001,0.9140034618554135,0.06105116189002339,0.029744820922894495,0.0,0.8000000000000002,0.45788744030516737,True,True,Cicero_09172014,Cicero
leftward,4,10.934155640359629,0.675,6.521990897158181,0.891638196560859,0.08107677988219612,0.02191939106027548,0.0,1.0000000000000002,0.6672418086644754,True,True,Cicero_09172014,Cicero
leftward,6,0.7254685715388519,0.875,0.22681614817239687,0.5998178404390649,0.4173978322471289,0.6783432256298373,0.236,0.15000000000000002,0.31564888755127973,False,False,Cicero_09172014,Cicero
leftward,7,5.010197397095631,1.4250000000000003,1.9232845420866476,0.684369085873317,0.2413360576642995,0.1071053892412777,0.0,0.5000000000000001,0.6252561190878468,True,True,Cicero_09172014,Cicero
leftward,8,25.027525482180522,0.5750000000000001,12.231258017248376,0.8137053956039721,0.1425756199555828,0.03394362847700556,0.0,0.7000000000000002,0.951136807016963,True,True,Cicero_09172014,Cicero
leftward,9,0.9341021416962008,0.125,0.41410336330415365,0.7075903770884543,0.34140211230015416,0.27670442714490456,0.0,0.30000000000000004,0.3598603427797798,False,False,Cicero_09172014,Cicero
leftward,10,4.838008835877038,0.875,1.485951580615344,0.56377375907844,0.5123799559351815,0.16778362124456844,0.0,0.3500000000000001,0.925864946964193,True,True,Cicero_09172014,Cicero
leftward,12,2.4938629131640977,0.07500000000000001,0.3397815331390568,0.2086281327921426,2.1516582446646835,0.8458592879401092,0.0,0.15000000000000002,0.9682705949071577,True,True,Cicero_09172014,Cicero
leftward,13,1.0143361265116455,0.07500000000000001,0.1569008914997731,0.2817267314125237,1.2989129412597469,1.0596120857526297,0.002,0.15000000000000002,0.8663709700224393,True,True,Cicero_09172014,Cicero
leftward,16,2.3451086835643755,0.375,1.2865835697402925,0.8106360015168872,0.18444356924997365,0.12886438172617648,0.0,0.15000000000000002,0.13865839716774475,True,False,Cicero_09172014,Cicero
leftward,17,19.075660963048325,1.625,4.769262488473261,0.3436351747606582,0.892107954450442,0.17311567472577613,0.0,0.45000000000000007,0.9854626744707263,True,True,Cicero_09172014,Cicero
leftward,18,9.461260072606322,0.925,2.560442773482987,0.5076664287241748,0.5192231315444947,0.1324255738016444,0.0,0.3500000000000001,0.9266039787953644,True,True,Cicero_09172014,Cicero
leftward,19,0.6130202691778455,0.875,0.3408945548140623,0.8950179792369614,0.0840673102117389,0.25952321906711623,0.726,0.30000000000000004,-0.3487973615319552,False,False,Cicero_09172014,Cicero
leftward,21,2.716648696249426,0.17500000000000002,0.3885332639244058,0.22469736641033466,1.8910342845618051,1.4522547629239855,0.0,0.20000000000000004,0.8038047925206134,True,True,Cicero_09172014,Cicero
leftward,23,12.486345542999134,0.675,4.126371204233029,0.5300739132382697,0.5889020810022122,0.14986515930625205,0.0,0.5000000000000001,0.8992445342757341,True,True,Cicero_09172014,Cicero
leftward,24,0.7630331014484373,0.8250000000000001,0.17920243677262465,0.4374290738922328,1.0009345118487574,1.0814362401015805,0.018,0.15000000000000002,0.25535658871102707,False,False,Cicero_09172014,Cicero
leftward,25,1.945172373074036,1.525,0.4194169799575406,0.3752164586379473,0.8511908992950147,0.8259846939676243,0.008,0.15000000000000002,0.149662598274279,True,False,Cicero_09172014,Cicero
leftward,26,8.648534126543254,0.42500000000000004,1.7184014534308534,0.412988838138055,0.5737073218905357,0.21215294407392402,0.0,0.20000000000000004,0.9589983995431762,True,True,Cicero_09172014,Cicero
leftward,27,4.541431708718825,1.025,1.620843018030164,0.6750841111688581,0.3105292028061844,0.10978589350258108,0.0,0.5000000000000001,0.9547829838454223,True,True,Cicero_09172014,Cicero
leftward,29,0.4790260367896792,1.025,0.11943950495002709,0.5224655733237548,0.43955257939948944,0.6509864272211973,0.172,0.20000000000000004,0.28980461002608926,False,False,Cicero_09172014,Cicero
leftward,30,1.3564567932280351,1.0750000000000002,0.573511258778794,0.764730212888478,0.18850931580306723,0.15469006980504021,0.0,0.5500000000000002,0.3621633895551858,True,True,Cicero_09172014,Cicero
leftward,31,12.289077161532639,1.975,2.8326924287756325,0.3682517805002832,0.8915387047403368,0.14572277292716787,0.0,0.4000000000000001,0.9702903411168113,True,True,Cicero_09172014,Cicero
leftward,33,1.2182447856609941,1.3250000000000002,0.24320594108609023,0.4087871207207141,0.7336884617256828,0.9859279951090137,0.248,0.15000000000000002,0.3995841924972205,False,False,Cicero_09172014,Cicero
leftward,34,7.343796770304782,0.475,3.750027481938293,0.8466451164899619,0.12503660098738772,0.045032140023182836,0.0,0.8500000000000002,0.8482208921538839,True,True,Cicero_09172014,Cicero
leftward,36,0.7576619189939806,0.875,0.40362870149031177,0.8949145813779191,0.07987868981460793,0.20249812931889627,0.79,0.5000000000000001,-0.07958497644906691,False,False,Cicero_09172014,Cicero
leftward,37,0.5783678039835317,0.675,0.1500807799247475,0.5157518983607744,0.5855777727712217,0.6148745212806507,0.018,0.15000000000000002,0.47947143120075525,False,False,Cicero_09172014,Cicero
leftward,38,0.47727498656799294,0.7250000000000001,0.22022855645905248,0.829023044360947,0.11336852662245861,0.32718742368628523,0.806,0.5000000000000001,-0.34327396581337805,False,False,Cicero_09172014,Cicero
leftward,40,3.3230942477394696,0.375,1.2622974112403624,0.7194306187843044,0.2607999332703213,0.11740392176293293,0.0,0.45000000000000007,0.7166010255748688,True,True,Cicero_09172014,Cicero
leftward,41,4.231335307233074,0.07500000000000001,0.4420156192149278,0.17399620604488691,1.9096034749101687,0.6269910971888019,0.0,0.15000000000000002,0.896754542145791,True,True,Cicero_09172014,Cicero
leftward,42,11.023944339610164,0.925,6.925836373073487,0.9484822317052557,0.027785852431240352,0.029768584436188635,0.018,1.0500000000000003,0.5661991124155701,False,False,Cicero_09172014,Cicero
leftward,43,10.240732080455926,0.475,3.8413022511601276,0.6656648083401319,0.29317214827290317,0.0813347396617361,0.0,0.5000000000000001,0.7975938979826536,True,True,Cicero_09172014,Cicero
leftward,44,6.834104649835007,1.0750000000000002,2.2935910288364374,0.5070737563437809,0.5889836746206987,0.15354344541695142,0.0,0.7000000000000002,0.908159802386484,True,True,Cicero_09172014,Cicero
leftward,45,7.496441273857227,0.42500000000000004,1.8151730639919859,0.4329528240049188,0.8766899819970793,0.22778617575861904,0.0,0.3500000000000001,0.9228649306092689,True,True,Cicero_09172014,Cicero
