unit,n_spikes,base_rate,wilcoxon_p,kw_p,tone_responsive,frequency_tuned,best_frequency,mean_rate,rate_2000,rate_4000,rate_8000,rate_16000,rate_32000,session
0,14283,0.0,4.888816683061823e-102,0.6688167386642515,True,False,2000.0,1.783390468192747,1.9639737333574312,1.8607479477044695,1.7405459554219884,1.6178209196689688,1.7338637848108782,LA9_ses-5
1,112299,0.0,0.0,0.8115714790000921,True,False,4000.0,14.997759434681573,14.579191517561298,15.567041653998176,15.27673428499875,14.95862111878539,14.607208598064249,LA9_ses-5
2,7983,0.0,4.4878909538632847e-57,0.2842286956714921,True,False,8000.0,1.0406627060112668,0.9518645701548286,1.0215871085436303,1.3022789882294015,1.1200298674631324,0.8075529956653406,LA9_ses-5
3,75763,0.0,0.0,0.9271139100822915,True,False,32000.0,9.810074679683769,9.795770829568045,9.82669504408635,9.904833458552467,9.5949225312675,9.928151534944481,LA9_ses-5
4,108282,0.0,0.0,0.3979678971164451,True,False,16000.0,14.499921409585756,14.121332610398218,14.43599878382487,14.825945404457801,15.257295750108891,13.859034499139005,LA9_ses-5
5,4619,0.0,1.3183809382217515e-19,0.828439775121614,True,False,4000.0,0.419493261668907,0.4578589071630821,0.4743083003952569,0.3881793137991485,0.3733432891543774,0.4037764978326703,LA9_ses-5
6,30137,0.0,1.1974509596624128e-267,0.6786978827029513,True,False,16000.0,4.024752932544194,3.9038496294957525,4.025539677713591,3.881793137991485,4.4054508120216544,3.907131405498486,LA9_ses-5
7,49240,0.0,0.0,0.2181283718601682,True,False,16000.0,6.389434605243592,6.373877944454485,6.044390392216479,6.298522414224893,6.769958309999378,6.4604239653227244,LA9_ses-5
8,33141,0.0,1.9872594988177642e-278,0.7493691709858334,True,False,32000.0,4.283561423933702,4.09663232724863,4.329583460018243,4.119709491610318,4.430340364631945,4.441541476159373,LA9_ses-5
9,94530,0.0,0.0,0.9741103135828637,True,False,2000.0,12.142786157486722,12.374239412012772,11.77257525083612,12.371650388179313,12.046543463381246,12.148922273024166,LA9_ses-5
