unit,n_spikes,base_rate,wilcoxon_p,kw_p,tone_responsive,frequency_tuned,best_frequency,mean_rate,rate_2000,rate_4000,rate_8000,rate_16000,rate_32000,session
0,9985,0.0,2.521430317386444e-91,0.007505786142529089,True,True,8000.0,1.4089967115112025,1.1847195357833655,1.2555837257032476,1.812100942535725,1.3330864654693575,1.4594928880643165,LA12_ses-1
1,17074,0.0,3.779843581638604e-121,4.358261458803761e-06,True,True,32000.0,2.038695107886846,2.5749516441005804,2.0523964747072316,1.2404986318029796,1.6540146886379066,2.671614100185529,LA12_ses-1
2,72138,0.0,0.0,1.0802083370911538e-05,True,True,8000.0,9.824192650851957,9.610735009671181,9.428950863213812,11.140164183642444,9.763624020243165,9.177489177489177,LA12_ses-1
3,30275,0.0,1.4335500820317374e-184,8.535149949861326e-11,True,True,32000.0,3.237099523558116,3.8684719535783367,3.5615115296390196,1.9215567041653998,2.876010615318151,3.957946815089672,LA12_ses-1
4,4154,0.0,1.0473724225374365e-36,0.058419251758060835,True,False,32000.0,0.498056606454079,0.6165377176015473,0.5312084993359893,0.27972027972027974,0.43201876195766215,0.6307977736549165,LA12_ses-1
5,570114,0.0,0.0,1.8526248232706027e-29,True,True,8000.0,80.24931405002545,75.99129593810446,75.67306531449958,91.699604743083,79.94815774856508,77.93444650587509,LA12_ses-1
6,15264,0.0,1.9362146340462113e-109,0.0008590987713326281,True,True,32000.0,2.0515195340969266,2.248549323017408,2.1489798382228664,1.3742778960170265,1.9625995186076655,2.523191094619666,LA12_ses-1
7,12435,0.0,3.4284791341804836e-56,0.36854866673530473,True,False,2000.0,1.2804639839881355,1.644100580270793,1.3763129300977908,0.9972636059592581,1.2219959266802443,1.1626468769325913,LA12_ses-1
8,85366,0.0,0.0,5.220180455639669e-13,True,True,4000.0,10.63262739127788,11.569148936170212,12.121212121212121,7.6132563089084835,10.047522063815343,11.81199752628324,LA12_ses-1
9,254864,0.0,0.0,4.6478066708144205e-17,True,True,32000.0,31.24370133294475,33.54690522243714,33.30918749245442,23.837032532684706,31.95704499166821,33.56833642547928,LA12_ses-1
10,27900,0.0,2.5495860624185627e-202,0.7009924157416845,True,False,32000.0,3.651953633960494,3.566247582205029,3.8271157793070145,3.551231377318334,3.443806702462507,3.8713667285095856,LA12_ses-1
11,2971,0.0,5.0661421449842756e-36,1.214871746815693e-18,True,True,8000.0,0.5925317133485061,0.42311411992263054,0.4708438971387179,1.2161751292186074,0.4443621551564525,0.4081632653061224,LA12_ses-1
12,69809,0.0,0.0,1.1428696757648926e-58,True,True,8000.0,11.484372343077926,8.87330754352031,8.60799227333092,18.789905746427486,11.936061223230267,9.214594928880643,LA12_ses-1
13,38435,0.0,7.858355036309278e-285,5.296503703232892e-21,True,True,8000.0,6.614246206012678,5.3070599613152805,5.55354340214898,10.386135603526908,5.998889094612109,5.825602968460111,LA12_ses-1
14,65597,0.0,0.0,2.892052995829419e-171,True,True,8000.0,12.109902169862035,9.018375241779497,8.028492092237112,23.10732745515354,12.355736591989137,8.039579468150896,LA12_ses-1
15,21494,0.0,1.74831158398246e-143,0.4981540234633606,True,False,2000.0,2.825342898319689,3.3486460348162472,3.0303030303030303,2.3228944968075402,2.419305066962908,3.00556586270872,LA12_ses-1
16,10604,0.0,1.9877566204001526e-89,0.0006925575514609197,True,True,8000.0,1.312445768290586,1.2330754352030946,1.303875407461065,1.7391304347826086,0.9998148491020181,1.2863327149041437,LA12_ses-1
17,58135,0.0,0.0,1.8314848137817253e-09,True,True,4000.0,6.973583117034714,7.519342359767892,8.257877580586744,5.4241410763149895,6.418564463370981,7.247990105132962,LA12_ses-1
18,218329,0.0,0.0,0.5999014772105907,True,False,2000.0,29.375916289719584,29.871856866537716,29.31305082699505,29.139556096077833,29.20446830833796,29.350649350649352,LA12_ses-1
19,24909,0.0,7.937819659250573e-175,4.009397785238059e-47,True,True,32000.0,2.077404013160645,2.236460348162476,2.8733550645901245,0.8634843417452113,0.9134110967104857,3.5003092145949286,LA12_ses-1
20,24056,0.0,5.532707836112073e-162,1.3513899926568924e-31,True,True,32000.0,2.1028869909442958,1.9705029013539652,2.6198237353615843,1.3621161447248402,0.9874714559032278,3.5745207173778604,LA12_ses-1
21,20551,0.0,1.3131131086589834e-228,5.297235235654266e-75,True,True,16000.0,4.1558608838185105,2.3815280464216633,3.8150428588675602,4.913347522043175,7.45540949206937,2.2139764996907854,LA12_ses-1
22,22531,0.0,3.652011838837129e-151,2.323560471495525e-45,True,True,32000.0,1.8619121761428161,1.8254352030947776,1.786792225039237,0.8634843417452113,1.1109053878911312,3.722943722943723,LA12_ses-1
23,22424,0.0,5.67431163881282e-131,1.4287546581309874e-35,True,True,32000.0,1.6512072189880584,1.5111218568665377,1.6539901002052397,0.9121313469139556,0.8763809171141147,3.3024118738404455,LA12_ses-1
24,6917,0.0,5.8625656003230456e-33,6.308716883352688e-16,True,True,32000.0,0.47184140881502346,0.4956479690522244,0.6157189424121695,0.060808756460930376,0.17280750478306486,1.0142238713667284,LA12_ses-1
25,11060,0.0,1.6705419773733202e-106,3.702119673064422e-131,True,True,2000.0,1.8282265467414494,5.053191489361702,2.173125679101775,0.10945576162967467,0.22218107757822625,1.5831787260358687,LA12_ses-1
26,20239,0.0,4.6247176517714285e-161,1.1457674985956116e-14,True,True,32000.0,2.1405231098637225,2.3331721470019344,2.6318966558010386,1.3621161447248402,1.493550577053632,2.8818800247371676,LA12_ses-1
27,7382,0.0,1.998893207347474e-49,2.597368499636036e-18,True,True,2000.0,1.0532794937284802,1.52321083172147,1.1348545213087047,1.5080571602310733,0.2592112571745973,0.8410636982065552,LA12_ses-1
28,9714,0.0,4.694430963495691e-140,1.4258295762789967e-214,True,True,16000.0,2.1104955312430413,0.6044487427466151,0.7243752263672583,1.5810276679841897,6.628402147750417,1.0142238713667284,LA12_ses-1
29,23324,0.0,0.0,0.0,True,True,8000.0,7.356070376207981,1.1000967117988394,1.9558131111915973,15.931894192763757,14.98487934333148,2.8076685219542363,LA12_ses-1
30,25680,0.0,0.0,0.0,True,True,8000.0,12.799732213431316,1.559477756286267,3.573584450078474,49.68075402858012,8.51694130716534,0.6679035250463823,LA12_ses-1
31,24612,0.0,6.502579252900406e-278,7.273646143356935e-94,True,True,16000.0,4.570117351104725,2.9738878143133465,2.547386212724858,7.0538157494679234,7.43072270567179,2.844774273345702,LA12_ses-1
32,133542,0.0,0.0,0.0,True,True,8000.0,67.82506599471576,43.024661508704064,24.194132560666425,136.2237762237762,121.50836264889217,14.17439703153989,LA12_ses-1
33,33191,0.0,0.0,0.0,True,True,8000.0,12.072448463099953,4.5817214700193425,2.5232403718459495,24.88294314381271,23.84743566006295,4.5269016697588125,LA12_ses-1
34,31281,0.0,8.194365513553138e-288,4.029382661638043e-188,True,True,8000.0,4.780598390659023,2.369439071566731,1.6056984184474226,9.984797810884768,6.690119113744368,3.2529375386518242,LA12_ses-1
35,30837,0.0,0.0,4.547337644062415e-72,True,True,8000.0,5.474469535040495,3.9289168278529982,2.9095738259084873,9.194283976892672,7.2455718076899345,4.09400123685838,LA12_ses-1
36,159864,0.0,0.0,0.0,True,True,8000.0,75.85299586250491,45.27321083172147,15.948327900519136,157.3000912131347,144.8497191878047,15.893630179344465,LA12_ses-1
37,67356,0.0,0.0,0.0,True,True,8000.0,25.44448094195815,24.347195357833655,15.936254980079681,40.34052903618121,39.49885823612912,7.0995670995671,LA12_ses-1
38,36936,0.0,0.0,3.19993810582235e-142,True,True,8000.0,9.75287358844447,8.837040618955513,6.120970662803332,15.71298266950441,13.034623217922606,5.058750773036487,LA12_ses-1
39,24532,0.0,0.0,3.539598282164255e-288,True,True,16000.0,6.430657978097267,3.288201160541586,1.7385005432814198,12.198236546062633,12.380423378386718,2.5479282622139765,LA12_ses-1
40,11969,0.0,0.0,0.0,True,True,16000.0,6.917372199558052,3.6146034816247585,4.672220210068816,11.15232593493463,13.985064494229462,1.1626468769325913,LA12_ses-1
41,42791,0.0,0.0,0.0,True,True,8000.0,20.5296020323702,10.952611218568665,4.841241096221176,43.06476132563089,40.16540146886379,3.623995052566481,LA12_ses-1
42,220952,0.0,0.0,0.0,True,True,8000.0,87.28110055139642,104.54545454545455,78.43776409513461,126.92003648525387,104.80775165092884,21.694495980210267,LA12_ses-1
43,27136,0.0,0.0,1.2908037897175017e-148,True,True,8000.0,6.413780352647585,3.892649903288201,6.0606060606060606,10.53207661903314,8.89958649632784,2.683982683982684,LA12_ses-1
44,65775,0.0,0.0,0.0,True,True,8000.0,27.229408020583246,17.299323017408124,9.501388385850538,53.99817573730617,49.102018144788005,6.246134817563389,LA12_ses-1
45,14330,0.0,3.6854559236819224e-120,1.430342969997365e-07,True,True,8000.0,1.6624389784615743,1.716634429400387,0.8813231920801642,1.9580419580419581,1.888539159414923,1.8676561533704392,LA12_ses-1
46,14177,0.0,0.0,0.0,True,True,16000.0,6.5043714009486795,3.6387814313346225,1.388385850537245,10.544238370325326,15.490958464481887,1.4594928880643165,LA12_ses-1
47,13234,0.0,4.550472990481218e-81,5.1848438122874505e-17,True,True,32000.0,1.0541734294098137,0.5923597678916828,0.8571773512012556,0.5959258133171176,1.3701166450657287,1.855287569573284,LA12_ses-1
48,8989,0.0,1.5625169025230597e-36,1.7403903720404054e-22,True,True,32000.0,0.5241706000741816,0.42311411992263054,0.5915731015332609,0.08513225904530251,0.14812071838548416,1.37291280148423,LA12_ses-1
49,49993,0.0,0.0,6.927754841345309e-265,True,True,16000.0,14.697061248174066,22.775628626692455,6.941929252686225,14.971115840681058,22.983398136147624,5.813234384662956,LA12_ses-1
50,12541,0.0,1.3800823787174393e-70,3.8689445210058145e-34,True,True,32000.0,0.9101249949708198,1.5715667311411994,0.9054690329590728,0.23107327455153542,0.19749429118064554,1.645021645021645,LA12_ses-1
51,16512,0.0,1.5211073641469201e-153,4.733860028925097e-136,True,True,16000.0,2.993336417621314,1.922147001934236,0.44669805625980924,3.0161143204621466,7.986175399617355,1.5955473098330242,LA12_ses-1
52,112671,0.0,0.0,2.5715785068692283e-221,True,True,8000.0,29.653393311450934,31.757736943907158,27.043341784377642,41.52021891152326,33.89495772387829,14.050711193568336,LA12_ses-1
53,25291,0.0,0.0,0.0,True,True,16000.0,10.901981419953685,1.9584139264990328,0.4708438971387179,9.133475220431743,40.73319755600815,2.2139764996907854,LA12_ses-1
54,16283,0.0,1.2725655301044482e-294,0.0,True,True,8000.0,6.141806009706441,0.8824951644100579,2.2334902812990465,24.603222864092427,1.6540146886379066,1.3358070500927646,LA12_ses-1
55,8356,0.0,7.150471751132952e-49,4.732375907453752e-06,True,True,32000.0,0.6244322863703506,0.39893617021276595,0.6036460219727152,0.36485253876558227,0.7899771647225822,0.9647495361781075,LA12_ses-1
56,19936,0.0,2.892635900235222e-200,5.678861577085246e-26,True,True,2000.0,2.6851731551412668,3.977272727272727,1.8350839067970541,1.4350866524779569,2.876010615318151,3.3024118738404455,LA12_ses-1
57,4581,0.0,2.369557893095507e-30,5.791620667793206e-10,True,True,32000.0,0.3312248743445335,0.15715667311411993,0.20523964747072318,0.2553967771359076,0.3085848299697587,0.7297464440321583,LA12_ses-1
58,43047,0.0,1.7768138850351745e-287,2.0488448266293314e-117,True,True,16000.0,3.7831994536185105,2.127659574468085,1.9558131111915973,1.9093949528732137,7.060420909708079,5.862708719851577,LA12_ses-1
59,26017,0.0,3.4574549994093545e-295,4.929640687450941e-81,True,True,16000.0,4.317892887911627,5.355415860735009,1.5694796571290597,3.721495895408939,7.591186817256064,3.351886209029066,LA12_ses-1
60,5758,0.0,1.7170329974355339e-19,3.782214707924566e-11,True,True,32000.0,0.28483898187551826,0.0725338491295938,0.277677170107449,0.09729401033748859,0.20983768437943592,0.7668521954236239,LA12_ses-1
61,5930,0.0,1.7111277370297367e-34,1.432810275873784e-10,True,True,32000.0,0.3730087938679051,0.21760154738878143,0.2414584087890861,0.18242626938279113,0.45670554835524285,0.7668521954236239,LA12_ses-1
62,18396,0.0,1.784404644199044e-86,6.319135956077044e-22,True,True,32000.0,1.1392175798988644,0.8945841392649904,0.9054690329590728,0.6202493159014898,0.9257544899092761,2.350030921459493,LA12_ses-1
63,18649,0.0,1.877617590486135e-187,2.3684290163317958e-284,True,True,2000.0,2.459181352373631,8.03916827852998,0.8933961125196185,0.7053815749467923,0.6295130531383077,2.028447742733457,LA12_ses-1
64,56105,0.0,0.0,0.0,True,True,8000.0,16.889884099631583,16.743230174081237,5.613908004346252,31.973244147157192,23.48947725729803,6.629560915275201,LA12_ses-1
65,30951,0.0,5.172044555043201e-229,1.4686521314749192e-28,True,True,2000.0,3.2681327625708363,4.509187620889748,2.0041047929494145,2.0431742170872607,3.925199037215331,3.85899814471243,LA12_ses-1
66,9271,0.0,1.2007362304399922e-77,1.793393088751352e-07,True,True,16000.0,0.9422084823669149,0.5319148936170213,0.7002293854883497,1.0945576162967467,1.3701166450657287,1.0142238713667284,LA12_ses-1
67,73229,0.0,0.0,3.7732477019678455e-37,True,True,2000.0,8.932852728174383,11.859284332688587,6.990220934444042,9.206445728184859,7.381349132876627,9.226963512677798,LA12_ses-1
68,36554,0.0,0.0,4.443377953240819e-185,True,True,16000.0,5.017235714751658,2.043036750483559,4.2375950742484605,3.441775615688659,11.146084058507682,4.217687074829932,LA12_ses-1
69,25215,0.0,1.835094525808373e-98,1.2525329547612516e-22,True,True,32000.0,1.594269264611484,1.1605415860735009,1.9799589520705059,0.9364548494983278,0.8393507375177437,3.0550401978973407,LA12_ses-1
70,4250,0.0,1.1578499701078876e-72,9.521341071739374e-47,True,True,2000.0,0.8866317446493859,2.2606382978723403,0.22938548834963177,0.5594405594405595,0.7776337715237919,0.6060606060606061,LA12_ses-1
71,92777,0.0,0.0,2.0464898374126255e-250,True,True,16000.0,15.651864763333496,13.164893617021278,7.871544126524206,18.935846761933718,27.229525396531507,11.057513914656772,LA12_ses-1
72,50334,0.0,0.0,1.439675003408111e-92,True,True,8000.0,8.66739065778985,11.375725338491296,4.636001448750453,12.636059592581331,8.368820588779855,6.32034632034632,LA12_ses-1
73,15432,0.0,4.2028812334964446e-126,2.2220716100849125e-19,True,True,16000.0,1.86701127491304,1.3781431334622825,1.0020523964747072,2.335056248099726,2.9624143677096835,1.6573902288188003,LA12_ses-1
74,8095,0.0,2.128499065483125e-55,5.508083687643494e-09,True,True,32000.0,0.6533972119355396,0.39893617021276595,0.5070626584570808,0.7540285801155366,0.4690489415540332,1.1379097093382808,LA12_ses-1
75,155404,0.0,0.0,2.6160171798028346e-80,True,True,16000.0,23.92834547420181,27.20019342359768,19.509839430158156,25.22347217999392,29.0316608035549,18.67656153370439,LA12_ses-1
76,9077,0.0,6.579068873315319e-67,0.0006106792779444129,True,True,32000.0,0.8487140864509577,0.7978723404255319,0.4829168175781722,0.9486166007905138,0.9380978831080664,1.0760667903525047,LA12_ses-1
77,19356,0.0,1.5759945422421094e-144,6.572612675870138e-09,True,True,2000.0,1.9971851940107057,2.6595744680851063,1.9075214294337801,1.1432046214654912,1.9132259458125038,2.362399505256648,LA12_ses-1
78,14445,0.0,1.6222020598890722e-127,1.2209681270918793e-183,True,True,2000.0,1.800667942415668,5.77852998065764,0.7726669081250754,0.486470051687443,0.45670554835524285,1.5089672232529376,LA12_ses-1
79,27723,0.0,1.436410634132796e-155,7.180119443422799e-09,True,True,32000.0,2.408350426673509,2.357350096711799,2.3904382470119523,1.3256308908482821,2.7896068629266186,3.178726035868893,LA12_ses-1
