unit,n_spikes,base_rate,wilcoxon_p,kw_p,tone_responsive,frequency_tuned,best_frequency,mean_rate,rate_2000,rate_4000,rate_8000,rate_16000,rate_32000,session
0,29649,0.0,3.282485361020007e-278,1.8117358074977823e-12,True,True,8000.0,4.366720309952226,4.920212765957446,3.727452507940313,5.554551479004759,4.392166677094413,3.2392181197641947,LA11_ses-4
1,17553,0.0,1.6766242157605556e-130,0.27039470210583055,True,False,32000.0,2.104452271853387,2.10348162475822,1.845748187211602,1.976022651966986,2.127260213977351,2.469748681352777,LA11_ses-4
2,10714,0.0,1.651870143485374e-98,0.4553307474809254,True,False,16000.0,1.3773433658683891,1.2935203094777563,1.3663330736501467,1.4097234773179108,1.501595445160483,1.31554452373565,LA11_ses-4
3,201596,0.0,0.0,0.002923000380476,True,True,8000.0,28.673001584455484,29.194874274661508,27.67423743033499,30.254834628592086,28.217481073640744,28.023580515048092,LA11_ses-4
4,113644,0.0,0.0,6.130454853482852e-15,True,True,8000.0,16.328340141916073,17.71034816247582,14.861868520405105,18.603530333152598,16.354877056872926,14.111076636673907,LA11_ses-4
5,53522,0.0,0.0,0.03358487243009337,True,True,16000.0,8.124084170645887,7.978723404255319,7.826451728890754,8.313753840592806,8.496527560533066,8.004964318957493,LA11_ses-4
6,11479,0.0,9.49856051616055e-68,0.282455619074914,True,False,32000.0,1.504490526963648,1.2935203094777563,1.5461137412356925,1.4699680703656848,1.32640930989176,1.886441203847347,LA11_ses-4
7,48679,0.0,0.0,6.875721789135749e-16,True,True,8000.0,7.844215634889133,8.9821083172147,6.855636123928807,9.422254352671846,7.445410748920728,6.5156686317095875,LA11_ses-4
8,96592,0.0,0.0,0.8896689737383524,True,False,32000.0,13.047782128120115,12.306576402321085,13.363696290525558,12.567022109765649,13.113933554401552,13.88768228358672,LA11_ses-4
9,18681,0.0,1.0237352816426773e-118,0.2359565560154641,True,False,32000.0,2.2127053958809126,2.3936170212765955,2.1933241445436567,1.8916802217001023,2.164800100106363,2.420105491777847,LA11_ses-4
10,2721,0.0,1.3634323321815634e-19,0.3904810933533456,True,False,32000.0,0.3040851663291129,0.20551257253384914,0.2516929346197639,0.22892945358154104,0.33785897516110863,0.4964318957493019,LA11_ses-4
11,2348,0.0,6.93946881375693e-30,0.678564869774865,True,False,4000.0,0.3806525471333194,0.39893617021276595,0.4674297357224187,0.289174046629315,0.37539886129012073,0.37232392181197643,LA11_ses-4
12,125143,0.0,0.0,3.818288132759168e-15,True,True,16000.0,19.042146994893294,19.47533849129594,18.769101695930964,19.36261220555455,19.57079396859163,18.03288861309339,LA11_ses-4
13,27689,0.0,0.0,9.558053546223649e-154,True,True,8000.0,7.684890649332163,10.735009671179885,3.9312039312039313,14.073136935959997,6.6320465494588,3.053056158858207,LA11_ses-4
14,279888,0.0,0.0,2.7506352948329156e-210,True,True,8000.0,50.25329187765992,58.9458413926499,35.28495235812309,70.6548587264293,51.717449790402306,34.663357120695004,LA11_ses-4
15,198919,0.0,0.0,1.444774519241861e-191,True,True,8000.0,36.40875334065434,42.359767891682786,26.67945106969497,50.11145249713838,37.28962022148533,25.603475023270246,LA11_ses-4
16,126446,0.0,0.0,2.3116309916516573e-235,True,True,8000.0,26.72717823140909,33.22050290135397,17.82225684664709,39.18308331827218,26.91609835450166,16.493949736270554,LA11_ses-4
17,56152,0.0,0.0,2.9322956301453307e-193,True,True,8000.0,14.39372683023216,18.87088974854932,7.7545394618565355,24.507500451834446,13.389226052680975,7.446478436239528,LA11_ses-4
18,90724,0.0,0.0,1.1286458848634386e-14,True,True,8000.0,13.96198016536747,14.821083172147,12.968178821837357,15.121392854991264,14.25264343364825,12.646602544213465,LA11_ses-4
19,12798,0.0,0.0,5.1714621448945645e-304,True,True,16000.0,5.174838465089602,4.4003868471953576,0.7311080481812189,2.9158383035122597,12.726021397735094,5.100837728824077,LA11_ses-4
20,2918,0.0,2.270010257763978e-25,7.382924327163032e-09,True,True,8000.0,0.2827664593471593,0.2538684719535783,0.11985377839036375,0.57834809325863,0.3128323844084339,0.14892956872479057,LA11_ses-4
21,6355,0.0,3.4697809533303407e-16,5.556642275290852e-10,True,True,4000.0,0.17875761644598648,0.20551257253384914,0.479415113561455,0.08434243026688355,0.05005318150534943,0.07446478436239529,LA11_ses-4
