unit,n_spikes,base_rate,wilcoxon_p,kw_p,tone_responsive,frequency_tuned,best_frequency,mean_rate,rate_2000,rate_4000,rate_8000,rate_16000,rate_32000,session
0,19974,0.0,1.686942130047584e-97,0.0009578956569295022,True,True,32000.0,2.4706718254317277,2.4885396201702683,2.926394808830078,1.53855546736675,2.2608281770585434,3.139041053732997,LA12_ses-3
1,33082,0.0,2.178763058178268e-216,0.004184266797115679,True,True,32000.0,4.165897801705603,4.250759064118593,4.186016922196068,3.1747969961536113,4.343169919086149,4.874746106973595,LA12_ses-3
2,31018,0.0,4.4433257153416997e-200,0.4083461949643974,True,False,2000.0,3.999716606456898,4.822289694588319,3.7406959730262743,3.406801392026375,3.8434079009995243,4.185388071643996,LA12_ses-3
3,29096,0.0,1.796800202658473e-182,5.822032907188075e-11,True,True,8000.0,4.296909264367029,3.9054593082097995,3.9315478083847575,5.897795958239209,4.438362684435983,3.3113805625653967,LA12_ses-3
4,44530,0.0,6.349591633914875e-239,0.0010079022330045366,True,True,32000.0,5.633325520796971,6.191581830088706,6.196322921305426,3.931863972159473,5.568776772965255,6.278082107465994,LA12_ses-3
5,130616,0.0,0.0,3.2392297446303034e-09,True,True,8000.0,17.976832342896348,18.229445734357324,17.113047903810674,20.318700775383114,17.43217515468824,16.79079214624238,LA12_ses-3
6,3665,0.0,1.2972744882979651e-23,0.09385718341810094,True,False,16000.0,0.39263782255637086,0.3929273084479371,0.4071505820980978,0.17095060748519444,0.49976201808662546,0.49239859666399954,LA12_ses-3
7,3624,0.0,5.965996608665264e-36,0.46433671735180104,True,False,4000.0,0.5391409244842112,0.40483419658272307,0.6870666072905401,0.5250625801330973,0.48786292241789625,0.5908783159967994,LA12_ses-3
8,12587,0.0,4.2927990829644045e-97,0.7635811015950331,True,False,4000.0,1.718879672576086,1.702685003274394,1.8321776194414403,1.53855546736675,1.7729652546406474,1.7480150181571983,LA12_ses-3
9,237851,0.0,0.0,0.004750049630568293,True,True,16000.0,32.1593885583341,32.75584925879621,30.40905910045168,32.73704133341474,33.246073298429316,31.648919800578568,LA12_ses-3
10,13516,0.0,1.402135844163884e-85,1.3747671489628118e-40,True,True,32000.0,0.9805378357307568,1.0597130439959517,0.8906418983395891,0.4029550033579583,0.32127558305568776,2.2281036499045976,LA12_ses-3
11,13912,0.0,1.72813210322052e-73,3.848998748398869e-37,True,True,32000.0,0.8949192432550372,0.7858546168958742,0.7634073414339334,0.3419012149703889,0.404569252736792,2.1788637902381978,LA12_ses-3
