session,maze,unit,direction,location,peak_rate,spatial_info,field_start,field_stop,field_peak,field_width,n_spikes_field,pref_phase,mrl,mrl_jitter,p_rayleigh,slope,phi0,rho,p_circlin,p_shuffle
Cicero-09012014,1.6mLinearMazeLinearizedPosition,4,1,lCA1,6.262189960462018,0.4326969138386261,2.0,42.0,2.0,40.0,281,135.66842795182765,0.09459243720257413,0.05299348737687407,0.08082528018052339,0.5600000000000005,1.1830109078062565,0.15722026996066926,0.009633675648046847,0.04695304695304695
Cicero-09012014,1.6mLinearMazeLinearizedPosition,14,1,lCA1,1.3732168302585306,0.3708039857777786,114.0,154.0,146.0,40.0,16,270.1232173509759,0.2560662961369946,0.2206148327847109,0.3557554523772055,,,,,
Cicero-09012014,1.6mLinearMazeLinearizedPosition,29,1,lCA1,19.26720867291157,0.7534381406375065,50.0,94.0,78.0,44.0,759,182.1552362745104,0.2504455801239372,0.03200799540937202,1.0095989323563741e-21,-0.6099999999999999,-1.3781863427440029,-0.5680560404880207,0.0,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,30,1,lCA1,20.24346147860006,1.2091545342241306,90.0,158.0,158.0,68.0,937,275.26010995642434,0.1838890209861578,0.026848289546649296,1.3447803813706042e-14,-1.5899999999999999,-1.0085825017889096,0.14190615257918754,8.771708572608006e-06,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,32,1,lCA1,7.772268473346694,0.7774660972323733,118.0,158.0,150.0,40.0,170,214.52665535230756,0.2592846061066271,0.07205264289868851,9.236262933658547e-06,-0.5499999999999998,-0.7951382179744177,-0.5186225484343567,3.51101370199558e-11,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,56,1,rCA1,2.2138566536690027,0.3642143680703668,2.0,26.0,2.0,24.0,68,63.02998802236853,0.36405700023803733,0.08857826299297629,9.518468323181893e-05,1.13,0.43584698586713455,0.10551407543384887,0.3887774680861673,0.4435564435564436
Cicero-09012014,1.6mLinearMazeLinearizedPosition,60,1,rCA1,3.7336124376428197,0.5603776733557607,110.0,158.0,146.0,48.0,100,228.0356859446782,0.18910040237849313,0.10709742331402754,0.02759367629971658,-0.73,-0.07121251380698962,-0.5585581534163091,3.3682967970349864e-08,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,61,1,rCA1,9.154286540374377,0.48694090259509965,58.0,122.0,86.0,64.0,396,78.67223320247055,0.1730891720238391,0.04853994434494077,6.530558464388941e-06,-0.5499999999999998,3.107089818492313,-0.16737868627025462,0.0009736823858312871,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,65,1,rCA1,8.881820800528418,1.2450880013039725,138.0,158.0,158.0,20.0,105,207.43146320171772,0.10651965709447173,0.08286781498125224,0.3045012486431054,-0.7199999999999998,-0.42124425354915135,-0.5868770165726226,2.1783148618226278e-09,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,66,1,rCA1,5.860710815683562,0.9711643590873232,62.0,106.0,86.0,44.0,214,129.11328082225498,0.1523274047273956,0.056642816716854394,0.00685386279883449,-0.5499999999999998,-2.457448514819378,-0.346397620189283,2.3183915542901445e-07,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,72,1,rCA1,3.153944159485582,0.30573100661465824,98.0,158.0,142.0,60.0,101,223.89719341545683,0.1509696078245851,0.0935092261866502,0.09988798451981039,0.1299999999999999,-3.0436748651108707,0.009661174780493175,0.9238127478801481,0.962037962037962
Cicero-09012014,1.6mLinearMazeLinearizedPosition,1,-1,lCA1,2.495257507632776,0.6682121173167771,102.0,158.0,118.0,56.0,173,263.8596897983275,0.5907095038670632,0.07055717118600029,1.2156959836318679e-29,-0.25,-1.1096457108676703,-0.3076065899301875,0.00015134695660656838,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,2,-1,lCA1,1.3416448413297035,0.39018715134727683,102.0,158.0,138.0,56.0,82,271.6506583637075,0.29536198224203225,0.1022856080147474,0.0006958362377792955,-0.31999999999999984,-0.9834832677853029,-0.07513486385945804,0.516025832775806,0.4975024975024975
Cicero-09012014,1.6mLinearMazeLinearizedPosition,4,-1,lCA1,5.271309848366363,0.652364587191224,2.0,26.0,2.0,24.0,89,278.31155344628866,0.5015896437259572,0.10870908847846814,4.358338683304154e-11,-0.10000000000000009,-1.035489359226744,-0.1027163646750814,0.3510913945862342,0.31868131868131866
Cicero-09012014,1.6mLinearMazeLinearizedPosition,16,-1,lCA1,8.483196742119693,0.5304877419444483,90.0,150.0,130.0,60.0,489,189.91055404975256,0.06129683564612558,0.036513776700829816,0.15926787153082392,1.1100000000000003,-2.595468064149956,-0.22883826683352762,4.209579849145939e-07,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,21,-1,lCA1,4.634671043029508,1.6190830467872779,2.0,18.0,2.0,16.0,38,161.82229107126986,0.3551506583245082,0.16267787415822405,0.00755327702120376,,,,,
Cicero-09012014,1.6mLinearMazeLinearizedPosition,23,-1,lCA1,1.051702957388975,0.4920824577015125,2.0,54.0,18.0,52.0,34,229.2033175038203,0.5890420277108568,0.15730851772329113,2.7161419263767894e-06,,,,,
Cicero-09012014,1.6mLinearMazeLinearizedPosition,26,-1,lCA1,1.736469542056102,0.3562172870837962,2.0,110.0,18.0,108.0,111,171.57716156293088,0.24864488099779564,0.07798316475305005,0.0009685581128921077,-0.04999999999999982,-3.1390446682850017,-0.03321908780390486,0.7244105057744843,0.7412587412587412
Cicero-09012014,1.6mLinearMazeLinearizedPosition,29,-1,lCA1,7.915858813676652,0.8693842318823384,54.0,106.0,78.0,52.0,369,183.51715216584392,0.21955068933512462,0.04792757048221877,1.5515620103244994e-08,-0.6000000000000001,-1.4388118850026421,-0.4866504219486306,0.0,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,30,-1,lCA1,11.469385710838178,1.1885380887035042,2.0,22.0,6.0,20.0,115,283.7647405441261,0.20827817211274152,0.08750469139199815,0.006593551729126825,0.21999999999999975,-1.9667257989115423,0.14267651029445033,0.11643204749630587,0.16483516483516483
Cicero-09012014,1.6mLinearMazeLinearizedPosition,33,-1,lCA1,1.044304545849494,0.6768260397057836,86.0,146.0,114.0,60.0,59,163.4897011910807,0.30437399724504804,0.11115017151512771,0.0038896677632998832,-0.31000000000000005,-2.706895437207047,-0.265659313699876,0.021043476272213812,0.06793206793206794
Cicero-09012014,1.6mLinearMazeLinearizedPosition,36,-1,lCA1,1.8073491846934893,0.425974719861121,2.0,110.0,46.0,108.0,128,226.6922756394054,0.3761929607140972,0.06996410791493554,7.365344500067451e-09,-0.08000000000000007,-2.083305502156278,-0.08425220988644068,0.32488480498706096,0.3546453546453546
Cicero-09012014,1.6mLinearMazeLinearizedPosition,42,-1,rCA1,7.715241550106529,0.3684122579226874,70.0,126.0,94.0,56.0,387,242.18651222839875,0.1471575377397754,0.05299485072987131,0.00022141010358371545,-0.8700000000000001,-0.7021169918845405,-0.16425500705876972,0.0010403998009174131,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,55,-1,rCA1,3.827874824224484,0.7353189772358586,46.0,126.0,98.0,80.0,245,79.92354541590139,0.3014687206599382,0.0692951991405785,1.3202367375349724e-10,-0.16000000000000014,1.8858655283908508,-0.09598396524981442,0.14568800217036437,0.10589410589410589
Cicero-09012014,1.6mLinearMazeLinearizedPosition,56,-1,rCA1,13.25558059106707,0.30514027374483627,58.0,158.0,98.0,100.0,1248,258.5597585549817,0.08589683952772843,0.02191201655792351,9.889845415827978e-05,-1.5699999999999998,-3.0199088284919893,0.1425712429536196,3.1818329504496035e-07,0.000999000999000999
Cicero-09012014,1.6mLinearMazeLinearizedPosition,57,-1,rCA1,1.1621401067336958,0.8290523997387403,54.0,134.0,98.0,80.0,68,101.69819952318453,0.2076978396896258,0.09964965034392412,0.052674557654796,-1.3599999999999999,-1.6974716961792686,-0.23760675012624546,0.04978931074684345,0.11788211788211789
Cicero-09012014,1.6mLinearMazeLinearizedPosition,65,-1,rCA1,12.640534764563974,1.6254910191284435,2.0,14.0,2.0,12.0,105,209.19123152199091,0.2956041442436163,0.08592406637369118,8.799345588334305e-05,-0.3900000000000001,-1.2793322396258342,-0.2680647036024432,0.008156412730872198,0.006993006993006993
Cicero-09012014,1.6mLinearMazeLinearizedPosition,69,-1,rCA1,6.637352727399105,0.3711224644904153,78.0,126.0,98.0,48.0,257,137.98528384140744,0.14006680083629514,0.06209474461685456,0.006364327659400842,-0.6299999999999999,-1.4837021254776264,-0.32271278672937437,1.072660595902164e-07,0.000999000999000999
