session,subject,session_id,unit,histology,depth_m,arena_cm,duration_s,n_spikes,mean_rate,grid_score,spacing_cm,orientation_deg,spatial_info,peak_rate,stability,grid_score_h1,grid_score_h2,hd_mvl,hd_pref,shuffle_p,r_in,r_out,is_grid,big_arena,mvl
sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,10704,19070402,t2c1,MEC LVI,0.0026,102.0,600.0799999999999,339,0.676835842351156,0.22684749341936222,39.0,0.0,0.1107001024975394,1.7796010212711717,-0.11554711908290008,-0.26051437382168713,0.09974065268577498,,,0.33,5,13,False,False,
sub-10704/sub-10704_ses-19070402_behavior+ecephys.nwb,10704,19070402,t2c5,MEC LVI,0.0026,102.0,600.0799999999999,378,0.7547019127101385,1.209650136587245,42.1070065428546,50.71059313749964,0.8760564161945992,7.0137070906510965,0.6163239387593713,1.0218012556806682,1.0195663590199096,,,0.0,7,17,True,False,
sub-10704/sub-10704_ses-06070402_behavior+ecephys.nwb,10704,06070402,t2c1,MEC LVI,0.0025499999999999997,102.0,599.9800000000002,1390,2.772901372486435,0.012974928139895758,39.1152144312159,21.34019174590992,0.2687741206054358,12.007952551987776,0.3638539711940468,-0.15612361897018145,0.36228006024980686,,,0.55,9,32,False,False,
sub-10704/sub-10704_ses-06070402_behavior+ecephys.nwb,10704,06070402,t2c2,MEC LVI,0.0025499999999999997,102.0,599.9800000000002,1314,2.62128949888286,1.1676765489930492,39.1152144312159,55.00797980144132,0.5015685662067588,20.11878701954167,0.5971689964834892,0.849959899746132,0.925566800006096,,,0.0,7,16,True,False,
sub-10704/sub-10704_ses-06070402_behavior+ecephys.nwb,10704,06070402,t2c3,MEC LVI,0.0025499999999999997,102.0,599.9800000000002,1448,2.888605170762847,-0.2264559522518399,70.61161377563892,44.470294100065885,0.26768657969809223,9.010809051940932,0.29523709465910447,-0.43946788998745173,0.4948564068698058,,,0.95,13,26,False,False,
sub-10704/sub-10704_ses-07070402_behavior+ecephys.nwb,10704,07070402,t1c1,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,4069,7.470852841274213,0.8181170909172706,57.9396237474839,38.29016319224307,0.35742593009372875,29.527422148358525,0.1464867075186365,0.44587517274422267,0.04270831239652813,,,0.02,11,24,True,False,
sub-10704/sub-10704_ses-07070402_behavior+ecephys.nwb,10704,07070402,t2c3,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,2331,4.279812723767558,1.512170940222823,45.69463863518345,18.690067525979785,0.49653580679826503,21.297579763094102,0.688354914024119,1.3804093623060312,1.4451770656164782,,,0.0,8,19,True,False,
sub-10704/sub-10704_ses-07070402_behavior+ecephys.nwb,10704,07070402,t2c4,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,818,1.5018819425319012,-0.47568769805763533,36.124783736376884,25.236358309273825,0.34356083870208837,5.06915799234495,0.5481909278064426,-0.2435118774556371,-0.021453027814159458,,,1.0,10,33,False,False,
sub-10704/sub-10704_ses-07070402_behavior+ecephys.nwb,10704,07070402,t4c1,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,946,1.7368952538327367,-0.22748316560626503,63.63961030678928,8.13010235415598,0.42057853981316207,7.672474993032528,0.20398942306962964,-0.24134965904005012,-0.2555703819570931,,,0.93,17,33,False,False,
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t1c1,MEC LII,0.0025499999999999997,102.0,600.04,515,0.9793481154679953,0.6865072020169594,44.598206241955516,0.0,0.3048795402633819,3.125191329335385,0.424184475728375,1.0325027300862397,0.4127476039886742,,,0.02,7,16,True,False,
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t1c2,MEC LII,0.0025499999999999997,102.0,600.04,1204,2.2895827786863423,-0.24302807535803878,84.90583018850944,11.3099324740202,0.6428077086139685,11.409022311365822,0.8177174125573703,-0.40459879920138475,-0.19406923721919017,,,0.84,17,31,False,False,
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t1c3,MEC LII,0.0025499999999999997,102.0,600.04,1075,2.044270338112806,1.4144072047998493,41.677331968349414,0.25643716352925594,0.4997832319506979,8.562766193461348,0.7853879890928526,1.3556532528860035,1.2166305716258408,,,0.0,7,17,True,False,
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t2c1,MEC LII,0.0025499999999999997,102.0,600.04,826,1.5707602784010952,0.8327571214636932,42.0,0.0,0.9504174534300527,15.657103355346377,0.8745683272906251,0.9835419597395608,0.6344833162856673,,,0.03,7,24,True,False,
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t2c2,MEC LII,0.0025499999999999997,102.0,600.04,1231,2.3409272429924313,1.0473027255406189,55.31726674375732,1.6075022462488988,0.9773514428170931,26.111927111813323,0.8708902930106711,1.235117231996018,0.2958616374269224,,,0.0,9,19,True,False,
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t1c1,MEC LII,0.0025499999999999997,102.0,599.98,320,0.670634587978875,0.7945205770234854,40.24922359499622,3.43494882292201,0.7369165517460962,4.95196430955246,0.6347707748609664,0.7200296628926957,0.41524933839088846,,,0.04,7,15,True,False,
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t1c2,MEC LII,0.0025499999999999997,102.0,599.98,3259,6.8299941319473545,-0.14004642460383424,50.28916384272063,12.645975363738671,0.13270521192386833,18.86835106941154,0.49506185374308,-0.2404616687941663,0.061634485925538954,,,0.8,10,25,False,False,
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t1c3,MEC LII,0.0025499999999999997,102.0,599.98,1469,3.078631905440523,1.243303940462734,37.589892258425,1.3895403340347912,0.5548464346397101,16.945182267559055,0.523485280716594,1.1185262528438624,1.192930554446284,,,0.0,7,15,True,False,
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t2c1,MEC LII,0.0025499999999999997,102.0,599.98,2379,4.985749015005449,1.0370361792879002,44.598206241955516,5.2248594311680705,0.665174045890091,33.39197784777969,0.7588253523853767,0.7678919852450621,0.9638867847943233,,,0.0,8,17,True,False,
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t2c3,MEC LII,0.0025499999999999997,102.0,599.98,522,1.0939726716405398,1.2715071362553916,39.0,0.0,0.25544572822969075,4.986294901921319,0.39996703193442323,0.8397697980831795,0.2360565004813507,,,0.0,7,15,True,False,
sub-10704/sub-10704_ses-20070402_behavior+ecephys.nwb,10704,20070402,t2c1,MEC LVI,0.00265,102.0,599.9800000000005,1268,2.6345862162106006,-0.2744180600528898,48.46648326421053,8.198590513648185,0.03535275236618751,5.1007781801196455,0.14999499703367508,0.28361267175138855,0.5529928007016867,,,0.92,15,33,False,False,
sub-10704/sub-10704_ses-20070402_behavior+ecephys.nwb,10704,20070402,t4c1,MEC LVI,0.00265,102.0,599.9800000000005,919,1.9094516819381246,0.8434808571126515,60.67124524847006,8.530765609948133,0.8183205108274278,13.331728388841189,0.7788911052103009,0.6390727375302201,0.9363359142457652,,,0.02,9,24,True,False,
sub-10704/sub-10704_ses-07070407_behavior+ecephys.nwb,10704,07070407,t2c1,MEC LVI,0.0025499999999999997,102.0,599.98,1870,3.31501506825031,0.5757605564723742,43.26661530556787,0.0,0.14817944983033937,15.145129521843876,0.13658829516641982,-0.16048821305177052,0.26275045407890874,,,0.11,14,33,False,False,
sub-10704/sub-10704_ses-07070407_behavior+ecephys.nwb,10704,07070407,t2c2,MEC LVI,0.0025499999999999997,102.0,599.98,1237,2.192873603970927,1.3001053726067826,60.0,17.52556837372287,0.7120881143757193,14.009603252282757,0.8466847708967155,1.3268427989801201,1.0259820869141307,,,0.0,10,15,True,False,
sub-10704/sub-10704_ses-07070407_behavior+ecephys.nwb,10704,07070407,t2c3,MEC LVI,0.0025499999999999997,102.0,599.98,2241,3.9726998759085266,1.3866555666946874,48.46648326421053,18.690067525979785,0.5110451367994852,25.581290707418788,0.6277654350242888,1.249414219463355,1.4000301086615203,,,0.0,8,19,True,False,
sub-10704/sub-10704_ses-07070407_behavior+ecephys.nwb,10704,07070407,t2c4,MEC LVI,0.0025499999999999997,102.0,599.98,2808,4.9778408083673105,1.1294618081329317,46.66904755831214,15.0,0.3039584883016945,18.953513675680565,0.8427692623937086,1.0249267004075606,1.24166881282131,,,0.0,8,18,True,False,
sub-10704/sub-10704_ses-07070407_behavior+ecephys.nwb,10704,07070407,t2c5,MEC LVI,0.0025499999999999997,102.0,599.98,1224,2.16982804467293,0.1859233809626485,59.39696961966999,2.447188423282199,0.1378762763311237,6.000913166350889,0.33039397648597696,-0.008125902531633089,0.08783635375047126,,,0.36,14,33,False,False,
sub-10704/sub-10704_ses-07070407_behavior+ecephys.nwb,10704,07070407,t2c6,MEC LVI,0.0025499999999999997,102.0,599.98,375,0.6647757489806772,0.12783694224696707,66.40783086353596,20.13419305691562,0.3157082596891543,2.7259148080554403,0.2627629454471403,0.2414683277953074,-0.022463546693048456,,,0.4,19,28,False,False,
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t1c1,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,552,1.0422370334006759,1.403997875223522,60.37383539249433,26.56505117707799,0.6859150103253429,5.613237039725223,0.6720044206660055,1.0932713144348358,1.220315963740006,,,0.0,10,24,True,False,
