session,subject,session_id,unit,histology,depth_m,arena_cm,duration_s,n_spikes,mean_rate,grid_score,spacing_cm,orientation_deg,spatial_info,peak_rate,stability,grid_score_h1,grid_score_h2,hd_mvl,hd_pref,shuffle_p,r_in,r_out,is_grid,big_arena,mvl
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t1c2,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,5169,9.759643524724808,-0.25692709542273845,57.0,16.847610265994604,0.307934023975368,27.218314593630566,0.18423022031410838,0.017233130300293435,0.014251748369122713,,,0.9,17,33,False,False,
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t1c3,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,2830,5.343352906746219,0.06639280505517395,39.0,0.0,0.043716282722672674,9.75149651428708,0.11444859286381195,0.19581644198514683,0.22857788244419275,,,0.55,7,19,False,False,
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t2c1,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,1258,2.3752430942355987,1.431309308971553,42.638011210655684,19.65382405805329,0.664882166062975,17.753505843848504,0.7224645929531237,1.161159800759186,1.4441626728340395,,,0.0,7,18,True,False,
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t4c1,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,1093,2.0637048505560487,-0.04832953288929914,55.31726674375732,8.749494492866745,0.6318982485620979,12.372174388660799,0.4354830531961948,-0.2229793790000918,-0.40878709552952147,,,0.71,24,33,False,False,
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t4c2,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,577,1.0894397975945471,-0.0742243630937744,81.05553651663777,12.804266065286752,0.18457435049860405,2.9383557624397008,0.36945882399357477,-0.1181241153482867,0.49356469964529814,,,0.75,14,33,False,False,
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t4c5,MEC LVI,0.0025499999999999997,102.0,599.9799999999959,1467,2.7698582028963616,0.2567956663370534,48.83646178829912,12.510447078000823,0.7448679173485269,18.068087803351457,0.8279068565478855,0.1921620323551845,0.07909764889206378,,,0.17,8,19,False,False,
sub-10704/sub-10704_ses-23060402_behavior+ecephys.nwb,10704,23060402,t1c1,MEC LVI,0.00245,99.0,599.9799999999996,2575,4.971618334169981,1.362142254496344,38.41874542459709,51.34019174590989,0.5488470456763134,25.539570752450974,0.7338409336157219,1.2000510327004505,1.3764245007891949,,,0.0,7,16,True,False,
sub-10704/sub-10704_ses-23060402_behavior+ecephys.nwb,10704,23060402,t1c2,MEC LVI,0.00245,99.0,599.9799999999996,783,1.5117581187010076,-0.21803287039669367,60.67124524847006,8.530765609948133,0.5079209575774094,6.4597447334974705,-0.02251486814900386,-0.12561738902582056,0.049821596920038715,,,0.91,15,32,False,False,
sub-10704/sub-10704_ses-23060402_behavior+ecephys.nwb,10704,23060402,t1c3,MEC LVI,0.00245,99.0,599.9799999999996,414,0.7993203846005328,0.08025031361863498,33.13608305156178,5.194428907734789,0.40504408311638596,3.877895299753327,0.45711792752898356,0.22847574230424578,-0.018084758177501728,,,0.51,6,14,False,False,
sub-10704/sub-10704_ses-25060402_behavior+ecephys.nwb,10704,25060402,t2c1,MEC LVI,0.0025,102.0,599.9799999999996,1105,2.1389442713071753,1.2213196018850194,41.78516483155236,47.905242922987895,0.5079845332145433,15.493644116146323,0.7135031135803118,1.1561160809911248,1.0286014174464517,,,0.0,7,17,True,False,
sub-10704/sub-10704_ses-25060402_behavior+ecephys.nwb,10704,25060402,t2c3,MEC LVI,0.0025,102.0,599.9799999999996,1241,2.402198950852674,-0.5906232937345361,81.93900170248598,2.0454084888872046,0.6061115096131328,11.425553315935781,0.5668645624132436,-0.19006334219150578,-0.34297620148491986,,,1.0,15,32,False,False,
sub-10704/sub-10704_ses-25060402_behavior+ecephys.nwb,10704,25060402,t2c4,MEC LVI,0.0025,102.0,599.9799999999996,2329,4.508236387216662,1.1612563125538016,36.6196668472011,54.44395478041653,0.4419964596279373,20.227553254981963,0.7098748207629276,1.025364034406675,1.0059321483528865,,,0.0,7,15,True,False,
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t1c1,MEC LII,0.0024,102.0,599.9799999999999,1642,2.9832848837209305,0.48910431882015404,55.31726674375732,40.60129464500446,0.7945564933852954,19.30159038958081,0.7383542902488908,0.3304277177573542,0.5048414577249707,,,0.07,9,22,False,False,
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t2c1,MEC LII,0.0024,102.0,599.9799999999999,857,1.5570494186046513,0.37773277334777844,51.61395160225576,35.537677791974374,0.9680452442597451,10.806035670316477,0.8178172492188354,-0.18979199542880293,0.6910455260242289,,,0.19,8,19,False,False,
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t2c3,MEC LII,0.0024,102.0,599.9799999999999,1414,2.569040697674419,0.7825765128728008,55.31726674375732,40.60129464500446,0.4757218534509927,9.93865184461476,0.853427739791508,0.8343236123034458,0.6608387918847143,,,0.01,10,22,True,False,
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t3c1,MEC LII,0.0024,102.0,599.9799999999999,653,1.1864098837209303,1.1194276496710607,54.08326913195984,44.475889003245754,1.1336157099610744,10.16328397781185,0.6024342380097206,0.734605847546635,1.0956698088143773,,,0.0,9,21,True,False,
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t3c2,MEC LII,0.0024,102.0,599.9799999999999,740,1.3444767441860466,0.38555839183317536,51.61395160225576,35.537677791974374,1.162473873761079,12.18337150774081,0.8466819210434388,0.20289225751588824,0.6783607758799313,,,0.26,9,22,False,False,
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t3c3,MEC LII,0.0024,102.0,599.9799999999999,784,1.4244186046511629,0.9961762860526183,56.04462507680822,35.537677791974374,0.9002998113727835,9.57975774489463,0.7026957044154648,0.6219642893739857,0.7417917599558934,,,0.0,10,22,True,False,
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t3c4,MEC LII,0.0024,102.0,599.9799999999999,1662,3.019622093023256,-0.33290078787860305,61.846584384264915,16.46880071438582,0.8202346492929871,14.138763365067316,0.7972829710868642,-0.4808299076883463,-0.1891416998575584,,,0.93,13,19,False,False,
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t4c1,MEC LII,0.0024,102.0,599.9799999999999,839,1.5243459302325582,0.38701174329049887,51.61395160225576,35.537677791974374,1.1923327419282794,15.519409599995683,0.8526930066797166,0.2625159228025896,0.594598481504743,,,0.15,9,22,False,False,
sub-10884/sub-10884_ses-01080402_behavior+ecephys.nwb,10884,01080402,t3c1,MEC LIII,0.0028499999999999997,99.0,599.9799999999996,815,1.4613591536668458,0.999447735071195,55.072679252057455,9.462322208025617,0.6391400917035558,18.77106722235448,0.6363606429546741,0.5423152176537646,0.6780316271758184,,,0.0,11,20,True,False,
sub-10884/sub-10884_ses-01080402_behavior+ecephys.nwb,10884,01080402,t3c2,MEC LIII,0.0028499999999999997,99.0,599.9799999999996,507,0.9090909090909091,-0.21584623072028628,48.093658625644196,3.5763343749973444,0.6986578005014016,7.37338562506249,0.8361203564999051,-0.12259272568951532,-0.05711033246738542,,,0.89,9,32,False,False,
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t2c1,MEC LVI,0.0025,102.0,599.98,1947,3.447604207245812,0.8478337233781716,62.6418390534633,13.300755766006375,0.39923535784751013,15.987597022479449,0.42753621996247226,-0.06724302870470464,-0.13353944144809102,,,0.01,15,32,True,False,
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t2c2,MEC LVI,0.0025,102.0,599.98,851,1.5068881255090838,0.5740894134125325,41.677331968349414,0.25643716352925594,0.8624032740697727,14.294686036921325,0.9180815220056805,0.6518240050396554,0.09623149831078531,,,0.04,8,19,False,False,
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t2c3,MEC LVI,0.0025,102.0,599.98,1147,2.0310231256861564,-0.13520710181073203,91.2414379544733,10.124671655397805,0.9142905931368804,10.904297804981901,0.6174559033322082,-0.006753938801447951,0.3868624174122637,,,0.71,22,32,False,False,
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t2c5,MEC LVI,0.0025,102.0,599.98,4843,8.575627722491767,1.2689081957581843,38.41874542459709,51.34019174590989,0.18248060525515353,24.85257574581212,0.7716129225377402,1.129616289861809,1.1774824998372733,,,0.0,7,16,True,False,
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t3c1,MEC LVI,0.0025,102.0,599.98,667,1.181074476750363,-0.18721635517645668,63.7808748764079,11.565051177077976,0.6222096840712936,7.499781564875957,0.32088190114489884,0.5074608774509434,-0.020549716504844367,,,0.83,23,32,False,False,
sub-10884/sub-10884_ses-02080405_behavior+ecephys.nwb,10884,02080405,t3c1,MEC LIII,0.00295,99.0,599.9800000000001,558,1.098901098901099,1.234537939211837,72.24956747275377,48.366460663429805,1.614102780428922,12.42748116762437,0.6704297250262908,1.0108550887777827,1.0400123548521134,,,0.01,12,30,True,False,
sub-10884/sub-10884_ses-02080405_behavior+ecephys.nwb,10884,02080405,t3c3,MEC LIII,0.00295,99.0,599.9800000000001,852,1.6778920004726456,0.0035400622281881455,76.36753236814712,0.0,1.0423937509209815,13.45022752979353,0.6869263651903316,0.013580456372067465,0.006603330583778488,,,0.49,13,32,False,False,
sub-10884/sub-10884_ses-02080405_behavior+ecephys.nwb,10884,02080405,t3c5,MEC LIII,0.00295,99.0,599.9800000000001,387,0.7621410847217299,0.24489561476221286,42.0,3.5763343749973444,0.0826082200329042,1.478177268806967,-0.026223390100125286,0.15996104445927353,0.32505334260408014,,,0.29,6,22,False,False,
sub-10884/sub-10884_ses-04080402_behavior+ecephys.nwb,10884,04080402,t3c1,MEC LII,0.0031,99.0,599.9800000000005,1602,2.960581027887121,0.4028092660853625,33.13608305156178,45.0,0.11237261889357839,7.724444408597495,-0.05862304086287386,-0.41167328584258045,-0.2583793554500902,,,0.12,14,19,False,False,
sub-10884/sub-10884_ses-04080402_behavior+ecephys.nwb,10884,04080402,t3c2,MEC LII,0.0031,99.0,599.9800000000005,530,0.9794681303247029,1.0418550521554824,81.05553651663777,8.990994042505463,1.2697229253351796,8.184852217925766,0.5700786645898336,0.37066376430992254,0.9885084498766942,,,0.0,12,25,True,False,
sub-10884/sub-10884_ses-04080402_behavior+ecephys.nwb,10884,04080402,t3c4,MEC LII,0.0031,99.0,599.9800000000005,573,1.0589344125963298,0.9357281377523066,71.11961754677819,2.726310993906253,0.9240427577110202,11.370161462755586,0.34672225742109103,0.41806271008447515,1.0780854295596338,,,0.0,12,26,True,False,
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t1c2,MEC LIII,0.003,99.0,599.98,1009,2.04383406255064,0.4729761934102164,60.74537019394976,0.0,0.2548019297221956,6.7641962220125285,0.37741258791515686,-0.08617331938083628,0.3906771116270171,,,0.08,10,22,False,False,
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t3c2,MEC LIII,0.003,99.0,599.98,409,0.8284718846216172,0.20240270184431364,59.77457653551383,9.145541960421653,1.033282518421096,8.85227423914831,0.7137242473465234,-0.014667280749339817,0.5139667666944107,,,0.43,13,29,False,False,
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t3c3,MEC LIII,0.003,99.0,599.98,411,0.8325230918813806,0.9085528701017909,96.0,0.0,1.6667337084586258,11.714421512496566,0.6019469886429916,0.6914003895054812,1.2842107084829046,,,0.0,12,28,True,False,
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t4c1,MEC LIII,0.003,99.0,599.98,658,1.3328471884621618,0.9324840988006136,57.706152185014034,2.2414593989399663,1.2312349868249104,10.38643062411008,0.7313461207808443,1.2899070309477372,0.9921627423385877,,,0.01,10,24,True,False,
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t4c2,MEC LIII,0.003,99.0,599.98,429,0.8689839572192514,0.7118312605936284,79.71198153351854,0.0,0.7893076909146135,5.861604937812452,0.5387329271525091,0.7674387707227002,0.08852572785736348,,,0.02,13,18,True,False,
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t4c3,MEC LIII,0.003,99.0,599.98,455,0.9216496515961756,0.9657698871018756,55.072679252057455,11.565051177077976,0.47103402607240896,5.585960518184884,0.4091001607818184,0.15660874378751655,1.3297103576838474,,,0.0,9,19,True,False,
sub-10884/sub-10884_ses-03080409_behavior+ecephys.nwb,10884,03080409,t3c1,MEC LIII,0.0030499999999999998,99.0,599.9799999999996,702,1.283974101035227,0.513249467049727,77.42092740338364,2.0454084888872046,1.4990599519377226,20.792724574231897,0.8497198588620194,0.604795842163162,0.33746216188864286,,,0.05,12,32,False,False,
sub-10884/sub-10884_ses-03080409_behavior+ecephys.nwb,10884,03080409,t3c2,MEC LIII,0.0030499999999999998,99.0,599.9799999999996,767,1.402860591871822,-0.0952429412932395,56.36488268416781,4.798876354524921,0.30212387668254914,5.380723546106261,0.2460909437343492,0.1331812016424424,0.07829904170609123,,,0.69,10,21,False,False,
sub-10884/sub-10884_ses-03080409_behavior+ecephys.nwb,10884,03080409,t3c3,MEC LIII,0.0030499999999999998,99.0,599.9799999999996,358,0.6547902110692468,1.0026038057844429,68.47627326307996,1.1892062570269388,0.4603664037012713,2.251646168392044,0.4981894077196233,0.48256835692598077,0.2573013145554731,,,0.01,13,32,True,False,
sub-10884/sub-10884_ses-03080409_behavior+ecephys.nwb,10884,03080409,t4c1,MEC LIII,0.0030499999999999998,99.0,599.9799999999996,632,1.1559424955188937,1.0369315358445088,54.08326913195984,49.440034828176195,1.0619484898605027,10.61221464913769,0.7085550544784942,0.9407606034502644,1.058254545819867,,,0.0,9,22,True,False,
sub-10884/sub-10884_ses-05080401_behavior+ecephys.nwb,10884,05080401,t2c1,MEC LII,0.00315,99.0,599.98,537,1.0338653472208852,0.3395695060260383,63.63961030678928,0.0,1.0612942093575195,7.35221352922548,0.7396034231895438,0.655909954431384,-0.21025424276339863,,,0.2,11,26,False,False,
sub-10884/sub-10884_ses-05080401_behavior+ecephys.nwb,10884,05080401,t3c2,MEC LII,0.00315,99.0,599.98,434,0.8355634277353151,1.1165222371602863,72.24956747275377,0.0,0.8441789559556702,6.444509396770291,0.755987906721312,0.8002430927202557,0.9723450860781195,,,0.0,13,29,True,False,
sub-10884/sub-10884_ses-05080401_behavior+ecephys.nwb,10884,05080401,t3c4,MEC LII,0.00315,99.0,599.98,1220,2.3488188521591806,0.95987737032732,70.80254232723568,0.0,1.3772614949042132,22.46185053984686,0.627322191621591,0.10112263867951334,0.9711408934521468,,,0.02,13,30,True,False,
sub-10884/sub-10884_ses-03080405_behavior+ecephys.nwb,10884,03080405,t1c1,MEC LIII,0.003,99.0,599.9799999999996,580,1.2470972735873398,-0.3060122969303066,58.249463516842795,33.434948822921996,0.3637175426730831,5.254836399382612,0.4657901922086758,-0.019662566661826742,-0.13792707809829763,,,0.95,11,25,False,False,
sub-10884/sub-10884_ses-03080405_behavior+ecephys.nwb,10884,03080405,t3c2,MEC LIII,0.003,99.0,599.9799999999996,331,0.7117055130300164,0.17533412982495125,45.0,6.86989764584402,0.9436339227025984,6.355528732006845,0.49733466315650854,-0.14998044685016573,-0.31204094875220617,,,0.35,10,30,False,False,
sub-10884/sub-10884_ses-03080405_behavior+ecephys.nwb,10884,03080405,t3c3,MEC LIII,0.003,99.0,599.9799999999996,470,1.0105788251483616,0.3281888849969897,80.72174428244226,0.0,1.133057290135537,10.198969199305724,0.7184340763577443,-0.14157758788725958,0.5667816930768892,,,0.16,11,28,False,False,
sub-10884/sub-10884_ses-03080405_behavior+ecephys.nwb,10884,03080405,t3c4,MEC LIII,0.003,99.0,599.9799999999996,465,0.9998279865829535,0.6587980125257529,71.11961754677819,41.565051177077976,0.16255875603059253,2.696737369722436,0.1782361786193571,0.0863677995158763,0.1448146212376397,,,0.03,13,24,True,False,
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t1c1,MEC LVI,0.0023,102.0,599.98,1679,3.1050042534304843,0.15236220046294335,54.08326913195984,13.240519915187178,0.3163328979828274,18.980312222585734,0.3986920645049095,0.12948461054931218,-0.2498626177558479,,,0.36,13,32,False,False,
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t1c3,MEC LVI,0.0023,102.0,599.98,444,0.8210970152013907,-0.4344262947908808,30.886890422961002,15.0,0.3838438682366413,4.8737340743138855,0.16178096772370995,-0.05113206196389636,-0.21530534643906818,,,0.99,7,29,False,False,
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t1c4,MEC LVI,0.0023,102.0,599.98,305,0.5640418685505049,0.6382094030138112,42.95346318982906,35.224859431168085,0.11227605221908292,1.6503979197842351,-0.01589492287114284,0.004643214621805475,0.13300356641880118,,,0.05,8,15,True,False,
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t2c1,MEC LVI,0.0023,102.0,599.98,2183,4.037060324740171,1.320349089334012,42.95346318982906,47.905242922987895,0.6295586810075096,33.57358311686817,0.7586783412386664,1.345734710354563,0.9277581364085774,,,0.0,7,16,True,False,
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t2c2,MEC LVI,0.0023,102.0,599.98,3944,7.293708621518659,0.3741452448522838,42.42640687119285,45.0,0.2472682926638284,25.820010212142368,0.4870588807584094,0.08710184070755815,0.8838647179280082,,,0.12,8,15,False,False,
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t2c3,MEC LVI,0.0023,102.0,599.98,1174,2.1710988645189926,0.21461213196087095,39.0,0.0,0.19718343467507135,6.399278204419776,0.26119059245134074,-0.17817076209157628,0.032469627713762675,,,0.27,13,22,False,False,
