path,subject,session,unit,layer,n_spikes,mean_rate,peak_rate,gridness,spacing_cm,orientation_deg,ellipticity,spatial_info,stability,hd_mvl,hd_pref_deg,duration_s,arena_cm,include
sub-10704/sub-10704_ses-07070407_behavior+ecephys.nwb,10704,07070407,t2c6,MEC LVI,388,0.6742197817474108,2.0731702361358892,0.16016876465354665,84.0535543567314,5.3112134396331925,1.4085258088258235,0.2396200508242224,0.3465268383478862,,,599.98,102.0,True
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t1c1,MEC LII,534,0.9844406754664109,2.490510072750065,0.4991408215664427,45.69463863518345,29.74488129694222,1.3437096247164249,0.19728314019629906,0.39350069935526716,,,600.04,102.0,True
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t1c2,MEC LII,1255,2.3136199395324826,11.059924831706654,0.5409029766647749,93.0,0.0,1.032071189487886,0.5845088338249116,0.8470530044828603,,,600.04,102.0,True
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t1c3,MEC LII,1108,2.0426222254995943,7.538602879046359,1.478759240934707,41.677331968349414,30.256437163529263,1.046156988431681,0.34931273844219907,0.8299992993562955,,,600.04,102.0,True
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t2c1,MEC LII,851,1.568837106408082,9.515385414243642,0.6943709747574756,42.0,28.300755766006375,1.0600525176641888,0.6910710975096208,0.8992942827060177,,,600.04,102.0,True
sub-10697/sub-10697_ses-24020402_behavior+ecephys.nwb,10697,24020402,t2c2,MEC LII,1253,2.309932895804144,20.134932904449183,0.8054034933601719,59.77457653551383,28.240519915187207,1.618031443165726,0.7286644378149723,0.8420908190055612,,,600.04,102.0,True
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t1c1,MEC LII,336,0.6763557309070414,3.773526432103596,0.7061881672492181,42.95346318982906,29.74488129694222,1.3390681268239721,0.5044348917221888,0.6860821390116039,,,599.98,102.0,True
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t1c2,MEC LII,3433,6.910503643463908,18.498733877614455,-0.3282887387470898,98.2700361249552,42.33908727832619,1.0569458640513876,0.11081462264115402,0.5741044865635617,,,599.98,102.0,True
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t1c3,MEC LII,1532,3.083860058778534,12.466312748268264,1.1148128533417057,38.41874542459709,31.38954033403478,1.0405779873564023,0.3636930260314107,0.4640063313938511,,,599.98,102.0,True
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t2c1,MEC LII,2453,4.93779942831837,29.1421189363329,0.9774989189113504,46.861498055439924,35.224859431168085,1.2649110640673518,0.5158040507129088,0.7680078674365716,,,599.98,102.0,True
sub-10697/sub-10697_ses-02030402_behavior+ecephys.nwb,10697,02030402,t2c3,MEC LII,539,1.0849873183300456,3.4534063578959153,0.9766795980731169,39.0,8.13010235415598,1.6317848796612635,0.17635987557924437,0.38067458357667017,,,599.98,102.0,True
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t1c1,MEC LVI,570,1.046524437263614,5.093574702430015,1.4411616529417803,61.846584384264915,52.83365417791754,1.0391344950260852,0.5592082502977144,0.7330820858648301,,,599.9799999999959,102.0,True
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t1c2,MEC LVI,5307,9.743693313259648,22.58531627125505,-0.3832121016292639,78.74642849044012,17.744671625056924,1.2317877406689368,0.2373011312081395,0.24681239141643857,,,599.9799999999959,102.0,True
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t1c3,MEC LVI,2911,5.344618661183124,8.434323933504945,0.13197297834652938,86.37708029332781,30.0,1.1811273125260722,0.029442953075927786,0.14515896255037156,,,599.9799999999959,102.0,True
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t2c1,MEC LVI,1299,2.3849741122902364,15.20555978979173,1.4501946568442476,42.42640687119285,49.6538240580533,1.0929751116080342,0.4764685061039867,0.7188623978901086,,,599.9799999999959,102.0,True
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t4c1,MEC LVI,1126,2.0673447655418062,9.023494935830273,-0.10905481142592162,88.58893836140041,31.69924423399362,1.3425447266866926,0.5701059619802554,0.5440932247405009,,,599.9799999999959,102.0,True
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t4c2,MEC LVI,591,1.0850806007417473,2.6489210527840337,-0.06566014149421405,82.97590011563598,1.9749340108819766,1.344197512566401,0.15000149468860288,0.5208381151267508,,,599.9799999999959,102.0,True
sub-10704/sub-10704_ses-08070402_behavior+ecephys.nwb,10704,08070402,t4c5,MEC LVI,1495,2.7448316380861457,13.099436410551476,0.24393457894716525,48.83646178829912,0.25643716352925594,1.3036417703053913,0.5367037175180882,0.8446982173831346,,,599.9799999999959,102.0,True
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t1c1,MEC LII,1710,2.9769158455485534,16.99629215852911,0.42764086906611093,53.413481444294575,8.157226587369053,1.1804417067144062,0.6215802347644019,0.7394607399709916,,,599.9799999999999,102.0,True
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t2c1,MEC LII,877,1.5267574248807494,9.159078732825039,0.3523078327909885,49.20365840057018,7.5685920288274815,1.2265032999660401,0.7282963017709985,0.7931308043222779,,,599.9799999999999,102.0,True
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t2c3,MEC LII,1481,2.5782528463493612,8.503565013078925,0.6692415336759211,57.3149195236284,12.878903603338543,1.1935901868927103,0.35767061533427746,0.8598487411853745,,,599.9799999999999,102.0,True
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t3c1,MEC LII,666,1.1594303819504892,7.263753558910034,1.0412614728938312,51.26402247190518,12.510447078000837,1.1475979836490964,0.8178352749564506,0.6101909587676965,,,599.9799999999999,102.0,True
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t3c2,MEC LII,766,1.3335190278890012,9.044349094338322,0.4086226808588951,51.61395160225576,5.5376777919743745,1.2747548783981961,0.9183332665785023,0.8414020473787017,,,599.9799999999999,102.0,True
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t3c3,MEC LII,798,1.389227394589325,8.667939646301559,1.0011575310306757,56.92099788303083,8.157226587369053,1.1455578724432558,0.7293721188644896,0.7453246213914886,,,599.9799999999999,102.0,True
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t3c4,MEC LII,1710,2.9769158455485534,12.775282703723098,-0.5674731737352661,98.81792011760751,14.036243467926479,1.0865337342004413,0.7582257070770959,0.878991669750202,,,599.9799999999999,102.0,True
sub-10073/sub-10073_ses-17010302_behavior+ecephys.nwb,10073,17010302,t4c1,MEC LII,867,1.5093485602868981,11.286164117203555,0.3725658757991221,51.61395160225576,5.5376777919743745,1.2747548783981961,0.9142624359839914,0.8459672706795522,,,599.9799999999999,102.0,True
sub-10704/sub-10704_ses-20070402_behavior+ecephys.nwb,10704,20070402,t2c1,MEC LVI,1300,2.6076142335620007,4.283404338026544,-0.3006982633868284,75.05997601918082,21.0273733851036,1.4075088209603097,0.021553281928707143,0.13857727351863922,,,599.9800000000005,102.0,True
sub-10704/sub-10704_ses-20070402_behavior+ecephys.nwb,10704,20070402,t4c1,MEC LVI,931,1.8674529626509406,10.24344709570015,0.900727250429608,60.67124524847006,26.309932474020215,1.2093386622447826,0.6314377695623903,0.8134374463478583,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-01080402_behavior+ecephys.nwb,10884,01080402,t3c1,MEC LIII,837,1.4407188102451114,13.376928466340525,0.7051256225434714,57.706152185014034,30.963756532073518,1.157527226913368,0.5292663283809658,0.6848700986363707,,,599.9799999999996,102.0,True
sub-10884/sub-10884_ses-01080402_behavior+ecephys.nwb,10884,01080402,t3c2,MEC LIII,543,0.9346598733131368,6.562517293236539,-0.24831408917235318,79.25906888173743,3.690067525979785,1.2441385335796948,0.5924214252033085,0.8502214201626942,,,599.9799999999996,102.0,True
sub-10704/sub-10704_ses-23060402_behavior+ecephys.nwb,10704,23060402,t1c1,MEC LVI,2653,4.948334390271198,20.852796610524823,1.3563397764534182,38.41874542459709,21.340191745909912,1.199787666989402,0.3857681567850859,0.7470414312792966,,,599.9799999999996,102.0,True
sub-10704/sub-10704_ses-23060402_behavior+ecephys.nwb,10704,23060402,t1c2,MEC LVI,828,1.5443727384638342,5.274444263999115,-0.16334500203047642,81.05553651663777,8.990994042505463,1.3815403888970625,0.3940236630943439,0.01302240343752232,,,599.9799999999996,102.0,True
sub-10704/sub-10704_ses-23060402_behavior+ecephys.nwb,10704,23060402,t1c3,MEC LVI,420,0.7833774760323796,2.8984722882288403,-0.09719647849307718,34.98571136907181,29.03624346792648,1.4798927814636096,0.3277599138359845,0.5886024624103904,,,599.9799999999996,102.0,True
sub-10704/sub-10704_ses-25060402_behavior+ecephys.nwb,10704,25060402,t2c1,MEC LVI,1146,2.145585261738935,12.556727123056957,1.0788044557595289,40.36087214122113,17.905242922987895,1.0671873729054748,0.3764037902795785,0.7276740851391015,,,599.9799999999996,102.0,True
sub-10704/sub-10704_ses-25060402_behavior+ecephys.nwb,10704,25060402,t2c3,MEC LVI,1272,2.3814873062233204,9.58493950165597,-0.6517521221180431,79.20227269466452,5.376435213836388,1.2451741707874968,0.5431144011988249,0.6794289339677457,,,599.9799999999996,102.0,True
sub-10704/sub-10704_ses-25060402_behavior+ecephys.nwb,10704,25060402,t2c4,MEC LVI,2430,4.549539429341721,15.620063299036577,0.9029264128832104,36.6196668472011,25.007979801441337,1.255388386118017,0.3067809488537097,0.6781934444768825,,,599.9799999999996,102.0,True
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t2c1,MEC LVI,1979,3.408542886668963,10.171691282744424,0.991201688930883,88.28363381737296,38.96248897457818,1.0709375408934199,0.33370920458793263,0.48783733000299756,,,599.98,99.0,True
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t2c2,MEC LVI,861,1.482948673785739,10.798948163347887,0.517738573653553,45.79301256742124,15.963756532073518,1.1435437497937313,0.6562031648782765,0.9284439605296627,,,599.98,99.0,True
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t2c3,MEC LVI,1171,2.016879090595935,8.888126810631821,-0.30226880098871006,88.63972021616495,0.0,1.1208073653963901,0.8095757844332787,0.7499253058184415,,,599.98,99.0,True
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t2c5,MEC LVI,4964,8.549776093696176,21.32145973846925,1.185068815782802,40.24922359499622,21.340191745909912,1.0960016022776253,0.11793061552357513,0.7537051798603335,,,599.98,99.0,True
sub-10704/sub-10704_ses-26060402_behavior+ecephys.nwb,10704,26060402,t3c1,MEC LVI,676,1.1643127798828798,5.169811228242566,-0.37327654387466264,84.0,0.0,1.2649110640673518,0.48534944200841856,0.3826582437333506,,,599.98,99.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t1c1,MEC LVI,1742,3.1089377498572244,12.344189077440687,0.4325389677272258,90.0,2.202598161765792,1.2013040673925257,0.24946817364066243,0.5333345647219211,,,599.98,102.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t1c3,MEC LVI,457,0.8156053683609366,4.327018132594144,-0.5210845514574259,93.1933474020544,9.227745317954174,1.0322250556388202,0.30093245907608845,0.19798901927768114,,,599.98,102.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t1c4,MEC LVI,311,0.5550399771559109,1.3208500323943744,0.8116630619032996,42.95346318982906,5.2248594311680705,1.1413600232629066,0.06652719442713576,-0.07655117004505002,,,599.98,102.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t2c1,MEC LVI,2263,4.038763563677898,30.841815379010246,1.2659408493120277,42.42640687119285,21.86989764584402,1.118033988749895,0.4363716535801956,0.7879016308374671,,,599.98,102.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t2c2,MEC LVI,4045,7.219089091947458,20.576459884864494,0.14182711181235966,75.0,48.43494882292201,1.0836567383657543,0.18105691746657335,0.47112355672539546,,,599.98,102.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t2c3,MEC LVI,1216,2.170188463735008,5.191296578112332,-0.05273516224824984,75.05997601918082,27.709389957361466,1.307440900921227,0.13828482631459038,0.20870695104645037,,,599.98,102.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t3c1,MEC LVI,1754,3.130354083380925,10.525967300349967,-0.4806513887231564,92.41753080449618,16.865977693603668,1.048859082087759,0.44437319234098277,0.442817076610966,,,599.98,102.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t3c2,MEC LVI,801,1.4295402627070244,3.9644692438898805,0.9381609989148565,72.24956747275377,16.974934010881974,1.3257902228348082,0.1459748612281537,0.2148186652607338,,,599.98,102.0,True
sub-10704/sub-10704_ses-20060402_behavior+ecephys.nwb,10704,20060402,t3c3,MEC LVI,2388,4.261850371216448,7.5359278203955755,0.5750629894715656,97.71898484941397,17.87869659584134,1.1106864787816908,0.06820145889691148,0.5886250624196683,,,599.98,102.0,True
sub-10884/sub-10884_ses-02080405_behavior+ecephys.nwb,10884,02080405,t3c1,MEC LIII,610,1.1244654180799292,10.531603601797551,1.1826855322944123,72.24956747275377,18.36646066342979,1.4338758663147937,1.3424105289710941,0.7053356025553117,,,599.9800000000001,102.0,True
sub-10884/sub-10884_ses-02080405_behavior+ecephys.nwb,10884,02080405,t3c3,MEC LIII,922,1.6996018286388437,12.358298264282167,0.13899196878826992,76.36753236814712,15.0,1.346553952565515,0.9099515643402123,0.7668395148219633,,,599.9800000000001,102.0,True
sub-10884/sub-10884_ses-02080405_behavior+ecephys.nwb,10884,02080405,t3c5,MEC LIII,413,0.7613183896180504,1.16848064730149,0.314689376779122,44.598206241955516,0.0,1.3867504905630728,0.0412388256282514,-0.10397778561378003,,,599.9800000000001,102.0,True
sub-10884/sub-10884_ses-04080402_behavior+ecephys.nwb,10884,04080402,t3c1,MEC LII,1666,2.934235091056395,6.232285703530167,0.2737224911882481,62.6418390534633,9.289406862500357,1.6724322715644713,0.06793560379612416,-0.15241405685664466,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-04080402_behavior+ecephys.nwb,10884,04080402,t3c2,MEC LII,556,0.9792525273873683,7.02100518084614,1.0388208252949431,81.05553651663777,27.878903603338543,1.0939475816854343,1.084415956995144,0.6485199436066794,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-04080402_behavior+ecephys.nwb,10884,04080402,t3c4,MEC LII,599,1.0549860861601326,10.151601632186267,0.931906578499287,71.11961754677819,27.64597536373867,1.1567691014625003,0.815370530676677,0.438887820834736,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-13070402_behavior+ecephys.nwb,10884,13070402,t2c1,MEC LIII,842,1.4858998341156955,16.604041078060238,0.5564255447730718,60.37383539249433,26.56505117707799,1.4398509407946773,0.9156957195582507,0.25475125470904547,,,599.98,102.0,True
sub-10884/sub-10884_ses-13070402_behavior+ecephys.nwb,10884,13070402,t3c1,MEC LIII,1669,2.945328768573748,20.902226031164552,0.2699894943773961,56.36488268416781,25.201123645475064,1.2525529485370623,0.6000047496831484,0.6796047023283979,,,599.98,102.0,True
sub-10884/sub-10884_ses-08070402_behavior+ecephys.nwb,10884,08070402,t1c1,MEC LIII,1336,2.4003737108771426,15.29438697765486,0.14875911857496252,67.4166151627327,33.576334374997344,1.694578216176314,1.0731037666989196,0.8271349910527422,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-08070402_behavior+ecephys.nwb,10884,08070402,t2c1,MEC LIII,699,1.2558841496280857,8.686836081561726,-0.3470968084846431,51.08815909777921,4.440034828176181,1.8744368523675352,0.6896979172586354,0.6427509027279027,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-08070402_behavior+ecephys.nwb,10884,08070402,t2c3,MEC LIII,1082,1.9440152359049911,8.712165499063428,0.24744248975558586,63.071388124885914,25.346175941946683,1.2505736388671835,0.25668037592745113,0.6266614875222752,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-08070402_behavior+ecephys.nwb,10884,08070402,t3c1,MEC LIII,532,0.9558374357684429,2.6561950161333563,-0.06960593712341467,40.36087214122113,11.987212495816657,1.0671121420447909,0.1498463938128194,0.26136580631578926,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-05080401_behavior+ecephys.nwb,10884,05080401,t2c1,MEC LII,560,1.0258664908038397,6.420636091441851,0.3611942411046768,65.79513659838392,30.0,1.2422599874998832,0.910483368265343,0.8096944683450518,,,599.98,102.0,True
sub-10884/sub-10884_ses-05080401_behavior+ecephys.nwb,10884,05080401,t3c2,MEC LII,446,0.8170293837473438,5.484553866049937,1.1598365430057977,75.53806987208503,16.63657704161671,1.0731788701977063,0.7194328444914619,0.8661891081667517,,,599.98,102.0,True
sub-10884/sub-10884_ses-05080401_behavior+ecephys.nwb,10884,05080401,t3c4,MEC LII,1284,2.3521653110573753,18.668849948123725,1.034317431331884,70.80254232723568,23.615648184164115,1.101655356378293,1.2012106207346978,0.7019781581609437,,,599.98,102.0,True
sub-10884/sub-10884_ses-14070405_behavior+ecephys.nwb,10884,14070405,t1c1,MEC LIII,548,0.9408371390310064,6.116886960147084,-0.2167568692872686,58.940648113165494,8.198590513648185,1.7344447973881214,0.8874094577633966,0.7373778486810519,,,599.9799999999996,102.0,True
sub-10884/sub-10884_ses-14070405_behavior+ecephys.nwb,10884,14070405,t1c2,MEC LIII,1144,1.9640833705318819,8.616305889359785,-0.41794065470714764,56.92099788303083,18.434948822921996,1.6321015466309943,0.6402410176153186,0.6736940997827204,,,599.9799999999996,102.0,True
sub-10884/sub-10884_ses-14070405_behavior+ecephys.nwb,10884,14070405,t3c3,MEC LIII,651,1.1176733166226007,11.958945432018151,-0.03964936052770236,68.41052550594827,25.463345061871593,1.453712918701626,1.041066243631193,0.86951449575085,,,599.9799999999996,102.0,True
sub-10884/sub-10884_ses-09080404_behavior+ecephys.nwb,10884,09080404,t3c1,MEC LII,1262,2.199602607452853,15.779102673757679,0.04491984205952154,81.49846624323675,23.659808254090095,1.2089991034391996,0.8654280067494845,0.7516886768165674,,,599.9800000000014,102.0,True
sub-10884/sub-10884_ses-09080404_behavior+ecephys.nwb,10884,09080404,t3c2,MEC LII,728,1.2688674312406316,11.520588047547268,0.5823220560513618,75.8946638440411,18.434948822921996,1.036992390623172,1.6222981184563685,0.7539877030127018,,,599.9800000000014,102.0,True
sub-10884/sub-10884_ses-09080404_behavior+ecephys.nwb,10884,09080404,t3c3,MEC LII,532,0.9272492766758462,9.044687881110413,-0.003736873488653987,99.40824915468535,29.03624346792648,1.1666946775348876,1.2370940626164009,0.9376552096279526,,,599.9800000000014,102.0,True
sub-10884/sub-10884_ses-09080404_behavior+ecephys.nwb,10884,09080404,t3c5,MEC LII,481,0.8383588384982744,2.4380408278884453,-0.451908963272981,92.41753080449618,24.246112745563252,1.4193072217426086,0.12288661544945916,0.4239457680377853,,,599.9800000000014,102.0,True
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t1c2,MEC LIII,1084,2.03438180316793,5.5368049107445545,0.5224261807859731,60.74537019394976,21.0273733851036,1.1682743106243778,0.1852051330407675,0.35994101391318584,,,599.98,102.0,True
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t3c2,MEC LIII,452,0.848284663313565,6.259393962435447,0.04383023612135761,90.79647570252934,8.047042531826065,1.0475226175277181,0.9274256348881736,0.7790387050798371,,,599.98,102.0,True
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t3c3,MEC LIII,439,0.8238870955633961,9.413811151065094,0.8502750666968124,93.04837451562494,9.162347045721702,1.271374627174442,1.4113149318673484,0.6797965662521519,,,599.98,102.0,True
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t4c1,MEC LIII,703,1.3193453944899032,8.726006673056098,0.9136617511158023,59.093146810776624,23.96248897457818,1.1238388223540496,1.019647976635602,0.8210134578565896,,,599.98,102.0,True
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t4c2,MEC LIII,461,0.865175287140605,5.254504442964204,0.7858061349482783,78.0,27.954591511112767,1.1633779591611957,0.7341099978508343,0.6754913453273933,,,599.98,102.0,True
sub-10884/sub-10884_ses-03080402_behavior+ecephys.nwb,10884,03080402,t4c3,MEC LIII,498,0.9346145184295472,4.058012409971601,0.9604242840296173,55.072679252057455,29.357753542791272,1.098914217192318,0.3606388083700072,0.4759903684487196,,,599.98,102.0,True
sub-10884/sub-10884_ses-16070401_behavior+ecephys.nwb,10884,16070401,t1c1,MEC LIII,591,1.000745055540504,8.791840796717509,0.18562312756991267,57.9396237474839,3.43494882292201,1.5543832804525195,1.2019207814728543,0.9238255382352201,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-16070401_behavior+ecephys.nwb,10884,16070401,t2c1,MEC LIII,655,1.1091167705228937,5.198233475928048,1.0138491090132646,61.773780845922005,30.945395900922847,1.2502559464928027,0.5094471493527083,0.7370387695818779,,,599.9800000000005,102.0,True
sub-10884/sub-10884_ses-19070401_behavior+ecephys.nwb,10884,19070401,t1c1,MEC LIII,457,0.796416994876442,5.182236601194113,0.10184624977032337,63.63961030678928,15.0,1.5971914124998499,0.6737113422002997,0.7183746632109288,,,599.98,102.0,True
sub-10884/sub-10884_ses-24070401_behavior+ecephys.nwb,10884,24070401,t3c3,MEC LIII,672,1.1443751915806681,8.804419895637475,0.5143712290032209,60.74537019394976,15.963756532073518,1.3298053816033293,1.0939105484228273,0.8365944209014952,,,599.9799999999999,102.0,True
sub-10884/sub-10884_ses-31070404_behavior+ecephys.nwb,10884,31070404,t4c1,MEC LIII,1584,2.692137734117407,6.866012937057533,0.30790884735262125,61.846584384264915,22.833654177917538,1.1855327093243984,0.13196569413540732,0.41032369397922785,,,599.98,102.0,True
sub-10884/sub-10884_ses-21070405_behavior+ecephys.nwb,10884,21070405,t3c1,MEC LIII,789,1.347796378544585,7.25790956522672,0.5306728257662575,44.598206241955516,23.629377730656813,1.3434037843517677,0.5338886073953626,0.48470556369810375,,,599.9799999999996,102.0,True
sub-10884/sub-10884_ses-21070405_behavior+ecephys.nwb,10884,21070405,t3c2,MEC LIII,465,0.7943286641612572,2.994302838981456,-0.21094377042822196,98.95453501482385,7.352379359892353,1.063491093539995,0.32160059821423326,0.15075346380898566,,,599.9799999999996,102.0,True
sub-10884/sub-10884_ses-21070405_behavior+ecephys.nwb,10884,21070405,t3c3,MEC LIII,961,1.6416125725999318,3.0883997607639495,0.36049089017966723,42.0,30.0,1.7464249196572978,0.040467704469842186,0.16495854678744473,,,599.9799999999996,102.0,True
sub-10938/sub-10938_ses-08100401_behavior+ecephys.nwb,10938,08100401,t7c2,MEC LIII,429,0.7311087630798596,2.6427919704741036,-0.08172293708897652,94.26741944723932,3.69138598645128,1.390181547814322,0.10899541300343962,0.44546564031467945,,,599.9800000000032,102.0,True
sub-10938/sub-10938_ses-08100401_behavior+ecephys.nwb,10938,08100401,t7c3,MEC LIII,344,0.586250383448652,1.871362664905268,0.8788879663286154,55.154328932550705,45.0,1.1441275181454986,0.29508826011283074,0.5794376887883171,,,599.9800000000032,102.0,True
sub-10938/sub-10938_ses-08100401_behavior+ecephys.nwb,10938,08100401,t7c4,MEC LIII,1677,2.8579706193121783,25.018473417124987,-0.16366596850140352,93.1933474020544,26.30861401354872,1.8909949944316395,0.6519185688224224,0.9200552767034081,,,599.9800000000032,102.0,True
sub-10962/sub-10962_ses-29110404_behavior+ecephys.nwb,10962,29110404,t1c1,MEC LVI,835,1.591082317073171,7.835823431965652,-0.412361789219408,92.41753080449618,15.06858282186245,2.21210330121096,0.40283260627394935,0.7001189636489549,,,599.98,102.0,True
sub-10962/sub-10962_ses-28110406_behavior+ecephys.nwb,10962,28110406,t2c1,MEC LVI,647,1.132941094067381,5.605813412885056,-0.20521616322537212,68.41052550594827,0.0,1.3961697822442394,0.41714522943671395,0.418996004012455,,,599.9800000000001,102.0,True
