session,subject,unit,direction,maze,track,mean_rate,si,si_null,p,sparsity,peak_rate,peak_loc,field_width,stability,n_spikes,is_place,testable
Achilles_10252013,Achilles,29,right,linear,1.6,12.662592375287208,0.13331688973193045,0.5841203444213168,0.996,0.8493032471188623,20.6746171189555,0.33999999999999997,0.4799999999999999,0.8828944343748258,1343,False,True
Achilles_10252013,Achilles,33,right,linear,1.6,4.092006769080155,0.7259144643180669,0.20816205997480558,0.0,0.4869438794317442,12.85158241495069,0.9,0.4799999999999999,0.9492270593248519,434,True,True
Achilles_10252013,Achilles,39,right,linear,1.6,5.3742946045522775,1.122667733028836,0.27679963091852944,0.0,0.3389239283263353,23.711901606919227,0.26,0.19999999999999996,0.9844165994567936,570,True,True
Achilles_10252013,Achilles,41,right,linear,1.6,0.8108584841956068,0.3856975263068132,0.6995789482747855,0.984,0.68671978901135,1.3693420953446038,1.1,0.35999999999999993,-0.04949355547018369,86,False,True
Achilles_10252013,Achilles,50,right,linear,1.6,1.2162877262934102,1.005996460317564,0.3958982053366902,0.014,0.38795798856356195,5.127058789702708,0.38,0.23999999999999996,0.8021136025830273,129,False,True
Achilles_10252013,Achilles,51,right,linear,1.6,4.912293840301293,1.1968974427756356,0.6234541004520568,0.032,0.37708760295745164,16.68560012256058,0.18,0.35999999999999993,0.9720907210820269,521,False,True
Achilles_10252013,Achilles,52,right,linear,1.6,3.3282912200122,0.9491751575235468,0.29309696659701523,0.0,0.41305773596939777,11.808580227227793,0.86,0.3999999999999999,0.9738135402921196,353,True,True
Achilles_10252013,Achilles,53,right,linear,1.6,0.4431435901999246,1.0841422338910338,1.0210436702269186,0.358,0.3986863839120748,1.4140575233562436,0.18,0.31999999999999995,0.4930723092257585,47,False,True
Achilles_10252013,Achilles,54,right,linear,1.6,2.574004257969775,0.5742177451088496,0.27686708725719006,0.002,0.5195403338785181,7.551524769538696,0.14,0.23999999999999996,0.8987936262103755,273,True,True
Achilles_10252013,Achilles,55,right,linear,1.6,11.380304539815086,0.3097485668918861,0.23516165267271236,0.196,0.7068479581278586,25.01994767071054,0.18,0.4799999999999999,0.965043497720864,1207,False,True
Achilles_10252013,Achilles,56,right,linear,1.6,4.9594367754289435,1.721929156430138,1.1058291070042936,0.098,0.2727885441998487,22.75959598884662,0.1,0.23999999999999996,0.993940506347948,526,False,True
Achilles_10252013,Achilles,57,right,linear,1.6,3.1585766535526543,0.7502920087372651,0.5128713053431766,0.108,0.441505035724747,11.080998570437496,1.3,0.3999999999999999,0.9272755278308505,335,False,True
Achilles_10252013,Achilles,58,right,linear,1.6,0.5374294604552278,1.3715303544038515,1.1601445936966874,0.284,0.32428721975022096,2.5784337355810583,1.3,0.35999999999999993,0.7482439551127263,57,False,True
Achilles_10252013,Achilles,70,right,linear,1.6,0.3394291329190912,2.563506489500817,0.7143209117858647,0.0,0.13971862233402646,3.1112146383182147,0.02,0.07999999999999999,0.8805224018552612,36,True,True
Achilles_10252013,Achilles,74,right,linear,1.6,0.22628608861272748,1.5151643997638784,0.9682461796698009,0.04,0.32618379732123803,0.6166564682472457,0.9,0.31999999999999995,0.15314358900670608,24,False,False
Achilles_10252013,Achilles,76,right,linear,1.6,0.8862871803998492,1.1329180732551762,0.3940063831296372,0.0,0.3365303280756677,4.992843527068061,1.58,0.15999999999999998,0.9158696517763036,94,True,True
Achilles_10252013,Achilles,79,right,linear,1.6,0.39600065507227306,1.2753686011165226,0.7350338879183443,0.006,0.33410995354744716,1.3771995240130537,0.94,0.31999999999999995,0.430226070588218,42,True,True
Achilles_10252013,Achilles,82,right,linear,1.6,2.6400043671484874,0.8990927193558733,0.3591209962392578,0.0,0.4411720586970349,8.033744800016077,0.54,0.4799999999999999,0.9214420204798733,280,True,True
Achilles_10252013,Achilles,86,right,linear,1.6,0.26400043671484874,1.3969766414017322,1.0646909509564422,0.15,0.3206557864373223,1.021438742806348,1.54,0.15999999999999998,0.012747420810255268,28,False,False
