session,unit,cell_type,location,state,n_spikes,rate,mrl,pref_phase,rayleigh_p,theta_channel,null_mrl_mean,null_mrl_p95,shuffle_p,n_matched,mrl_matched,pref_matched
Achilles_ses-Achilles-10252013,118,excitatory,rCA1,REM,1816,0.876871076774505,0.05833605357435211,5.69592614134567,0.0020630246024952083,34,0.024601321887966824,0.04529266472762273,0.009950248756218905,1816,0.058336057,5.695926
Achilles_ses-Achilles-10252013,119,excitatory,rCA1,REM,1466,0.7078705939159826,0.151005543708882,4.586822377281349,2.5316767267802444e-15,34,0.03344285199217083,0.06629454484144984,0.004975124378109453,1071,0.16825043,4.6409163
Achilles_ses-Achilles-10252013,120,excitatory,rCA1,REM,2537,1.2250120714630612,0.07662289765078693,2.6746895188891653,3.334145046582345e-07,34,0.025661629385470057,0.05098056034950782,0.004975124378109453,2537,0.076622896,2.6746895
Achilles_ses-Achilles-10252013,121,inhibitory,rCA1,REM,35825,17.298406566875904,0.3102966227173126,1.8019017841564546,0.0,34,0.006847988423130098,0.012418017627937655,0.004975124378109453,35825,0.31029665,1.8019018
Achilles_ses-Achilles-10252013,122,excitatory,rCA1,REM,1500,0.724287783679382,0.1190906982622017,3.3092466264641174,5.382511564508276e-10,34,0.03692810122671899,0.06992598269816531,0.004975124378109453,597,0.11795054,3.4462717
Achilles_ses-Achilles-10252013,123,excitatory,rCA1,REM,1460,0.7049734427812651,0.07339213620584362,1.0946303882461768,0.0003812453021920838,34,0.033456124949767616,0.06463462907399178,0.024875621890547265,1460,0.07339214,1.0946305
Achilles_ses-Achilles-10252013,124,inhibitory,rCA1,REM,25630,12.375663930468372,0.49968160307069986,1.6362824176040065,0.0,34,0.009552244383847719,0.018554994929273087,0.004975124378109453,15209,0.5001566,1.6269985
Achilles_ses-Achilles-10252013,125,excitatory,rCA1,REM,3195,1.5427329792370836,0.1257197006430953,0.5119470754070857,9.659411492510397e-23,34,0.019523361649529614,0.03649680828403702,0.004975124378109453,3195,0.1257197,0.5119471
Achilles_ses-Achilles-10252013,126,excitatory,rCA1,REM,2029,0.9797199420569773,0.12104333023058973,0.15518713679684332,1.1089885878832365e-13,34,0.024351093797459762,0.046197292416735154,0.004975124378109453,2029,0.121043324,0.15518713
Achilles_ses-Achilles-10252013,127,excitatory,rCA1,REM,3032,1.4640270400772573,0.17347698082531163,0.8479283844157309,1.1924017285936195e-40,34,0.020824194927660588,0.03917785509056752,0.004975124378109453,3032,0.173477,0.8479284
Achilles_ses-Achilles-10252013,128,excitatory,rCA1,REM,351,0.16948334138097537,0.16856611467354898,1.6606726558843916,4.4019475202740113e-05,34,0.06633942524859933,0.11622856691842695,0.004975124378109453,351,0.16856612,1.6606727
Achilles_ses-Achilles-10252013,129,excitatory,rCA1,REM,1195,0.577015934331241,0.06325799520052847,5.395340628168013,0.008356895552833313,34,0.04393186860615675,0.08478978587429317,0.16417910447761194,581,0.07158142,4.7446313
Achilles_ses-Achilles-10252013,130,excitatory,rCA1,REM,1778,0.858522452921294,0.09629953979740877,0.9818727127137793,6.67574196156421e-08,34,0.03617799807278044,0.0748096388250897,0.009950248756218905,1141,0.10280505,0.86313725
Achilles_ses-Achilles-10252013,131,inhibitory,rCA1,REM,13917,6.719942056977306,0.43860987616364033,1.3254204540692167,0.0,34,0.010687520411720528,0.020988288919763856,0.004975124378109453,3400,0.44199374,1.282412
Achilles_ses-Achilles-10252013,132,excitatory,rCA1,REM,1624,0.7841622404635442,0.06272709916400956,0.7592339891029476,0.0016711214944264666,34,0.031065251389125567,0.05860935438320909,0.03980099502487562,1624,0.06272709,0.759234
Achilles_ses-Achilles-10252013,133,excitatory,rCA1,REM,711,0.343312409464027,0.11417069754324725,3.8163638643458517,9.218889579230378e-05,34,0.04991762369318839,0.0904892125902087,0.009950248756218905,695,0.11238087,3.821614
Achilles_ses-Achilles-10252013,134,excitatory,rCA1,REM,851,0.410912602607436,0.07495660817311008,1.5693422775151733,0.008352009832132317,34,0.04076181191074179,0.07970805550391734,0.07462686567164178,832,0.07942072,1.6199498
Achilles_ses-Achilles-10252013,135,excitatory,rCA1,REM,1215,0.5866731047802993,0.04748727135638831,0.37873163562170054,0.06455148516190556,34,0.031203899989901248,0.061112233799748665,0.19402985074626866,318,0.06454592,5.4948573
Achilles_ses-Achilles-10252013,136,excitatory,rCA1,REM,1994,0.9628198937711251,0.029041118748192412,4.88461817586629,0.1860675097323695,34,0.024148868592022355,0.04674609737788623,0.34328358208955223,1507,0.032517545,4.866212
Achilles_ses-Achilles-10252013,0,excitatory,lCA1,nonREM,14372,0.9044682884888645,0.13787355752250346,2.3626794517428715,6.110474321073519e-120,34,0.00975683988885494,0.019824176164831158,0.004975124378109453,863,0.13343982,2.4024632
Achilles_ses-Achilles-10252013,1,inhibitory,lCA1,nonREM,123522,7.773568879120618,0.11811473451622964,2.686564424756152,0.0,34,0.002634548995039972,0.005132745825928009,0.004975124378109453,16025,0.121982455,2.7224708
Achilles_ses-Achilles-10252013,2,excitatory,lCA1,nonREM,3450,0.21711770075748557,0.18883447682248347,0.5231219663214727,1.2454988924691565e-54,34,0.01570736383770131,0.028079554226824854,0.004975124378109453,185,0.18047324,0.5774093
Achilles_ses-Achilles-10252013,3,excitatory,lCA1,nonREM,15281,0.9616740826884456,0.09991799430061468,1.8215657996918055,3.8040546543399935e-67,34,0.008587496851018627,0.016134443991679768,0.004975124378109453,2090,0.098977976,2.0143182
Achilles_ses-Achilles-10252013,4,excitatory,lCA1,nonREM,2810,0.17684079395029983,0.1487136225358498,2.199755026791154,7.322427016625059e-28,34,0.020766995137148102,0.04070645364653635,0.004975124378109453,323,0.1619641,1.9386337
Achilles_ses-Achilles-10252013,5,excitatory,lCA1,nonREM,4392,0.2764002729643121,0.16280350829656476,2.123160297837476,1.28881382377029e-51,34,0.016528631001706602,0.03351974516661768,0.004975124378109453,642,0.1601489,2.4572542
Achilles_ses-Achilles-10252013,6,excitatory,lCA1,nonREM,21943,1.3809315094844945,0.11495315630305876,2.3408267595545267,4.530767482595459e-127,34,0.007243454191237386,0.014566575672152603,0.004975124378109453,2801,0.12457469,2.4450517
Achilles_ses-Achilles-10252013,7,excitatory,lCA1,nonREM,13780,0.8672121496922177,0.11576003409642728,2.347647563107992,3.4419864559709263e-81,34,0.008294114662151806,0.016445978645289204,0.004975124378109453,1339,0.09106879,2.2668664
Achilles_ses-Achilles-10252013,8,excitatory,lCA1,nonREM,16426,1.0337319862731762,0.13435526239248308,2.436689591080527,4.408948569299101e-130,34,0.008276875121687028,0.015306367723609956,0.004975124378109453,2307,0.14825967,2.4813395
Achilles_ses-Achilles-10252013,9,inhibitory,lCA1,nonREM,72419,4.557520803233724,0.11745915352453606,2.2874980509974048,0.0,34,0.003506794817829579,0.006856904213853113,0.004975124378109453,8758,0.114284635,2.1968582
Achilles_ses-Achilles-10252013,10,inhibitory,lCA1,nonREM,91988,5.789050161530314,0.05829872807136743,0.7271049371643631,1.2759925640295972e-136,34,0.002772724282077477,0.005541193185514289,0.004975124378109453,16699,0.05486268,0.7752204
Achilles_ses-Achilles-10252013,11,excitatory,lCA1,nonREM,15498,0.975330471402757,0.1280217099501842,2.200158000633717,1.7168522967338044e-111,34,0.009348895006173318,0.01764750677536037,0.004975124378109453,2711,0.14620166,2.1055396
Achilles_ses-Achilles-10252013,12,excitatory,lCA1,nonREM,8042,0.5061045070990432,0.17424951366562466,2.537024916762051,1.3931671601056684e-107,34,0.013707279166418944,0.028073077628078882,0.004975124378109453,244,0.24458611,2.2511902
Achilles_ses-Achilles-10252013,13,excitatory,lCA1,nonREM,4865,0.3061674244014978,0.17136165990818694,2.2285813449236107,3.1695226210222807e-63,34,0.017296032202004822,0.03224061483063533,0.004975124378109453,747,0.16016774,2.379961
Achilles_ses-Achilles-10252013,14,excitatory,lCA1,nonREM,13980,0.8797986830694633,0.11248377387653831,2.2777188046795733,8.685093964884885e-78,34,0.009741467023961798,0.018566514644040744,0.004975124378109453,1765,0.1336748,2.2297401
Achilles_ses-Achilles-10252013,15,excitatory,lCA1,nonREM,20028,1.2604154523973685,0.04379968033315913,2.5826935463872256,2.0228485304774567e-17,34,0.007860697266526176,0.014985783621874317,0.004975124378109453,1208,0.025503198,2.246393
Achilles_ses-Achilles-10252013,16,excitatory,lCA1,nonREM,10260,0.6456891622526962,0.19404349767479778,2.519772351198509,4.194118759187194e-170,34,0.012706975354805933,0.022959137108076833,0.004975124378109453,936,0.22635485,2.3713713
Achilles_ses-Achilles-10252013,17,excitatory,lCA1,nonREM,17985,1.1318440139488053,0.15769258710954112,2.3210351649226744,3.567178687228397e-196,34,0.008300655213379976,0.01566908183551627,0.004975124378109453,1924,0.1761474,2.354112
Achilles_ses-Achilles-10252013,18,excitatory,lCA1,nonREM,15017,0.9450598586304814,0.1489587097316727,2.4186930825592574,3.040078964566255e-146,34,0.010083526965193655,0.01852989481491492,0.004975124378109453,1665,0.135327,2.606406
Achilles_ses-Achilles-10252013,19,excitatory,lCA1,nonREM,13582,0.8547514816487447,0.09317861966363102,2.6034252819112247,4.75563094238009e-52,34,0.008487413725939927,0.015284363669844968,0.004975124378109453,569,0.15722993,2.892406
Achilles_ses-Achilles-10252013,20,excitatory,lCA1,nonREM,8501,0.5349906011998217,0.0881686555497351,2.627049696668645,1.7605410657842963e-29,34,0.010990655732653258,0.019847268098181502,0.004975124378109453,381,0.109522164,2.5260947
Achilles_ses-Achilles-10252013,21,inhibitory,lCA1,nonREM,105858,6.661926251242292,0.12658528867190313,1.435660153773911,0.0,34,0.0029919102827175503,0.005734838921977167,0.004975124378109453,23271,0.12714419,1.3914821
Achilles_ses-Achilles-10252013,22,inhibitory,lCA1,nonREM,126487,7.960164236438284,0.09979310722050365,1.8998316505899133,0.0,34,0.0027791034118808604,0.005753409685446476,0.004975124378109453,14546,0.09725848,2.0021331
Achilles_ses-Achilles-10252013,23,excitatory,lCA1,nonREM,9627,0.6058527841137141,0.14130464649949567,2.049901261586045,1.2658161285887355e-84,34,0.011842973048921008,0.021259983644955217,0.004975124378109453,1214,0.12924485,2.3646526
Achilles_ses-Achilles-10252013,24,excitatory,lCA1,nonREM,5676,0.35720581724622846,0.10360712294166537,2.241537151537816,2.9510390516780713e-27,34,0.015163847457194625,0.02857533426920069,0.004975124378109453,294,0.10289486,2.061379
Achilles_ses-Achilles-10252013,25,excitatory,lCA1,nonREM,17978,1.1314034852806016,0.12367459190624745,2.3653135873301276,1.3199018282860066e-120,34,0.008670762250230765,0.016642634300872206,0.004975124378109453,1853,0.13378541,2.506647
Achilles_ses-Achilles-10252013,26,excitatory,lCA1,nonREM,10877,0.6845186177214987,0.12230971951705867,2.393631999611601,1.17546347881433e-71,34,0.010189185188215304,0.02050918144238406,0.004975124378109453,571,0.10251303,2.6527092
Achilles_ses-Achilles-10252013,27,excitatory,lCA1,nonREM,21793,1.3714916094515603,0.10718024745823479,2.435352904062685,9.185536179439802e-110,34,0.007159024108006745,0.014222821733228553,0.004975124378109453,2385,0.10389642,2.8021193
Achilles_ses-Achilles-10252013,28,excitatory,lCA1,nonREM,20039,1.2611077117331169,0.13346611600624522,2.3137583918175806,1.914662436851296e-156,34,0.008301643004115683,0.016161309665249323,0.004975124378109453,2347,0.14087784,2.260746
Achilles_ses-Achilles-10252013,29,excitatory,lCA1,nonREM,5065,0.3187539577787433,0.1768589282266238,2.4017493585282357,4.5257846633793907e-70,34,0.017091728436598556,0.0340751614163744,0.004975124378109453,509,0.17917822,2.290616
Achilles_ses-Achilles-10252013,30,excitatory,lCA1,nonREM,10668,0.6713656903422771,0.14236264534049695,2.673572197978843,4.21848851500235e-95,34,0.012165340982962482,0.02293204094325764,0.004975124378109453,1302,0.13019116,2.585178
Achilles_ses-Achilles-10252013,31,excitatory,lCA1,nonREM,8180,0.5147892151293426,0.14842553790386936,2.525247026826366,2.02444440667799e-79,34,0.01326585003008054,0.0255433348228819,0.004975124378109453,747,0.1655457,2.7243366
Achilles_ses-Achilles-10252013,32,excitatory,lCA1,nonREM,8236,0.5183134444749714,0.12857705728472488,2.528639391043047,4.2122129712454697e-60,34,0.012565301171759217,0.023386312490440715,0.004975124378109453,917,0.14097516,2.365572
Achilles_ses-Achilles-10252013,33,excitatory,lCA1,nonREM,6612,0.41611079345173757,0.1608217059324686,2.6977197697111914,1.7798617632043525e-75,34,0.01566351606243529,0.027692875730677753,0.004975124378109453,241,0.1490179,2.7489479
Achilles_ses-Achilles-10252013,34,excitatory,lCA1,nonREM,2819,0.1774071879522759,0.17590865427772726,2.68469333591607,6.689032274065891e-39,34,0.022091488252986916,0.04198354089861851,0.004975124378109453,315,0.11335512,3.1084805
Achilles_ses-Achilles-10252013,35,excitatory,lCA1,nonREM,11355,0.7146004324931156,0.10862744736238561,2.2962197310438004,4.3611825480167745e-59,34,0.010336306210212554,0.020547359182496085,0.004975124378109453,533,0.107426055,2.4421413
Achilles_ses-Achilles-10252013,36,excitatory,lCA1,nonREM,11792,0.7421020079223971,0.11440473023842088,2.370795784530885,5.669706795546245e-68,34,0.009215906360026293,0.01728634813673024,0.004975124378109453,1283,0.13042614,2.4439402
Achilles_ses-Achilles-10252013,37,excitatory,lCA1,nonREM,5499,0.34606673520736614,0.12761473096863804,2.6157552129212416,8.934912439599143e-40,34,0.013846291963740846,0.02785120085291189,0.004975124378109453,197,0.17893246,2.6833694
Achilles_ses-Achilles-10252013,38,excitatory,lCA1,nonREM,18427,1.159660252712518,0.10983232400933254,2.621765581856788,1.484273690402967e-97,34,0.007935485915107003,0.016365748414093967,0.004975124378109453,802,0.079275854,2.512362
Achilles_ses-Achilles-10252013,39,excitatory,lCA1,nonREM,10508,0.6612964636404807,0.08858848574806635,2.3892093114300508,1.308176909395737e-36,34,0.010395302691207597,0.019161024658507376,0.004975124378109453,1621,0.07933023,2.199851
Achilles_ses-Achilles-10252013,40,inhibitory,lCA1,nonREM,15068,0.9482694246416791,0.24713831048750248,3.314415893658594,0.0,34,0.00796732913487851,0.015072878306212064,0.004975124378109453,5431,0.25483045,3.2786515
Achilles_ses-Achilles-10252013,41,excitatory,lCA1,nonREM,8358,0.5259912298350912,0.17334234471087703,2.593942245987878,1.2798569659234851e-110,34,0.012905771481557525,0.024190626226579748,0.004975124378109453,359,0.20075814,2.3294106
Achilles_ses-Achilles-10252013,42,excitatory,lCA1,nonREM,7578,0.47690374966383353,0.12632570610247185,2.1518527865292225,1.87314354996358e-53,34,0.011954580166863934,0.022983040303856967,0.004975124378109453,601,0.12332223,2.089426
Achilles_ses-Achilles-10252013,43,excitatory,lCA1,nonREM,4656,0.29301449702227617,0.11218507237871064,2.517953891365704,2.9742152139165245e-26,34,0.016520301653247634,0.0299415400119004,0.004975124378109453,187,0.08663189,2.895936
Achilles_ses-Achilles-10252013,44,excitatory,lCA1,nonREM,9153,0.5760227000096422,0.11025705469171974,2.222803590614703,3.3975053870924247e-49,34,0.011682015069293535,0.023472380866765168,0.004975124378109453,250,0.11763677,2.404732
Achilles_ses-Achilles-10252013,45,excitatory,lCA1,nonREM,6098,0.38376340267221654,0.15034500046588792,2.7355496246774176,6.324839935632245e-61,34,0.015421974915536098,0.03033416380186818,0.004975124378109453,339,0.14757104,3.0549936
Achilles_ses-Achilles-10252013,46,excitatory,lCA1,nonREM,10594,0.6667086729926963,0.13595043302938517,2.4402504026633376,3.7235358389188714e-86,34,0.01158840954589676,0.02130454961477708,0.004975124378109453,991,0.12403122,2.494978
Achilles_ses-Achilles-10252013,47,excitatory,lCA1,nonREM,17168,1.0804280251027572,0.04861698122383696,2.4745111023350534,2.3285317864454384e-18,34,0.008557367021590856,0.016262090619103813,0.004975124378109453,2537,0.026970187,2.719846
Achilles_ses-Achilles-10252013,48,excitatory,lCA1,nonREM,9860,0.6205160954982052,0.12207437910457061,2.5430642632571945,8.924472228034338e-65,34,0.010724417089570212,0.02159507726669989,0.004975124378109453,1020,0.17212135,2.5428386
Achilles_ses-Achilles-10252013,49,excitatory,lCA1,nonREM,6322,0.39786032005473154,0.17634430465303613,2.7031247956780886,8.943765991213342e-87,34,0.016525993001896187,0.030631922950466486,0.004975124378109453,615,0.17093731,2.7608702
Achilles_ses-Achilles-10252013,50,excitatory,lCA1,nonREM,7857,0.49446196372509105,0.14622865755291387,2.5221278893412706,4.4349070445578965e-74,34,0.013639754304262907,0.025832503097842328,0.004975124378109453,644,0.13810694,2.263118
Achilles_ses-Achilles-10252013,51,inhibitory,lCA1,nonREM,178622,11.241158824551764,0.12048976891764973,2.332075022412111,0.0,34,0.002207874174868497,0.0042492880377434225,0.004975124378109453,27289,0.11593242,2.3126113
Achilles_ses-Achilles-10252013,52,excitatory,lCA1,nonREM,9933,0.6251101801808998,0.12328014719117038,2.305545731647399,1.5506001109608374e-66,34,0.011867085925670347,0.02426154411353436,0.004975124378109453,359,0.1134248,2.3825753
Achilles_ses-Achilles-10252013,53,excitatory,lCA1,nonREM,3926,0.24707365019532995,0.13235398316239144,1.99304091929516,1.008601472169558e-30,34,0.01702422413403921,0.03317732168526364,0.004975124378109453,509,0.13361977,2.0520504
Achilles_ses-Achilles-10252013,54,excitatory,lCA1,nonREM,6622,0.41674012012059986,0.13888384352540606,2.479555554617099,1.8270158663628826e-56,34,0.013529279368947843,0.025736203166034012,0.004975124378109453,906,0.13366811,2.6420493
Achilles_ses-Achilles-10252013,55,inhibitory,lCA1,nonREM,328965,20.702644762227898,0.10523442145956388,1.8171444224181688,0.0,34,0.0015442287808938608,0.002921652669795258,0.004975124378109453,57987,0.105513945,1.7803543
Achilles_ses-Achilles-10252013,56,excitatory,lCA1,nonREM,8913,0.5609188599569476,0.12082295509837926,1.7718164020072256,1.940101018218663e-57,34,0.014582308163483488,0.027902886661645827,0.004975124378109453,1796,0.11643118,1.5871897
Achilles_ses-Achilles-10252013,57,excitatory,lCA1,nonREM,6634,0.4174953121232346,0.18572809360846182,2.5246928448226034,5.6476031357864336e-101,34,0.014583061781771817,0.02913752089239592,0.004975124378109453,678,0.22705983,2.5206273
Achilles_ses-Achilles-10252013,58,excitatory,lCA1,nonREM,3445,0.21680303742305443,0.15446144203406534,2.4338058283931114,1.2424180190940694e-36,34,0.019312659024104693,0.03523911535181986,0.004975124378109453,225,0.10627135,2.4271166
Achilles_ses-Achilles-10252013,59,excitatory,lCA1,nonREM,5317,0.33461298983407267,0.2419324065054913,2.2913704145785765,6.581355174455578e-138,34,0.018849374152005927,0.036757331848885307,0.004975124378109453,164,0.25418937,2.296838
Achilles_ses-Achilles-10252013,60,excitatory,lCA1,nonREM,10542,0.6634361743146124,0.15215382277409495,2.175320183438746,2.468696772225312e-107,34,0.011935785254017723,0.02249166460222715,0.004975124378109453,909,0.15874228,2.0222852
Achilles_ses-Achilles-10252013,61,excitatory,lCA1,nonREM,11997,0.7550032046340738,0.12303402507766262,2.5948457680608357,6.813592673134352e-80,34,0.010543679931941989,0.020248272109971866,0.004975124378109453,1225,0.13930579,2.5401237
Achilles_ses-Achilles-10252013,62,excitatory,lCA1,nonREM,8307,0.5227816638238936,0.14706568557613262,2.189829268111355,3.549029389117633e-79,34,0.011849588154764383,0.022474292309137427,0.004975124378109453,976,0.11255651,2.1250365
Achilles_ses-Achilles-10252013,63,excitatory,lCA1,nonREM,14173,0.8919446877785052,0.09588782552056889,2.3220235322391196,1.8922344087462707e-57,34,0.009226242434047982,0.018176953223354077,0.004975124378109453,909,0.11287797,2.2726586
Achilles_ses-Achilles-10252013,64,excitatory,lCA1,nonREM,9752,0.6137193674744925,0.09170978319710614,2.1856259690533264,2.0200237873052287e-36,34,0.011829365670615042,0.022351490604306128,0.004975124378109453,1389,0.0898341,2.2178516
Achilles_ses-Achilles-10252013,65,excitatory,rCA1,nonREM,8279,0.5210195491510792,0.07499693777715023,2.1050286338969375,5.617442200489525e-21,34,0.012153735482715335,0.02337810038026846,0.004975124378109453,522,0.17396936,2.493569
Achilles_ses-Achilles-10252013,66,excitatory,rCA1,nonREM,3540,0.22278164077724608,0.09132373193029698,1.6072546033233182,1.422337695205313e-13,34,0.018829814460809658,0.038474494168119495,0.004975124378109453,674,0.05819969,1.6869189
Achilles_ses-Achilles-10252013,67,excitatory,rCA1,nonREM,5764,0.36274389193221646,0.1349394426917815,2.0698506120012157,1.6344335316661107e-46,34,0.015094632013022613,0.028741081302803066,0.004975124378109453,513,0.18221803,2.0145876
Achilles_ses-Achilles-10252013,68,excitatory,rCA1,nonREM,8684,0.5465072792400014,0.10123894736458147,1.9347389135300421,1.7711201212199347e-39,34,0.011205564378327388,0.022385826204859075,0.004975124378109453,1447,0.110855356,2.0408204
Achilles_ses-Achilles-10252013,69,excitatory,rCA1,nonREM,8651,0.5444305012327558,0.06808040889773793,2.111223158583537,3.68917748890386e-18,34,0.012533119748568433,0.02256038009331972,0.004975124378109453,502,0.03760809,2.5084567
Achilles_ses-Achilles-10252013,70,excitatory,rCA1,nonREM,18704,1.177092601440003,0.10367674042932622,2.013933118438613,2.837511776491567e-88,34,0.007626875546407031,0.015461066138344779,0.004975124378109453,2111,0.08267185,1.9564236
Achilles_ses-Achilles-10252013,71,inhibitory,rCA1,nonREM,36863,2.319886899427012,0.07043673182571648,3.8001157692643317,2.9810136086681706e-80,34,0.004522306728500397,0.008095583936331635,0.004975124378109453,9279,0.062343594,3.9095657
Achilles_ses-Achilles-10252013,72,inhibitory,rCA1,nonREM,50740,3.1932035178071936,0.04957887538335669,4.390998328114828,6.3246899386456855e-55,34,0.0040763657934888,0.007965937467075515,0.004975124378109453,6309,0.058427732,4.6538153
Achilles_ses-Achilles-10252013,73,excitatory,rCA1,nonREM,6359,0.40018882872952194,0.12193587658293015,2.3103448858117694,6.135691161593848e-42,34,0.015995892770272687,0.030832678941730276,0.004975124378109453,875,0.09594727,2.5700612
Achilles_ses-Achilles-10252013,74,inhibitory,rCA1,nonREM,117298,7.381875960420737,0.11026862538866328,1.9716047003249206,0.0,34,0.00269398664317776,0.005182471723276778,0.004975124378109453,17217,0.11948962,1.958739
Achilles_ses-Achilles-10252013,75,excitatory,rCA1,nonREM,6118,0.3850220560099411,0.12003512294710741,2.5546882329212566,3.809449960352752e-39,34,0.016030082191875742,0.031149907557851436,0.004975124378109453,1147,0.14344344,2.5524287
Achilles_ses-Achilles-10252013,76,excitatory,rCA1,nonREM,5277,0.3320956831586236,0.13536215656368342,2.1425920733619166,6.575941607107137e-43,34,0.014807358069643646,0.03110264955195601,0.004975124378109453,198,0.11732078,1.4145128
Achilles_ses-Achilles-10252013,77,excitatory,rCA1,nonREM,8988,0.5656388099734145,0.13317918827829833,2.039130946104999,2.88433640134619e-70,34,0.012856882906198068,0.025651235205435125,0.004975124378109453,1305,0.11640951,1.8609835
Achilles_ses-Achilles-10252013,78,excitatory,rCA1,nonREM,8319,0.5235368558265283,0.1239542097836051,2.007450219691541,1.8950888986224687e-56,34,0.013174378595703678,0.0271023663059734,0.004975124378109453,1428,0.11689411,1.9860876
Achilles_ses-Achilles-10252013,79,excitatory,rCA1,nonREM,11151,0.7017621684483251,0.137616621677645,2.3835128758686692,7.093742847138778e-93,34,0.010356884039304454,0.019036118343751546,0.004975124378109453,197,0.10543936,2.4629958
Achilles_ses-Achilles-10252013,80,excitatory,rCA1,nonREM,27751,1.746444438759705,0.049428051806543895,3.9111576481181576,3.448538789728945e-30,34,0.005633136352932151,0.011466854544493995,0.004975124378109453,2113,0.060222037,4.311148
Achilles_ses-Achilles-10252013,81,excitatory,rCA1,nonREM,4048,0.25475143555544977,0.10053275325074586,1.6809863694711482,1.5453609904844384e-18,34,0.016006455437254822,0.03155405642704496,0.004975124378109453,408,0.10892227,1.7288002
Achilles_ses-Achilles-10252013,82,excitatory,rCA1,nonREM,7680,0.4833228816862288,0.12080372230640035,2.3215681742630396,1.4102238315339781e-49,34,0.012963862041953792,0.02440621350211719,0.004975124378109453,966,0.14652254,2.4567525
Achilles_ses-Achilles-10252013,83,excitatory,rCA1,nonREM,10308,0.6487099302632352,0.10524568881570395,2.038344910426014,1.8940888755924237e-50,34,0.009044160401931737,0.0172546043861709,0.004975124378109453,1443,0.09464689,2.1400328
Achilles_ses-Achilles-10252013,84,inhibitory,rCA1,nonREM,70383,4.429389893453364,0.04827132816037384,4.587324658455142,5.423448492257039e-72,34,0.0031251749143576956,0.006276157815020972,0.004975124378109453,9845,0.056821443,4.4766207
Achilles_ses-Achilles-10252013,85,excitatory,rCA1,nonREM,24500,1.5418503387125788,0.07819309212204147,3.386972498300251,7.008351130273183e-66,34,0.009849783243251047,0.019444051483127507,0.004975124378109453,766,0.0858069,3.8164978
Achilles_ses-Achilles-10252013,86,excitatory,rCA1,nonREM,7567,0.476211490328085,0.1498046937920419,2.605753834281213,6.870985241981902e-75,34,0.01297604906525617,0.026272864719613105,0.004975124378109453,943,0.12679327,2.765115
Achilles_ses-Achilles-10252013,87,excitatory,rCA1,nonREM,6759,0.42536189548401304,0.14939760706511185,2.5193738110786277,1.3128243226589542e-66,34,0.012850484091180529,0.024451816537663918,0.004975124378109453,338,0.13576207,2.2716422
Achilles_ses-Achilles-10252013,88,excitatory,rCA1,nonREM,6910,0.4348647281838334,0.16202893312442807,2.2999341843596492,4.967032956685953e-80,34,0.013807905726366502,0.027510505847529895,0.004975124378109453,653,0.17028071,2.0837674
Achilles_ses-Achilles-10252013,89,excitatory,rCA1,nonREM,6582,0.4142228134451507,0.15550187085742834,1.939688882370242,2.8894852921218943e-70,34,0.015125118881474655,0.027831709144715604,0.004975124378109453,750,0.18590946,1.7202721
Achilles_ses-Achilles-10252013,90,excitatory,rCA1,nonREM,18315,1.1526117940212603,0.10498595175366741,1.9940994813833648,1.227352177034928e-88,34,0.008049769417735051,0.01543406070941263,0.004975124378109453,2781,0.10040116,1.8378961
Achilles_ses-Achilles-10252013,91,excitatory,rCA1,nonREM,8214,0.5169289258034744,0.10984794153827576,2.2396748129787234,6.71411788304532e-44,34,0.013558373854675891,0.02883526807757879,0.004975124378109453,751,0.08579147,2.3646095
Achilles_ses-Achilles-10252013,92,inhibitory,rCA1,nonREM,313980,19.759598748937773,0.10879000295055992,1.7114294907990615,0.0,34,0.0017224605421368342,0.0031923776872297906,0.004975124378109453,25238,0.10763676,1.7196617
Achilles_ses-Achilles-10252013,93,excitatory,rCA1,nonREM,11783,0.741535613920421,0.17594043859338457,2.611632144657624,2.268314108616752e-160,34,0.012073240289460023,0.024399855043766464,0.004975124378109453,707,0.18274716,2.5336576
Achilles_ses-Achilles-10252013,94,excitatory,rCA1,nonREM,6579,0.41403401544449203,0.14377927150366457,2.6470515662300143,4.267886172644432e-60,34,0.014051696086848005,0.027432044856772378,0.004975124378109453,457,0.23168379,2.5937393
Achilles_ses-Achilles-10252013,95,excitatory,rCA1,nonREM,6461,0.4066079607519172,0.1271409514689355,2.280487948833318,2.888305639530752e-46,34,0.016903433529072646,0.03141639271589186,0.004975124378109453,390,0.109383255,2.6910098
Achilles_ses-Achilles-10252013,96,excitatory,rCA1,nonREM,9009,0.5669603959780254,0.08299479059777044,2.254550931574652,1.0108765900808948e-27,34,0.011199942588860513,0.022061670555585246,0.004975124378109453,1241,0.09875741,2.2313066
Achilles_ses-Achilles-10252013,97,excitatory,rCA1,nonREM,10833,0.6817495803785047,0.1402666143655359,2.4824408088941388,9.563147742558686e-94,34,0.012705198027992075,0.023293561744473106,0.004975124378109453,949,0.14287725,2.2369542
Achilles_ses-Achilles-10252013,98,excitatory,rCA1,nonREM,3375,0.2123977507410185,0.1344103973558755,2.292034935620636,2.5288797923331103e-27,34,0.019396436090459917,0.03388386011092748,0.004975124378109453,602,0.12317312,2.295336
