session,direction,unit,mean_rate,peak_rate,peak_pos_cm,field_width_cm,info_bits_per_spike,info_bits_per_sec,shuffle_p,info_z,stability,is_place_cell
Achilles_10252013,rightward,98,0.22831725476960735,1.0076885831496298,134.0,36.0,0.7501554696558526,0.17025244125040762,0.008,3.75033746048717,0.6924051310479029,True
Achilles_10252013,rightward,101,0.277242380791666,1.5672268784858487,2.0,8.0,1.1386105688880435,0.32356435402130107,0.0,7.64314825267438,0.6515352446471767,True
Achilles_10252013,rightward,103,0.6767975766384788,3.3571183919721617,138.0,20.0,0.6225137241629886,0.4298130264904294,0.0,11.44487575363508,0.883392436721245,True
Achilles_10252013,rightward,109,0.9377315820894587,5.525608219278851,142.0,32.0,1.6637400917315301,1.5875351943784697,0.0,22.22724574428518,0.961132871487627,True
Achilles_10252013,rightward,110,0.11415862738480367,1.1335472149251975,158.0,8.0,1.1513401478614282,0.13193259709094388,0.034,2.1668344213871418,0.46515392838958924,False
Achilles_10252013,rightward,111,0.22016306709926423,1.325737509100602,2.0,8.0,1.1122586032013217,0.24958629212600333,0.152,0.9706937651635369,0.7607910918390528,False
Achilles_10252013,rightward,112,0.8235729547046551,8.112786327215696,2.0,8.0,2.1404287296519704,1.79164429336695,0.0,16.142465316971748,0.9731093413449193,True
Achilles_10252013,rightward,113,4.68050372277695,15.970250975463307,22.0,28.0,0.6808280883480287,3.2333886205782902,0.0,23.936960554348648,0.9414499204785035,True
Achilles_10252013,rightward,114,0.3343216944840679,2.3071417845475946,130.0,20.0,1.477056134762444,0.49850213173734803,0.0,6.751455241296848,0.8176369799087696,True
Achilles_10252013,rightward,116,0.8888064560673999,2.0654686438735834,106.0,72.0,0.27214311043605055,0.2436095445166181,0.0,6.94986464423753,0.598950653458746,True
Achilles_10252013,rightward,117,0.3832468205061266,1.3188960373222962,118.0,12.0,0.6814315105517676,0.26017270182174174,0.104,1.1669496639505994,-0.013526216448709744,False
Achilles_10252013,rightward,118,1.8265380381568588,5.68719280888455,42.0,28.0,0.34562871440936194,0.6372885613838997,0.0,9.372385505578434,0.7497354762941741,True
Achilles_10252013,rightward,121,0.22016306709926423,0.6236585768531318,110.0,12.0,0.40702426031373556,0.09052389313853798,0.096,1.3440560406298407,0.07568315951372444,False
Achilles_10252013,rightward,123,0.2690881931213229,1.0465567231504074,94.0,12.0,0.6280816747894389,0.16936313933057706,0.304,0.45338426430124856,-0.18055024103106074,False
Achilles_10252013,rightward,125,2.617494242180141,7.182436659520434,2.0,24.0,0.29181166186669244,0.7742422961284101,0.0,15.175667809388004,0.772180293517534,True
Achilles_10252013,rightward,129,3.229058317455875,7.7484717609904,146.0,24.0,0.22163522609782216,0.7204055994109813,0.0,11.54617787301238,0.9457417040198,True
Achilles_10252013,rightward,137,0.684951764308822,2.8008673765341623,2.0,12.0,0.6772057265891336,0.46293286158264924,0.0,8.472676601545578,0.7971548625894884,True
Achilles_10252013,rightward,143,0.3914010081764697,2.032591692120016,50.0,20.0,1.1904228708172886,0.4681215673273834,0.04,2.0090134641162845,-0.06809012734400094,False
Achilles_10252013,rightward,145,0.14677537806617613,0.4580662335716545,102.0,36.0,0.520738728715678,0.0769773907225155,0.594,-0.2626270951030761,-0.06188907950909942,False
Achilles_10252013,rightward,146,10.2498139016213,21.23186497254822,134.0,60.0,0.25532966412981983,2.6496857431204557,0.0,32.577453989492064,0.9480997111179578,True
Achilles_10252013,rightward,148,2.185322295651956,7.239386569721789,138.0,44.0,0.5456214152565576,1.209706506377909,0.0,28.748502743698495,0.9477266960924883,True
Achilles_10252013,rightward,151,1.3943660916286733,6.7558022078804045,154.0,16.0,0.529074108727334,0.7366395868557737,0.0,12.281336962454084,0.9205724217655574,True
Achilles_10252013,rightward,161,1.8183838504865155,4.034368152959688,138.0,80.0,0.3595449679184833,0.6618417456674803,0.0,10.964087435576937,0.7799913005607396,True
Achilles_10252013,rightward,163,1.4840621560024476,6.012636532209476,2.0,12.0,0.6383507194390546,0.9486434753234322,0.0,19.700063887253016,0.9200916559429676,True
Achilles_10252013,rightward,169,0.08154187670343119,0.36952878158247743,102.0,16.0,0.9053224971581922,0.07310843971484496,0.362,0.2659111881499535,-0.05038178455947012,False
Achilles_10252013,rightward,171,0.16308375340686238,0.37149554362077747,102.0,40.0,0.2944343248826591,0.04922108900007133,0.896,-1.2437329537359807,-0.4431651380797678,False
Achilles_10252013,rightward,173,0.024462563011029358,0.16578493129701394,106.0,12.0,1.942039359794071,0.04906652725599536,0.326,0.2418697204427486,-0.13516220080323327,False
Achilles_10252013,rightward,175,5.561155991174007,21.296349852391387,22.0,28.0,1.2185959940246365,6.879987786671643,0.0,50.38297709544107,0.9867106565952801,True
Achilles_10252013,rightward,176,11.505558802854141,25.798290901350907,18.0,56.0,0.46942729264132144,5.457534057672953,0.0,44.42766290069694,0.968391596278319,True
Achilles_10252013,rightward,177,2.739807057235288,11.050351604565089,78.0,40.0,1.0147297610271508,2.8078308916485684,0.0,23.946147343781444,0.9359734206198157,True
Achilles_10252013,rightward,179,3.612305137962002,10.896791205231006,26.0,20.0,0.5987823615138523,2.204058871225207,0.0,19.306491048993752,0.9239996083194492,True
Achilles_10252013,rightward,180,0.024462563011029358,0.17912394875769325,154.0,12.0,1.9829576865106724,0.04822115098905771,0.402,0.08175871928703823,-0.09736568153631724,False
Achilles_10252013,rightward,181,0.08154187670343119,0.32812368106531775,26.0,28.0,1.4211712385586937,0.11646583140524713,0.002,3.056288894670731,0.35926219285078814,False
Achilles_10252013,rightward,182,0.08154187670343119,0.30872430476189966,2.0,8.0,0.9909246661821103,0.08093466820793857,0.228,0.6686709047454167,0.5504188893960277,False
Achilles_10252013,rightward,183,1.223128150551468,9.522829581472132,2.0,8.0,1.909132569242601,2.347132290119423,0.0,24.644122908159595,0.9770800952999892,True
Achilles_10252013,rightward,186,0.750185265671567,3.6960616198376006,118.0,40.0,0.9985854955469207,0.7627034808491917,0.0,7.4602384698910305,0.5040572424739941,True
Achilles_10252013,rightward,201,1.6879168477610256,4.484782199266861,2.0,20.0,0.36561565737312673,0.6240286796557424,0.0,12.58539470614329,0.8358085340434803,True
Achilles_10252013,rightward,202,1.0437360218039193,3.719088950046447,122.0,44.0,0.4547523538560115,0.48249824796410334,0.0,15.02140361362002,0.8131874474664218,True
Achilles_10252013,rightward,203,0.8969606437377431,2.1414511183893823,122.0,24.0,0.14941035693389015,0.13633649684766525,0.1,1.1912133536235243,0.6038103449893537,False
Achilles_10252013,rightward,204,1.2149739628811247,3.517774084448676,6.0,20.0,0.45254025340888354,0.5576569076658124,0.0,9.985657290016333,0.8104405656344619,True
Achilles_10252013,rightward,211,0.10600443971446055,0.38100308508504516,2.0,8.0,0.6395968105514634,0.06896719493829442,0.714,-0.5648021875710748,-0.018960649616358828,False
Achilles_10252013,rightward,215,1.166048836859066,4.674225171451357,134.0,36.0,0.883772002624929,1.0376977609527962,0.0,6.084168809408219,0.6306982853985709,True
Achilles_10252013,rightward,216,1.369903528617644,5.898317433266589,62.0,36.0,1.3687656306529468,1.9056984178956653,0.0,14.167018325177073,0.9113066804883405,True
Achilles_10252013,rightward,217,0.024462563011029358,0.32166381082999884,130.0,8.0,2.714414566397952,0.0662084847943781,0.042,2.2913067605632595,,False
Achilles_10252013,rightward,219,2.217939046333328,6.58771703553089,6.0,16.0,0.5445842434176914,1.2170767370905202,0.0,9.310216386799611,0.6601723017084443,True
Achilles_10252013,rightward,220,1.6716084724203395,7.461577353867416,122.0,48.0,1.2855081732824547,2.1749524732016448,0.0,11.092569241182504,0.9281817117009227,True
Achilles_10252013,rightward,221,0.22016306709926423,1.0722987417709964,6.0,16.0,1.7501583610260547,0.38348975489263054,0.034,2.1067577088393414,0.5886925789736613,False
Achilles_10252013,rightward,222,0.5952556999350477,2.0807151333443255,22.0,20.0,0.641191558721079,0.39123571881041963,0.0,7.625388109421145,0.8360434193201749,True
Achilles_10252013,rightward,225,0.5300221985723027,2.632757159039024,46.0,20.0,1.040527534182113,0.557632129043182,0.0,12.14210076538651,0.7132046216884318,True
Achilles_10252013,rightward,229,0.40770938351715597,0.9051279757114222,46.0,44.0,0.3653881643587128,0.1502038328626588,0.054,1.7806513361982255,0.40120137797369226,False
Achilles_10252013,rightward,237,0.5055596355612734,3.1952997502566687,150.0,16.0,1.2097293068262986,0.615011523497743,0.0,13.777733581703208,0.906572670113997,True
Achilles_10252013,rightward,238,0.5137138232316165,1.5648512996740236,10.0,20.0,0.5408554227218165,0.27426596956550187,0.002,3.5342795514114465,0.408827002272828,False
Achilles_10252013,rightward,240,2.7071903065539153,7.865091626850768,66.0,48.0,0.58598957491733,1.6004282080039682,0.0,16.922173160369823,0.8783547828548963,True
Achilles_10252013,rightward,242,0.7583394533419101,5.1139721405789915,158.0,16.0,1.2976938838728347,0.996688425029681,0.0,14.851085390749754,0.8111177007177091,True
Achilles_10252013,rightward,253,0.4240177588578422,1.4593653916008544,102.0,60.0,1.0171302526816157,0.4398425948288345,0.0,16.013333771684184,0.732359684637383,True
Achilles_10252013,rightward,255,0.7746478286825963,2.7702904681845575,2.0,8.0,0.44896058321224,0.3511404635772,0.0,6.745631691901786,0.649158741416842,True
Achilles_10252013,rightward,257,2.2994809230367594,4.063943296920577,2.0,16.0,0.09299225070410694,0.216119225308693,0.01,2.657667053839991,0.40054116674816176,False
Achilles_10252013,rightward,258,3.620459325632345,6.421396761129546,6.0,24.0,0.17863279667210105,0.6536515827452392,0.0,15.863210560786973,0.6616366750177874,True
Achilles_10252013,rightward,259,10.445514405709536,19.8064337787267,66.0,72.0,0.16870588743749756,1.7844803601646864,0.0,29.436701071851882,0.9523315088007858,True
Achilles_10252013,rightward,263,0.16308375340686238,1.2628339991379292,94.0,12.0,1.6155487469564498,0.26208058717560256,0.028,2.3278542921152345,0.336207236375615,False
Achilles_10252013,rightward,264,0.29355075613235226,1.066408733795444,2.0,20.0,0.8089994260049571,0.24419456023929711,0.0,5.336176522449852,0.6408212674647435,True
Achilles_10252013,rightward,266,0.19570050408823486,0.7642092786697385,26.0,12.0,0.5908550006647958,0.11773136255857887,0.784,-0.7777126705266948,0.10612710209286226,False
Achilles_10252013,rightward,268,6.156411691109055,14.385453217003212,6.0,24.0,0.2605829238718484,1.6126912499734085,0.0,16.06085630640278,0.8633026619328242,True
Achilles_10252013,rightward,269,0.138621190395833,0.4864385990980339,86.0,12.0,0.6446453983965772,0.08874909321038818,0.108,1.257228470494581,0.19729145205260756,False
Achilles_10252013,rightward,270,1.4840621560024476,4.834554779461084,42.0,36.0,0.6365870683659285,0.9559354978432228,0.0,18.838970055797972,0.8626980169755946,True
Achilles_10252013,rightward,271,0.3669384451654404,0.8121091737147789,30.0,20.0,0.26084778284614,0.09712061953056021,0.146,1.0653474496120785,-0.08640732632568543,False
Achilles_10252013,rightward,272,0.277242380791666,0.9575797698210909,2.0,8.0,0.44234010737002966,0.1239621393411708,0.112,1.2650123547470808,0.30386365478264354,False
Achilles_10252013,leftward,1,0.11708545832623905,0.46164870812589076,110.0,12.0,0.6907345735079606,0.08276930592617356,0.734,-0.6549409747652223,-0.24004264229866662,False
Achilles_10252013,leftward,6,0.20489955207091834,0.5268070443774322,10.0,20.0,0.42612607344407416,0.08733931083185076,0.538,-0.13203765834855039,0.012871086593328588,False
Achilles_10252013,leftward,7,2.195352343616982,6.379478244388238,26.0,52.0,0.5735324985163034,1.2696666745994927,0.0,16.754257627624114,0.9083475700702324,True
Achilles_10252013,leftward,9,1.1123118540992711,9.675302884427213,158.0,8.0,1.6945462687141517,1.8793477852090996,0.0,20.08454789030644,0.9834729331040493,True
Achilles_10252013,leftward,11,0.5951844131583819,1.9891709841681524,18.0,24.0,0.6757403611835555,0.4070057231593899,0.0,6.0432227650384105,0.6442640169793379,True
Achilles_10252013,leftward,12,1.2586686770070699,3.464611660033642,70.0,36.0,0.42107046524430225,0.5321036104075392,0.0,10.063846267106403,0.7253077634511199,True
Achilles_10252013,leftward,13,0.22441379512529153,0.5635071223177847,70.0,32.0,0.24214400849964582,0.05446865693993476,0.87,-1.1023153473401148,-0.24839662917339395,False
Achilles_10252013,leftward,16,5.844515794784766,12.206477950972124,118.0,92.0,0.47734171900314604,2.8042733699624858,0.0,39.38396847093117,0.9427897011592626,True
Achilles_10252013,leftward,21,0.4097991041418367,1.3194128602832726,70.0,44.0,0.6279813808868341,0.25912252817773473,0.0,4.239307715580773,0.625581531361085,True
Achilles_10252013,leftward,23,1.5221109582411076,5.817996772066099,50.0,20.0,0.8394692862012888,1.2731471357679274,0.0,15.393108550601589,0.7611814370999808,True
Achilles_10252013,leftward,27,3.619892086586224,11.541462707027737,62.0,36.0,0.6375668611178938,2.322568505449527,0.0,31.849428255760152,0.8045522782108844,True
Achilles_10252013,leftward,29,0.11708545832623905,0.6538485119197549,58.0,24.0,1.6245463912555125,0.18868485948015384,0.0,5.221035159930255,0.6611037433958192,False
Achilles_10252013,leftward,33,3.815034517129956,15.435398846050512,2.0,24.0,0.6808220038123424,2.5974601392265733,0.0,29.786971481571253,0.9620533450264133,True
Achilles_10252013,leftward,39,11.796359926368584,21.23238847712712,10.0,36.0,0.183939747723051,2.18008375455533,0.0,12.786270690047262,0.844595909998731,True
Achilles_10252013,leftward,41,1.1415832186808308,3.7576104412317832,2.0,12.0,0.23164701552403932,0.26526546723600153,0.0,6.17250382139449,0.52998255111738,True
Achilles_10252013,leftward,50,13.894141054713701,29.124713210630144,74.0,56.0,0.23635585664860248,3.310622523598565,0.0,19.663784061638573,0.9310837796122212,True
Achilles_10252013,leftward,51,2.605151447758819,16.83125181886719,74.0,24.0,1.5921621634344467,4.178109925565135,0.0,20.433060219175673,0.94828978144217,True
Achilles_10252013,leftward,52,5.356659718425437,8.47449176759382,122.0,72.0,0.11531576192769796,0.6213761280215739,0.0,7.617744482712773,0.7703947896262593,True
Achilles_10252013,leftward,53,0.6049415346855684,1.9859298737355702,26.0,28.0,0.49433497789426156,0.29983493828214614,0.0,7.785048234756198,0.6653170115517302,True
Achilles_10252013,leftward,54,2.3026806804160347,7.191066432104894,158.0,16.0,0.322607361774924,0.7424216282935547,0.0,17.76016461786884,0.8266401888503118,True
Achilles_10252013,leftward,55,2.5953943262316326,6.632669016642169,10.0,32.0,0.2799857318811761,0.7312926619519216,0.008,3.8899195982065815,0.12799477804472778,False
Achilles_10252013,leftward,56,0.12684257985342565,0.752541209241701,18.0,24.0,1.5276715728401427,0.19368799339630477,0.02,2.2067443508657747,0.2683832054302744,False
Achilles_10252013,leftward,57,10.508419884779956,38.368377498660266,146.0,36.0,0.8845472674111943,9.353494413837527,0.0,36.13666122260796,0.981267498678612,True
Achilles_10252013,leftward,58,1.990452791546064,8.502900674110954,58.0,28.0,1.0654131498258494,2.121546896354001,0.0,13.438307736194698,0.860579874485194,True
Achilles_10252013,leftward,70,0.165871065962172,1.4165258906675613,2.0,12.0,1.831885065925741,0.3047966039666228,0.0,6.3972019101308,0.7817603041654753,True
Achilles_10252013,leftward,74,0.5366416839952624,2.050309688224074,66.0,36.0,0.966568231044948,0.5266670807798031,0.0,8.543713975515924,0.5437979645661757,True
Achilles_10252013,leftward,76,1.1318260971536442,4.571212029062801,158.0,16.0,0.7626662679844151,0.858305201719315,0.0,16.998134944751047,0.9429424332499119,True
Achilles_10252013,leftward,78,0.13659970138061223,0.7073961841873057,74.0,24.0,1.3024541726294532,0.17691789977878192,0.018,2.693703843371092,0.7400160988155109,False
Achilles_10252013,leftward,79,0.2634422812340379,0.993885382274039,86.0,20.0,0.503666732014346,0.13325072489431888,0.052,1.6382989049167893,0.25071529217978106,False
Achilles_10252013,leftward,82,2.585637204704446,9.548479088314405,70.0,40.0,1.0983408062016964,2.8471807738654347,0.0,35.41570149797841,0.9481923113103413,True
Achilles_10252013,leftward,84,0.13659970138061223,0.8929394596816475,146.0,12.0,1.4050091015298591,0.19283795057212408,0.548,-0.2473903983037051,0.680078135540741,False
Achilles_10252013,leftward,86,0.8000839652293003,3.107096655462895,154.0,24.0,0.7248132767527732,0.5769931833389023,0.0,8.809173979764292,0.7655882550991351,True
Achilles_10252013,leftward,87,0.1561139444349854,0.5368398479571841,58.0,44.0,0.9382133452683808,0.1483076201458224,0.042,1.7273719714549547,0.09843093179538681,False
Achilles_10252013,leftward,92,0.3414992534515306,2.0373867992619816,2.0,16.0,1.3884382703038396,0.47758809818826164,0.0,5.413453529128171,0.43828512341299913,False
Achilles_10252013,leftward,93,0.0780569722174927,0.4579308903077389,158.0,4.0,1.443159506602634,0.11241500611940011,0.126,1.09661796119633,-0.025183956761607448,False
Achilles_10252013,leftward,94,0.5756701701040087,2.6909218081017583,74.0,32.0,0.906455626634435,0.5230956823156376,0.0,9.69902493510141,0.8444459754084072,True
Achilles_10252013,leftward,95,0.2634422812340379,2.306064623890504,6.0,12.0,2.1254782630105846,0.5516231539584832,0.0,10.01753612491062,0.9377940131988095,True
Achilles_10252013,leftward,96,0.22441379512529153,1.508884085733732,110.0,16.0,1.3113167530838163,0.29690918214762674,0.0,6.224578331447781,0.9013221220460541,True
Achilles_10252013,leftward,98,0.82935532981086,4.390780796525695,154.0,16.0,1.5450523344717875,1.272376173418225,0.0,16.407362963017015,0.8050108390185771,True
Achilles_10252013,leftward,101,5.0639460726098395,20.465001409804305,26.0,36.0,0.9821014665963406,5.009994539723477,0.0,28.31375987066437,0.952433063822205,True
Achilles_10252013,leftward,103,1.2586686770070699,4.49373673000789,146.0,28.0,0.5508029172886386,0.698862670800904,0.0,7.9900592718998915,0.8259171750063762,True
Achilles_10252013,leftward,109,0.331742131924344,0.8136488616183811,18.0,24.0,0.5171427603309738,0.1723405223964795,0.018,2.371274414329915,0.22576483069086759,False
Achilles_10252013,leftward,110,0.29271364581559767,0.8056317553698349,150.0,20.0,0.5111753941880479,0.15225572137056642,0.014,2.37066960850892,0.5624028628125641,False
Achilles_10252013,leftward,111,0.10732833679905247,0.49569596816068423,6.0,12.0,0.939665969259987,0.1009342841859721,0.254,0.6925468977378016,0.3803712417595619,False
Achilles_10252013,leftward,112,6.57629990932376,45.312787006711424,10.0,20.0,2.065297801039903,13.57969360805739,0.0,41.757980657153716,0.9966672172288639,True
Achilles_10252013,leftward,113,8.098410867564867,19.078680143739504,18.0,84.0,0.6580771197030446,5.352770615902214,0.0,39.29918921818054,0.9579277815988643,True
Achilles_10252013,leftward,114,3.5125637497871716,13.355169039922094,142.0,40.0,1.2603681770617305,4.460479314352519,0.0,48.668098157703504,0.9941610883933256,True
Achilles_10252013,leftward,116,2.722236906085058,8.811369116930605,26.0,40.0,0.6814906615025103,1.865613874266325,0.0,22.86237832828031,0.8433534005702308,True
Achilles_10252013,leftward,117,0.4780989548321428,1.8484147089383853,18.0,32.0,0.9489334574216709,0.45910788636158545,0.0,9.452975252932395,0.7997941097264988,True
Achilles_10252013,leftward,118,5.34690259689825,18.336311968086374,86.0,44.0,0.8655561453931058,4.649948803231049,0.0,34.73814794609945,0.9277893767212031,True
Achilles_10252013,leftward,121,0.21465667359810495,0.9033532939000576,2.0,4.0,0.3309472209933245,0.07159637337160524,0.698,-0.5227615498157941,-0.07724683388616105,False
Achilles_10252013,leftward,123,7.708126006477404,28.30932581225151,38.0,36.0,0.7772379329404638,6.031093773271619,0.0,34.511435078941105,0.9755784198878533,True
Achilles_10252013,leftward,125,4.995646221919533,10.4670253836334,158.0,24.0,0.28736164341176584,1.4390060933835152,0.0,27.970784244667403,0.9176978086187523,True
Achilles_10252013,leftward,129,1.161097461735204,3.0201980796641035,34.0,16.0,0.18658126007092884,0.21766462375826567,0.002,3.6940290987627926,0.6055602096161069,True
Achilles_10252013,leftward,137,6.937313405829664,24.108055006623417,58.0,44.0,0.8146133043473495,5.674858833698824,0.0,34.167980415537734,0.9783630482354948,True
Achilles_10252013,leftward,143,1.0635262464633382,5.359643072862709,62.0,20.0,1.2967566863029123,1.3836792716859014,0.0,8.446234264042296,0.8634048515046229,True
Achilles_10252013,leftward,145,5.181031530936078,21.535401318601618,122.0,40.0,1.2653133624192234,6.612125974052467,0.0,30.129325305783414,0.9890845124111411,True
Achilles_10252013,leftward,146,3.3271784407706266,5.001501489486781,150.0,124.0,0.2050337437547287,0.6846778948435258,0.0,8.087456150869974,0.5291224464354674,True
Achilles_10252013,leftward,148,1.1708545832623907,2.976824133779149,158.0,12.0,0.45528678625531355,0.5360222097283001,0.0,10.034142294684951,0.7336161059830285,True
Achilles_10252013,leftward,151,0.2536851597068513,0.8807588237054096,118.0,16.0,0.7288540591124888,0.1857322911605399,0.0,3.7365764643443806,0.45041266594611595,False
Achilles_10252013,leftward,161,0.6829985069030612,1.8693707036105325,18.0,28.0,0.2490110548991728,0.17045898648259883,0.04,2.010720297724361,0.028888379432387933,False
Achilles_10252013,leftward,163,1.9611814269645043,5.975353126204678,118.0,40.0,0.4921682038256876,0.9719736591188457,0.0,26.75161884179808,0.8635922806185665,True
Achilles_10252013,leftward,169,0.35125637497871715,1.273851563461248,50.0,16.0,0.5041814835854068,0.17714679909415443,0.008,2.894239022328202,0.6783974981282991,True
Achilles_10252013,leftward,171,0.5268845624680758,1.8486372026349083,158.0,8.0,0.9465945202569379,0.498297174686446,0.0,6.983336421231885,0.8307848028370939,True
Achilles_10252013,leftward,173,4.293133471962099,19.92290362631912,66.0,36.0,1.4719441661111412,6.335491993667587,0.0,25.00471389297393,0.9507452875905078,True
