session,area,task,n_units,acc,sd,chance,kind
759883607,VISal,orientation,5,0.255,0.014361406616345069,0.25,shuffled
759883607,VISal,orientation,10,0.24604166666666666,0.021553188408111594,0.25,shuffled
759883607,VISal,orientation,20,0.24604166666666666,0.020648135172724708,0.25,shuffled
759883607,VISal,orientation,40,0.2533333333333333,0.02662757551445078,0.25,shuffled
759883607,VISam,direction,5,0.24729166666666666,0.027270984529756577,0.125,observed
759883607,VISam,direction,10,0.4379166666666667,0.03369336812424005,0.125,observed
759883607,VISam,direction,20,0.551875,0.04059828181230221,0.125,observed
759883607,VISam,direction,40,0.6741666666666667,0.030833333333333372,0.125,observed
759883607,VISam,direction,5,0.125,0.010833333333333334,0.125,shuffled
759883607,VISam,direction,10,0.11729166666666667,0.013512789723484596,0.125,shuffled
759883607,VISam,direction,20,0.1225,0.014648663192705781,0.125,shuffled
759883607,VISam,direction,40,0.12,0.013437096247164245,0.125,shuffled
759883607,VISam,orientation,5,0.47104166666666664,0.04082429746963061,0.25,observed
759883607,VISam,orientation,10,0.736875,0.07209386965385245,0.25,observed
759883607,VISam,orientation,20,0.8689583333333334,0.053534370449688146,0.25,observed
759883607,VISam,orientation,40,0.9439583333333332,0.019074734234350705,0.25,observed
759883607,VISam,orientation,5,0.2685416666666667,0.0255826207826937,0.25,shuffled
759883607,VISam,orientation,10,0.23979166666666668,0.019763137332473854,0.25,shuffled
759883607,VISam,orientation,20,0.2522916666666667,0.01961323072429539,0.25,shuffled
759883607,VISam,orientation,40,0.2527083333333333,0.01825622991078814,0.25,shuffled
759883607,CA1,direction,5,0.133125,0.013134916888456765,0.125,observed
759883607,CA1,direction,10,0.1425,0.008333333333333333,0.125,observed
759883607,CA1,direction,20,0.13979166666666665,0.010288798520721456,0.125,observed
759883607,CA1,direction,40,0.15083333333333332,0.014976833963009523,0.125,observed
759883607,CA1,direction,80,0.15333333333333335,0.009860132971832691,0.125,observed
759883607,CA1,direction,5,0.13374999999999998,0.011629404780794047,0.125,shuffled
759883607,CA1,direction,10,0.12229166666666667,0.015677688941790995,0.125,shuffled
759883607,CA1,direction,20,0.133125,0.01110047233729769,0.125,shuffled
759883607,CA1,direction,40,0.12604166666666666,0.01376735016463065,0.125,shuffled
759883607,CA1,direction,80,0.13270833333333332,0.012103072956898175,0.125,shuffled
759883607,CA1,orientation,5,0.25979166666666664,0.014823908522683506,0.25,observed
759883607,CA1,orientation,10,0.255,0.01810463415200035,0.25,observed
759883607,CA1,orientation,20,0.26041666666666663,0.023786521626986797,0.25,observed
759883607,CA1,orientation,40,0.268125,0.01339665951314397,0.25,observed
759883607,CA1,orientation,80,0.268125,0.017005666947618764,0.25,observed
759883607,CA1,orientation,5,0.25083333333333335,0.011334558757279532,0.25,shuffled
759883607,CA1,orientation,10,0.25083333333333335,0.008249579113843056,0.25,shuffled
759883607,CA1,orientation,20,0.24562500000000004,0.010439558180306296,0.25,shuffled
759883607,CA1,orientation,40,0.25333333333333335,0.018295415333416793,0.25,shuffled
759883607,CA1,orientation,80,0.25020833333333337,0.014870680978952446,0.25,shuffled
760345702,VISp,direction,5,0.39458333333333334,0.08547965157470712,0.125,observed
760345702,VISp,direction,10,0.4954166666666666,0.06329905870811454,0.125,observed
760345702,VISp,direction,20,0.69625,0.05100891806559149,0.125,observed
760345702,VISp,direction,40,0.8885416666666667,0.0126226620497509,0.125,observed
760345702,VISp,direction,5,0.13166666666666665,0.021278575558006177,0.125,shuffled
760345702,VISp,direction,10,0.12020833333333333,0.016923797758055244,0.125,shuffled
760345702,VISp,direction,20,0.13395833333333335,0.020698522156048834,0.125,shuffled
760345702,VISp,direction,40,0.12604166666666666,0.016200512251846308,0.125,shuffled
760345702,VISp,orientation,5,0.6043750000000001,0.10235741268005731,0.25,observed
760345702,VISp,orientation,10,0.7479166666666667,0.10447205235000517,0.25,observed
760345702,VISp,orientation,20,0.9083333333333333,0.03365470084384781,0.25,observed
760345702,VISp,orientation,40,0.9824999999999999,0.013994046353122224,0.25,observed
760345702,VISp,orientation,5,0.2475,0.022623119934163726,0.25,shuffled
760345702,VISp,orientation,10,0.24145833333333333,0.014201855805961892,0.25,shuffled
760345702,VISp,orientation,20,0.25666666666666665,0.008539125638299689,0.25,shuffled
760345702,VISp,orientation,40,0.25916666666666666,0.011486707293408522,0.25,shuffled
760345702,VISl,direction,5,0.3685416666666667,0.08793320342105644,0.125,observed
760345702,VISl,direction,10,0.5110416666666666,0.05758410214151512,0.125,observed
760345702,VISl,direction,20,0.6783333333333332,0.030470842164637062,0.125,observed
760345702,VISl,direction,40,0.8383333333333334,0.017697300484662747,0.125,observed
760345702,VISl,direction,5,0.1297916666666667,0.017587825255619933,0.125,shuffled
760345702,VISl,direction,10,0.12645833333333334,0.014054395812935773,0.125,shuffled
760345702,VISl,direction,20,0.12000000000000001,0.01399404635312222,0.125,shuffled
760345702,VISl,direction,40,0.13708333333333333,0.006757197808427859,0.125,shuffled
760345702,VISl,orientation,5,0.6516666666666666,0.1508379373146336,0.25,observed
760345702,VISl,orientation,10,0.7575000000000001,0.09482073730056219,0.25,observed
760345702,VISl,orientation,20,0.9177083333333332,0.02939124846125303,0.25,observed
760345702,VISl,orientation,40,0.9927083333333333,0.005199993322645246,0.25,observed
760345702,VISl,orientation,5,0.25458333333333333,0.01703244452997475,0.25,shuffled
760345702,VISl,orientation,10,0.25666666666666665,0.027259045389660206,0.25,shuffled
760345702,VISl,orientation,20,0.24708333333333335,0.020644981903062486,0.25,shuffled
760345702,VISl,orientation,40,0.25687499999999996,0.011069148190654342,0.25,shuffled
760345702,VISal,direction,5,0.39229166666666665,0.058106329139871765,0.125,observed
760345702,VISal,direction,10,0.5097916666666666,0.062357824399901,0.125,observed
760345702,VISal,direction,20,0.6331249999999999,0.04395734596047501,0.125,observed
760345702,VISal,direction,40,0.7481249999999999,0.015465856210806227,0.125,observed
760345702,VISal,direction,5,0.11729166666666668,0.016455695991223082,0.125,shuffled
760345702,VISal,direction,10,0.12729166666666666,0.007543277912596521,0.125,shuffled
760345702,VISal,direction,20,0.12395833333333332,0.013589658547750348,0.125,shuffled
760345702,VISal,direction,40,0.12937500000000002,0.012745846273285365,0.125,shuffled
760345702,VISal,orientation,5,0.6745833333333333,0.09135838312200291,0.25,observed
760345702,VISal,orientation,10,0.7947916666666666,0.07728661259306886,0.25,observed
760345702,VISal,orientation,20,0.9077083333333333,0.04539898356057471,0.25,observed
760345702,VISal,orientation,40,0.9860416666666667,0.008577162020932828,0.25,observed
760345702,VISal,orientation,5,0.274375,0.0230177694039482,0.25,shuffled
760345702,VISal,orientation,10,0.25104166666666666,0.015136818156035587,0.25,shuffled
760345702,VISal,orientation,20,0.2577083333333333,0.025192832699885974,0.25,shuffled
760345702,VISal,orientation,40,0.24604166666666666,0.019183642844303,0.25,shuffled
760345702,VISam,direction,5,0.29208333333333336,0.03720019041169905,0.125,observed
760345702,VISam,direction,10,0.4614583333333333,0.0597299332877206,0.125,observed
760345702,VISam,direction,20,0.5916666666666666,0.05415384463626651,0.125,observed
760345702,VISam,direction,40,0.7164583333333333,0.021928505991061012,0.125,observed
760345702,VISam,direction,5,0.12270833333333332,0.00785889004744167,0.125,shuffled
760345702,VISam,direction,10,0.12791666666666668,0.01823363040586755,0.125,shuffled
760345702,VISam,direction,20,0.12666666666666665,0.019543398999264286,0.125,shuffled
760345702,VISam,direction,40,0.11729166666666666,0.016934053052290163,0.125,shuffled
760345702,VISam,orientation,5,0.5166666666666666,0.0738664335134708,0.25,observed
760345702,VISam,orientation,10,0.7254166666666667,0.05348124022080599,0.25,observed
760345702,VISam,orientation,20,0.850625,0.08104755762650855,0.25,observed
760345702,VISam,orientation,40,0.9606250000000001,0.014504249856124566,0.25,observed
760345702,VISam,orientation,5,0.2404166666666667,0.01630333128876154,0.25,shuffled
760345702,VISam,orientation,10,0.250625,0.016872427787501258,0.25,shuffled
760345702,VISam,orientation,20,0.25916666666666666,0.021245914639969932,0.25,shuffled
760345702,VISam,orientation,40,0.24104166666666665,0.018946882989030144,0.25,shuffled
760345702,LP,direction,5,0.21625,0.035431369497162336,0.125,observed
760345702,LP,direction,10,0.304375,0.04182418143583659,0.125,observed
760345702,LP,direction,5,0.12458333333333332,0.012956926504555176,0.125,shuffled
760345702,LP,direction,10,0.12437500000000001,0.017968674516749668,0.125,shuffled
760345702,LP,orientation,5,0.36,0.056143417542338245,0.25,observed
760345702,LP,orientation,10,0.44958333333333333,0.052385788467229695,0.25,observed
760345702,LP,orientation,5,0.2558333333333333,0.028492201662131275,0.25,shuffled
760345702,LP,orientation,10,0.2579166666666667,0.016430620127608632,0.25,shuffled
760345702,CA1,direction,5,0.121875,0.012786643965047634,0.125,observed
760345702,CA1,direction,10,0.13708333333333333,0.012686114456365277,0.125,observed
760345702,CA1,direction,20,0.135,0.01361677886530683,0.125,observed
760345702,CA1,direction,40,0.16270833333333334,0.013200839093700735,0.125,observed
760345702,CA1,direction,80,0.16520833333333335,0.015056317887628878,0.125,observed
760345702,CA1,direction,5,0.12583333333333332,0.018559214542766735,0.125,shuffled
760345702,CA1,direction,10,0.12770833333333334,0.011753767126613775,0.125,shuffled
760345702,CA1,direction,20,0.12,0.011180339887498947,0.125,shuffled
760345702,CA1,direction,40,0.11854166666666666,0.015799030824705674,0.125,shuffled
760345702,CA1,direction,80,0.128125,0.013576877300109267,0.125,shuffled
760345702,CA1,orientation,5,0.239375,0.020257671729221233,0.25,observed
760345702,CA1,orientation,10,0.24666666666666667,0.014601179556612678,0.25,observed
760345702,CA1,orientation,20,0.26375000000000004,0.016324615020133118,0.25,observed
760345702,CA1,orientation,40,0.27125,0.01012937148428601,0.25,observed
760345702,CA1,orientation,80,0.26916666666666667,0.020933094478467452,0.25,observed
760345702,CA1,orientation,5,0.2516666666666667,0.018689717910004844,0.25,shuffled
760345702,CA1,orientation,10,0.2425,0.007500000000000004,0.25,shuffled
760345702,CA1,orientation,20,0.24645833333333333,0.016487316252872152,0.25,shuffled
760345702,CA1,orientation,40,0.24958333333333332,0.017593993608931182,0.25,shuffled
760345702,CA1,orientation,80,0.25979166666666664,0.012344519139187946,0.25,shuffled
762602078,VISp,direction,5,0.41687500000000005,0.08741836469593282,0.125,observed
762602078,VISp,direction,10,0.6095833333333334,0.0516246468914478,0.125,observed
762602078,VISp,direction,20,0.7237499999999999,0.049628830666592724,0.125,observed
762602078,VISp,direction,40,0.8720833333333333,0.040153784241200585,0.125,observed
762602078,VISp,direction,80,0.9504166666666667,0.003510895738823468,0.125,observed
762602078,VISp,direction,5,0.12145833333333333,0.011193918860008069,0.125,shuffled
762602078,VISp,direction,10,0.11708333333333332,0.01664060462309654,0.125,shuffled
762602078,VISp,direction,20,0.12666666666666665,0.01467234738471584,0.125,shuffled
762602078,VISp,direction,40,0.13124999999999998,0.018629240755090128,0.125,shuffled
762602078,VISp,direction,80,0.12708333333333333,0.012686114456365274,0.125,shuffled
762602078,VISp,orientation,5,0.640625,0.11678249458573263,0.25,observed
762602078,VISp,orientation,10,0.8868750000000001,0.08287137582154376,0.25,observed
762602078,VISp,orientation,20,0.9722916666666667,0.011929698585183696,0.25,observed
762602078,VISp,orientation,40,0.9983333333333333,0.0016666666666666913,0.25,observed
762602078,VISp,orientation,80,1.0,0.0,0.25,observed
762602078,VISp,orientation,5,0.25395833333333334,0.018199082318134125,0.25,shuffled
762602078,VISp,orientation,10,0.24750000000000003,0.023760962382305427,0.25,shuffled
762602078,VISp,orientation,20,0.24645833333333333,0.01494056512020583,0.25,shuffled
762602078,VISp,orientation,40,0.256875,0.022258542367669373,0.25,shuffled
762602078,VISp,orientation,80,0.2504166666666667,0.00869027233942258,0.25,shuffled
762602078,VISrl,direction,5,0.5141666666666667,0.07976092749934365,0.125,observed
762602078,VISrl,direction,10,0.6745833333333333,0.06592161801884285,0.125,observed
762602078,VISrl,direction,20,0.8291666666666666,0.034470196466577396,0.125,observed
762602078,VISrl,direction,40,0.92375,0.024334902917414716,0.125,observed
762602078,VISrl,direction,5,0.123125,0.013704153364744733,0.125,shuffled
762602078,VISrl,direction,10,0.12375,0.018740738453374185,0.125,shuffled
762602078,VISrl,direction,20,0.12395833333333332,0.014765234599483272,0.125,shuffled
762602078,VISrl,direction,40,0.134375,0.017696074187984936,0.125,shuffled
762602078,VISrl,orientation,5,0.755625,0.13231364646802943,0.25,observed
762602078,VISrl,orientation,10,0.895,0.06943222114647735,0.25,observed
762602078,VISrl,orientation,20,0.9850000000000001,0.007905694150420953,0.25,observed
762602078,VISrl,orientation,40,0.9979166666666668,0.0007216878364870488,0.25,observed
762602078,VISrl,orientation,5,0.2622916666666667,0.013461299982625095,0.25,shuffled
762602078,VISrl,orientation,10,0.24354166666666666,0.021896814519722068,0.25,shuffled
762602078,VISrl,orientation,20,0.24770833333333336,0.022483597416289452,0.25,shuffled
762602078,VISrl,orientation,40,0.25125000000000003,0.03368306118973025,0.25,shuffled
762602078,VISam,direction,5,0.36854166666666666,0.08225737682218337,0.125,observed
762602078,VISam,direction,10,0.51125,0.0662473794030962,0.125,observed
762602078,VISam,direction,20,0.6683333333333333,0.0296858552175948,0.125,observed
762602078,VISam,direction,40,0.75875,0.008848650242331368,0.125,observed
762602078,VISam,direction,5,0.12791666666666668,0.016619725562649287,0.125,shuffled
762602078,VISam,direction,10,0.11854166666666666,0.018303716608018886,0.125,shuffled
762602078,VISam,direction,20,0.12,0.008164965809277263,0.125,shuffled
762602078,VISam,direction,40,0.12416666666666666,0.011486707293408517,0.125,shuffled
762602078,VISam,orientation,5,0.6174999999999999,0.14491376746189435,0.25,observed
762602078,VISam,orientation,10,0.7779166666666667,0.12201078618074897,0.25,observed
762602078,VISam,orientation,20,0.9522916666666666,0.0332074445719631,0.25,observed
762602078,VISam,orientation,40,0.9870833333333333,0.007441904624788226,0.25,observed
762602078,VISam,orientation,5,0.24250000000000002,0.019400744544704692,0.25,shuffled
762602078,VISam,orientation,10,0.24625,0.015040454706483374,0.25,shuffled
762602078,VISam,orientation,20,0.25083333333333335,0.014672347384715834,0.25,shuffled
762602078,VISam,orientation,40,0.24645833333333333,0.019763137332473868,0.25,shuffled
762602078,LP,direction,5,0.13499999999999998,0.018066236157232324,0.125,observed
762602078,LP,direction,10,0.14437499999999998,0.014384055119008216,0.125,observed
762602078,LP,direction,20,0.13479166666666664,0.012512146875913992,0.125,observed
762602078,LP,direction,5,0.125625,0.010204080746882038,0.125,shuffled
762602078,LP,direction,10,0.11916666666666667,0.010172129679778092,0.125,shuffled
762602078,LP,direction,20,0.13374999999999998,0.013913173214219995,0.125,shuffled
762602078,LP,orientation,5,0.27520833333333333,0.015488290828163623,0.25,observed
762602078,LP,orientation,10,0.2825,0.009013878188659967,0.25,observed
762602078,LP,orientation,20,0.27979166666666666,0.009480883544152304,0.25,observed
762602078,LP,orientation,5,0.251875,0.014986973510352245,0.25,shuffled
762602078,LP,orientation,10,0.24354166666666666,0.021171218342625243,0.25,shuffled
762602078,LP,orientation,20,0.265625,0.017617413654929276,0.25,shuffled
762602078,CA1,direction,5,0.14375,0.012465229418042996,0.125,observed
762602078,CA1,direction,10,0.17500000000000002,0.022607766610417555,0.125,observed
762602078,CA1,direction,20,0.195625,0.025724738147895273,0.125,observed
762602078,CA1,direction,40,0.22958333333333333,0.010197698542100368,0.125,observed
762602078,CA1,direction,80,0.2522916666666667,0.018313199171332385,0.125,observed
762602078,CA1,direction,5,0.11958333333333333,0.015871664128950757,0.125,shuffled
762602078,CA1,direction,10,0.12479166666666666,0.009107288747664321,0.125,shuffled
762602078,CA1,direction,20,0.12583333333333332,0.015767406607020418,0.125,shuffled
762602078,CA1,direction,40,0.13145833333333334,0.011885959854663262,0.125,shuffled
762602078,CA1,direction,80,0.13208333333333333,0.0153376352660883,0.125,shuffled
762602078,CA1,orientation,5,0.30604166666666666,0.029070526072142385,0.25,observed
762602078,CA1,orientation,10,0.33666666666666667,0.027563059014235367,0.25,observed
762602078,CA1,orientation,20,0.36312500000000003,0.03014360882140321,0.25,observed
762602078,CA1,orientation,40,0.4264583333333334,0.022382990503703657,0.25,observed
762602078,CA1,orientation,80,0.474375,0.016349853465194533,0.25,observed
762602078,CA1,orientation,5,0.2529166666666667,0.029542224959463615,0.25,shuffled
762602078,CA1,orientation,10,0.25895833333333335,0.01777438661232629,0.25,shuffled
762602078,CA1,orientation,20,0.24541666666666667,0.02411992606401049,0.25,shuffled
762602078,CA1,orientation,40,0.2572916666666667,0.01604978149730117,0.25,shuffled
762602078,CA1,orientation,80,0.24729166666666666,0.012827311899051789,0.25,shuffled
773418906,VISp,direction,5,0.38812500000000005,0.07715171516419955,0.125,observed
773418906,VISp,direction,10,0.5964583333333333,0.07189613215913944,0.125,observed
773418906,VISp,direction,20,0.77875,0.037654773196029806,0.125,observed
773418906,VISp,direction,40,0.8697916666666667,0.006689414315834294,0.125,observed
773418906,VISp,direction,5,0.11729166666666666,0.010734727523323547,0.125,shuffled
773418906,VISp,direction,10,0.13104166666666667,0.011694535167238495,0.125,shuffled
773418906,VISp,direction,20,0.1175,0.01414213562373095,0.125,shuffled
773418906,VISp,direction,40,0.12291666666666667,0.013962996733430037,0.125,shuffled
773418906,VISp,orientation,5,0.5952083333333333,0.0695343515225868,0.25,observed
773418906,VISp,orientation,10,0.8047916666666666,0.06001988964316559,0.25,observed
773418906,VISp,orientation,20,0.93875,0.018099838857477884,0.25,observed
773418906,VISp,orientation,40,0.981875,0.0029389033290971047,0.25,observed
773418906,VISp,orientation,5,0.25625,0.009637527921850327,0.25,shuffled
773418906,VISp,orientation,10,0.26166666666666666,0.021343747458109484,0.25,shuffled
773418906,VISp,orientation,20,0.2391666666666667,0.022391714737573995,0.25,shuffled
773418906,VISp,orientation,40,0.24875,0.01759399360893117,0.25,shuffled
773418906,VISal,direction,5,0.3164583333333333,0.06629813502907402,0.125,observed
773418906,VISal,direction,10,0.40791666666666665,0.06679025003696273,0.125,observed
773418906,VISal,direction,20,0.5222916666666667,0.058925196812946216,0.125,observed
773418906,VISal,direction,40,0.7110416666666666,0.02934395522647439,0.125,observed
773418906,VISal,direction,80,0.8060416666666668,0.018483053424390956,0.125,observed
773418906,VISal,direction,5,0.11770833333333333,0.005586286532413295,0.125,shuffled
773418906,VISal,direction,10,0.13145833333333334,0.018170441121655678,0.125,shuffled
773418906,VISal,direction,20,0.12624999999999997,0.008690272339422588,0.125,shuffled
773418906,VISal,direction,40,0.11812500000000001,0.01032249095153125,0.125,shuffled
773418906,VISal,direction,80,0.13458333333333333,0.01686856873333097,0.125,shuffled
773418906,VISal,orientation,5,0.5389583333333333,0.10150238605569821,0.25,observed
773418906,VISal,orientation,10,0.6320833333333333,0.06933087936362366,0.25,observed
773418906,VISal,orientation,20,0.8049999999999999,0.08418316669949853,0.25,observed
773418906,VISal,orientation,40,0.9591666666666666,0.009860132971832653,0.25,observed
773418906,VISal,orientation,80,0.99125,0.004468252206151476,0.25,observed
773418906,VISal,orientation,5,0.25479166666666664,0.018379440128699364,0.25,shuffled
773418906,VISal,orientation,10,0.27145833333333336,0.022752251109627704,0.25,shuffled
773418906,VISal,orientation,20,0.259375,0.023168127951515165,0.25,shuffled
773418906,VISal,orientation,40,0.25354166666666667,0.013344721698942312,0.25,shuffled
773418906,VISal,orientation,80,0.255,0.0291547594742265,0.25,shuffled
773418906,VISrl,direction,5,0.27958333333333335,0.03602420097039705,0.125,observed
773418906,VISrl,direction,10,0.40249999999999997,0.034247870980057514,0.125,observed
773418906,VISrl,direction,20,0.5333333333333333,0.03570714214271427,0.125,observed
773418906,VISrl,direction,5,0.12041666666666667,0.011418491338370598,0.125,shuffled
773418906,VISrl,direction,10,0.12916666666666665,0.019965247584518227,0.125,shuffled
773418906,VISrl,direction,20,0.12854166666666667,0.015465856210806218,0.125,shuffled
773418906,VISrl,orientation,5,0.4452083333333333,0.06133037526834118,0.25,observed
773418906,VISrl,orientation,10,0.6185416666666667,0.06680941747904173,0.25,observed
773418906,VISrl,orientation,20,0.7520833333333333,0.05172543700475938,0.25,observed
773418906,VISrl,orientation,5,0.24416666666666667,0.01931105037709411,0.25,shuffled
773418906,VISrl,orientation,10,0.25125,0.02653286745822162,0.25,shuffled
773418906,VISrl,orientation,20,0.24354166666666666,0.016903268503786803,0.25,shuffled
773418906,VISam,direction,5,0.3589583333333333,0.05410212500961082,0.125,observed
773418906,VISam,direction,10,0.4866666666666667,0.031819805153394644,0.125,observed
773418906,VISam,direction,5,0.13208333333333333,0.019144008346100236,0.125,shuffled
773418906,VISam,direction,10,0.12895833333333334,0.008288944276699071,0.125,shuffled
773418906,VISam,orientation,5,0.60875,0.07054229424804512,0.25,observed
773418906,VISam,orientation,10,0.7758333333333333,0.03770315341954538,0.25,observed
773418906,VISam,orientation,5,0.2577083333333334,0.02142392062625326,0.25,shuffled
773418906,VISam,orientation,10,0.26729166666666665,0.02292708096698458,0.25,shuffled
773418906,CA1,direction,5,0.12791666666666668,0.014233909043782265,0.125,observed
773418906,CA1,direction,10,0.1225,0.011577036657874833,0.125,observed
773418906,CA1,direction,20,0.12125000000000001,0.018591926264435926,0.125,observed
773418906,CA1,direction,40,0.12541666666666668,0.017315495629316786,0.125,observed
773418906,CA1,direction,5,0.11270833333333333,0.012908263395549728,0.125,shuffled
773418906,CA1,direction,10,0.12854166666666667,0.015056317887628871,0.125,shuffled
773418906,CA1,direction,20,0.12354166666666666,0.01822767851068503,0.125,shuffled
773418906,CA1,direction,40,0.11374999999999999,0.010197698542100342,0.125,shuffled
773418906,CA1,orientation,5,0.26645833333333335,0.021753631561445344,0.25,observed
773418906,CA1,orientation,10,0.25625,0.020862479611866734,0.25,observed
773418906,CA1,orientation,20,0.2583333333333333,0.01602948671805946,0.25,observed
773418906,CA1,orientation,40,0.2689583333333333,0.02307803037763646,0.25,observed
773418906,CA1,orientation,5,0.24416666666666664,0.023540744819709223,0.25,shuffled
773418906,CA1,orientation,10,0.2554166666666666,0.019034872967500702,0.25,shuffled
773418906,CA1,orientation,20,0.24708333333333332,0.02442036377015433,0.25,shuffled
773418906,CA1,orientation,40,0.24854166666666666,0.017784151418233786,0.25,shuffled
