session,area,task,n_units,acc,sd,chance,kind
739448407,VISrl,orientation,20,0.2491666666666667,0.018689717910004854,0.25,shuffled
739448407,VISrl,orientation,40,0.24645833333333333,0.01360242778575453,0.25,shuffled
739448407,VISam,direction,5,0.2577083333333333,0.045490669830929795,0.125,observed
739448407,VISam,direction,10,0.32791666666666663,0.04138026569379284,0.125,observed
739448407,VISam,direction,20,0.45125000000000004,0.033236839500770825,0.125,observed
739448407,VISam,direction,40,0.6027083333333333,0.031830033642248415,0.125,observed
739448407,VISam,direction,5,0.1225,0.009895285072531597,0.125,shuffled
739448407,VISam,direction,10,0.12333333333333332,0.017618645426554974,0.125,shuffled
739448407,VISam,direction,20,0.12375,0.013482241406136198,0.125,shuffled
739448407,VISam,direction,40,0.12979166666666667,0.007924886084004261,0.125,shuffled
739448407,VISam,orientation,5,0.45979166666666665,0.06488471346678405,0.25,observed
739448407,VISam,orientation,10,0.5664583333333333,0.056767297290488176,0.25,observed
739448407,VISam,orientation,20,0.73125,0.03896891567504656,0.25,observed
739448407,VISam,orientation,40,0.8772916666666666,0.012935134646896152,0.25,observed
739448407,VISam,orientation,5,0.24625,0.022969635753896194,0.25,shuffled
739448407,VISam,orientation,10,0.24416666666666664,0.02005201569252661,0.25,shuffled
739448407,VISam,orientation,20,0.24875000000000003,0.015292291086252149,0.25,shuffled
739448407,VISam,orientation,40,0.24083333333333334,0.018689717910004833,0.25,shuffled
743475441,VISp,direction,5,0.19625,0.015584670174387541,0.125,observed
743475441,VISp,direction,10,0.26875000000000004,0.03291139198244617,0.125,observed
743475441,VISp,direction,20,0.35916666666666663,0.02889155970559953,0.125,observed
743475441,VISp,direction,40,0.42020833333333335,0.019282935389152288,0.125,observed
743475441,VISp,direction,5,0.12125,0.009709316831442534,0.125,shuffled
743475441,VISp,direction,10,0.13083333333333333,0.017873008824606008,0.125,shuffled
743475441,VISp,direction,20,0.12312500000000001,0.014152873186898984,0.125,shuffled
743475441,VISp,direction,40,0.12291666666666667,0.01316956719106593,0.125,shuffled
743475441,VISp,orientation,5,0.34708333333333335,0.027446285925624096,0.25,observed
743475441,VISp,orientation,10,0.4404166666666667,0.029483399283890828,0.25,observed
