,session,area,gosi,osi,gdsi,dsi,p,pref_ori,pref_dir,waveform_duration,sg_gosi,sg_pref_ori,pref_tf,pref_sf,peak_rate,blank_rate,group,responsive
950956435,715093703,VISrl,0.5712453242925258,0.773446755888147,0.15118479598677156,0.28846140638018425,0.000999000999000999,124.19947360387432,313.69686996245827,0.686767169179229,0.394442271016584,127.98816631826381,4.0,0.04,15.620231658768871,1.2656088009978652,HVA,True
950956493,715093703,VISrl,0.49977625628717953,0.7830849156422115,0.24283078402393987,0.3950249539317925,0.000999000999000999,171.46804191143445,1.9231581423971624,0.700502512562814,0.295051129677399,162.05498758254862,4.0,0.04,7.0655889345033955,1.3821703952909439,HVA,True
950956504,715093703,VISrl,0.17606899742431315,0.24369484427960664,0.18858929322386636,0.47311818499940606,0.001998001998001998,66.57243396373923,266.3288090588486,0.673031825795645,0.05376130280355971,51.4055962173875,15.0,0.16,9.125714861214076,3.4970736157500615,HVA,True
950956514,715093703,VISrl,0.1663497515669297,0.22730353026259356,0.2944674057546019,0.48643368049334884,0.056943056943056944,31.809590401484783,63.7416696280451,0.68676716917923,0.2398988975647496,28.607082765564513,1.0,0.16,11.856712026667383,1.0657776583316543,HVA,True
950956527,715093703,VISrl,0.24308881379612007,0.27562786218363106,0.09382287809501205,0.2321962716135962,0.000999000999000999,71.36427731488145,49.383599216524935,0.700502512562814,0.18014001756618614,69.69034553518557,15.0,0.08,10.262312659290398,2.564530779068939,HVA,True
950956541,715093703,VISrl,0.5729465023799228,0.7244182994104718,0.44538566908436494,0.7431917019723038,0.000999000999000999,45.92835837199303,41.710848615659344,0.618090452261307,0.197459898789119,72.21194377214262,1.0,0.08,7.460399599209255,1.5486995089552977,HVA,True
950956563,715093703,VISrl,0.09670085909236002,0.188404506944012,0.16704109705833683,0.12195058945234159,0.4755244755244755,175.64050871732044,242.03816667864612,0.618090452261307,0.08785316863632635,12.931549450064425,15.0,0.02,3.064108469429682,1.465444103442467,HVA,True
950956592,715093703,VISrl,0.16854226494087401,0.1352987027201868,0.06187673559225021,0.06521470092160049,0.2887112887112887,74.14832772620909,290.49728584979164,0.700502512562814,0.18193632483478608,70.36304630859499,1.0,0.16,3.2639073330189623,3.3471926882161758,HVA,False
950956604,715093703,VISrl,0.09825839866952531,0.16072320771047108,0.15493025759802667,0.34006739189472734,0.000999000999000999,147.54223264403169,144.31775483616087,0.480737018425461,0.11722364970540668,144.36078893297366,4.0,0.02,26.511092828351497,5.412150269337187,HVA,True
950956616,715093703,VISrl,0.6737205569384215,0.8607807098015603,0.07244597808797285,0.03728263595072369,0.000999000999000999,178.9955959740414,87.61744357153496,0.686767169179229,0.614602392855324,4.859273309938445,4.0,0.04,19.16267444024775,0.582843411855334,HVA,True
950956630,715093703,VISrl,0.3753390838397445,0.5915533448450722,0.23761950127069414,0.2811132226570418,0.000999000999000999,31.53058813848298,216.50778154178641,0.590619765494137,0.3436952362611733,42.12115697119073,15.0,0.04,10.39128397796347,1.3488700300421148,HVA,True
950956667,715093703,VISrl,0.1416388630689105,0.16719215076296387,0.08510688943365183,0.14913014393125187,0.000999000999000999,20.705090199363756,200.4682668254416,0.618090452261307,0.15309330056686185,7.79036058357071,15.0,0.02,20.382898183104878,7.227288140303671,HVA,True
950956680,715093703,VISrl,0.2332476840486779,0.3658565769714089,0.14029909449661834,0.16071083512503317,0.17482517482517482,17.49585705502999,149.09381457427452,0.645561139028476,0.21790691131275766,34.35899995081875,8.0,0.16,2.164852187525384,1.015819290282197,HVA,True
950956778,715093703,VISrl,0.12558337882934967,0.2176625185591141,0.0648683102526189,0.1273547619859256,0.007992007992007992,8.88987936388337,168.2188597833062,0.1785594639866,0.0932620829605786,0.699400561039817,4.0,0.02,15.7202460644411,8.059928467239448,HVA,True
950956835,715093703,VISrl,0.6560899505816704,0.876190624129371,0.0369179283083413,0.0456864011934248,0.000999000999000999,128.86765235516896,304.39606494540504,0.563149078726968,0.35823691782637707,134.696034625653,2.0,0.02,6.8609499306549475,0.5661940612047996,HVA,True
950956845,715093703,VISrl,0.18150865191833476,0.2278279611256578,0.07372888699678865,0.25280283094109146,0.000999000999000999,68.38479016910756,203.21767810026992,0.384589614740368,0.1127573515133675,114.54017645770185,8.0,0.04,16.75260497041196,0.19983264018342187,HVA,True
950956870,715093703,VISrl,0.16279676977325086,0.23170416870625454,0.24634508876441263,0.4653474005604339,0.17882117882117882,98.07226715074174,249.8348666004208,0.618090452261307,0.21003605834113057,116.84665629067602,8.0,0.08,2.464601397741876,0.5328855429778603,HVA,True
950956911,715093703,VISrl,0.21758239961491713,0.3836607748826676,0.0330942792931424,0.055198241558202195,0.000999000999000999,179.3368958889333,31.57443351035045,1.75812395309883,0.2005862170787311,12.094151560896117,8.0,0.04,13.68857337271094,3.03080261338406,HVA,True
950956952,715093703,VISrl,0.16134510659676,0.2488446210132112,0.08574029301998058,0.07971690152046781,0.006993006993006993,31.85847359171858,241.31018849225904,1.30485762144054,0.07405175442304694,11.446369542795079,15.0,0.02,19.550262764662897,7.110732286638581,HVA,True
950957053,715093703,VISrl,0.8174849712434301,0.9117640295518122,0.13713903480238301,0.13846364806906833,0.000999000999000999,88.15429766350822,272.2775644494491,0.65929648241206,0.11666904573790925,63.37552662118217,8.0,0.02,1.2323070217709418,0.11656883211813107,HVA,True
950957270,715093703,VISrl,0.3648016408087035,0.49660167826085755,0.3161891440781745,0.5454549005437086,0.014985014985014986,8.385372501664705,329.89963479935227,0.865326633165829,0.17498935765646148,22.11158593705716,2.0,0.08,2.830987610540538,1.582012602809217,HVA,True
950957282,715093703,VISrl,0.10828569779231938,0.1834369891938063,0.09362763099873664,0.12445865000016895,0.000999000999000999,166.60315467100276,83.71125242059922,0.288442211055276,0.16738680228664868,140.41415013316234,4.0,0.02,19.376794032653716,2.5978283988065507,HVA,True
