stim_on,signed_contrast,abs_contrast,choice_right,block_right,probability_left,is_mouse_rewarded,gabor_stimulus_side,prev_choice_right,prev_rewarded,prev_stim_right,quiescence_period,wheel_movement_onset_time,feedback_time,block_index,wheel_abs_vel,wheel_range,motion_energy,pupil
457.0323359243589,1.0,1.0,1,0,0.8,True,right,1.0,0.0,0.0,0.4549863557879827,457.1512917449387,457.292411665196,1,0.02132208030670881,0.006134033203125,,
460.0821181155772,-0.0625,0.0625,1,0,0.8,False,left,1.0,1.0,1.0,0.4651442235496877,465.69829174493395,465.80215123299877,1,0.030457966212270548,0.00614166259765625,,
470.93217271844566,-0.25,0.25,1,0,0.8,False,left,1.0,0.0,0.0,0.6652012638672258,471.080291744931,471.3358017356874,1,0.0026931028667604552,,,
475.1889423251367,0.0,0.0,1,0,0.8,False,left,1.0,0.0,0.0,0.6711556864106456,475.33629174492864,478.09210485930737,1,0.0021562679813359863,,,
482.70584116910817,-0.0625,0.0625,0,0,0.8,True,left,1.0,0.0,0.0,0.6351035087270187,482.9222917449244,483.28968670957255,1,0.00579237548110541,0.0,,
485.92160787773884,-0.25,0.25,0,0,0.8,True,left,0.0,1.0,0.0,0.41851304316640203,486.0642917449227,486.6472068624913,1,0.0023161397845251484,,,
489.48900845357844,0.0625,0.0625,1,0,0.8,True,right,0.0,1.0,0.0,0.6639986535571899,491.6372917449196,491.7387652690037,1,0.003181103368406184,0.0,,
494.4727769144459,-0.25,0.25,0,0,0.8,True,left,1.0,1.0,1.0,0.5560808039403312,494.60029174491797,494.8236775167185,1,0.0013131582005735255,,,
497.5559559904929,-1.0,1.0,0,0,0.8,True,left,0.0,1.0,0.0,0.5187648655708105,497.6982917449162,497.8999239060945,1,0.010726006622571732,0.0030670166015625,,
500.7390257490068,-0.0625,0.0625,0,0,0.8,True,left,0.0,1.0,0.0,0.47912416404092273,501.5522917449141,502.36507407560924,1,0.007276728482611361,0.00153350830078125,,
505.5218796173117,-1.0,1.0,0,0,0.8,True,left,0.0,1.0,0.0,0.5189175916669901,505.65029174491184,505.8047199014003,1,0.005573786706663668,0.0,,
509.65546071469424,-1.0,1.0,0,0,0.8,True,left,0.0,1.0,0.0,0.6143920301229235,509.57629174490967,510.1376490707996,1,0.043180795681182646,0.01534271240234375,,
513.1151713355621,-0.25,0.25,0,0,0.8,True,left,0.0,1.0,0.0,0.48255347238371105,514.522291744907,514.8848062687936,1,0.013038312955250148,0.0030670166015625,,
517.5817880349496,-0.125,0.125,0,0,0.8,True,left,0.0,1.0,0.0,0.526107689256966,517.6912917449051,517.9143236835888,1,0.006955447284854017,0.00153350830078125,,
520.6482686685822,-0.125,0.125,0,0,0.8,True,left,0.0,1.0,0.0,0.42711892423307907,523.9172917449017,524.2002040203095,1,0.02710170998572721,0.00766754150390625,,
527.1718934958054,0.0625,0.0625,1,0,0.8,True,right,0.0,1.0,0.0,0.607712863906301,528.1852917448994,532.1323974600557,1,0.018717597251888946,0.0030670166015625,,
535.2717046339586,-0.0625,0.0625,1,0,0.8,False,left,1.0,1.0,1.0,0.562011508510144,535.6692917448952,535.8470842974305,1,0.013841563062160276,0.00460052490234375,,
539.4384826348237,-0.0625,0.0625,0,0,0.8,True,left,1.0,0.0,0.0,0.4229698052665254,539.6052917448931,546.8297265328825,1,0.005100646033533849,0.0,,
549.4214514504466,-0.25,0.25,0,0,0.8,True,left,0.0,1.0,0.0,0.4362696375309968,550.9562917448868,551.1825871764611,1,0.0009865375279332512,,,
553.7815447527156,-0.25,0.25,0,0,0.8,True,left,0.0,1.0,0.0,0.4308725264428792,553.9692917448851,554.2173041062597,1,0.008816007658024318,0.00153350830078125,,
557.8146018933681,-0.125,0.125,1,0,0.8,False,left,0.0,1.0,0.0,0.4759558087195137,557.9992917448828,563.3042564998751,1,0.06959317525695952,0.01227569580078125,,
567.0381415464929,-0.25,0.25,0,0,0.8,True,left,1.0,0.0,0.0,0.5506624962855895,567.1952917448777,567.439970731618,1,0.002060986710130237,,,
573.2979909779727,-0.25,0.25,0,0,0.8,True,left,0.0,1.0,0.0,0.6079390792448836,574.7192917448735,575.0191304347313,1,0.001143974258156959,,,
577.7639410728726,1.0,1.0,1,0,0.8,True,right,0.0,1.0,0.0,0.5079472484449543,578.7612917448714,578.8719710521613,1,0.0009994235289923381,,,
581.5208906347613,-0.0625,0.0625,1,0,0.8,False,left,1.0,1.0,1.0,0.457861911337878,581.9442917448696,584.8687783528343,1,0.0067639386092196215,0.00153350830078125,,
588.9878274723872,-0.25,0.25,0,0,0.8,True,left,1.0,0.0,0.0,0.45260643622855257,589.0742917448656,589.3195965258656,1,0.0074956023200502386,0.0,,
593.2134333192829,-0.125,0.125,1,0,0.8,False,left,0.0,1.0,0.0,0.5812394846428324,593.4772917448632,593.8850706707642,1,0.008975444128082018,0.00152587890625,,
597.5543617425334,-0.125,0.125,0,0,0.8,True,left,1.0,0.0,0.0,0.435750341038521,597.7012917448609,598.9800954206121,1,0.01215634408974438,0.0030670166015625,,
601.6641450597086,0.25,0.25,1,0,0.8,True,right,0.0,1.0,0.0,0.45857460816000783,601.9012917448586,602.0954048329614,1,0.0035992964552133346,0.0,,
604.8809450052951,-0.0625,0.0625,0,0,0.8,True,left,1.0,1.0,1.0,0.5693180961727544,605.0552917448567,605.3413687248803,1,0.03035625297954539,0.007659912109375,,
608.6378612369593,0.0625,0.0625,1,0,0.8,True,right,0.0,1.0,0.0,0.4542172228163966,610.7352917448536,610.857920822462,1,0.017068740630493268,0.0030670166015625,,
614.4973813434112,0.0625,0.0625,0,0,0.8,False,right,1.0,1.0,1.0,0.551795307702327,614.6042917448515,614.8216177661798,1,0.013639100757718552,0.0015411376953125,,
618.7204874234784,0.0,0.0,1,0,0.8,False,left,0.0,0.0,1.0,0.5137856769097118,622.3862917448472,622.6049584238449,1,0.0040027211210690436,0.0,,
627.7044160935353,0.25,0.25,1,1,0.2,True,right,1.0,0.0,0.0,0.573375214493211,627.8402917448442,627.9749908550522,2,0.007317309446079889,0.0015411376953125,,
630.6971036103907,-0.125,0.125,1,1,0.2,False,left,1.0,1.0,1.0,0.48836563125768856,630.9662917448425,631.2341535158256,2,0.006977667329192627,0.0015411376953125,,
636.3971719234087,0.125,0.125,1,1,0.2,True,right,1.0,0.0,0.0,0.46366484653865936,636.6402917448393,636.7430729920243,2,0.005357050920574693,0.0,,
639.6539681382511,0.0,0.0,1,1,0.2,True,right,1.0,1.0,1.0,0.6456937320739562,639.8582917448375,642.726348221599,2,0.0038236322428565474,0.0,,
645.3804673192024,-1.0,1.0,0,1,0.2,True,left,1.0,1.0,1.0,0.41857054385123016,645.5462917448343,645.846190544464,2,0.026346204767323796,0.0045928955078125,,
649.8637491307799,0.25,0.25,1,1,0.2,True,right,0.0,1.0,0.0,0.6077070090471297,650.0492917448319,650.1699205719344,2,0.009829997917404399,0.0030670166015625,,
653.9471682404705,0.0,0.0,1,1,0.2,True,right,1.0,1.0,1.0,0.44150092272807234,654.1372917448296,655.6793733317232,2,0.013963982233981369,0.004608154296875,,
