stim_on,signed_contrast,abs_contrast,choice_right,block_right,probability_left,is_mouse_rewarded,gabor_stimulus_side,prev_choice_right,prev_rewarded,prev_stim_right,quiescence_period,wheel_movement_onset_time,feedback_time,block_index,wheel_abs_vel,wheel_range,motion_energy,pupil
435.1805775904352,0.0,0.0,0,0,0.8,True,left,1.0,1.0,1.0,0.5806530111609145,434.9422413391315,435.4854804304355,1,0.19392982014607696,0.07669901847839355,13.203692922989527,15.331275618812166
438.51304431043854,-1.0,1.0,0,0,0.8,True,left,0.0,1.0,0.0,0.5762479837977823,438.7112413391227,438.97839777043896,1,0.002415595079291961,0.0,1.317086863021056,
441.7300559104417,1.0,1.0,1,0,0.8,True,right,0.0,1.0,0.0,0.43570996883407637,441.88024133911534,442.014927420442,1,0.0038121840870007874,0.0,1.4651999324560165,13.933000955936828
446.86310922044686,-0.25,0.25,0,0,0.8,True,left,1.0,1.0,1.0,0.5137326670648672,447.0532413391033,447.1690786204472,1,0.0040426352416398,0.0,2.4779152274131775,15.608264075606712
449.9290359304499,-1.0,1.0,0,0,0.8,True,left,0.0,1.0,0.0,0.40917041225457795,450.1222413390961,450.2643357304503,1,0.0035916789009934292,,3.47979174554348,17.690240013915172
453.1961091904532,0.25,0.25,1,0,0.8,True,right,0.0,1.0,0.0,0.5994060423555791,453.36624133908856,453.5050449604535,1,0.009066407340287696,0.0015339851379394531,2.667081654071808,14.886353345042153
456.2791008604563,-0.125,0.125,0,0,0.8,True,left,1.0,1.0,1.0,0.42923590802191447,456.5192413390812,456.82417968045684,1,0.010064218539118883,0.0015339851379394531,1.8093537986278534,16.389162903886852
459.64516422045966,-1.0,1.0,1,0,0.8,False,left,0.0,1.0,0.0,0.42593436102600424,459.5292413390742,459.7074246604597,1,0.4164306968310848,0.16720366477966309,5.737143762409687,13.199126055085799
464.16117924046415,-0.25,0.25,0,0,0.8,True,left,1.0,0.0,0.0,0.5514920447788056,464.3872413390629,464.76105258046476,1,0.009853365254384698,0.0015339851379394531,1.816635360320409,18.58389210759924
467.51117754046754,-1.0,1.0,0,0,0.8,True,left,0.0,1.0,0.0,0.40098210929686695,467.70024133905514,467.8537099504679,1,0.009847824844255228,0.0015339851379394531,1.5595756371815999,17.096828138664325
470.6617624504707,0.25,0.25,1,0,0.8,True,right,0.0,1.0,0.0,0.4318682705901639,474.0622413390403,474.2073745204742,1,0.0028671409952221436,,1.4868958095709484,12.614616825533934
477.2281724104772,-0.25,0.25,0,0,0.8,True,left,1.0,1.0,1.0,0.6799564663056776,477.3922413390326,477.8779074304779,1,0.02874496794465813,0.0061359405517578125,4.013717484970887,16.402752095229516
482.3268624904823,1.0,1.0,1,0,0.8,True,right,0.0,1.0,0.0,0.43635112573058704,482.35924133902097,482.5495402204825,1,0.03249604134529363,0.010737895965576172,3.4711113025744758,18.804181666889537
485.4110540404854,-0.0625,0.0625,1,0,0.8,False,left,1.0,1.0,1.0,0.49466837361744165,489.4602413390044,489.7612523104898,1,0.0031591889211995293,0.0,1.1890176460146904,
495.7596190804958,0.25,0.25,1,0,0.8,True,right,1.0,0.0,0.0,0.5497393594506683,495.97524133898924,496.32819555049633,1,0.0022128786466782914,,1.1709390332301457,9.910265570879952
500.3094640505003,-0.0625,0.0625,1,0,0.8,False,left,1.0,1.0,1.0,0.6468193254089938,504.68624133896896,504.80581437050483,1,0.009185134539875435,0.0015339851379394531,3.554408068458239,15.14105324640453
508.84311060050885,0.0625,0.0625,1,0,0.8,True,right,1.0,0.0,0.0,0.6255979163656746,509.01724133895885,509.14631361050914,1,0.02044619770247664,0.004601955413818359,2.260828365882238,
512.1921756605122,-0.25,0.25,0,0,0.8,True,left,1.0,1.0,1.0,0.6125198337968969,512.369241338951,512.6368645205126,1,0.008371161832474171,0.0015344619750976562,1.2779074062903721,14.541172175268002
515.5259089205156,0.0625,0.0625,1,0,0.8,True,right,0.0,1.0,0.0,0.5338907332920347,515.6022413389435,515.8173797705158,1,0.014943196131134755,0.0015344619750976562,2.5689555232723555,12.477953163155084
518.8251789605189,-0.25,0.25,0,0,0.8,True,left,1.0,1.0,1.0,0.6264424474208692,519.0762413389353,519.5709377105196,1,0.012859031109255738,0.0030679702758789062,2.211384286483129,14.947752627223963
522.5083772705225,0.125,0.125,1,0,0.8,True,right,0.0,1.0,0.0,0.5451129272915484,522.5892413389272,522.7919489105228,1,0.0029453238759742815,0.0,2.3916588301459947,13.318064236979504
525.6253322105256,-0.25,0.25,0,0,0.8,True,left,1.0,1.0,1.0,0.45101240844530766,525.8202413389197,526.1335813805262,1,0.01225195765204262,0.00153350830078125,4.407563403248787,17.657023852261773
530.974397250531,0.0,0.0,0,0,0.8,True,left,0.0,1.0,0.0,0.42673499947474547,531.1462413389072,531.4304516405315,1,0.015311650953663047,0.0030679702758789062,5.515964602430661,17.79528712792914
534.3414605105344,-0.25,0.25,1,0,0.8,False,left,0.0,1.0,0.0,0.5089869779605019,534.3732413388998,535.3333279805354,1,0.007476558740600012,0.0015344619750976562,1.5888166775306065,12.641571407565303
539.6745271505397,0.25,0.25,1,0,0.8,True,right,1.0,0.0,0.0,0.4740478871734751,539.8492413388869,540.0139265405401,1,0.005820661057368852,0.0,1.5781736051042874,13.231169928743233
542.924235480543,-1.0,1.0,0,0,0.8,True,left,1.0,1.0,1.0,0.5534051876479011,543.1232413388793,543.2663679305433,1,0.003072102164151147,0.0,1.5905861829717953,13.351687098756278
546.0734205305461,-0.25,0.25,0,0,0.8,True,left,0.0,1.0,0.0,0.4318979650582372,545.8972413388728,546.5271084905465,1,0.47688045071670787,0.18867969512939453,5.5089100648959475,12.569889275526899
549.3899221805494,-1.0,1.0,0,0,0.8,True,left,0.0,1.0,0.0,0.48249961187991347,549.5412413388644,549.6960249005497,1,0.003829449228942394,0.0,1.3484888921181362,
554.3235621005543,-0.25,0.25,0,0,0.8,True,left,0.0,1.0,0.0,0.5423499631359986,554.4842413388528,554.5973680505546,1,0.05391742509193136,0.015339851379394531,5.33132632325093,13.767831979120578
557.4729804605574,-0.125,0.125,0,0,0.8,True,left,0.0,1.0,0.0,0.49580989340203696,557.6832413388454,558.004327320558,1,0.03571847237850306,0.0076694488525390625,3.6935170392195382,15.043354989502404
560.8566753905609,0.0,0.0,1,0,0.8,False,left,0.0,1.0,0.0,0.4689805958833347,561.0372413388376,561.2098400705612,1,0.0024390451185172424,,1.5304781297842662,12.529416818795047
565.2390371105653,-0.25,0.25,0,0,0.8,True,left,1.0,0.0,0.0,0.6678761211562398,565.3862413388274,565.8062803805658,1,0.004384615708040655,0.0,1.044728045662244,
568.5897020105685,0.25,0.25,1,1,0.2,True,right,0.0,1.0,0.0,0.4104992750701658,568.7262413388196,568.8911385305689,2,0.004941515003883979,0.0015344619750976562,1.2577670017878215,12.487021007941317
573.1386804005731,0.25,0.25,1,1,0.2,True,right,1.0,1.0,1.0,0.4934114637715649,573.2762413388091,573.4389837005734,2,0.021449481605377515,0.0046024322509765625,2.7605438977479935,14.524592634178893
576.3387603605763,0.125,0.125,0,1,0.2,False,right,1.0,1.0,1.0,0.4879887622723295,576.6312413388013,577.2843991205773,2,0.0019193387252744287,,1.9932221521933873,15.989848454999446
581.2547353805812,0.0,0.0,1,1,0.2,True,right,0.0,0.0,1.0,0.5531869363137724,581.3062413387903,581.4977444105815,2,0.007494228377181571,0.00153350830078125,1.1272523229320843,15.762776458150862
584.4053536205844,-0.125,0.125,0,1,0.2,True,left,1.0,1.0,1.0,0.478113813829398,584.6442413387825,585.1673774105851,2,0.0031416213448392225,0.0,2.0702108616630235,12.437925663252827
589.90427034059,0.0625,0.0625,1,1,0.2,True,right,0.0,1.0,0.0,0.6796878512501535,590.1272413387697,590.3937547205904,2,0.005534463594522095,0.0,2.0248016491532326,14.927313860918124
593.3048302505933,0.25,0.25,1,1,0.2,True,right,1.0,1.0,1.0,0.5177203670969813,593.468241338762,593.6181655805937,2,0.0017958565088338218,,1.4262240404884021,
596.5206419705966,0.0625,0.0625,1,1,0.2,True,right,1.0,1.0,1.0,0.5086658761418312,596.7762413387543,596.9287011605969,2,0.004156684346526163,0.0,1.3330175404747326,12.282953124731042
599.7708169205998,0.25,0.25,1,1,0.2,True,right,1.0,1.0,1.0,0.4521310022194148,599.6612413387476,599.9935279806,2,0.03029082179273246,0.0076694488525390625,4.336872339248657,14.850805410152438
602.9204685906029,0.0,0.0,1,1,0.2,True,right,1.0,1.0,1.0,0.5582349257105976,602.9562413387399,603.2279711706033,2,0.004147526898304932,0.0,1.8482513477404912,17.953781084800237
606.3208618506063,1.0,1.0,1,1,0.2,True,right,1.0,1.0,1.0,0.6937261451233101,606.1132413387326,606.8605078806069,2,0.5465022344300814,0.2193593978881836,7.0947879403829575,15.421590448238325
609.8030802606098,1.0,1.0,1,1,0.2,True,right,1.0,1.0,1.0,0.5774428157571494,609.7762413387239,610.02962427061,2,0.01796109832765069,0.0061359405517578125,2.1782780090967813,16.333850808895175
612.8869718406129,0.0,0.0,1,1,0.2,True,right,1.0,1.0,1.0,0.42123529231596074,613.0882413387162,613.5678704106135,2,0.005188443735823967,0.0,2.0922747726241746,16.787456573785068
