mean_rate,peak_rate,mvl,pref_dir,hd_info,mvl_p99,info_p99,is_hd,is_hd_dataset,subject,session,mvl_alt,pref_alt,rotation,split_half_r
39.64414286217487,58.60677600477487,0.07017098744588285,2.10747062442308,0.02615043729584215,0.03100617921073517,0.004185588260573907,False,False,A3701,A3701,0.041525587382665916,2.463057289413684,0.3555866649906041,0.7723881159169106
1.9727428571096435,13.570242785894848,0.5547390596969544,2.2266931908774357,1.1517079320048127,0.13466024700623908,0.07550532188842182,True,False,A3701,A3701,0.6131859113428382,4.106778420319089,1.8800852294416535,0.9368984519592986
1.0176566982815756,7.8529335158555265,0.7378812252327724,3.7751103084559126,1.3734922952587192,0.20596236089528094,0.20300445763123587,True,True,A3701,A3701,0.7119821270199448,4.425613763380188,0.6505034549242752,0.9532180717649413
1.0593703912505805,6.447720860363148,0.8775510238200612,3.1208482014062247,1.6348825134069997,0.12676948177024291,0.10499640388162162,True,False,A3701,A3701,0.9085766740505211,3.857137371709059,0.7362891703028343,0.9503330325502639
0.883464535051097,9.399994754158028,0.9335340398800521,2.384213417513272,2.312166061500979,0.2418287427280342,0.19806511299192103,True,False,A3701,A3701,0.9174901100706628,3.0937009815610614,0.7094875640477896,0.9286188591403517
1.4607663047259118,15.063029180693906,0.9329484972514966,1.021308575550198,2.455457316781081,0.23871066248423847,0.20592351221938623,True,True,A3701,A3701,0.8891418241624787,1.638953939650455,0.617645364100257,0.919334686925329
1.2643971274472938,15.224458836044924,0.9100680101199923,0.7664666921347005,2.2976600103347353,0.17616556299230454,0.17279025069518378,True,True,A3701,A3701,0.8703844748186597,1.328756355479299,0.5622896633445986,0.9277982151644834
1.3525468182497196,17.726065331537004,0.9463165675223781,2.0892280764341624,2.4802581755978323,0.17495710121349706,0.15113466527485203,True,True,A3701,A3701,0.8878214022428842,2.7211652872006975,0.6319372107665351,0.9793227551214168
0.5595931264332561,7.994968021145036,0.9548226579675961,1.6630430151591944,2.705269389462708,0.2191948744985543,0.21429036911520358,True,True,A3701,A3701,0.921772312885269,2.3526516671510627,0.6896086519918683,0.9504424585850789
2.9915801316073227,17.93975113156115,0.907475870116987,3.30102235620947,1.628538407902986,0.1824594538334555,0.12458338555254682,True,True,A3701,A3701,0.9447258880274885,3.8946442402333057,0.5936218840238356,0.9596474910255448
2.229321421409561,7.880556833824089,0.3471027125046403,2.5847313026239744,0.6318141710874452,0.07904518499917636,0.0463669928415826,True,True,A3701,A3701,0.2016588674833012,3.4210989051093006,0.8363676024853262,0.8441987460846812
2.3678423640990873,14.933524362375206,0.3867019717976977,5.228473005919787,1.1541047303073757,0.10749706429266419,0.060565704440006925,True,True,A3701,A3701,0.4984467417827127,5.658264956865059,0.42979195094527256,0.9422748433139749
0.9299005328845178,10.224720408951818,0.9384810762664296,1.3268405238443943,2.4910441545113353,0.21954560435106882,0.27245045894702097,True,False,A3701,A3701,0.9013643552707337,2.140580317790374,0.8137397939459796,0.9464619687770205
3.605479763981359,14.539319835000976,0.28813031397904637,2.8462010457509193,0.6676609127384607,0.08259288474505865,0.03812110983192446,False,True,A3701,A3701,0.25272969180347793,3.522460594833471,0.6762595490825518,0.9145820849884356
0.8594594853236508,7.180571777557266,0.9346304603395359,3.0310678731128746,2.1589782615482114,0.16299218883302152,0.16847032281235605,True,True,A3701,A3701,0.9436872323584016,3.7053815787755027,0.674313705662628,0.9336752544052437
0.645381664803474,3.315064274955896,0.3632565788018034,3.721606222815301,0.8328746700670888,0.11342162294822877,0.12078252550001813,True,True,A3701,A3701,0.38173052212517167,4.68924471792781,0.9676384951125092,0.8149052869960073
3.4138328915671567,18.833739719478785,0.8803115315670866,4.848845434473738,1.6190979513545098,0.14188417549759055,0.07070786669294143,True,True,A3701,A3701,0.8253587333180555,5.3658814479532575,0.5170360134795198,0.983448366943438
1.6752376506514566,11.46550096105425,0.8567224451765163,0.09281723089375168,1.816848206328989,0.17429295863348956,0.11585648354814736,True,True,A3701,A3701,0.8649580622293208,0.5021419520859025,0.4093247211921507,0.8995471677350265
0.6823730529080634,6.747423724963644,0.9285515882570304,1.692514282711265,2.32202898315474,0.25808249482866874,0.28579003684110943,True,True,A3701,A3701,0.8826029094321581,2.323434650911432,0.630920368200167,0.8793887098251097
2.44300571652437,10.666705968412927,0.2056441329599741,0.3897970846121624,0.9430739401256294,0.11099949696223185,0.06530224536164246,False,True,A3701,A3701,0.1263463324087334,0.7160775697896015,0.32628048517743924,0.8738916173817733
2.2560811489745833,14.244873577873479,0.8458204393397565,2.68271700532103,1.543485655233441,0.14059054268207957,0.09946669430151824,True,True,A3701,A3701,0.8548817993673217,3.318918013941371,0.6362010086203411,0.9480975799354738
1.5646570117430565,9.816848360118085,0.7448022015937278,2.8824994978275806,1.3023616107752494,0.1464922290960559,0.1111139039317026,True,True,A3701,A3701,0.7236395566722497,3.520634400607598,0.6381349027800174,0.9350548134437036
