event,start,end,n_active,n_bins,wc,p,abs_wc,significant
389,21225.2192,21225.3624,29,8,0.2901802609826863,0.24151696606786427,0.2901802609826863,False
392,21235.7256,21235.8376,24,6,-0.3942064735303621,0.16367265469061876,0.3942064735303621,False
395,21247.0128,21247.136,23,7,0.07648561780119166,0.812375249500998,0.07648561780119166,False
408,21266.5264,21266.7136,40,10,-0.8006788527070478,0.001996007984031936,0.8006788527070478,True
413,21284.7792,21284.8608,24,5,0.17822959849860517,0.592814371257485,0.17822959849860517,False
414,21287.2232,21287.3192,27,5,-0.6577216340222728,0.03992015968063872,0.6577216340222728,True
417,21301.7576,21301.8712,30,6,-0.8165593828232116,0.003992015968063872,0.8165593828232116,True
418,21304.8224,21304.936,22,6,0.036154192228319726,0.9221556886227545,0.036154192228319726,False
423,21308.4512,21308.5504,26,5,0.6333450636464115,0.21357285429141717,0.6333450636464115,False
424,21314.3216,21314.4712,33,8,-0.5874679262499657,0.02594810379241517,0.5874679262499657,True
425,21323.9904,21324.0784,17,5,0.015616675835441884,0.9540918163672655,0.015616675835441884,False
433,21330.1,21330.2,19,6,0.02676526051621914,0.9241516966067864,0.02676526051621914,False
435,21334.4672,21334.5904,34,7,-0.213042689233288,0.36327345309381237,0.213042689233288,False
440,21338.5024,21338.6008,9,5,0.39097960883038163,0.15768463073852296,0.39097960883038163,False
441,21339.2096,21339.3608,44,8,0.13091866281323164,0.5069860279441117,0.13091866281323164,False
444,21341.508,21341.5928,27,5,-0.5828193078395911,0.18762475049900199,0.5828193078395911,False
445,21341.6568,21341.752,26,5,-0.4670341594399195,0.22554890219560877,0.4670341594399195,False
452,21352.0384,21352.124,24,5,0.7498584927489597,0.013972055888223553,0.7498584927489597,True
459,21358.7392,21358.8496,26,6,-0.23953714939229978,0.37924151696606784,0.23953714939229978,False
461,21361.0704,21361.2048,32,7,0.8089638570284059,0.001996007984031936,0.8089638570284059,True
462,21361.6112,21361.7328,28,7,-0.8854000596558325,0.001996007984031936,0.8854000596558325,True
470,21374.4216,21374.5992,31,9,0.44724531694645203,0.07784431137724551,0.44724531694645203,False
481,21396.172,21396.2584,20,5,0.4746866383565252,0.2435129740518962,0.4746866383565252,False
482,21400.824,21400.9672,34,8,0.8029151133656292,0.003992015968063872,0.8029151133656292,True
483,21406.596,21406.7112,31,6,0.44858446310691114,0.2714570858283433,0.44858446310691114,False
498,21427.1112,21427.1944,13,5,0.4888884592173626,0.27345309381237526,0.4888884592173626,False
526,21468.6056,21468.7016,22,5,0.48276912287210716,0.249500998003992,0.48276912287210716,False
530,21475.48,21475.6128,16,7,0.07752689304155222,0.8263473053892215,0.07752689304155222,False
538,21492.112,21492.2328,27,7,0.8282526192989332,0.001996007984031936,0.8282526192989332,True
540,21493.5296,21493.6168,28,5,0.49615768327038007,0.15568862275449102,0.49615768327038007,False
543,21498.9848,21499.0664,28,5,-0.36970138689086485,0.2714570858283433,0.36970138689086485,False
549,21512.1,21512.2248,31,7,-0.6085946726900712,0.033932135728542916,0.6085946726900712,True
553,21515.7872,21515.9104,23,7,-0.41376610024156807,0.1437125748502994,0.41376610024156807,False
565,21533.1024,21533.3128,36,11,0.13318862915493748,0.562874251497006,0.13318862915493748,False
567,21533.9576,21534.0976,38,8,-0.2524845686772844,0.35528942115768464,0.2524845686772844,False
568,21539.1688,21539.2584,12,5,-0.4657650317956551,0.15768463073852296,0.4657650317956551,False
569,21540.0408,21540.1504,23,6,0.6098663813063288,0.10578842315369262,0.6098663813063288,False
570,21540.3776,21540.5296,36,8,0.3481592727246148,0.23552894211576847,0.3481592727246148,False
572,21547.2224,21547.3048,22,5,0.715248493665099,0.017964071856287425,0.715248493665099,True
573,21547.3744,21547.5056,38,7,0.4100769736724333,0.18762475049900199,0.4100769736724333,False
575,21553.028,21553.1152,18,5,-0.49901770337646195,0.08183632734530938,0.49901770337646195,False
578,21563.0288,21563.1512,29,7,-0.06227318851046533,0.8602794411177644,0.06227318851046533,False
587,21587.6584,21587.7856,33,7,-0.006055081174038586,0.9700598802395209,0.006055081174038586,False
590,21602.616,21602.7384,28,7,0.8122637661175965,0.007984031936127744,0.8122637661175965,True
595,21606.9568,21607.064,22,6,0.22020779241253507,0.48502994011976047,0.22020779241253507,False
598,21615.6112,21615.7168,28,6,0.14125882784119617,0.6606786427145709,0.14125882784119617,False
602,21628.4976,21628.6008,32,6,-0.16702708874641656,0.5888223552894212,0.16702708874641656,False
605,21630.4712,21630.584,36,6,-0.9160330497161013,0.005988023952095809,0.9160330497161013,True
606,21631.2848,21631.3976,31,6,0.2574337234288425,0.5828343313373253,0.2574337234288425,False
610,21645.0016,21645.1072,20,6,0.16766323456803045,0.5089820359281437,0.16766323456803045,False
611,21645.1736,21645.3072,30,7,0.33770059828139265,0.15768463073852296,0.33770059828139265,False
613,21648.1304,21648.2416,34,6,0.7728290503767419,0.05788423153692615,0.7728290503767419,False
622,21661.3208,21661.4472,33,7,0.5066626449196066,0.11976047904191617,0.5066626449196066,False
623,21663.7168,21663.892,36,9,-0.1919130565408772,0.4750499001996008,0.1919130565408772,False
630,21683.1392,21683.2584,37,6,-0.6903140849735179,0.0658682634730539,0.6903140849735179,False
631,21684.4328,21684.548,25,6,-0.14587095631499197,0.7425149700598802,0.14587095631499197,False
633,21688.5592,21688.6776,16,6,0.038149578836643966,0.8682634730538922,0.038149578836643966,False
634,21690.3272,21690.472,32,8,0.2517535640102012,0.31137724550898205,0.2517535640102012,False
640,21705.1488,21705.2728,24,7,0.6260098352796724,0.00998003992015968,0.6260098352796724,True
665,21743.8168,21743.9104,27,5,-0.5942965988306966,0.0658682634730539,0.5942965988306966,False
669,21748.256,21748.4232,31,9,0.30026777975379465,0.19560878243512975,0.30026777975379465,False
670,21751.364,21751.4448,22,5,-0.17521407791256857,0.499001996007984,0.17521407791256857,False
673,21755.6712,21755.8008,28,7,-0.28724665143276673,0.313373253493014,0.28724665143276673,False
693,21789.0752,21789.2544,35,9,0.7029326120345509,0.003992015968063872,0.7029326120345509,True
701,21814.5032,21814.7248,41,12,0.17362207810702326,0.4091816367265469,0.17362207810702326,False
704,21827.188,21827.3104,28,7,0.21108594130747574,0.38323353293413176,0.21108594130747574,False
705,21827.7296,21827.844,27,6,0.665694565293959,0.03592814371257485,0.665694565293959,True
707,21834.0048,21834.0936,17,5,-0.25120946575497277,0.5269461077844312,0.25120946575497277,False
708,21837.7104,21837.8464,26,7,0.2973734227272408,0.2554890219560878,0.2973734227272408,False
710,21844.9592,21845.1632,50,11,-0.641450899354314,0.00998003992015968,0.641450899354314,True
713,21854.3648,21854.5008,34,7,-0.7268337915184018,0.011976047904191617,0.7268337915184018,True
718,21870.2632,21870.3456,13,5,0.13921622708852158,0.6467065868263473,0.13921622708852158,False
725,21885.0928,21885.22,23,7,0.2509048867990695,0.3532934131736527,0.2509048867990695,False
731,21894.8968,21895.0168,35,7,0.7808827217765456,0.017964071856287425,0.7808827217765456,True
735,21904.7784,21904.9056,33,7,-0.07623939174829172,0.8003992015968064,0.07623939174829172,False
742,21919.3232,21919.416,14,5,-0.3103944537222304,0.29141716566866266,0.3103944537222304,False
743,21920.2432,21920.4024,42,8,0.8906083664194178,0.001996007984031936,0.8906083664194178,True
750,21943.8024,21943.968,24,9,0.520807975128097,0.00998003992015968,0.520807975128097,True
752,21950.1592,21950.332,37,9,-0.2779779258493688,0.23552894211576847,0.2779779258493688,False
755,21955.1376,21955.2424,24,6,-0.7995953186760891,0.001996007984031936,0.7995953186760891,True
762,21964.5824,21964.7016,34,6,-0.12764798790067033,0.7604790419161677,0.12764798790067033,False
764,21968.328,21968.4456,39,6,-0.37428214881104066,0.3932135728542914,0.37428214881104066,False
765,21972.0424,21972.196,38,8,-0.5687157766910145,0.05189620758483034,0.5687157766910145,False
767,21978.2624,21978.3648,23,6,0.26608988435463055,0.29141716566866266,0.26608988435463055,False
768,21986.7736,21986.8624,20,5,-0.5144040961139141,0.19560878243512975,0.5144040961139141,False
771,21992.944,21993.0736,25,7,0.14795633254155371,0.5668662674650699,0.14795633254155371,False
780,22032.02,22032.152,26,7,-0.19779305030335814,0.5768463073852296,0.19779305030335814,False
784,22037.3072,22037.488,48,10,-0.6135174503747199,0.015968063872255488,0.6135174503747199,True
789,22048.276,22048.4208,31,8,0.7372860731284454,0.001996007984031936,0.7372860731284454,True
795,22059.6024,22059.7152,25,6,-0.5790297509997878,0.09580838323353294,0.5790297509997878,False
801,22067.6528,22067.748,19,5,0.4240299885090874,0.1317365269461078,0.4240299885090874,False
803,22068.6112,22068.7272,29,6,0.5937153540926036,0.0998003992015968,0.5937153540926036,False
817,22082.148,22082.2632,26,6,0.24003255774824286,0.47305389221556887,0.24003255774824286,False
822,22094.9992,22095.236,46,12,-0.8346258118631698,0.001996007984031936,0.8346258118631698,True
836,22109.1336,22109.2992,26,9,0.33536343810705155,0.25149700598802394,0.33536343810705155,False
839,22113.4464,22113.568,26,7,-0.41605376265177263,0.07385229540918163,0.41605376265177263,False
845,22119.0472,22119.156,31,6,0.37576239548190093,0.40119760479041916,0.37576239548190093,False
850,22126.4984,22126.7216,50,12,0.802056913585493,0.001996007984031936,0.802056913585493,True
854,22135.4592,22135.5584,21,5,-0.5635029982342464,0.20958083832335328,0.5635029982342464,False
858,22141.9552,22142.0984,19,8,-0.1120694064448335,0.5508982035928144,0.1120694064448335,False
869,22162.2952,22162.4008,24,6,0.28224960032884916,0.5728542914171657,0.28224960032884916,False
870,22162.68,22162.7648,23,5,0.4432662613336578,0.20359281437125748,0.4432662613336578,False
875,22169.3976,22169.5416,29,8,0.2539416303839,0.3213572854291417,0.2539416303839,False
876,22176.12,22176.2296,21,6,0.5194591802595135,0.1936127744510978,0.5194591802595135,False
881,22184.8832,22185.0184,34,7,0.6797395782583392,0.005988023952095809,0.6797395782583392,True
887,22190.868,22191.0024,32,7,0.8094902492650311,0.001996007984031936,0.8094902492650311,True
891,22203.688,22203.7928,23,6,-0.03631154226292116,0.9161676646706587,0.03631154226292116,False
923,22265.5056,22265.6096,23,6,0.488630323033889,0.001996007984031936,0.488630323033889,True
928,22270.4184,22270.5048,22,5,0.7602547878702722,0.005988023952095809,0.7602547878702722,True
929,22277.0312,22277.1528,30,7,0.5393936310870078,0.06786427145708583,0.5393936310870078,False
935,22294.6008,22294.7216,24,7,0.1560436662826388,0.5049900199600799,0.1560436662826388,False
936,22299.2128,22299.3352,33,7,-0.046799762106224205,0.8642714570858283,0.046799762106224205,False
937,22306.144,22306.2584,28,6,0.06052069015268655,0.8982035928143712,0.06052069015268655,False
951,22329.3096,22329.4536,34,8,-0.14754027870850148,0.6946107784431138,0.14754027870850148,False
959,22344.72,22344.804,25,5,-0.4865874516324046,0.2315369261477046,0.4865874516324046,False
961,22345.5672,22345.6888,22,7,0.5279726398218525,0.08582834331337326,0.5279726398218525,False
973,22380.056,22380.1784,28,7,0.35419359400945283,0.25349301397205587,0.35419359400945283,False
979,22386.3352,22386.4392,28,6,0.8376592553998146,0.005988023952095809,0.8376592553998146,True
994,22410.3544,22410.4408,25,5,-0.1760233211242721,0.40119760479041916,0.1760233211242721,False
995,22410.5824,22410.688,22,6,0.6065343736553649,0.015968063872255488,0.6065343736553649,True
1006,22427.1008,22427.3024,32,11,0.42515867389635015,0.033932135728542916,0.42515867389635015,True
1008,22429.9432,22430.076,35,7,0.5629719427653032,0.07984031936127745,0.5629719427653032,False
1009,22434.9112,22435.0112,18,6,-0.061316793591067585,0.8343313373253493,0.061316793591067585,False
